date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2012-05-06,0,8,43,0,5,False
2012-05-07,1,10,34,0,10,False
2012-05-08,0,15,62,0,10,False
2012-05-09,1,15,78,0,10,False
2012-05-10,0,16,68,0,8,False
2012-05-11,0,14,67,0,9,False
2012-05-12,0,5,100,0,6,False
2012-05-13,1,3,100,0,8,False
2012-05-14,1,12,58,0,8,False
2012-05-15,1,8,47,0,9,False
2012-05-16,1,11,35,0,9,False
2012-05-17,0,12,34,0,9,False
2012-05-18,0,11,34,0,9,False
2012-05-19,1,4,47,0,4,False
2012-05-20,2,4,63,0,6,False
2012-05-21,0,12,33,0,8,False
2012-05-22,0,8,26,0,7,False
2012-05-23,1,11,28,0,6,False
2012-05-24,0,9,24,0,9,False
2012-05-25,1,5,29,0,8,False
2012-05-26,0,3,47,0,7,False
2012-05-27,0,2,55,0,5,False
2012-05-28,1,4,36,0,7,False
2012-05-29,0,8,29,0,13,False
2012-05-30,0,11,22,0,8,False
2012-05-31,0,8,24,0,8,False
2012-06-01,1,8,26,0,8,False
2012-06-02,1,2,48,0,12,False
2012-06-03,0,3,38,0,4,False
2012-06-04,1,8,25,0,8,False
2012-06-05,0,9,25,0,8,False
2012-06-06,0,6,23,0,7,False
2012-06-07,0,5,20,0,8,False
2012-06-08,0,9,21,0,8,False
2012-06-09,0,1,30,0,4,False
2012-06-10,0,2,28,0,7,False
2012-06-11,0,8,26,0,10,False
2012-06-12,1,8,17,0,10,False
2012-06-13,0,9,21,0,10,False
2012-06-14,1,6,19,0,8,False
2012-06-15,0,5,15,0,6,False
2012-06-16,0,1,30,0,7,False
2012-06-17,0,2,31,0,4,False
2012-06-18,0,6,23,0,9,False
2012-06-19,1,6,22,0,8,False
2012-06-20,1,9,19,0,6,False
2012-06-21,0,6,20,0,7,False
2012-06-22,0,9,25,0,7,False
2012-06-23,0,2,27,0,5,False
2012-06-24,0,3,55,0,4,False
2012-06-25,1,7,31,0,9,False
2012-06-26,1,8,19,0,8,False
2012-06-27,0,7,20,0,8,False
2012-06-28,1,8,18,0,11,False
2012-06-29,0,9,16,0,12,False
2012-06-30,0,1,18,0,6,False
2012-07-01,1,3,28,0,5,False
2012-07-02,1,4,20,0,12,False
2012-07-03,0,4,17,0,6,False
2012-07-04,1,1,20,0,5,False
2012-07-05,0,10,16,0,7,False
2012-07-06,1,5,21,0,8,False
2012-07-07,0,2,26,0,9,False
2012-07-08,0,2,28,0,3,False
2012-07-09,0,7,15,0,7,False
2012-07-10,0,7,15,0,13,False
2012-07-11,0,5,18,0,8,False
2012-07-12,0,7,16,0,8,False
2012-07-13,1,5,19,0,9,False
2012-07-14,0,4,17,0,5,False
2012-07-15,0,3,31,0,6,False
2012-07-16,0,6,33,0,13,False
2012-07-17,1,6,16,0,9,False
2012-07-18,0,7,16,0,7,False
2012-07-19,1,5,15,0,8,False
2012-07-20,0,4,15,0,8,False
2012-07-21,0,2,28,0,6,False
2012-07-22,0,1,37,0,5,False
2012-07-23,1,7,17,0,12,False
2012-07-24,1,10,16,0,11,False
2012-07-25,0,6,15,0,6,False
2012-07-26,0,4,22,0,11,False
2012-07-27,0,4,16,0,5,False
2012-07-28,0,2,30,0,8,False
2012-07-29,1,2,28,0,8,False
2012-07-30,1,9,19,0,8,False
2012-07-31,0,7,15,0,9,False
2012-08-01,1,9,13,0,9,False
2012-08-02,1,8,16,0,8,False
2012-08-03,1,5,14,0,8,False
2012-08-04,1,2,19,0,5,False
2012-08-05,0,1,29,0,4,False
2012-08-06,0,7,17,0,7,False
2012-08-07,0,7,19,0,8,False
2012-08-08,0,5,16,0,9,False
2012-08-09,0,7,13,0,7,False
2012-08-10,1,4,16,0,7,False
2012-08-11,0,2,17,0,3,False
2012-08-12,0,2,22,0,4,False
2012-08-13,0,3,12,0,8,False
2012-08-14,1,7,11,0,13,False
2012-08-15,1,6,13,0,7,False
2012-08-16,1,8,16,0,11,False
2012-08-17,0,4,14,0,7,False
2012-08-18,0,2,20,0,4,False
2012-08-19,0,1,19,0,8,False
2012-08-20,1,5,27,0,8,False
2012-08-21,0,5,20,0,9,False
2012-08-22,0,6,18,0,5,False
2012-08-23,1,5,15,0,10,False
2012-08-24,0,5,14,0,10,False
2012-08-25,0,1,22,0,7,False
2012-08-26,0,4,20,0,4,False
2012-08-27,0,6,13,0,8,False
2012-08-28,1,8,13,0,6,False
2012-08-29,0,8,15,0,9,False
2012-08-30,1,9,11,0,9,False
2012-08-31,0,7,13,0,16,False
2012-09-01,0,1,20,0,7,False
2012-09-02,0,7,26,0,8,False
2012-09-03,0,5,28,0,8,False
2012-09-04,1,7,17,0,9,False
2012-09-05,1,12,18,0,14,False
2012-09-06,0,8,18,0,11,False
2012-09-07,0,9,15,0,13,False
2012-09-08,1,2,17,0,7,False
2012-09-09,1,4,23,0,6,False
2012-09-10,1,10,17,0,9,False
2012-09-11,0,8,15,0,10,False
2012-09-12,0,11,17,0,12,False
2012-09-13,1,11,11,0,8,False
2012-09-14,0,9,13,0,7,False
2012-09-15,0,3,23,0,6,False
2012-09-16,1,6,22,0,6,False
2012-09-17,0,12,15,0,11,False
2012-09-18,0,13,11,0,12,False
2012-09-19,1,11,17,0,8,False
2012-09-20,1,13,14,0,10,False
2012-09-21,1,10,22,0,9,False
2012-09-22,0,2,26,0,5,False
2012-09-23,0,5,43,0,5,False
2012-09-24,0,11,21,0,10,False
2012-09-25,1,10,18,0,10,False
2012-09-26,0,10,20,0,9,False
2012-09-27,1,12,17,0,10,False
2012-09-28,1,13,14,0,11,False
2012-09-29,0,4,30,0,8,False
2012-09-30,0,5,26,0,9,False
2012-10-01,0,10,20,0,8,False
2012-10-02,0,13,15,0,8,False
2012-10-03,0,12,14,0,10,False
2012-10-04,0,12,16,0,12,False
2012-10-05,1,9,15,0,11,False
2012-10-06,0,3,17,0,7,False
2012-10-07,1,6,21,0,7,False
2012-10-08,1,9,13,0,8,False
2012-10-09,0,13,14,0,9,False
2012-10-10,0,14,19,0,10,False
2012-10-11,1,12,19,0,9,False
2012-10-12,0,11,15,0,10,False
2012-10-13,0,5,19,0,8,False
2012-10-14,1,5,16,0,9,False
2012-10-15,0,10,16,0,9,False
2012-10-16,1,14,14,0,14,False
2012-10-17,0,16,20,0,18,False
2012-10-18,1,17,17,0,14,False
2012-10-19,1,10,13,0,10,False
2012-10-20,0,4,31,0,7,False
2012-10-21,0,7,39,0,7,False
2012-10-22,1,16,18,0,8,False
2012-10-23,1,15,19,0,10,False
2012-10-24,1,14,16,0,10,False
2012-10-25,0,16,18,0,11,False
2012-10-26,1,12,21,0,9,False
2012-10-27,0,2,29,0,6,False
2012-10-28,0,8,36,0,8,False
2012-10-29,1,14,29,0,9,False
2012-10-30,1,13,24,0,6,False
2012-10-31,1,14,18,0,12,False
2012-11-01,1,12,23,0,11,False
2012-11-02,1,13,18,0,12,False
2012-11-03,1,2,19,0,5,False
2012-11-04,0,7,23,0,11,False
2012-11-05,0,12,14,0,7,False
2012-11-06,0,12,11,0,12,False
2012-11-07,1,13,10,0,15,False
2012-11-08,0,15,12,0,14,False
2012-11-09,1,12,12,0,12,False
2012-11-10,0,5,14,0,8,False
2012-11-11,0,8,19,0,9,False
2012-11-12,0,12,15,0,9,False
2012-11-13,1,16,15,0,10,False
2012-11-14,0,13,11,0,12,False
2012-11-15,0,17,14,0,9,False
2012-11-16,1,11,13,0,8,False
2012-11-17,0,5,12,0,8,False
2012-11-18,0,6,16,0,7,False
2012-11-19,1,14,15,0,11,False
2012-11-20,1,12,11,0,8,False
2012-11-21,0,8,14,0,7,False
2012-11-22,1,4,19,0,6,False
2012-11-23,0,2,22,0,7,False
2012-11-24,0,5,16,0,4,False
2012-11-25,0,6,28,0,6,False
2012-11-26,1,9,19,0,10,False
2012-11-27,1,17,17,0,7,False
2012-11-28,1,13,12,0,9,False
2012-11-29,1,13,10,0,7,False
2012-11-30,1,14,13,0,8,False
2012-12-01,0,3,18,0,6,False
2012-12-02,0,8,22,0,7,False
2012-12-03,0,13,11,0,14,False
2012-12-04,1,15,16,0,11,False
2012-12-05,1,13,14,0,8,False
2012-12-06,0,14,10,0,11,False
2012-12-07,0,15,12,0,10,False
2012-12-08,0,4,18,0,5,False
2012-12-09,0,8,17,0,6,False
2012-12-10,1,17,11,0,9,False
2012-12-11,0,17,10,0,10,False
2012-12-12,1,15,15,0,9,False
2012-12-13,0,15,12,0,10,False
2012-12-14,0,13,12,0,6,False
2012-12-15,0,4,15,0,6,False
2012-12-16,0,9,10,0,6,False
2012-12-17,0,13,21,0,7,False
2012-12-18,0,13,18,0,9,False
2012-12-19,0,11,22,0,13,False
2012-12-20,0,10,14,0,9,False
2012-12-21,0,7,16,0,5,False
2012-12-22,0,3,17,0,4,False
2012-12-23,0,1,19,0,5,False
2012-12-24,0,2,22,0,6,False
2012-12-25,0,1,19,0,5,False
2012-12-26,0,4,17,0,4,False
2012-12-27,0,3,12,0,5,False
2012-12-28,1,3,16,0,8,False
2012-12-29,0,3,21,0,5,False
2012-12-30,0,2,16,0,6,False
2012-12-31,1,2,13,0,6,False
2013-01-01,1,1,17,0,6,False
2013-01-02,1,7,19,0,12,False
2013-01-03,0,7,36,0,12,False
2013-01-04,1,7,32,0,8,False
2013-01-05,0,3,20,0,7,False
2013-01-06,0,3,25,0,7,False
2013-01-07,1,10,18,0,10,False
2013-01-08,1,11,14,0,9,False
2013-01-09,0,12,11,0,9,False
2013-01-10,1,9,16,0,9,False
