date,advantage,affluence,affluent,afloat,allowance,isPartial
2010-04-05,91,0,2,0,21,False
2010-04-06,91,1,2,1,22,False
2010-04-07,83,1,3,0,24,False
2010-04-08,82,1,0,0,20,False
2010-04-09,84,1,2,1,15,False
2010-04-10,56,1,1,0,15,False
2010-04-11,66,1,2,1,22,False
2010-04-12,89,1,2,1,26,False
2010-04-13,95,2,1,1,22,False
2010-04-14,83,0,0,1,17,False
2010-04-15,92,1,3,0,29,False
2010-04-16,77,1,2,1,19,False
2010-04-17,68,1,3,1,12,False
2010-04-18,78,1,2,0,16,False
2010-04-19,93,1,3,2,21,False
2010-04-20,85,1,2,1,19,False
2010-04-21,92,2,1,0,15,False
2010-04-22,86,1,2,1,14,False
2010-04-23,79,1,2,2,13,False
2010-04-24,54,0,2,1,18,False
2010-04-25,62,1,2,1,15,False
2010-04-26,100,1,4,1,18,False
2010-04-27,81,0,1,1,16,False
2010-04-28,81,0,2,1,14,False
2010-04-29,85,1,1,1,17,False
2010-04-30,80,0,2,0,17,False
2010-05-01,60,1,1,1,13,False
2010-05-02,63,1,2,1,16,False
2010-05-03,92,1,2,2,16,False
2010-05-04,98,0,1,1,22,False
2010-05-05,91,1,1,2,20,False
2010-05-06,72,1,1,1,20,False
2010-05-07,80,1,2,2,17,False
2010-05-08,65,0,1,0,13,False
2010-05-09,57,0,1,1,15,False
2010-05-10,77,0,1,1,21,False
2010-05-11,84,1,1,1,17,False
2010-05-12,84,2,2,0,19,False
2010-05-13,90,0,2,0,17,False
2010-05-14,77,0,1,2,17,False
2010-05-15,54,0,1,0,15,False
2010-05-16,55,0,1,1,20,False
2010-05-17,90,0,4,0,17,False
2010-05-18,87,1,2,0,26,False
2010-05-19,83,1,0,2,17,False
2010-05-20,82,0,1,1,14,False
2010-05-21,81,1,0,0,18,False
2010-05-22,43,0,2,2,12,False
2010-05-23,55,0,2,1,14,False
2010-05-24,79,0,1,2,19,False
2010-05-25,89,1,2,1,20,False
2010-05-26,85,0,1,1,18,False
2010-05-27,82,0,1,0,19,False
2010-05-28,70,1,2,0,18,False
2010-05-29,58,0,1,1,18,False
2010-05-30,63,1,1,1,16,False
2010-05-31,68,0,2,1,15,False
2010-06-01,92,0,2,1,19,False
2010-06-02,84,0,2,2,20,False
2010-06-03,99,0,2,2,14,False
2010-06-04,88,0,2,0,21,False
2010-06-05,63,0,1,0,15,False
2010-06-06,55,1,2,0,13,False
2010-06-07,82,1,0,0,22,False
2010-06-08,83,0,2,1,19,False
2010-06-09,86,0,1,2,14,False
2010-06-10,82,0,0,1,17,False
2010-06-11,86,0,1,1,18,False
2010-06-12,58,1,1,1,19,False
