date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2013-01-15,0,26,42,0,19,False
2013-01-16,2,21,35,0,16,False
2013-01-17,2,31,37,0,21,False
2013-01-18,3,27,28,0,19,False
2013-01-19,0,8,33,0,11,False
2013-01-20,1,8,44,0,11,False
2013-01-21,0,21,56,0,17,False
2013-01-22,2,23,46,0,17,False
2013-01-23,2,25,33,0,17,False
2013-01-24,1,25,25,0,17,False
2013-01-25,0,22,37,0,16,False
2013-01-26,1,8,41,0,17,False
2013-01-27,1,14,46,0,13,False
2013-01-28,2,19,68,0,14,False
2013-01-29,1,27,36,0,19,False
2013-01-30,1,21,30,0,20,False
2013-01-31,0,28,27,0,26,False
2013-02-01,2,22,34,0,20,False
2013-02-02,1,8,30,0,18,False
2013-02-03,1,14,37,0,14,False
2013-02-04,0,27,22,0,14,False
2013-02-05,2,27,30,0,21,False
2013-02-06,3,24,23,0,20,False
2013-02-07,0,24,22,0,21,False
2013-02-08,0,29,21,0,17,False
2013-02-09,0,8,33,0,15,False
2013-02-10,1,14,33,0,13,False
2013-02-11,2,23,27,0,19,False
2013-02-12,1,30,29,0,22,False
2013-02-13,2,29,26,0,22,False
2013-02-14,1,28,20,0,14,False
2013-02-15,1,20,43,0,13,False
2013-02-16,1,8,42,0,14,False
2013-02-17,0,8,35,0,18,False
2013-02-18,0,18,34,0,13,False
2013-02-19,1,26,31,0,18,False
2013-02-20,0,34,30,0,15,False
2013-02-21,0,27,27,0,18,False
2013-02-22,1,22,33,0,14,False
2013-02-23,2,17,71,0,15,False
2013-02-24,2,10,46,0,15,False
2013-02-25,1,33,36,0,16,False
2013-02-26,1,28,28,0,18,False
2013-02-27,1,29,28,0,19,False
2013-02-28,0,32,27,0,13,False
2013-03-01,1,26,24,0,12,False
2013-03-02,0,6,40,0,15,False
2013-03-03,1,7,42,0,15,False
2013-03-04,1,29,47,0,15,False
2013-03-05,1,30,27,0,21,False
2013-03-06,0,27,37,0,20,False
2013-03-07,1,34,32,0,19,False
2013-03-08,1,24,32,0,13,False
2013-03-09,0,7,35,0,12,False
2013-03-10,1,9,100,0,12,False
2013-03-11,1,21,41,0,21,False
2013-03-12,1,29,34,0,16,False
2013-03-13,0,22,30,0,16,False
2013-03-14,1,24,60,0,18,False
2013-03-15,1,24,28,0,15,False
2013-03-16,1,9,40,0,8,False
2013-03-17,0,11,80,0,10,False
2013-03-18,0,23,33,0,18,False
2013-03-19,1,33,34,0,15,False
2013-03-20,1,20,31,0,16,False
2013-03-21,0,22,27,0,10,False
2013-03-22,0,24,22,0,18,False
2013-03-23,0,7,27,0,10,False
2013-03-24,0,8,35,0,15,False
2013-03-25,0,22,29,0,13,False
2013-03-26,1,23,29,0,21,False
2013-03-27,0,20,35,0,19,False
2013-03-28,0,22,29,0,17,False
2013-03-29,0,13,28,0,11,False
2013-03-30,1,10,31,0,7,False
2013-03-31,0,10,35,1,12,False
2013-04-01,1,16,24,0,17,False
2013-04-02,1,25,28,0,13,False
2013-04-03,0,23,26,0,15,False
2013-04-04,3,22,27,0,12,False
2013-04-05,0,17,23,0,17,False
2013-04-06,1,5,55,0,12,False
2013-04-07,1,6,83,0,16,False
2013-04-08,0,21,28,0,21,False
2013-04-09,0,28,27,0,16,False
2013-04-10,0,26,31,0,19,False
2013-04-11,0,25,22,0,17,False
2013-04-12,1,21,26,0,15,False
2013-04-13,0,6,29,0,10,False
2013-04-14,1,9,46,0,17,False
2013-04-15,1,18,32,0,20,False
2013-04-16,3,19,23,0,12,False
2013-04-17,1,27,20,0,15,False
2013-04-18,2,25,24,0,16,False
2013-04-19,0,20,30,0,18,False
2013-04-20,0,8,29,0,10,False
2013-04-21,0,6,27,0,8,False
2013-04-22,0,26,20,0,16,False
2013-04-23,1,25,21,0,17,False
2013-04-24,0,31,30,0,18,False
2013-04-25,1,17,26,0,14,False
2013-04-26,0,14,22,0,10,False
2013-04-27,1,8,37,0,10,False
2013-04-28,1,12,36,0,15,False
2013-04-29,0,26,36,0,14,False
2013-04-30,0,23,23,0,19,False
2013-05-01,3,24,21,0,15,False
2013-05-02,0,28,26,0,16,False
2013-05-03,0,23,21,0,18,False
2013-05-04,1,4,23,1,13,False
2013-05-05,0,10,38,0,12,False
2013-05-06,0,23,29,0,18,False
2013-05-07,0,20,19,0,14,False
2013-05-08,1,21,33,0,18,False
2013-05-09,1,28,28,0,14,False
2013-05-10,0,24,29,0,19,False
2013-05-11,0,9,30,0,10,False
2013-05-12,1,12,25,0,12,False
2013-05-13,1,16,21,0,13,False
2013-05-14,1,22,24,0,12,False
