date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2015-10-28,3,41,36,0,15,False
2015-10-29,3,39,33,0,17,False
2015-10-30,2,33,33,0,21,False
2015-10-31,1,11,61,0,9,False
2015-11-01,0,14,62,0,5,False
2015-11-02,3,46,44,0,17,False
2015-11-03,4,45,70,0,19,False
2015-11-04,3,39,38,0,17,False
2015-11-05,1,41,38,0,17,False
2015-11-06,1,42,30,0,18,False
2015-11-07,1,9,34,0,10,False
2015-11-08,2,15,28,0,12,False
2015-11-09,2,47,31,0,20,False
2015-11-10,3,54,30,0,19,False
2015-11-11,1,41,23,0,19,False
2015-11-12,3,54,33,0,17,False
2015-11-13,2,35,31,0,13,False
2015-11-14,1,15,33,0,9,False
2015-11-15,2,19,26,0,14,False
2015-11-16,2,50,26,0,20,False
2015-11-17,1,39,26,0,12,False
2015-11-18,4,38,24,0,18,False
2015-11-19,2,40,31,0,16,False
2015-11-20,3,45,33,0,17,False
2015-11-21,1,10,32,0,11,False
2015-11-22,0,9,30,0,10,False
2015-11-23,1,30,24,0,16,False
2015-11-24,2,31,26,0,15,False
2015-11-25,2,22,32,0,8,False
2015-11-26,1,10,26,0,9,False
2015-11-27,1,8,32,0,10,False
2015-11-28,0,12,47,0,11,False
2015-11-29,1,13,40,0,17,False
2015-11-30,1,42,27,1,20,False
2015-12-01,5,49,29,0,14,False
2015-12-02,4,42,38,0,13,False
2015-12-03,4,38,63,1,13,False
2015-12-04,2,56,38,0,20,False
2015-12-05,1,16,37,0,10,False
2015-12-06,1,18,29,0,17,False
2015-12-07,4,53,37,0,18,False
2015-12-08,4,48,22,0,19,False
2015-12-09,3,44,38,0,26,False
2015-12-10,1,48,30,0,16,False
2015-12-11,2,50,37,0,20,False
2015-12-12,1,12,39,0,13,False
2015-12-13,3,15,35,0,15,False
2015-12-14,2,44,27,0,19,False
2015-12-15,3,58,32,0,19,False
2015-12-16,1,44,39,0,18,False
2015-12-17,2,48,32,0,13,False
2015-12-18,1,33,21,0,15,False
2015-12-19,2,5,28,0,6,False
2015-12-20,2,8,33,0,15,False
2015-12-21,1,24,24,0,13,False
2015-12-22,1,17,23,0,15,False
2015-12-23,0,13,34,0,8,False
2015-12-24,2,12,33,0,15,False
2015-12-25,0,6,27,0,3,False
2015-12-26,0,6,39,0,8,False
2015-12-27,1,5,35,0,5,False
2015-12-28,1,16,27,0,8,False
2015-12-29,2,10,29,0,15,False
2015-12-30,1,13,31,0,14,False
2015-12-31,3,5,28,0,12,False
2016-01-01,0,4,37,0,8,False
2016-01-02,1,4,33,0,11,False
2016-01-03,1,11,33,0,15,False
2016-01-04,1,22,24,0,17,False
2016-01-05,2,34,35,0,15,False
2016-01-06,0,43,41,0,22,False
2016-01-07,5,41,61,0,17,False
2016-01-08,2,33,31,0,14,False
2016-01-09,2,13,39,0,16,False
2016-01-10,2,13,57,0,12,False
2016-01-11,3,34,27,0,13,False
2016-01-12,3,37,34,0,21,False
2016-01-13,1,32,30,0,26,False
2016-01-14,2,34,28,0,16,False
2016-01-15,3,47,35,0,19,False
2016-01-16,1,14,29,0,21,False
2016-01-17,2,9,34,0,13,False
2016-01-18,1,21,36,0,19,False
2016-01-19,2,39,33,0,23,False
2016-01-20,3,42,31,0,19,False
2016-01-21,2,38,30,0,26,False
2016-01-22,1,29,27,0,13,False
2016-01-23,2,16,46,0,13,False
2016-01-24,1,13,53,0,21,False
2016-01-25,2,34,30,0,18,False
2016-01-26,1,37,29,0,25,False
2016-01-27,3,43,27,0,24,False
2016-01-28,2,43,26,0,20,False
2016-01-29,2,36,32,0,23,False
2016-01-30,1,9,42,0,13,False
2016-01-31,1,12,73,0,20,False
2016-02-01,1,39,32,0,20,False
2016-02-02,4,42,23,0,14,False
2016-02-03,4,40,28,0,17,False
2016-02-04,4,36,27,0,20,False
2016-02-05,2,30,24,0,17,False
2016-02-06,1,11,64,0,18,False
2016-02-07,0,13,31,0,15,False
2016-02-08,1,31,28,0,22,False
2016-02-09,3,38,21,0,23,False
2016-02-10,1,46,26,0,23,False
2016-02-11,1,45,26,0,15,False
2016-02-12,3,39,24,0,24,False
2016-02-13,3,14,20,1,12,False
2016-02-14,1,13,50,0,8,False
2016-02-15,1,19,28,0,16,False
2016-02-16,4,38,25,0,14,False
2016-02-17,3,43,22,0,18,False
2016-02-18,1,39,26,0,16,False
2016-02-19,2,33,22,0,17,False
2016-02-20,3,16,30,0,18,False
2016-02-21,2,17,43,0,18,False
2016-02-22,4,39,46,0,21,False
2016-02-23,2,40,29,0,15,False
2016-02-24,2,45,30,0,24,False
2016-02-25,3,50,26,0,24,False
2016-02-26,1,27,19,0,21,False
2016-02-27,2,7,39,0,15,False
2016-02-28,1,14,31,0,16,False
2016-02-29,4,35,32,0,18,False
2016-03-01,1,37,26,0,20,False
2016-03-02,2,63,31,0,18,False
2016-03-03,2,53,40,0,19,False
2016-03-04,3,32,40,0,18,False
2016-03-05,1,12,34,0,14,False
2016-03-06,2,17,40,0,17,False
2016-03-07,3,41,43,0,17,False
2016-03-08,4,39,37,0,19,False
2016-03-09,2,42,36,0,19,False
2016-03-10,1,47,37,0,22,False
2016-03-11,2,42,39,0,17,False
2016-03-12,1,9,49,0,15,False
2016-03-13,1,13,51,0,14,False
2016-03-14,2,37,41,0,17,False
2016-03-15,3,38,39,0,15,False
2016-03-16,3,35,34,0,20,False
2016-03-17,3,34,44,0,12,False
2016-03-18,2,28,33,0,27,False
2016-03-19,1,9,48,0,13,False
2016-03-20,1,15,54,0,16,False
2016-03-21,2,21,45,0,25,False
2016-03-22,2,36,40,0,16,False
2016-03-23,1,28,30,0,14,False
2016-03-24,2,29,36,0,21,False
2016-03-25,1,15,43,0,16,False
2016-03-26,1,6,44,0,11,False
2016-03-27,1,11,43,0,12,False
2016-03-28,2,25,35,0,16,False
2016-03-29,0,29,35,0,15,False
2016-03-30,1,32,37,0,14,False
2016-03-31,2,30,30,0,19,False
2016-04-01,6,24,35,0,13,False
2016-04-02,3,6,31,0,6,False
2016-04-03,0,12,38,0,17,False
2016-04-04,4,32,30,0,19,False
2016-04-05,1,35,30,0,17,False
2016-04-06,2,37,39,0,18,False
2016-04-07,3,41,36,0,20,False
2016-04-08,1,24,39,0,15,False
2016-04-09,1,10,53,0,9,False
2016-04-10,1,18,30,0,12,False
2016-04-11,3,33,31,0,21,False
2016-04-12,3,34,38,0,16,False
2016-04-13,1,29,57,0,21,False
2016-04-14,2,34,46,0,17,False
2016-04-15,1,28,38,0,23,False
2016-04-16,2,9,51,0,8,False
2016-04-17,1,13,57,0,13,False
2016-04-18,3,26,34,0,20,False
2016-04-19,3,29,37,0,13,False
2016-04-20,4,29,34,0,19,False
2016-04-21,2,29,37,0,12,False
2016-04-22,2,21,25,0,16,False
2016-04-23,0,8,35,0,12,False
2016-04-24,2,16,31,0,12,False
2016-04-25,1,23,26,0,19,False
2016-04-26,1,36,30,0,20,False
2016-04-27,0,31,36,0,19,False
2016-04-28,3,36,29,0,17,False
2016-04-29,1,30,36,0,12,False
2016-04-30,1,11,30,0,6,False
2016-05-01,1,15,36,0,11,False
2016-05-02,3,30,37,0,16,False
2016-05-03,0,30,37,0,16,False
2016-05-04,2,33,28,0,14,False
2016-05-05,1,38,29,0,15,False
2016-05-06,6,37,28,0,22,False
2016-05-07,2,10,24,0,13,False
2016-05-08,1,15,37,0,18,False
2016-05-09,4,29,24,0,14,False
2016-05-10,1,30,26,0,19,False
2016-05-11,3,22,21,0,11,False
2016-05-12,1,30,26,0,18,False
2016-05-13,1,20,29,0,16,False
2016-05-14,1,7,28,0,10,False
2016-05-15,1,6,30,0,13,False
2016-05-16,0,17,29,0,15,False
2016-05-17,1,27,25,0,18,False
2016-05-18,1,30,33,0,18,False
2016-05-19,0,23,52,0,14,False
2016-05-20,1,26,32,0,16,False
2016-05-21,0,8,27,0,7,False
2016-05-22,1,12,42,0,8,False
2016-05-23,2,20,27,0,17,False
2016-05-24,4,25,31,0,13,False
2016-05-25,0,27,27,0,16,False
2016-05-26,0,22,29,0,19,False
2016-05-27,1,19,29,0,9,False
2016-05-28,1,8,68,0,14,False
2016-05-29,2,12,32,0,8,False
2016-05-30,1,7,31,0,11,False
2016-05-31,1,17,21,0,13,False
2016-06-01,2,22,29,0,16,False
2016-06-02,1,24,29,0,15,False
2016-06-03,0,16,28,0,19,False
2016-06-04,2,9,36,0,11,False
