date,advantage,affluence,affluent,afloat,allowance,isPartial
2007-09-05,83,1,1,0,9,False
2007-09-06,93,0,1,1,10,False
2007-09-07,84,0,1,2,13,False
2007-09-08,68,0,0,4,6,False
2007-09-09,61,0,1,0,13,False
2007-09-10,80,1,2,1,12,False
2007-09-11,77,1,2,1,18,False
2007-09-12,91,0,1,4,11,False
2007-09-13,95,0,1,1,13,False
2007-09-14,92,1,1,0,12,False
2007-09-15,59,0,0,3,5,False
2007-09-16,62,1,1,1,7,False
2007-09-17,78,1,1,0,11,False
2007-09-18,80,0,1,2,16,False
2007-09-19,79,1,2,1,13,False
2007-09-20,83,1,0,1,13,False
2007-09-21,75,0,2,0,9,False
2007-09-22,64,0,2,0,6,False
2007-09-23,65,1,1,2,12,False
2007-09-24,80,1,1,0,13,False
2007-09-25,79,1,3,0,13,False
2007-09-26,74,2,2,2,14,False
2007-09-27,60,0,1,1,13,False
2007-09-28,66,1,1,2,12,False
2007-09-29,72,0,1,0,10,False
2007-09-30,73,0,1,1,13,False
2007-10-01,83,1,2,0,12,False
2007-10-02,82,1,1,2,11,False
2007-10-03,69,0,1,2,15,False
2007-10-04,66,1,2,1,8,False
2007-10-05,68,0,1,1,14,False
2007-10-06,66,0,1,0,7,False
2007-10-07,57,0,0,0,10,False
2007-10-08,82,0,0,1,9,False
2007-10-09,78,1,1,1,15,False
2007-10-10,75,0,3,1,14,False
2007-10-11,78,1,1,0,13,False
2007-10-12,84,0,2,1,12,False
2007-10-13,60,1,2,0,14,False
2007-10-14,52,0,2,0,14,False
2007-10-15,77,1,1,1,10,False
2007-10-16,79,0,2,0,12,False
2007-10-17,62,0,1,2,15,False
2007-10-18,72,1,2,1,12,False
2007-10-19,62,0,2,2,9,False
2007-10-20,45,0,0,1,7,False
2007-10-21,56,0,1,0,6,False
2007-10-22,74,1,2,1,10,False
2007-10-23,89,1,2,1,17,False
2007-10-24,68,0,2,1,14,False
2007-10-25,80,0,1,1,10,False
2007-10-26,75,0,1,2,13,False
2007-10-27,59,0,0,1,12,False
2007-10-28,58,0,0,1,9,False
2007-10-29,79,1,1,1,12,False
2007-10-30,70,1,2,1,12,False
2007-10-31,85,1,1,0,15,False
2007-11-01,76,1,2,1,15,False
2007-11-02,74,1,1,0,11,False
2007-11-03,61,1,2,0,12,False
2007-11-04,68,0,2,0,9,False
2007-11-05,79,0,1,1,14,False
2007-11-06,75,0,2,2,16,False
2007-11-07,79,0,1,0,10,False
2007-11-08,88,0,2,2,11,False
2007-11-09,66,1,2,1,11,False
2007-11-10,68,1,1,1,5,False
2007-11-11,67,0,1,1,10,False
2007-11-12,89,0,1,0,10,False
2007-11-13,79,0,2,1,12,False
2007-11-14,78,0,2,0,15,False
2007-11-15,77,1,1,0,10,False
2007-11-16,85,1,3,1,14,False
2007-11-17,59,0,0,0,12,False
2007-11-18,54,1,2,0,7,False
2007-11-19,69,0,2,0,8,False
2007-11-20,83,1,2,0,11,False
2007-11-21,61,0,1,1,11,False
2007-11-22,48,0,1,0,6,False
2007-11-23,61,0,0,2,3,False
2007-11-24,47,1,1,0,7,False
2007-11-25,69,0,1,0,9,False
2007-11-26,77,1,2,1,13,False
2007-11-27,81,0,1,0,16,False
2007-11-28,83,0,2,1,13,False
2007-11-29,75,0,1,0,9,False
2007-11-30,83,0,1,1,9,False
2007-12-01,58,0,2,0,10,False
2007-12-02,60,1,1,0,6,False
2007-12-03,72,0,2,1,14,False
2007-12-04,87,0,0,0,11,False
2007-12-05,87,0,4,2,16,False
2007-12-06,93,1,2,1,12,False
2007-12-07,79,1,1,2,10,False
2007-12-08,68,0,1,0,8,False
2007-12-09,61,0,1,0,8,False
2007-12-10,83,0,3,0,14,False
2007-12-11,82,0,0,0,18,False
2007-12-12,82,1,1,2,12,False
2007-12-13,71,0,0,1,11,False
2007-12-14,82,0,2,1,13,False
2007-12-15,61,1,1,1,7,False
2007-12-16,74,0,1,0,7,False
2007-12-17,69,1,1,1,10,False
2007-12-18,73,0,1,1,19,False
2007-12-19,76,0,1,1,11,False
2007-12-20,79,0,1,0,12,False
2007-12-21,76,0,1,0,10,False
2007-12-22,54,0,2,1,3,False
2007-12-23,64,0,0,0,10,False
2007-12-24,43,1,0,0,5,False
2007-12-25,49,0,3,1,6,False
2007-12-26,67,1,2,1,8,False
2007-12-27,79,0,2,1,11,False
2007-12-28,75,1,0,0,19,False
2007-12-29,83,0,0,0,11,False
2007-12-30,58,0,0,1,7,False
2007-12-31,73,0,1,1,12,False
2008-01-01,48,0,1,0,16,False
2008-01-02,77,0,2,1,26,False
2008-01-03,89,0,1,0,19,False
2008-01-04,88,1,0,1,18,False
2008-01-05,62,0,1,1,13,False
2008-01-06,65,1,1,0,13,False
2008-01-07,81,0,1,0,14,False
2008-01-08,76,0,1,1,20,False
2008-01-09,88,0,2,1,18,False
2008-01-10,66,0,1,1,15,False
2008-01-11,78,0,3,1,16,False
2008-01-12,66,0,1,0,12,False
2008-01-13,65,0,1,1,8,False
2008-01-14,78,0,1,0,14,False
2008-01-15,81,0,2,0,15,False
2008-01-16,90,0,0,0,11,False
2008-01-17,84,1,1,0,13,False
2008-01-18,83,0,1,1,11,False
2008-01-19,61,0,1,0,13,False
2008-01-20,62,0,0,1,10,False
2008-01-21,80,1,1,1,13,False
2008-01-22,86,0,2,1,14,False
2008-01-23,82,0,1,1,16,False
2008-01-24,83,0,4,0,9,False
2008-01-25,76,1,1,0,13,False
2008-01-26,63,0,0,1,14,False
2008-01-27,66,0,1,1,13,False
2008-01-28,83,0,1,1,19,False
2008-01-29,89,0,0,0,14,False
2008-01-30,78,0,0,0,22,False
2008-01-31,77,0,1,1,15,False
2008-02-01,84,0,1,0,17,False
2008-02-02,67,1,1,0,11,False
2008-02-03,67,1,1,0,15,False
2008-02-04,90,0,3,1,15,False
2008-02-05,77,0,1,1,18,False
2008-02-06,87,0,1,0,18,False
2008-02-07,67,0,1,1,18,False
2008-02-08,92,0,4,0,12,False
2008-02-09,65,0,1,1,13,False
2008-02-10,73,0,1,0,11,False
2008-02-11,81,0,1,0,17,False
2008-02-12,82,0,1,0,15,False
2008-02-13,77,0,1,0,12,False
2008-02-14,86,0,0,0,11,False
2008-02-15,81,1,3,0,11,False
2008-02-16,70,0,2,0,16,False
2008-02-17,55,0,1,0,7,False
2008-02-18,86,1,1,0,11,False
2008-02-19,76,0,1,0,15,False
2008-02-20,81,0,1,0,17,False
2008-02-21,77,0,0,1,13,False
2008-02-22,86,0,1,1,14,False
2008-02-23,65,1,1,1,5,False
2008-02-24,68,0,1,0,7,False
2008-02-25,86,1,1,1,14,False
2008-02-26,88,0,1,0,11,False
2008-02-27,79,0,1,0,14,False
2008-02-28,89,1,1,0,13,False
2008-02-29,77,0,2,1,13,False
2008-03-01,58,0,0,1,16,False
2008-03-02,55,0,3,1,17,False
2008-03-03,84,0,1,1,14,False
2008-03-04,71,0,2,0,21,False
2008-03-05,86,0,1,0,9,False
2008-03-06,91,0,1,0,10,False
2008-03-07,76,0,1,1,18,False
2008-03-08,59,1,1,1,7,False
2008-03-09,67,0,1,1,11,False
2008-03-10,70,0,2,1,18,False
2008-03-11,76,1,1,1,14,False
2008-03-12,80,0,1,0,15,False
2008-03-13,78,0,1,0,18,False
2008-03-14,75,0,2,1,15,False
2008-03-15,63,0,0,0,11,False
2008-03-16,73,1,0,0,12,False
2008-03-17,82,1,1,0,15,False
2008-03-18,76,1,0,0,14,False
2008-03-19,85,1,3,1,12,False
