date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2012-05-06,0,1,40,72,15,False
2012-05-07,0,2,77,64,14,False
2012-05-08,1,3,78,58,12,False
2012-05-09,0,3,86,52,12,False
2012-05-10,1,3,74,50,13,False
2012-05-11,0,2,64,56,11,False
2012-05-12,0,0,41,49,12,False
2012-05-13,1,1,42,66,11,False
2012-05-14,0,1,74,64,14,False
2012-05-15,1,2,77,66,14,False
2012-05-16,0,2,78,59,13,False
2012-05-17,1,1,80,62,15,False
2012-05-18,1,3,55,48,11,False
2012-05-19,0,2,39,51,12,False
2012-05-20,0,1,37,72,15,False
2012-05-21,0,2,75,57,14,False
2012-05-22,1,4,97,56,15,False
2012-05-23,1,2,83,54,15,False
2012-05-24,1,4,75,50,10,False
2012-05-25,1,4,64,50,16,False
2012-05-26,0,1,39,47,12,False
2012-05-27,0,1,37,66,13,False
2012-05-28,1,1,52,40,12,False
2012-05-29,1,1,80,58,25,False
2012-05-30,0,2,77,51,14,False
2012-05-31,0,3,82,62,16,False
2012-06-01,1,1,70,56,11,False
2012-06-02,0,1,43,53,15,False
2012-06-03,0,1,41,81,17,False
2012-06-04,0,2,69,56,11,False
2012-06-05,0,4,84,64,11,False
2012-06-06,0,4,75,53,13,False
2012-06-07,0,3,78,54,13,False
2012-06-08,0,2,65,52,10,False
2012-06-09,1,3,33,47,17,False
2012-06-10,1,1,37,81,10,False
2012-06-11,1,3,82,54,15,False
2012-06-12,0,1,80,61,14,False
2012-06-13,0,2,68,65,12,False
2012-06-14,1,3,65,52,11,False
2012-06-15,1,1,69,45,12,False
2012-06-16,0,1,45,46,17,False
2012-06-17,1,2,36,62,12,False
2012-06-18,0,3,69,61,10,False
2012-06-19,1,3,72,54,13,False
2012-06-20,0,1,76,61,15,False
2012-06-21,1,3,80,58,13,False
2012-06-22,0,3,64,43,12,False
2012-06-23,0,1,41,48,12,False
2012-06-24,0,1,36,77,13,False
2012-06-25,0,2,70,62,15,False
2012-06-26,0,2,78,55,12,False
2012-06-27,0,3,75,63,11,False
2012-06-28,1,3,75,55,16,False
2012-06-29,1,2,62,51,11,False
2012-06-30,0,1,38,53,14,False
2012-07-01,0,1,50,80,11,False
2012-07-02,0,2,72,59,13,False
2012-07-03,0,4,67,53,14,False
2012-07-04,0,1,42,45,14,False
2012-07-05,0,2,65,52,10,False
2012-07-06,0,1,69,52,14,False
2012-07-07,0,1,37,54,9,False
