date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2014-06-07,3,0,0,0,61,False
2014-06-08,7,0,0,0,64,False
2014-06-09,3,1,0,0,67,False
2014-06-10,4,1,0,0,63,False
2014-06-11,4,1,0,0,71,False
2014-06-12,4,0,0,0,61,False
2014-06-13,4,2,0,0,61,False
2014-06-14,4,0,0,1,56,False
2014-06-15,4,0,0,0,59,False
2014-06-16,5,1,0,1,71,False
2014-06-17,4,0,0,1,66,False
2014-06-18,5,1,0,0,64,False
2014-06-19,4,1,0,0,64,False
2014-06-20,4,0,0,0,59,False
2014-06-21,2,0,0,0,68,False
2014-06-22,4,0,0,0,62,False
2014-06-23,3,0,0,0,53,False
2014-06-24,3,1,0,0,64,False
2014-06-25,6,1,0,0,63,False
2014-06-26,4,0,0,0,62,False
2014-06-27,3,0,0,0,73,False
2014-06-28,3,1,0,0,67,False
2014-06-29,3,1,0,1,62,False
2014-06-30,2,0,0,0,60,False
2014-07-01,4,1,0,0,60,False
2014-07-02,5,0,0,0,69,False
2014-07-03,2,0,0,0,57,False
2014-07-04,4,0,0,0,66,False
2014-07-05,2,0,0,1,61,False
2014-07-06,5,0,0,0,66,False
2014-07-07,4,1,0,0,59,False
2014-07-08,5,0,0,1,59,False
2014-07-09,4,1,0,1,67,False
2014-07-10,3,1,0,1,60,False
2014-07-11,4,2,0,0,59,False
2014-07-12,3,0,0,0,63,False
2014-07-13,2,0,0,1,62,False
2014-07-14,3,1,0,0,60,False
2014-07-15,2,1,0,1,66,False
2014-07-16,5,1,0,1,61,False
2014-07-17,4,0,0,1,56,False
2014-07-18,4,1,0,0,74,False
2014-07-19,3,1,0,1,65,False
2014-07-20,4,0,0,0,63,False
2014-07-21,5,0,0,0,58,False
2014-07-22,2,0,0,0,73,False
2014-07-23,4,0,0,0,64,False
2014-07-24,6,0,0,0,70,False
2014-07-25,2,1,0,0,61,False
2014-07-26,5,0,0,0,75,False
2014-07-27,5,0,0,0,67,False
2014-07-28,3,1,0,0,65,False
2014-07-29,4,0,0,1,67,False
2014-07-30,2,2,0,0,71,False
2014-07-31,5,1,1,1,70,False
2014-08-01,3,1,0,0,69,False
2014-08-02,5,0,0,0,74,False
2014-08-03,4,1,0,0,69,False
2014-08-04,4,1,0,1,66,False
2014-08-05,4,0,0,1,69,False
2014-08-06,4,1,0,0,66,False
2014-08-07,4,0,0,0,65,False
2014-08-08,2,0,0,0,61,False
2014-08-09,4,1,0,0,65,False
2014-08-10,4,1,0,0,73,False
2014-08-11,4,1,0,1,63,False
2014-08-12,4,1,0,0,66,False
