date,boom,breadwinner,buy,capitalize,charitable,isPartial
2010-04-05,1,0,30,0,0,False
2010-04-06,1,0,27,0,1,False
2010-04-07,1,0,29,0,0,False
2010-04-08,1,0,28,0,0,False
2010-04-09,1,0,30,0,0,False
2010-04-10,2,0,31,0,0,False
2010-04-11,2,0,37,0,0,False
2010-04-12,1,0,27,0,1,False
2010-04-13,1,0,27,0,0,False
2010-04-14,1,0,27,0,0,False
2010-04-15,1,0,27,0,1,False
2010-04-16,1,0,27,0,0,False
2010-04-17,2,0,34,0,0,False
2010-04-18,2,0,35,0,0,False
2010-04-19,1,0,29,0,0,False
2010-04-20,2,0,27,0,0,False
2010-04-21,1,0,28,0,0,False
2010-04-22,1,0,28,0,0,False
2010-04-23,1,0,29,0,0,False
2010-04-24,2,0,34,0,0,False
2010-04-25,1,0,37,0,0,False
2010-04-26,1,0,29,0,0,False
2010-04-27,1,0,29,0,0,False
2010-04-28,1,0,27,0,0,False
2010-04-29,2,0,28,0,0,False
2010-04-30,1,0,28,0,0,False
2010-05-01,2,0,33,0,0,False
2010-05-02,1,0,36,0,0,False
2010-05-03,2,0,30,0,0,False
2010-05-04,1,0,28,0,0,False
2010-05-05,1,0,29,0,0,False
2010-05-06,1,0,30,0,0,False
2010-05-07,1,0,29,0,0,False
2010-05-08,1,0,35,0,0,False
2010-05-09,2,0,36,0,0,False
2010-05-10,2,0,30,0,0,False
2010-05-11,1,0,29,0,0,False
2010-05-12,1,0,29,0,0,False
2010-05-13,1,0,28,0,0,False
2010-05-14,1,0,30,0,0,False
2010-05-15,1,0,35,0,0,False
2010-05-16,1,0,36,0,0,False
2010-05-17,2,0,31,0,0,False
2010-05-18,1,0,29,0,0,False
2010-05-19,1,0,28,0,0,False
2010-05-20,1,0,29,0,0,False
2010-05-21,2,0,31,0,0,False
2010-05-22,2,0,36,0,0,False
2010-05-23,2,0,38,0,0,False
2010-05-24,1,0,30,0,0,False
2010-05-25,1,0,30,0,0,False
2010-05-26,2,0,30,0,0,False
2010-05-27,1,0,30,0,0,False
2010-05-28,1,0,30,0,0,False
2010-05-29,1,0,36,0,0,False
2010-05-30,1,0,36,0,0,False
2010-05-31,1,0,36,0,0,False
2010-06-01,1,0,29,0,0,False
2010-06-02,1,0,30,0,0,False
2010-06-03,1,0,29,0,0,False
2010-06-04,1,0,30,0,0,False
2010-06-05,2,0,36,0,0,False
2010-06-06,1,0,38,0,0,False
2010-06-07,1,0,31,0,0,False
2010-06-08,1,0,30,0,0,False
2010-06-09,1,0,31,0,0,False
2010-06-10,1,0,30,0,0,False
2010-06-11,1,0,29,0,0,False
2010-06-12,2,0,35,0,0,False
2010-06-13,2,0,39,0,0,False
2010-06-14,1,0,32,0,0,False
2010-06-15,1,0,33,0,0,False
2010-06-16,1,0,32,0,0,False
2010-06-17,1,0,32,0,0,False
2010-06-18,1,0,32,0,0,False
2010-06-19,1,0,37,0,0,False
2010-06-20,2,0,39,0,0,False
2010-06-21,1,0,33,0,0,False
2010-06-22,1,0,32,0,0,False
2010-06-23,1,0,31,0,0,False
2010-06-24,1,0,31,0,0,False
2010-06-25,1,0,32,0,0,False
2010-06-26,1,0,36,0,0,False
2010-06-27,2,0,39,0,0,False
2010-06-28,1,0,33,0,0,False
2010-06-29,2,0,32,0,0,False
2010-06-30,2,0,31,0,0,False
2010-07-01,2,0,32,0,0,False
2010-07-02,3,0,32,0,0,False
2010-07-03,3,0,36,0,0,False
2010-07-04,3,0,36,0,0,False
2010-07-05,2,0,34,0,0,False
2010-07-06,1,0,30,0,0,False
2010-07-07,1,0,30,0,0,False
2010-07-08,1,0,31,0,0,False
2010-07-09,1,0,30,0,0,False
2010-07-10,1,0,37,0,0,False
2010-07-11,1,0,36,0,0,False
2010-07-12,1,0,31,0,0,False
2010-07-13,1,0,32,0,0,False
2010-07-14,1,0,31,0,0,False
2010-07-15,1,0,31,0,0,False
2010-07-16,1,0,30,0,0,False
2010-07-17,1,0,34,0,0,False
