date,hustle,hustler,inflation,jobless,laid,isPartial
2017-03-19,35,28,51,1,37,False
2017-03-20,25,24,56,1,33,False
2017-03-21,27,20,62,0,40,False
2017-03-22,27,25,66,1,39,False
2017-03-23,31,20,69,2,34,False
2017-03-24,34,22,52,1,29,False
2017-03-25,34,26,40,1,31,False
2017-03-26,35,26,47,1,37,False
2017-03-27,30,25,62,1,32,False
2017-03-28,26,24,65,1,34,False
2017-03-29,29,17,61,0,37,False
2017-03-30,26,23,66,2,29,False
2017-03-31,35,26,63,1,31,False
2017-04-01,32,30,45,1,29,False
2017-04-02,36,32,53,1,33,False
2017-04-03,28,24,70,1,25,False
2017-04-04,29,25,69,1,33,False
2017-04-05,31,22,69,1,37,False
2017-04-06,31,21,71,2,36,False
2017-04-07,38,23,56,2,39,False
2017-04-08,39,28,45,0,36,False
2017-04-09,32,27,53,0,33,False
2017-04-10,29,26,62,1,36,False
2017-04-11,31,26,63,1,35,False
2017-04-12,26,30,71,1,32,False
2017-04-13,31,24,67,2,34,False
2017-04-14,38,23,51,1,31,False
2017-04-15,27,26,47,1,33,False
2017-04-16,32,26,50,1,41,False
2017-04-17,33,24,63,2,43,False
2017-04-18,37,23,71,1,37,False
2017-04-19,33,25,67,2,36,False
2017-04-20,36,24,64,4,39,False
2017-04-21,45,29,61,2,29,False
2017-04-22,38,28,44,1,42,False
2017-04-23,42,32,50,0,37,False
2017-04-24,31,25,79,1,34,False
2017-04-25,36,26,79,2,42,False
2017-04-26,34,23,80,0,79,False
2017-04-27,34,25,76,2,100,False
2017-04-28,27,25,63,1,54,False
2017-04-29,32,34,47,2,41,False
2017-04-30,39,26,57,2,43,False
2017-05-01,31,24,76,2,42,False
2017-05-02,33,22,75,1,45,False
2017-05-03,34,24,67,1,36,False
2017-05-04,35,20,72,3,39,False
2017-05-05,35,22,56,2,41,False
2017-05-06,40,24,38,2,35,False
2017-05-07,33,29,52,0,41,False
2017-05-08,30,22,72,1,38,False
2017-05-09,34,19,73,1,33,False
2017-05-10,30,21,71,1,39,False
2017-05-11,27,23,70,1,31,False
2017-05-12,33,19,58,3,34,False
2017-05-13,35,32,43,1,44,False
2017-05-14,26,29,49,1,31,False
2017-05-15,31,22,57,1,38,False
2017-05-16,35,25,68,1,30,False
2017-05-17,30,20,57,1,35,False
2017-05-18,36,16,48,2,35,False
2017-05-19,34,25,51,1,27,False
2017-05-20,26,31,39,1,33,False
2017-05-21,34,33,41,1,36,False
2017-05-22,31,28,55,1,33,False
2017-05-23,38,26,54,1,32,False
2017-05-24,29,25,50,1,36,False
