date,blackmail,bribe,bum,commoner,corrupt,isPartial
2016-02-02,21,10,70,3,52,False
2016-02-03,17,12,63,1,57,False
2016-02-04,22,8,68,1,53,False
2016-02-05,28,8,66,3,42,False
2016-02-06,25,6,59,3,30,False
2016-02-07,22,6,81,3,34,False
2016-02-08,20,10,97,1,43,False
2016-02-09,15,14,60,3,51,False
2016-02-10,28,12,68,2,45,False
2016-02-11,22,7,66,2,51,False
2016-02-12,20,11,66,2,47,False
2016-02-13,32,8,77,2,31,False
2016-02-14,22,6,64,2,30,False
2016-02-15,27,7,67,2,41,False
2016-02-16,25,7,72,3,48,False
2016-02-17,21,11,62,2,47,False
2016-02-18,21,11,60,5,59,False
2016-02-19,28,9,72,2,43,False
2016-02-20,20,5,82,2,28,False
2016-02-21,30,5,79,1,33,False
2016-02-22,15,6,60,3,52,False
2016-02-23,23,10,69,0,46,False
2016-02-24,21,12,82,2,46,False
2016-02-25,18,8,58,2,41,False
2016-02-26,20,10,74,1,37,False
2016-02-27,21,6,74,2,31,False
2016-02-28,25,7,78,1,37,False
2016-02-29,24,8,57,1,53,False
2016-03-01,18,9,50,2,51,False
2016-03-02,21,7,64,2,62,False
2016-03-03,25,9,63,1,54,False
2016-03-04,18,7,50,1,35,False
2016-03-05,16,6,75,2,34,False
2016-03-06,22,6,64,5,40,False
2016-03-07,22,9,74,2,43,False
2016-03-08,19,9,66,4,56,False
2016-03-09,19,10,56,2,48,False
2016-03-10,22,10,73,2,40,False
2016-03-11,21,13,79,2,50,False
2016-03-12,24,11,76,2,35,False
2016-03-13,28,10,82,2,37,False
2016-03-14,16,13,66,1,49,False
2016-03-15,16,18,76,1,46,False
2016-03-16,22,11,76,3,60,False
2016-03-17,25,9,70,1,40,False
2016-03-18,21,5,75,3,55,False
2016-03-19,27,8,74,2,37,False
2016-03-20,28,7,73,1,36,False
2016-03-21,23,9,59,2,45,False
2016-03-22,14,7,71,2,45,False
2016-03-23,21,8,63,3,53,False
2016-03-24,21,9,71,1,48,False
2016-03-25,25,10,64,1,44,False
2016-03-26,22,7,89,0,26,False
2016-03-27,28,3,80,6,39,False
2016-03-28,28,10,82,1,38,False
2016-03-29,23,7,92,3,48,False
2016-03-30,25,11,78,2,44,False
2016-03-31,21,10,62,0,50,False
2016-04-01,20,11,63,2,47,False
2016-04-02,23,13,95,3,32,False
2016-04-03,24,5,78,1,27,False
2016-04-04,19,13,67,1,55,False
2016-04-05,23,7,70,2,48,False
2016-04-06,24,7,76,2,48,False
2016-04-07,19,10,70,5,44,False
2016-04-08,15,7,71,3,38,False
2016-04-09,27,8,88,3,39,False
2016-04-10,26,7,93,3,34,False
2016-04-11,28,10,70,3,55,False
2016-04-12,25,15,64,1,53,False
2016-04-13,18,14,57,2,56,False
2016-04-14,21,8,78,1,48,False
2016-04-15,27,7,67,2,39,False
2016-04-16,26,8,100,4,32,False
2016-04-17,29,8,78,0,36,False
2016-04-18,20,7,69,2,53,False
2016-04-19,21,9,75,3,43,False
2016-04-20,26,10,76,1,54,False
2016-04-21,27,9,69,1,49,False
2016-04-22,21,11,79,9,40,False
2016-04-23,28,8,84,4,38,False
2016-04-24,27,7,95,2,33,False
2016-04-25,32,9,72,3,55,False
2016-04-26,21,6,64,3,48,False
2016-04-27,22,7,71,2,48,False
2016-04-28,27,9,74,1,54,False
2016-04-29,21,9,81,2,49,False
2016-04-30,31,6,71,2,40,False
2016-05-01,33,3,85,4,37,False
2016-05-02,19,8,54,2,46,False
2016-05-03,25,7,55,6,46,False
2016-05-04,21,9,70,2,54,False
2016-05-05,19,8,68,2,50,False
2016-05-06,23,11,68,2,53,False
2016-05-07,24,13,77,2,37,False
2016-05-08,22,12,79,1,28,False
2016-05-09,32,15,63,1,42,False
2016-05-10,20,18,77,1,49,False
2016-05-11,22,9,62,4,45,False
2016-05-12,27,11,65,2,43,False
2016-05-13,28,9,72,3,39,False
2016-05-14,28,10,76,3,33,False
2016-05-15,18,14,87,5,32,False
2016-05-16,30,13,79,4,46,False
2016-05-17,24,7,65,3,37,False
2016-05-18,28,14,88,3,51,False
2016-05-19,22,11,70,2,40,False
2016-05-20,27,8,86,2,47,False
2016-05-21,12,8,97,1,33,False
2016-05-22,24,7,76,1,32,False
2016-05-23,20,11,68,3,44,False
2016-05-24,24,8,76,3,47,False
2016-05-25,21,7,67,2,37,False
2016-05-26,28,7,87,1,50,False
2016-05-27,24,10,85,1,28,False
2016-05-28,26,4,87,5,24,False
2016-05-29,31,5,80,2,34,False
2016-05-30,30,11,90,1,36,False
2016-05-31,26,7,61,0,39,False
2016-06-01,23,9,79,1,42,False
2016-06-02,21,13,79,0,40,False
2016-06-03,20,8,76,3,45,False
2016-06-04,35,10,84,1,26,False
2016-06-05,24,7,81,1,33,False
2016-06-06,16,6,86,3,46,False
2016-06-07,23,9,81,1,44,False
2016-06-08,21,9,81,2,48,False
2016-06-09,25,13,98,2,38,False
2016-06-10,31,5,81,1,38,False
2016-06-11,27,14,83,3,26,False
2016-06-12,30,6,81,3,34,False
2016-06-13,21,10,62,1,41,False
2016-06-14,26,9,69,1,45,False
2016-06-15,23,10,68,2,39,False
2016-06-16,28,13,76,2,39,False
2016-06-17,27,10,76,3,41,False
2016-06-18,23,5,78,1,40,False
2016-06-19,22,8,78,1,24,False
2016-06-20,21,10,62,1,36,False
2016-06-21,25,16,63,0,36,False
2016-06-22,19,13,87,2,42,False
2016-06-23,22,15,83,2,38,False
2016-06-24,20,8,68,2,33,False
2016-06-25,24,9,74,2,29,False
2016-06-26,28,9,86,4,31,False
2016-06-27,19,8,88,3,36,False
2016-06-28,27,10,85,2,31,False
2016-06-29,26,12,77,2,39,False
2016-06-30,27,10,89,1,37,False
2016-07-01,22,10,74,3,34,False
2016-07-02,24,13,82,1,41,False
2016-07-03,29,7,90,4,31,False
2016-07-04,23,6,79,2,41,False
2016-07-05,27,12,64,2,64,False
2016-07-06,23,14,63,1,66,False
2016-07-07,29,14,73,2,53,False
2016-07-08,20,5,66,1,45,False
2016-07-09,31,5,78,1,32,False
2016-07-10,28,6,65,3,31,False
2016-07-11,21,7,71,1,34,False
2016-07-12,22,11,62,1,33,False
2016-07-13,22,4,71,1,38,False
2016-07-14,24,7,59,4,28,False
2016-07-15,18,9,64,2,36,False
2016-07-16,27,10,74,1,25,False
2016-07-17,27,5,90,1,23,False
2016-07-18,22,12,85,1,37,False
2016-07-19,22,9,76,1,38,False
2016-07-20,27,11,78,2,36,False
2016-07-21,22,11,81,1,43,False
2016-07-22,29,12,85,1,35,False
2016-07-23,21,3,76,1,44,False
