date,luxury,meritorious,nobility,nobleman,partner,isPartial
2005-05-23,72,1,4,0,39,False
2005-05-24,54,0,1,0,43,False
2005-05-25,63,0,1,0,27,False
2005-05-26,54,1,0,0,33,False
2005-05-27,69,0,1,0,25,False
2005-05-28,66,0,0,0,23,False
2005-05-29,73,2,2,0,27,False
2005-05-30,78,2,4,0,12,False
2005-05-31,76,1,0,0,37,False
2005-06-01,70,1,0,1,35,False
2005-06-02,74,0,0,0,29,False
2005-06-03,57,1,7,0,32,False
2005-06-04,76,0,0,0,29,False
2005-06-05,65,2,2,0,19,False
2005-06-06,55,0,1,0,31,False
2005-06-07,59,2,0,1,40,False
2005-06-08,64,1,0,2,38,False
2005-06-09,62,0,1,0,24,False
2005-06-10,64,1,5,0,8,False
2005-06-11,72,0,0,0,23,False
2005-06-12,87,2,0,0,24,False
2005-06-13,64,1,2,1,31,False
2005-06-14,93,1,2,0,14,False
2005-06-15,56,1,1,0,28,False
2005-06-16,55,1,3,0,27,False
2005-06-17,51,0,1,0,25,False
2005-06-18,78,0,0,4,15,False
2005-06-19,73,0,0,2,16,False
2005-06-20,61,1,3,0,34,False
2005-06-21,87,1,2,1,25,False
2005-06-22,76,0,3,1,28,False
2005-06-23,80,0,3,1,27,False
2005-06-24,74,3,0,0,25,False
2005-06-25,76,0,0,0,38,False
2005-06-26,96,2,0,0,36,False
2005-06-27,55,0,1,0,42,False
2005-06-28,87,0,1,0,31,False
2005-06-29,57,0,0,0,40,False
2005-06-30,49,1,0,0,35,False
2005-07-01,52,0,4,0,30,False
2005-07-02,75,0,5,0,25,False
2005-07-03,71,0,0,0,27,False
2005-07-04,77,0,0,0,19,False
2005-07-05,71,3,0,0,36,False
2005-07-06,63,0,0,0,37,False
2005-07-07,60,0,1,0,26,False
2005-07-08,75,0,3,0,27,False
2005-07-09,77,2,0,2,18,False
2005-07-10,54,0,0,2,29,False
2005-07-11,63,1,0,0,43,False
2005-07-12,65,0,2,0,37,False
2005-07-13,65,4,1,0,50,False
2005-07-14,65,1,5,0,29,False
2005-07-15,80,0,1,1,32,False
2005-07-16,83,0,2,0,16,False
2005-07-17,89,0,2,0,27,False
2005-07-18,79,1,1,0,34,False
2005-07-19,80,0,0,0,38,False
2005-07-20,73,1,2,0,36,False
2005-07-21,82,0,0,0,30,False
2005-07-22,62,0,1,0,18,False
2005-07-23,95,0,2,0,25,False
2005-07-24,65,0,0,0,21,False
2005-07-25,66,1,4,1,28,False
2005-07-26,70,4,0,0,25,False
2005-07-27,69,1,0,0,35,False
