date,liquidation,pollution,poor,poverty,race,isPartial
2008-05-22,1,4,4,3,25,False
2008-05-23,0,3,5,2,26,False
2008-05-24,1,2,4,1,29,False
2008-05-25,0,2,4,1,35,False
2008-05-26,0,3,4,2,30,False
2008-05-27,1,4,4,3,28,False
2008-05-28,1,4,4,3,25,False
2008-05-29,1,4,4,3,24,False
2008-05-30,1,3,4,2,26,False
2008-05-31,1,1,4,1,32,False
2008-06-01,1,1,5,2,30,False
2008-06-02,1,3,4,3,25,False
2008-06-03,1,3,5,3,29,False
2008-06-04,1,4,4,3,29,False
2008-06-05,1,2,4,2,26,False
2008-06-06,1,2,5,2,31,False
2008-06-07,1,1,3,2,67,False
2008-06-08,1,2,4,2,42,False
2008-06-09,0,2,4,2,28,False
2008-06-10,1,2,5,3,22,False
2008-06-11,1,2,4,2,23,False
2008-06-12,1,1,4,2,19,False
2008-06-13,1,2,5,2,20,False
2008-06-14,1,1,5,2,28,False
2008-06-15,1,1,3,2,29,False
2008-06-16,1,2,4,2,23,False
2008-06-17,1,2,5,3,20,False
2008-06-18,0,1,4,3,19,False
2008-06-19,0,2,4,3,21,False
2008-06-20,1,1,4,1,25,False
2008-06-21,0,1,4,2,26,False
2008-06-22,1,0,5,1,35,False
2008-06-23,0,1,4,2,26,False
2008-06-24,1,1,5,2,22,False
2008-06-25,1,1,4,2,21,False
2008-06-26,0,2,4,2,20,False
2008-06-27,1,2,4,3,21,False
2008-06-28,1,1,4,1,24,False
2008-06-29,0,1,5,1,31,False
2008-06-30,1,2,4,2,24,False
2008-07-01,1,1,4,2,22,False
2008-07-02,1,2,4,2,23,False
2008-07-03,1,1,4,2,23,False
2008-07-04,1,1,4,2,29,False
2008-07-05,0,1,3,2,30,False
2008-07-06,1,1,4,1,30,False
2008-07-07,1,2,4,2,24,False
2008-07-08,1,2,4,2,21,False
2008-07-09,0,2,4,2,22,False
2008-07-10,1,2,4,1,20,False
2008-07-11,1,1,4,2,21,False
2008-07-12,1,1,4,1,27,False
2008-07-13,1,1,4,1,27,False
2008-07-14,1,2,5,2,24,False
2008-07-15,1,2,4,2,22,False
2008-07-16,1,2,4,3,22,False
2008-07-17,1,1,4,2,23,False
2008-07-18,1,1,4,2,21,False
2008-07-19,1,2,3,2,30,False
2008-07-20,1,1,5,2,26,False
2008-07-21,0,2,5,2,27,False
2008-07-22,1,1,4,2,21,False
2008-07-23,1,2,5,2,24,False
2008-07-24,1,1,5,2,24,False
2008-07-25,1,2,5,2,25,False
2008-07-26,1,1,3,1,27,False
2008-07-27,1,1,4,2,34,False
2008-07-28,1,3,4,2,26,False
2008-07-29,1,2,4,2,22,False
2008-07-30,1,2,4,2,23,False
2008-07-31,1,2,4,2,23,False
2008-08-01,1,1,4,2,25,False
2008-08-02,1,1,3,2,30,False
2008-08-03,1,2,4,2,32,False
2008-08-04,1,2,4,2,27,False
2008-08-05,0,2,5,2,24,False
2008-08-06,1,2,4,2,21,False
2008-08-07,1,2,5,2,25,False
2008-08-08,1,2,4,2,22,False
2008-08-09,1,2,4,1,29,False
2008-08-10,1,3,5,1,33,False
2008-08-11,1,2,4,2,30,False
2008-08-12,1,1,4,2,27,False
2008-08-13,0,1,4,2,22,False
2008-08-14,0,2,3,2,28,False
2008-08-15,1,1,4,2,28,False
2008-08-16,1,1,4,1,34,False
2008-08-17,1,1,4,1,38,False
2008-08-18,1,1,4,2,28,False
2008-08-19,0,2,4,2,26,False
2008-08-20,1,1,4,2,27,False
2008-08-21,1,2,4,2,28,False
2008-08-22,1,1,3,2,32,False
2008-08-23,1,1,4,2,41,False
2008-08-24,1,1,5,2,36,False
2008-08-25,1,2,4,1,32,False
2008-08-26,1,2,4,2,25,False
2008-08-27,1,2,5,3,24,False
2008-08-28,1,2,4,3,26,False
2008-08-29,1,2,4,2,26,False
2008-08-30,1,1,4,2,31,False
2008-08-31,0,1,4,2,40,False
2008-09-01,1,1,4,2,41,False
2008-09-02,1,2,4,3,28,False
2008-09-03,0,2,4,3,27,False
2008-09-04,1,2,4,3,25,False
2008-09-05,1,2,5,2,26,False
2008-09-06,1,1,6,1,30,False
2008-09-07,1,1,4,2,29,False
2008-09-08,1,2,5,3,27,False
2008-09-09,1,3,4,3,25,False
2008-09-10,1,2,6,3,23,False
2008-09-11,1,3,4,4,25,False
2008-09-12,1,2,4,3,23,False
2008-09-13,1,1,3,2,24,False
2008-09-14,1,2,4,3,30,False
2008-09-15,1,2,4,3,26,False
2008-09-16,1,3,5,3,22,False
2008-09-17,1,3,5,4,23,False
2008-09-18,1,2,5,3,22,False
2008-09-19,1,2,4,3,23,False
2008-09-20,1,2,4,1,30,False
2008-09-21,0,2,5,3,33,False
2008-09-22,1,3,5,4,31,False
2008-09-23,1,2,5,4,24,False
2008-09-24,1,3,5,4,25,False
2008-09-25,1,4,5,4,22,False
2008-09-26,1,2,7,3,24,False
2008-09-27,1,1,3,2,28,False
2008-09-28,1,1,5,3,39,False
2008-09-29,1,3,6,4,39,False
2008-09-30,1,3,5,4,27,False
2008-10-01,1,3,6,4,24,False
2008-10-02,1,3,4,3,25,False
2008-10-03,1,3,5,3,26,False
2008-10-04,1,1,4,2,30,False
2008-10-05,1,2,4,2,33,False
2008-10-06,1,3,4,4,35,False
2008-10-07,1,4,4,3,26,False
2008-10-08,1,3,5,4,23,False
2008-10-09,1,2,5,3,24,False
2008-10-10,1,2,4,3,24,False
2008-10-11,1,1,4,2,27,False
2008-10-12,1,2,4,2,31,False
2008-10-13,1,3,5,4,33,False
2008-10-14,1,4,6,5,25,False
2008-10-15,1,4,5,4,23,False
2008-10-16,1,3,5,4,25,False
2008-10-17,1,3,4,4,24,False
2008-10-18,1,2,4,3,29,False
2008-10-19,0,2,6,3,32,False
2008-10-20,1,3,5,4,32,False
2008-10-21,1,5,5,3,26,False
2008-10-22,1,4,6,5,25,False
2008-10-23,1,4,6,3,22,False
2008-10-24,1,3,5,3,24,False
2008-10-25,1,2,4,3,30,False
2008-10-26,1,2,5,4,28,False
2008-10-27,1,3,5,4,31,False
2008-10-28,1,4,6,4,26,False
2008-10-29,1,3,6,4,24,False
2008-10-30,1,3,5,4,22,False
2008-10-31,1,3,4,3,24,False
2008-11-01,1,1,4,3,24,False
2008-11-02,1,3,5,3,30,False
2008-11-03,1,4,6,4,38,False
2008-11-04,1,4,4,4,44,False
2008-11-05,1,4,5,4,100,False
2008-11-06,1,4,4,4,37,False
2008-11-07,1,3,5,3,28,False
2008-11-08,2,1,5,2,27,False
2008-11-09,1,2,5,3,27,False
2008-11-10,1,3,5,3,31,False
2008-11-11,1,4,4,5,25,False
2008-11-12,1,4,5,6,23,False
2008-11-13,1,4,5,4,26,False
2008-11-14,2,3,5,4,23,False
2008-11-15,1,2,5,4,26,False
2008-11-16,1,3,5,4,26,False
2008-11-17,1,4,6,5,29,False
2008-11-18,1,4,5,6,24,False
2008-11-19,1,4,5,5,23,False
2008-11-20,1,4,5,5,19,False
2008-11-21,2,3,5,4,20,False
2008-11-22,1,1,4,3,20,False
2008-11-23,1,2,5,4,22,False
2008-11-24,1,3,5,5,27,False
2008-11-25,1,3,5,4,23,False
2008-11-26,1,2,4,3,21,False
2008-11-27,1,1,3,2,22,False
2008-11-28,1,1,3,2,22,False
