date,liquidation,pollution,poor,poverty,race,isPartial
2008-03-04,1,3,5,5,25,False
2008-03-05,0,4,5,4,28,False
2008-03-06,1,3,5,4,20,False
2008-03-07,1,3,5,3,22,False
2008-03-08,1,2,4,2,25,False
2008-03-09,1,3,5,2,31,False
2008-03-10,1,3,5,4,23,False
2008-03-11,1,4,6,5,21,False
2008-03-12,1,4,5,4,23,False
2008-03-13,1,4,5,3,22,False
2008-03-14,1,4,6,3,22,False
2008-03-15,1,2,4,2,27,False
2008-03-16,1,2,4,3,27,False
2008-03-17,1,4,4,4,25,False
2008-03-18,1,4,5,3,33,False
2008-03-19,1,2,4,3,35,False
2008-03-20,1,3,4,3,31,False
2008-03-21,1,1,4,2,29,False
2008-03-22,1,1,4,2,32,False
2008-03-23,0,1,5,2,36,False
2008-03-24,1,3,5,3,29,False
2008-03-25,1,3,5,3,26,False
2008-03-26,1,4,5,4,25,False
2008-03-27,1,3,5,3,21,False
2008-03-28,1,3,4,3,24,False
2008-03-29,1,2,5,2,30,False
2008-03-30,1,3,4,3,32,False
2008-03-31,1,4,5,3,26,False
2008-04-01,0,3,5,4,26,False
2008-04-02,1,4,5,4,24,False
2008-04-03,1,4,5,4,24,False
2008-04-04,1,4,4,4,25,False
2008-04-05,1,2,5,2,30,False
2008-04-06,1,2,4,3,30,False
2008-04-07,0,4,5,5,28,False
2008-04-08,1,5,4,5,24,False
2008-04-09,1,5,5,5,25,False
2008-04-10,1,4,5,5,23,False
2008-04-11,1,4,7,4,24,False
2008-04-12,1,1,4,4,27,False
2008-04-13,1,3,5,4,31,False
2008-04-14,1,5,6,5,27,False
2008-04-15,1,5,5,5,24,False
2008-04-16,1,5,6,5,27,False
2008-04-17,1,4,5,5,22,False
2008-04-18,0,4,4,3,25,False
2008-04-19,1,3,4,2,28,False
2008-04-20,1,4,4,3,31,False
2008-04-21,1,5,6,3,29,False
2008-04-22,1,6,4,4,27,False
2008-04-23,1,6,6,4,26,False
2008-04-24,1,5,5,5,24,False
2008-04-25,0,4,5,3,29,False
2008-04-26,0,2,4,2,29,False
2008-04-27,1,3,6,3,33,False
2008-04-28,1,5,6,5,28,False
2008-04-29,0,4,6,5,25,False
2008-04-30,0,6,6,5,27,False
2008-05-01,1,5,5,4,25,False
2008-05-02,1,3,5,4,30,False
2008-05-03,1,2,4,3,44,False
2008-05-04,1,3,5,3,45,False
2008-05-05,1,4,4,5,33,False
2008-05-06,1,5,5,4,28,False
2008-05-07,1,5,5,4,29,False
2008-05-08,1,5,5,4,28,False
2008-05-09,0,4,5,3,26,False
2008-05-10,1,2,4,2,33,False
2008-05-11,1,3,4,3,34,False
2008-05-12,1,4,5,4,30,False
2008-05-13,1,5,4,3,26,False
2008-05-14,1,4,5,3,25,False
2008-05-15,1,4,5,4,23,False
2008-05-16,1,4,5,2,26,False
2008-05-17,1,2,3,1,46,False
2008-05-18,1,3,5,2,39,False
2008-05-19,1,5,4,3,28,False
2008-05-20,1,4,5,4,27,False
2008-05-21,1,4,5,4,27,False
