date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2012-05-06,3,2,0,53,5,False
2012-05-07,1,2,1,77,2,False
2012-05-08,3,3,1,89,5,False
2012-05-09,0,5,1,74,6,False
2012-05-10,2,4,1,82,5,False
2012-05-11,3,5,0,69,4,False
2012-05-12,1,4,1,62,5,False
2012-05-13,1,4,1,58,3,False
2012-05-14,2,3,0,85,4,False
2012-05-15,1,3,1,82,7,False
2012-05-16,1,4,1,84,5,False
2012-05-17,1,4,1,76,7,False
2012-05-18,1,4,0,84,4,False
2012-05-19,1,2,1,64,6,False
2012-05-20,2,2,0,62,6,False
2012-05-21,3,4,0,76,5,False
2012-05-22,2,5,1,89,5,False
2012-05-23,3,3,1,83,6,False
2012-05-24,2,5,0,73,5,False
2012-05-25,1,2,1,80,7,False
2012-05-26,0,3,1,62,4,False
2012-05-27,1,6,0,49,5,False
2012-05-28,1,4,0,68,6,False
2012-05-29,1,4,0,92,5,False
2012-05-30,1,3,0,86,2,False
2012-05-31,0,4,1,89,6,False
2012-06-01,3,5,0,83,5,False
2012-06-02,2,4,1,66,4,False
2012-06-03,0,3,0,64,5,False
2012-06-04,1,3,1,89,6,False
2012-06-05,2,2,1,86,4,False
2012-06-06,1,5,2,86,5,False
2012-06-07,2,4,1,96,4,False
2012-06-08,2,3,0,79,5,False
2012-06-09,1,2,0,64,3,False
2012-06-10,0,3,0,54,6,False
2012-06-11,3,3,1,73,6,False
2012-06-12,2,5,0,89,5,False
2012-06-13,1,5,0,83,4,False
2012-06-14,1,3,0,91,8,False
2012-06-15,2,5,0,78,7,False
2012-06-16,1,2,0,49,8,False
2012-06-17,1,4,1,59,7,False
2012-06-18,2,3,0,70,4,False
2012-06-19,0,1,0,83,3,False
2012-06-20,2,5,0,90,6,False
2012-06-21,1,4,0,87,4,False
2012-06-22,1,4,0,65,3,False
2012-06-23,0,5,0,62,4,False
2012-06-24,0,6,0,48,6,False
2012-06-25,1,4,0,82,5,False
2012-06-26,2,6,0,83,6,False
2012-06-27,1,2,1,93,4,False
2012-06-28,1,4,0,83,6,False
2012-06-29,1,4,0,77,6,False
2012-06-30,0,3,0,52,4,False
2012-07-01,1,3,0,66,4,False
2012-07-02,1,3,0,76,8,False
2012-07-03,2,5,1,70,5,False
2012-07-04,1,3,0,61,4,False
2012-07-05,2,4,0,84,6,False
2012-07-06,1,2,0,75,6,False
2012-07-07,1,4,0,52,4,False
2012-07-08,2,3,0,58,6,False
2012-07-09,2,5,0,79,6,False
2012-07-10,1,4,0,84,6,False
2012-07-11,2,4,0,88,5,False
2012-07-12,2,2,0,96,5,False
2012-07-13,1,2,1,81,6,False
2012-07-14,0,3,0,65,3,False
2012-07-15,1,3,1,59,3,False
2012-07-16,2,7,1,79,6,False
2012-07-17,1,4,1,87,3,False
2012-07-18,1,4,1,83,6,False
2012-07-19,1,6,0,97,6,False
2012-07-20,0,3,0,74,5,False
2012-07-21,0,4,1,59,2,False
2012-07-22,1,5,0,61,2,False
2012-07-23,2,4,0,71,7,False
2012-07-24,2,4,2,74,5,False
2012-07-25,1,3,0,96,5,False
2012-07-26,0,5,1,85,8,False
2012-07-27,1,1,0,70,5,False
2012-07-28,0,4,0,60,5,False
2012-07-29,1,3,0,59,3,False
2012-07-30,1,3,1,79,6,False
2012-07-31,0,4,1,81,4,False
2012-08-01,0,5,0,84,6,False
2012-08-02,1,3,1,96,5,False
2012-08-03,1,4,1,75,6,False
2012-08-04,0,3,0,59,5,False
2012-08-05,1,4,1,58,5,False
2012-08-06,1,5,0,92,3,False
2012-08-07,1,4,0,80,5,False
2012-08-08,1,6,0,81,6,False
2012-08-09,2,3,0,77,4,False
2012-08-10,0,4,1,72,6,False
2012-08-11,2,4,0,58,3,False
2012-08-12,0,6,0,58,4,False
2012-08-13,1,5,0,74,7,False
2012-08-14,1,3,1,86,5,False
2012-08-15,1,4,1,84,8,False
2012-08-16,2,4,0,97,6,False
2012-08-17,2,6,0,80,6,False
2012-08-18,2,5,0,65,4,False
2012-08-19,3,5,1,57,7,False
2012-08-20,2,4,0,77,8,False
2012-08-21,2,3,1,84,6,False
2012-08-22,2,4,1,92,6,False
2012-08-23,5,6,0,87,7,False
2012-08-24,2,5,1,72,4,False
2012-08-25,1,5,0,58,3,False
2012-08-26,2,4,0,55,5,False
2012-08-27,4,5,1,87,4,False
2012-08-28,4,4,1,85,4,False
2012-08-29,6,5,1,93,5,False
2012-08-30,3,7,0,90,7,False
2012-08-31,1,6,1,73,6,False
2012-09-01,2,4,2,50,4,False
2012-09-02,2,6,1,57,6,False
2012-09-03,3,4,1,57,8,False
2012-09-04,4,5,1,73,5,False
2012-09-05,6,5,1,88,3,False
2012-09-06,4,4,1,82,6,False
2012-09-07,5,3,1,80,4,False
2012-09-08,0,3,0,53,4,False
2012-09-09,5,4,1,65,4,False
2012-09-10,3,5,0,93,8,False
2012-09-11,5,5,2,76,4,False
2012-09-12,5,4,1,85,6,False
2012-09-13,5,6,1,91,8,False
2012-09-14,3,5,0,76,6,False
2012-09-15,2,4,0,55,6,False
2012-09-16,2,5,0,68,7,False
2012-09-17,3,3,2,74,3,False
2012-09-18,4,5,1,94,3,False
2012-09-19,4,4,1,84,6,False
