date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2015-02-16,16,2,5,67,2,False
2015-02-17,16,1,10,85,3,False
2015-02-18,15,2,6,89,3,False
2015-02-19,13,2,8,78,1,False
2015-02-20,18,1,7,75,2,False
2015-02-21,18,2,5,62,3,False
2015-02-22,16,2,4,64,3,False
2015-02-23,16,3,7,86,2,False
2015-02-24,14,2,9,90,3,False
2015-02-25,16,2,9,83,2,False
2015-02-26,15,2,8,90,2,False
2015-02-27,16,1,9,86,2,False
2015-02-28,23,2,7,68,1,False
2015-03-01,13,1,6,66,2,False
2015-03-02,16,3,8,90,3,False
2015-03-03,15,2,9,96,2,False
2015-03-04,19,2,9,95,3,False
2015-03-05,15,3,8,92,2,False
2015-03-06,16,3,7,86,2,False
2015-03-07,19,1,4,55,1,False
2015-03-08,15,2,4,67,3,False
2015-03-09,15,2,10,74,1,False
2015-03-10,16,3,9,93,3,False
2015-03-11,14,2,9,89,3,False
2015-03-12,19,2,11,87,1,False
2015-03-13,18,2,8,78,2,False
2015-03-14,14,2,6,52,2,False
2015-03-15,20,1,5,60,3,False
2015-03-16,17,2,12,78,2,False
2015-03-17,16,3,8,85,2,False
2015-03-18,15,2,10,85,1,False
2015-03-19,15,2,9,88,2,False
2015-03-20,15,1,8,77,2,False
2015-03-21,15,0,4,55,1,False
2015-03-22,18,1,4,62,1,False
2015-03-23,15,2,11,89,2,False
2015-03-24,18,1,13,87,1,False
2015-03-25,15,2,7,78,3,False
2015-03-26,16,1,7,87,2,False
2015-03-27,15,1,7,78,1,False
2015-03-28,14,1,6,51,1,False
2015-03-29,18,2,6,60,2,False
2015-03-30,18,2,6,93,2,False
2015-03-31,16,1,11,85,1,False
2015-04-01,15,2,8,92,2,False
2015-04-02,16,2,10,85,2,False
2015-04-03,14,1,7,73,2,False
2015-04-04,17,1,5,56,1,False
2015-04-05,17,1,3,51,2,False
2015-04-06,18,3,9,82,4,False
2015-04-07,17,1,10,88,2,False
2015-04-08,16,1,11,90,3,False
2015-04-09,16,3,8,87,1,False
2015-04-10,23,1,9,86,1,False
2015-04-11,18,2,5,60,1,False
2015-04-12,14,2,5,59,2,False
2015-04-13,14,2,11,95,1,False
2015-04-14,14,2,9,100,3,False
2015-04-15,20,3,9,92,3,False
2015-04-16,16,2,11,87,2,False
2015-04-17,18,1,7,82,1,False
2015-04-18,15,1,3,52,1,False
2015-04-19,17,2,4,62,2,False
2015-04-20,18,2,10,87,2,False
2015-04-21,17,2,8,90,1,False
2015-04-22,15,3,9,86,1,False
2015-04-23,15,3,8,86,2,False
2015-04-24,17,2,7,81,2,False
2015-04-25,19,2,3,50,1,False
2015-04-26,21,1,5,61,1,False
2015-04-27,15,2,8,85,1,False
2015-04-28,14,2,10,87,2,False
2015-04-29,15,2,10,93,2,False
2015-04-30,19,3,8,82,3,False
2015-05-01,16,1,9,76,1,False
2015-05-02,18,2,4,57,1,False
2015-05-03,17,1,3,56,1,False
2015-05-04,15,2,9,87,2,False
2015-05-05,17,2,8,84,1,False
2015-05-06,17,1,10,99,2,False
2015-05-07,17,2,11,81,1,False
2015-05-08,16,1,9,77,2,False
2015-05-09,20,2,5,60,1,False
2015-05-10,12,3,3,50,2,False
2015-05-11,16,2,9,84,2,False
2015-05-12,12,2,11,85,1,False
2015-05-13,15,2,9,88,3,False
2015-05-14,14,3,8,84,2,False
2015-05-15,17,1,8,75,1,False
2015-05-16,14,2,3,57,1,False
2015-05-17,15,1,3,49,1,False
2015-05-18,15,1,9,83,1,False
2015-05-19,15,2,12,86,2,False
