date,lay,liquidate,miser,owe,recession,isPartial
2009-10-11,67,1,3,5,21,False
2009-10-12,69,1,3,13,29,False
2009-10-13,66,0,2,12,27,False
2009-10-14,63,1,2,11,27,False
2009-10-15,55,1,6,9,25,False
2009-10-16,60,0,3,7,18,False
2009-10-17,62,0,2,9,12,False
2009-10-18,70,1,2,9,21,False
2009-10-19,61,1,3,8,27,False
2009-10-20,68,1,2,9,25,False
2009-10-21,66,1,2,10,28,False
2009-10-22,70,1,4,11,31,False
2009-10-23,62,0,2,9,27,False
2009-10-24,73,1,1,11,13,False
2009-10-25,71,1,2,8,22,False
2009-10-26,62,1,4,8,22,False
2009-10-27,60,1,4,6,22,False
2009-10-28,57,0,1,11,30,False
2009-10-29,59,0,4,8,34,False
2009-10-30,47,0,3,10,28,False
2009-10-31,57,0,2,11,28,False
2009-11-01,62,0,3,5,21,False
2009-11-02,57,0,2,4,31,False
2009-11-03,67,2,2,8,32,False
2009-11-04,67,0,2,9,30,False
2009-11-05,66,1,2,9,19,False
2009-11-06,66,0,3,6,28,False
2009-11-07,61,0,3,9,23,False
2009-11-08,60,0,1,6,18,False
2009-11-09,63,2,5,12,30,False
2009-11-10,67,0,3,9,19,False
2009-11-11,71,1,2,12,33,False
2009-11-12,62,0,5,7,22,False
2009-11-13,47,2,2,10,26,False
2009-11-14,63,0,6,11,20,False
2009-11-15,46,1,5,7,21,False
2009-11-16,53,2,2,12,33,False
2009-11-17,58,1,3,15,32,False
2009-11-18,68,0,3,13,27,False
2009-11-19,66,1,6,10,28,False
2009-11-20,54,1,5,8,20,False
2009-11-21,65,1,4,7,20,False
2009-11-22,64,1,2,10,22,False
2009-11-23,63,1,3,9,19,False
2009-11-24,61,1,5,11,23,False
2009-11-25,61,1,4,9,18,False
2009-11-26,44,0,5,7,14,False
2009-11-27,41,0,4,5,12,False
2009-11-28,57,0,6,9,16,False
2009-11-29,57,0,5,5,24,False
2009-11-30,53,0,5,10,32,False
2009-12-01,52,2,9,9,28,False
2009-12-02,59,0,14,13,32,False
2009-12-03,63,0,11,11,25,False
2009-12-04,58,1,11,10,20,False
2009-12-05,56,1,12,13,19,False
2009-12-06,68,1,10,9,28,False
2009-12-07,52,1,8,9,27,False
2009-12-08,58,0,14,6,27,False
2009-12-09,61,1,21,7,25,False
2009-12-10,59,0,11,13,30,False
2009-12-11,59,0,8,9,16,False
2009-12-12,47,0,16,7,16,False
2009-12-13,68,1,15,9,15,False
2009-12-14,59,2,9,9,24,False
2009-12-15,57,0,12,10,26,False
2009-12-16,55,1,12,9,20,False
2009-12-17,59,0,9,11,16,False
2009-12-18,60,1,11,7,17,False
2009-12-19,62,0,13,5,15,False
2009-12-20,50,1,8,6,12,False
2009-12-21,55,1,7,4,16,False
2009-12-22,45,1,11,9,12,False
2009-12-23,44,0,10,6,11,False
2009-12-24,53,0,17,8,11,False
2009-12-25,46,0,25,7,14,False
2009-12-26,54,2,8,4,10,False
2009-12-27,57,0,6,9,8,False
2009-12-28,39,1,5,14,13,False
2009-12-29,46,0,1,15,16,False
2009-12-30,49,0,4,11,11,False
2009-12-31,48,1,4,15,12,False
2010-01-01,70,0,4,10,5,False
2010-01-02,65,1,4,10,12,False
2010-01-03,69,1,5,7,18,False
2010-01-04,58,1,4,7,14,False
2010-01-05,61,0,2,10,20,False
2010-01-06,51,2,4,9,22,False
2010-01-07,63,0,3,11,18,False
2010-01-08,48,1,2,9,14,False
2010-01-09,49,1,3,11,17,False
2010-01-10,66,0,4,9,17,False
2010-01-11,56,1,3,11,17,False
2010-01-12,66,1,1,10,21,False
2010-01-13,72,1,3,10,22,False
2010-01-14,66,1,2,14,25,False
2010-01-15,69,0,3,14,14,False
2010-01-16,70,1,4,11,15,False
2010-01-17,72,1,1,17,12,False
2010-01-18,66,2,1,12,15,False
2010-01-19,57,0,4,11,23,False
2010-01-20,58,0,4,19,19,False
2010-01-21,69,2,1,14,15,False
2010-01-22,70,1,2,14,17,False
2010-01-23,56,0,2,21,11,False
2010-01-24,62,0,2,14,20,False
2010-01-25,58,1,3,20,20,False
2010-01-26,61,0,3,18,22,False
2010-01-27,70,1,2,18,22,False
2010-01-28,59,1,3,19,24,False
2010-01-29,50,0,4,21,16,False
2010-01-30,63,0,4,21,19,False
2010-01-31,65,2,2,16,17,False
2010-02-01,67,0,1,13,21,False
2010-02-02,67,0,4,18,21,False
2010-02-03,70,0,4,16,19,False
2010-02-04,63,0,3,19,30,False
2010-02-05,59,1,3,16,18,False
2010-02-06,52,1,3,8,15,False
2010-02-07,64,1,2,10,17,False
2010-02-08,62,0,2,15,19,False
2010-02-09,59,1,2,19,24,False
2010-02-10,73,0,4,10,18,False
2010-02-11,63,1,3,19,22,False
2010-02-12,77,0,3,14,16,False
2010-02-13,61,0,1,16,13,False
2010-02-14,62,0,3,11,15,False
2010-02-15,70,0,3,14,20,False
2010-02-16,61,1,2,17,16,False
2010-02-17,56,1,2,19,15,False
2010-02-18,70,1,2,16,24,False
2010-02-19,55,0,3,20,19,False
2010-02-20,65,1,2,17,10,False
2010-02-21,62,0,1,13,25,False
2010-02-22,72,0,2,14,17,False
2010-02-23,61,1,2,9,25,False
2010-02-24,65,0,4,11,21,False
2010-02-25,64,0,2,10,17,False
2010-02-26,62,0,2,11,16,False
2010-02-27,54,0,2,9,13,False
2010-02-28,71,1,2,7,18,False
2010-03-01,63,1,1,15,20,False
2010-03-02,63,2,2,15,20,False
2010-03-03,69,0,3,12,23,False
2010-03-04,63,0,2,12,25,False
2010-03-05,66,1,3,11,24,False
2010-03-06,69,1,1,8,17,False
2010-03-07,74,0,0,12,18,False
2010-03-08,74,0,1,12,20,False
2010-03-09,58,0,3,17,24,False
2010-03-10,64,1,2,14,18,False
2010-03-11,67,0,3,12,17,False
2010-03-12,68,0,1,11,17,False
2010-03-13,55,1,1,9,15,False
2010-03-14,92,0,0,9,14,False
2010-03-15,74,0,1,13,15,False
2010-03-16,58,2,2,16,18,False
2010-03-17,64,0,3,10,17,False
2010-03-18,62,0,2,10,22,False
2010-03-19,70,0,2,10,20,False
2010-03-20,57,1,2,18,12,False
2010-03-21,71,0,1,11,18,False
2010-03-22,76,2,1,14,23,False
2010-03-23,73,1,3,12,17,False
2010-03-24,68,1,2,12,18,False
2010-03-25,59,1,1,13,27,False
2010-03-26,58,1,2,13,16,False
2010-03-27,81,0,1,11,12,False
2010-03-28,82,1,1,11,15,False
2010-03-29,79,1,2,11,12,False
2010-03-30,84,0,0,12,15,False
2010-03-31,86,1,3,11,17,False
2010-04-01,73,0,0,11,16,False
2010-04-02,98,0,2,11,11,False
2010-04-03,100,1,2,11,16,False
2010-04-04,91,1,2,9,14,False
2010-04-05,74,0,2,13,22,False
2010-04-06,67,0,2,10,18,False
2010-04-07,75,0,2,13,22,False
2010-04-08,70,0,2,16,18,False
2010-04-09,78,1,2,18,20,False
2010-04-10,57,0,0,14,17,False
2010-04-11,82,0,1,18,14,False
2010-04-12,83,1,2,17,16,False
2010-04-13,78,1,1,21,24,False
2010-04-14,82,1,5,26,21,False
2010-04-15,77,0,2,27,17,False
2010-04-16,76,2,4,16,18,False
2010-04-17,64,1,1,11,11,False
2010-04-18,88,1,0,10,14,False
2010-04-19,67,0,3,8,21,False
2010-04-20,81,1,1,13,24,False
