date,lay,liquidate,miser,owe,recession,isPartial
2015-10-28,76,1,3,13,11,False
2015-10-29,76,1,4,14,12,False
2015-10-30,63,1,4,10,9,False
2015-10-31,70,0,5,11,6,False
2015-11-01,72,1,4,11,5,False
2015-11-02,67,1,4,14,12,False
2015-11-03,80,1,2,17,12,False
2015-11-04,81,1,3,16,11,False
2015-11-05,79,1,3,15,12,False
2015-11-06,77,1,4,17,11,False
2015-11-07,73,1,2,11,4,False
2015-11-08,89,1,2,11,6,False
2015-11-09,78,1,3,14,11,False
2015-11-10,73,1,3,16,11,False
2015-11-11,85,0,3,14,11,False
2015-11-12,75,1,7,16,12,False
2015-11-13,79,1,3,13,9,False
2015-11-14,70,0,3,11,6,False
2015-11-15,73,0,6,12,7,False
2015-11-16,70,1,4,15,16,False
2015-11-17,74,1,3,12,11,False
2015-11-18,74,1,5,13,11,False
2015-11-19,67,1,5,14,13,False
2015-11-20,77,1,5,14,10,False
2015-11-21,75,0,4,12,5,False
2015-11-22,77,0,4,9,8,False
2015-11-23,74,1,5,11,10,False
2015-11-24,73,0,3,13,10,False
2015-11-25,69,0,6,13,4,False
2015-11-26,68,1,7,9,4,False
2015-11-27,58,0,4,10,4,False
2015-11-28,73,1,12,12,6,False
2015-11-29,74,0,7,10,7,False
2015-11-30,72,1,6,14,9,False
2015-12-01,87,0,10,14,15,False
2015-12-02,77,1,12,16,15,False
2015-12-03,73,1,10,15,15,False
2015-12-04,72,1,8,12,11,False
2015-12-05,72,1,10,11,5,False
2015-12-06,81,0,12,11,7,False
2015-12-07,78,1,8,13,17,False
2015-12-08,79,1,9,15,15,False
2015-12-09,70,1,8,13,10,False
2015-12-10,71,1,9,13,11,False
2015-12-11,77,1,11,15,14,False
2015-12-12,72,1,11,13,6,False
2015-12-13,76,0,13,10,7,False
2015-12-14,69,0,7,15,10,False
2015-12-15,66,1,9,12,11,False
2015-12-16,68,1,10,15,11,False
2015-12-17,68,1,16,13,10,False
2015-12-18,73,1,17,15,6,False
2015-12-19,74,1,20,15,4,False
2015-12-20,65,2,14,14,4,False
