date,gain,generosity,gift,gold,guide,isPartial
2012-05-06,7,0,24,42,61,False
2012-05-07,8,0,26,44,56,False
2012-05-08,9,0,26,46,57,False
2012-05-09,8,0,27,44,51,False
2012-05-10,8,0,30,44,51,False
2012-05-11,7,0,31,43,49,False
2012-05-12,7,0,33,45,56,False
2012-05-13,7,0,29,45,60,False
2012-05-14,8,0,21,43,56,False
2012-05-15,9,0,21,45,57,False
2012-05-16,9,0,21,48,55,False
2012-05-17,8,0,21,44,52,False
2012-05-18,8,0,22,47,51,False
2012-05-19,8,0,21,46,57,False
2012-05-20,9,0,19,45,62,False
2012-05-21,9,0,20,45,56,False
2012-05-22,9,0,22,48,54,False
2012-05-23,9,0,22,45,53,False
2012-05-24,9,0,21,45,53,False
2012-05-25,8,0,20,45,53,False
2012-05-26,7,0,21,45,56,False
2012-05-27,7,0,21,45,61,False
2012-05-28,8,0,21,46,63,False
2012-05-29,8,0,21,44,56,False
2012-05-30,9,0,21,45,54,False
2012-05-31,9,0,20,43,52,False
2012-06-01,8,0,21,49,51,False
2012-06-02,7,0,22,47,59,False
2012-06-03,7,0,20,45,62,False
2012-06-04,9,0,21,45,55,False
2012-06-05,9,0,21,45,55,False
2012-06-06,8,0,22,45,56,False
2012-06-07,8,0,23,46,52,False
2012-06-08,7,0,22,46,50,False
2012-06-09,8,0,22,46,56,False
2012-06-10,8,0,20,45,60,False
2012-06-11,8,0,23,45,56,False
2012-06-12,9,0,26,49,56,False
2012-06-13,8,0,27,47,56,False
2012-06-14,8,0,25,45,53,False
2012-06-15,7,0,27,45,52,False
2012-06-16,8,0,27,47,55,False
2012-06-17,7,0,26,47,58,False
2012-06-18,8,0,20,43,52,False
2012-06-19,8,0,19,44,54,False
2012-06-20,8,0,20,42,52,False
2012-06-21,8,0,20,47,52,False
2012-06-22,7,0,19,45,50,False
2012-06-23,8,0,19,47,56,False
2012-06-24,7,0,19,48,62,False
2012-06-25,8,0,20,45,54,False
2012-06-26,8,0,19,44,52,False
2012-06-27,9,0,21,44,53,False
2012-06-28,9,0,19,42,51,False
2012-06-29,8,0,18,43,50,False
2012-06-30,6,0,20,46,57,False
2012-07-01,8,0,19,47,59,False
2012-07-02,7,0,18,47,52,False
2012-07-03,7,0,18,43,51,False
2012-07-04,6,0,17,45,56,False
2012-07-05,8,0,18,42,52,False
2012-07-06,9,0,20,47,52,False
2012-07-07,8,0,21,45,55,False
2012-07-08,8,0,19,45,58,False
2012-07-09,8,0,19,47,54,False
2012-07-10,9,0,19,43,55,False
2012-07-11,9,0,19,44,54,False
2012-07-12,8,0,20,47,54,False
2012-07-13,8,0,19,49,52,False
2012-07-14,7,0,21,50,58,False
2012-07-15,7,0,19,49,61,False
2012-07-16,8,0,21,46,55,False
2012-07-17,9,0,21,48,54,False
2012-07-18,9,0,20,46,53,False
2012-07-19,8,0,18,45,50,False
2012-07-20,8,0,19,42,49,False
2012-07-21,7,0,19,46,55,False
2012-07-22,8,0,19,49,60,False
2012-07-23,8,0,20,45,53,False
2012-07-24,9,0,20,46,52,False
2012-07-25,7,0,20,44,53,False
2012-07-26,8,0,19,48,52,False
2012-07-27,9,0,20,48,57,False
2012-07-28,7,0,19,64,57,False
2012-07-29,8,0,18,73,59,False
2012-07-30,8,0,18,66,51,False
2012-07-31,8,0,20,69,54,False
2012-08-01,8,0,20,88,48,False
2012-08-02,8,0,20,80,49,False
2012-08-03,7,0,20,93,49,False
2012-08-04,7,0,21,87,51,False
2012-08-05,8,0,20,86,57,False
2012-08-06,8,0,19,70,52,False
2012-08-07,8,0,20,71,52,False
2012-08-08,8,0,20,77,49,False
2012-08-09,8,0,20,81,51,False
2012-08-10,7,0,20,72,50,False
2012-08-11,8,0,20,83,54,False
2012-08-12,8,0,20,100,57,False
2012-08-13,8,0,19,71,51,False
2012-08-14,7,0,21,53,51,False
2012-08-15,8,0,20,49,51,False
2012-08-16,7,0,19,49,51,False
2012-08-17,7,0,20,52,51,False
2012-08-18,7,0,21,57,53,False
2012-08-19,7,0,19,53,58,False
2012-08-20,8,0,19,48,55,False
2012-08-21,8,0,20,46,52,False
2012-08-22,8,0,18,47,52,False
2012-08-23,8,0,20,45,53,False
2012-08-24,7,0,19,46,50,False
2012-08-25,8,0,19,46,55,False
2012-08-26,7,0,17,48,59,False
2012-08-27,8,0,19,47,53,False
2012-08-28,8,0,19,44,51,False
2012-08-29,8,0,18,42,52,False
2012-08-30,7,0,19,45,50,False
2012-08-31,8,0,18,45,48,False
2012-09-01,7,0,18,46,56,False
2012-09-02,7,0,18,48,58,False
2012-09-03,7,0,19,48,61,False
2012-09-04,8,0,18,45,52,False
2012-09-05,8,0,18,46,52,False
2012-09-06,8,0,18,45,49,False
2012-09-07,8,0,19,45,50,False
2012-09-08,7,0,18,50,56,False
2012-09-09,8,0,18,47,64,False
2012-09-10,8,0,18,45,52,False
2012-09-11,8,0,19,42,54,False
2012-09-12,8,0,18,43,49,False
2012-09-13,8,0,19,45,52,False
2012-09-14,7,0,18,45,49,False
2012-09-15,8,0,20,47,58,False
2012-09-16,8,0,19,45,60,False
2012-09-17,8,0,20,47,57,False
2012-09-18,8,0,19,46,52,False
2012-09-19,9,0,20,49,50,False
2012-09-20,12,0,19,46,51,False
2012-09-21,12,0,19,44,48,False
2012-09-22,10,0,20,47,56,False
2012-09-23,9,0,19,48,61,False
2012-09-24,10,0,20,45,55,False
2012-09-25,11,0,21,45,51,False
2012-09-26,12,0,20,46,54,False
2012-09-27,11,0,20,44,53,False
2012-09-28,9,0,19,44,51,False
2012-09-29,9,0,21,49,56,False
2012-09-30,9,0,19,44,62,False
2012-10-01,9,0,20,43,52,False
2012-10-02,10,0,21,45,53,False
2012-10-03,10,0,20,45,56,False
2012-10-04,9,0,19,42,54,False
2012-10-05,8,0,19,43,48,False
2012-10-06,7,0,19,46,55,False
2012-10-07,7,0,19,45,63,False
2012-10-08,9,0,20,43,54,False
2012-10-09,8,0,20,43,51,False
2012-10-10,9,0,20,46,53,False
2012-10-11,8,0,20,43,53,False
2012-10-12,7,0,19,42,50,False
2012-10-13,7,0,20,44,56,False
2012-10-14,7,0,19,43,59,False
2012-10-15,8,0,20,42,55,False
2012-10-16,9,0,21,44,54,False
2012-10-17,8,0,20,39,50,False
2012-10-18,7,0,20,41,54,False
2012-10-19,7,0,20,43,49,False
2012-10-20,7,0,22,47,56,False
2012-10-21,7,0,20,45,61,False
2012-10-22,8,0,20,41,55,False
2012-10-23,8,0,20,42,53,False
2012-10-24,9,0,20,43,52,False
2012-10-25,9,0,20,45,52,False
2012-10-26,7,0,20,48,50,False
2012-10-27,7,0,20,68,57,False
2012-10-28,6,0,20,42,59,False
2012-10-29,7,0,19,39,53,False
2012-10-30,7,0,18,41,52,False
2012-10-31,7,0,19,45,52,False
2012-11-01,7,0,20,40,54,False
2012-11-02,8,0,22,41,52,False
2012-11-03,8,0,23,47,58,False
2012-11-04,9,0,24,43,62,False
2012-11-05,10,0,23,41,62,False
2012-11-06,8,0,22,38,82,False
2012-11-07,6,0,21,40,46,False
2012-11-08,9,0,26,45,47,False
2012-11-09,8,0,26,44,47,False
2012-11-10,7,0,27,49,51,False
2012-11-11,7,0,27,47,55,False
2012-11-12,8,0,30,45,52,False
2012-11-13,8,0,30,44,48,False
2012-11-14,9,0,29,46,50,False
2012-11-15,8,0,32,44,50,False
2012-11-16,7,0,30,46,47,False
2012-11-17,7,0,32,51,54,False
