date,gain,generosity,gift,gold,guide,isPartial
2012-11-18,7,0,34,47,57,False
2012-11-19,8,0,35,45,50,False
2012-11-20,8,0,35,46,49,False
2012-11-21,8,0,33,44,46,False
2012-11-22,6,0,30,42,52,False
2012-11-23,6,0,43,48,50,False
2012-11-24,6,0,45,57,57,False
2012-11-25,7,0,46,52,57,False
2012-11-26,8,0,49,50,52,False
2012-11-27,8,0,47,47,49,False
2012-11-28,9,0,45,49,50,False
2012-11-29,8,0,45,46,49,False
2012-11-30,8,0,44,48,49,False
2012-12-01,7,0,47,54,54,False
2012-12-02,7,0,51,52,59,False
2012-12-03,8,0,53,49,50,False
2012-12-04,9,0,53,50,49,False
2012-12-05,7,0,55,49,52,False
2012-12-06,8,0,57,47,48,False
2012-12-07,8,0,58,52,50,False
2012-12-08,7,0,63,61,52,False
2012-12-09,7,0,62,51,58,False
2012-12-10,8,0,66,51,51,False
2012-12-11,9,0,67,50,48,False
2012-12-12,8,0,67,48,50,False
2012-12-13,8,0,66,49,49,False
2012-12-14,7,0,64,48,43,False
2012-12-15,6,0,73,57,50,False
2012-12-16,7,0,74,51,55,False
2012-12-17,7,0,81,50,49,False
2012-12-18,7,0,85,51,48,False
2012-12-19,8,0,84,50,47,False
2012-12-20,10,0,83,49,48,False
2012-12-21,8,0,84,48,47,False
2012-12-22,7,0,84,54,50,False
2012-12-23,7,0,79,52,54,False
2012-12-24,7,0,80,49,52,False
2012-12-25,6,0,68,51,55,False
2012-12-26,7,0,52,52,55,False
2012-12-27,8,0,41,52,56,False
2012-12-28,7,0,37,51,51,False
2012-12-29,7,0,35,56,55,False
2012-12-30,8,0,31,50,57,False
2012-12-31,8,0,29,51,51,False
2013-01-01,8,0,25,49,56,False
2013-01-02,9,0,28,52,56,False
2013-01-03,9,0,25,49,54,False
2013-01-04,9,0,26,51,51,False
2013-01-05,8,0,26,57,55,False
2013-01-06,9,0,24,55,61,False
2013-01-07,9,0,22,50,57,False
2013-01-08,9,0,22,50,52,False
2013-01-09,9,0,20,49,53,False
2013-01-10,9,0,21,47,51,False
2013-01-11,9,0,20,48,50,False
2013-01-12,8,0,21,54,56,False
2013-01-13,9,0,22,51,58,False
2013-01-14,9,0,21,47,51,False
2013-01-15,9,0,21,47,55,False
2013-01-16,9,0,21,46,52,False
2013-01-17,8,0,20,49,53,False
2013-01-18,8,0,20,50,52,False
2013-01-19,8,0,21,55,57,False
2013-01-20,8,0,21,53,61,False
2013-01-21,11,0,20,48,56,False
2013-01-22,9,0,20,45,54,False
2013-01-23,8,0,20,45,52,False
2013-01-24,9,0,20,46,49,False
2013-01-25,9,0,20,47,49,False
2013-01-26,8,0,22,53,55,False
2013-01-27,9,0,21,55,61,False
2013-01-28,8,0,19,48,56,False
2013-01-29,9,0,20,47,50,False
2013-01-30,9,0,21,45,53,False
