date,luxury,meritorious,nobility,nobleman,partner,isPartial
2013-09-26,6,0,0,0,5,False
2013-09-27,6,0,0,0,5,False
2013-09-28,8,0,0,0,3,False
2013-09-29,7,0,0,0,3,False
2013-09-30,7,0,0,0,4,False
2013-10-01,6,0,0,0,5,False
2013-10-02,6,0,0,0,20,False
2013-10-03,6,0,0,0,27,False
2013-10-04,6,0,0,0,8,False
2013-10-05,7,0,0,0,5,False
2013-10-06,7,0,0,0,4,False
2013-10-07,6,0,0,0,5,False
2013-10-08,7,0,0,0,6,False
2013-10-09,6,0,0,0,6,False
2013-10-10,6,0,0,0,8,False
2013-10-11,6,0,0,0,19,False
2013-10-12,7,0,0,0,23,False
2013-10-13,7,0,0,0,4,False
2013-10-14,6,0,0,0,5,False
2013-10-15,6,0,0,0,5,False
2013-10-16,6,0,0,0,6,False
2013-10-17,6,0,0,0,6,False
2013-10-18,6,0,0,0,5,False
2013-10-19,7,0,0,0,4,False
2013-10-20,6,0,0,0,5,False
2013-10-21,6,0,0,0,29,False
2013-10-22,7,0,0,0,15,False
2013-10-23,7,0,0,0,15,False
2013-10-24,7,0,0,0,6,False
2013-10-25,6,0,0,0,5,False
2013-10-26,7,0,0,0,4,False
2013-10-27,7,0,0,0,4,False
2013-10-28,7,0,0,0,5,False
2013-10-29,6,0,0,0,7,False
2013-10-30,6,0,0,0,26,False
2013-10-31,5,0,0,0,30,False
2013-11-01,6,0,0,0,6,False
2013-11-02,7,0,0,0,14,False
2013-11-03,7,0,0,0,5,False
2013-11-04,7,0,0,0,6,False
2013-11-05,7,0,0,0,6,False
2013-11-06,7,0,0,0,7,False
2013-11-07,6,0,0,0,9,False
2013-11-08,7,0,0,0,8,False
2013-11-09,8,0,0,0,8,False
2013-11-10,7,0,0,0,26,False
2013-11-11,7,0,0,0,20,False
2013-11-12,6,0,0,0,15,False
2013-11-13,6,0,0,0,14,False
2013-11-14,7,0,0,0,31,False
2013-11-15,6,0,0,0,5,False
2013-11-16,7,0,0,0,5,False
2013-11-17,7,0,0,0,6,False
2013-11-18,7,0,0,0,7,False
2013-11-19,7,0,0,0,6,False
2013-11-20,6,0,0,0,27,False
2013-11-21,6,0,0,0,52,False
2013-11-22,6,0,0,0,34,False
2013-11-23,7,0,0,0,6,False
2013-11-24,7,0,0,0,4,False
2013-11-25,6,0,0,0,5,False
2013-11-26,7,0,0,0,7,False
2013-11-27,6,0,0,0,9,False
2013-11-28,6,0,0,0,4,False
2013-11-29,6,0,0,0,3,False
2013-11-30,7,0,0,0,4,False
2013-12-01,6,0,0,0,3,False
2013-12-02,6,0,0,0,5,False
2013-12-03,7,0,0,0,5,False
2013-12-04,7,0,0,0,5,False
2013-12-05,6,0,0,0,7,False
2013-12-06,6,0,0,0,7,False
2013-12-07,7,0,0,0,4,False
2013-12-08,7,0,0,0,17,False
2013-12-09,6,0,0,0,27,False
2013-12-10,7,0,0,0,24,False
2013-12-11,6,0,0,0,6,False
2013-12-12,7,0,0,0,6,False
2013-12-13,7,0,0,0,6,False
2013-12-14,7,0,0,0,5,False
2013-12-15,7,0,0,0,5,False
2013-12-16,6,0,0,0,5,False
2013-12-17,8,0,0,0,24,False
2013-12-18,7,0,0,0,29,False
2013-12-19,7,0,0,0,19,False
2013-12-20,7,0,0,0,7,False
2013-12-21,7,0,0,0,4,False
2013-12-22,7,0,0,0,6,False
2013-12-23,7,0,0,0,9,False
2013-12-24,5,0,0,0,5,False
2013-12-25,6,0,0,0,3,False
2013-12-26,8,0,0,0,4,False
2013-12-27,8,0,0,0,4,False
2013-12-28,8,0,0,0,4,False
2013-12-29,9,0,0,0,4,False
2013-12-30,7,0,0,0,4,False
2013-12-31,7,0,0,0,4,False
2014-01-01,7,0,0,0,6,False
2014-01-02,7,0,0,0,10,False
2014-01-03,7,0,0,0,10,False
2014-01-04,8,0,0,0,57,False
2014-01-05,8,0,0,0,91,False
2014-01-06,7,0,0,0,36,False
2014-01-07,7,0,0,0,48,False
2014-01-08,7,0,0,0,9,False
2014-01-09,7,0,0,0,10,False
2014-01-10,7,0,0,0,13,False
2014-01-11,8,0,0,0,16,False
2014-01-12,9,0,0,0,12,False
2014-01-13,8,0,0,0,7,False
2014-01-14,7,0,0,0,27,False
2014-01-15,7,0,0,0,52,False
2014-01-16,7,0,0,0,66,False
2014-01-17,8,0,0,0,13,False
2014-01-18,8,0,0,0,9,False
2014-01-19,9,0,0,0,11,False
2014-01-20,8,0,0,0,12,False
2014-01-21,8,0,0,0,8,False
2014-01-22,8,0,0,0,11,False
2014-01-23,7,0,0,0,44,False
2014-01-24,8,0,0,0,72,False
2014-01-25,8,0,0,0,82,False
2014-01-26,8,0,0,0,34,False
2014-01-27,6,0,0,0,7,False
2014-01-28,7,0,0,0,9,False
2014-01-29,6,0,0,0,13,False
2014-01-30,7,0,0,0,10,False
2014-01-31,6,0,0,0,9,False
2014-02-01,7,0,0,0,100,False
2014-02-02,7,0,0,0,79,False
2014-02-03,7,0,0,0,9,False
2014-02-04,7,0,0,0,9,False
2014-02-05,7,0,0,0,10,False
2014-02-06,7,0,0,0,11,False
2014-02-07,7,0,0,0,10,False
2014-02-08,8,0,0,0,9,False
2014-02-09,8,0,0,0,9,False
2014-02-10,7,0,0,0,8,False
2014-02-11,7,0,0,0,35,False
2014-02-12,7,0,0,0,55,False
2014-02-13,7,0,0,0,26,False
2014-02-14,6,0,0,0,17,False
2014-02-15,8,0,0,0,24,False
2014-02-16,8,0,0,0,23,False
2014-02-17,8,0,0,0,13,False
2014-02-18,7,0,0,0,9,False
2014-02-19,6,0,0,0,56,False
2014-02-20,7,0,0,0,61,False
2014-02-21,7,0,0,0,74,False
2014-02-22,7,0,0,0,16,False
2014-02-23,8,0,0,0,5,False
2014-02-24,7,0,0,0,5,False
2014-02-25,7,0,0,0,8,False
2014-02-26,8,0,0,0,9,False
2014-02-27,6,0,0,0,51,False
2014-02-28,6,0,0,0,82,False
2014-03-01,8,0,0,0,54,False
2014-03-02,8,0,0,0,5,False
2014-03-03,7,0,0,0,7,False
2014-03-04,6,0,0,0,7,False
2014-03-05,7,0,0,0,7,False
2014-03-06,7,0,0,0,5,False
2014-03-07,7,0,0,0,5,False
2014-03-08,8,0,0,0,4,False
2014-03-09,7,0,0,0,3,False
2014-03-10,7,0,0,0,5,False
2014-03-11,7,0,0,0,5,False
2014-03-12,6,0,0,0,5,False
2014-03-13,7,0,0,0,4,False
2014-03-14,6,0,0,0,4,False
2014-03-15,7,0,0,0,4,False
2014-03-16,8,0,0,0,4,False
2014-03-17,8,0,0,0,5,False
2014-03-18,7,0,0,0,5,False
2014-03-19,7,0,0,0,5,False
2014-03-20,6,0,0,0,5,False
2014-03-21,7,0,0,0,4,False
2014-03-22,7,0,0,0,4,False
2014-03-23,8,0,0,0,4,False
2014-03-24,7,0,0,0,5,False
2014-03-25,7,0,0,0,5,False
2014-03-26,7,0,0,0,5,False
2014-03-27,7,0,0,0,5,False
2014-03-28,7,0,0,0,4,False
2014-03-29,8,0,0,0,3,False
2014-03-30,9,0,0,0,4,False
2014-03-31,7,0,0,0,5,False
2014-04-01,7,0,0,0,5,False
2014-04-02,7,0,0,0,4,False
2014-04-03,7,0,0,0,5,False
2014-04-04,7,0,0,0,6,False
2014-04-05,7,0,0,0,4,False
2014-04-06,7,0,0,0,4,False
2014-04-07,7,0,0,0,6,False
2014-04-08,6,0,0,0,6,False
2014-04-09,7,0,0,0,5,False
2014-04-10,7,0,0,0,5,False
2014-04-11,7,0,0,0,4,False
2014-04-12,7,0,0,0,4,False
2014-04-13,8,0,0,0,4,False
2014-04-14,7,0,0,0,5,False
2014-04-15,7,0,0,0,5,False
2014-04-16,7,0,0,0,5,False
2014-04-17,7,0,0,0,5,False
2014-04-18,7,0,0,0,4,False
2014-04-19,7,0,0,0,4,False
2014-04-20,7,0,0,0,4,False
2014-04-21,8,0,0,0,5,False
2014-04-22,7,0,0,0,6,False
2014-04-23,7,0,0,0,5,False
2014-04-24,7,0,0,0,5,False
2014-04-25,7,0,0,0,5,False
2014-04-26,7,0,0,0,4,False
2014-04-27,8,0,0,0,4,False
2014-04-28,7,0,0,0,5,False
2014-04-29,7,0,0,0,5,False
2014-04-30,7,0,0,0,5,False
2014-05-01,6,0,0,0,5,False
2014-05-02,7,0,0,0,5,False
2014-05-03,8,0,0,0,4,False
2014-05-04,7,0,0,0,3,False
2014-05-05,7,0,0,0,5,False
2014-05-06,7,0,0,0,6,False
2014-05-07,6,0,0,0,5,False
2014-05-08,6,0,0,0,5,False
2014-05-09,6,0,0,0,5,False
2014-05-10,7,0,0,0,4,False
2014-05-11,8,0,0,0,4,False
