date,expense,expensive,fine,ghetto,intervention,isPartial
2011-08-26,5,18,38,17,9,False
2011-08-27,3,22,35,18,6,False
2011-08-28,3,20,35,15,8,False
2011-08-29,6,16,36,13,8,False
2011-08-30,6,18,38,16,12,False
2011-08-31,6,20,35,13,11,False
2011-09-01,6,19,40,17,10,False
2011-09-02,5,18,39,18,9,False
2011-09-03,2,19,39,20,8,False
2011-09-04,3,22,39,17,8,False
2011-09-05,4,21,39,18,8,False
2011-09-06,5,20,41,14,11,False
2011-09-07,7,17,36,14,9,False
2011-09-08,7,17,35,15,10,False
2011-09-09,3,18,38,15,9,False
2011-09-10,4,18,36,17,6,False
2011-09-11,4,20,35,18,7,False
2011-09-12,7,19,40,14,9,False
2011-09-13,7,17,42,15,11,False
2011-09-14,6,19,42,16,12,False
2011-09-15,7,17,37,15,11,False
2011-09-16,6,18,43,15,11,False
2011-09-17,4,18,37,19,6,False
2011-09-18,4,20,35,19,9,False
2011-09-19,8,18,40,15,10,False
2011-09-20,8,19,40,15,13,False
2011-09-21,6,20,39,16,11,False
2011-09-22,6,20,41,16,9,False
2011-09-23,6,18,39,19,8,False
2011-09-24,4,16,41,19,7,False
2011-09-25,4,17,37,19,9,False
2011-09-26,8,17,38,16,10,False
2011-09-27,7,17,37,18,13,False
2011-09-28,6,18,39,17,12,False
2011-09-29,7,17,39,17,9,False
2011-09-30,5,18,39,16,8,False
2011-10-01,3,22,40,18,7,False
2011-10-02,3,20,37,16,9,False
2011-10-03,7,19,42,16,11,False
2011-10-04,6,20,37,15,12,False
2011-10-05,6,19,40,16,10,False
2011-10-06,7,18,36,16,10,False
2011-10-07,5,18,41,17,10,False
2011-10-08,4,19,36,17,6,False
2011-10-09,3,20,39,21,7,False
2011-10-10,8,20,38,17,11,False
2011-10-11,7,21,39,16,11,False
2011-10-12,6,21,41,18,10,False
2011-10-13,6,17,38,17,9,False
2011-10-14,7,19,43,18,9,False
2011-10-15,5,20,38,18,5,False
2011-10-16,4,22,36,18,7,False
2011-10-17,7,18,36,17,10,False
2011-10-18,7,19,44,16,10,False
2011-10-19,7,18,38,17,9,False
2011-10-20,7,18,37,17,9,False
2011-10-21,5,21,44,17,9,False
2011-10-22,3,21,38,18,6,False
2011-10-23,4,22,41,18,8,False
2011-10-24,7,20,37,17,10,False
2011-10-25,6,21,45,18,11,False
2011-10-26,7,20,39,16,10,False
2011-10-27,6,19,39,17,10,False
2011-10-28,5,21,39,19,8,False
2011-10-29,4,22,37,18,5,False
2011-10-30,5,21,37,21,8,False
2011-10-31,6,17,35,17,12,False
2011-11-01,8,17,39,16,10,False
2011-11-02,7,20,42,16,11,False
2011-11-03,5,19,42,17,10,False
2011-11-04,6,17,39,17,10,False
2011-11-05,4,20,46,19,7,False
2011-11-06,5,24,40,19,7,False
2011-11-07,7,21,38,17,10,False
2011-11-08,7,18,41,15,13,False
2011-11-09,7,19,40,15,9,False
2011-11-10,7,19,43,17,11,False
2011-11-11,5,17,40,17,8,False
2011-11-12,4,19,41,19,6,False
2011-11-13,4,21,40,20,10,False
2011-11-14,7,19,43,18,10,False
2011-11-15,7,24,42,18,11,False
2011-11-16,5,20,41,17,9,False
2011-11-17,6,19,43,17,12,False
2011-11-18,5,19,67,17,10,False
2011-11-19,3,20,47,21,8,False
2011-11-20,4,21,43,19,6,False
2011-11-21,6,20,45,16,10,False
2011-11-22,7,22,43,17,9,False
2011-11-23,6,18,40,16,6,False
2011-11-24,2,22,34,16,5,False
2011-11-25,3,25,37,17,4,False
2011-11-26,3,24,43,18,7,False
2011-11-27,3,25,70,18,9,False
2011-11-28,6,23,100,15,10,False
2011-11-29,8,20,65,17,12,False
2011-11-30,8,25,62,16,10,False
2011-12-01,6,22,55,17,10,False
2011-12-02,5,23,50,18,9,False
2011-12-03,5,21,47,20,8,False
2011-12-04,3,21,41,16,8,False
2011-12-05,6,26,42,16,9,False
2011-12-06,5,28,46,17,11,False
2011-12-07,6,23,44,18,10,False
2011-12-08,6,23,48,19,9,False
2011-12-09,6,21,43,19,9,False
2011-12-10,4,23,41,20,6,False
2011-12-11,5,22,41,19,6,False
2011-12-12,6,22,42,19,10,False
2011-12-13,5,21,42,16,10,False
2011-12-14,7,20,45,17,10,False
2011-12-15,5,20,43,17,8,False
2011-12-16,6,21,42,19,8,False
2011-12-17,3,22,42,21,5,False
2011-12-18,2,25,42,19,5,False
2011-12-19,6,20,37,21,7,False
2011-12-20,5,20,41,18,12,False
2011-12-21,5,21,41,19,8,False
2011-12-22,5,22,37,17,7,False
2011-12-23,3,20,37,21,6,False
2011-12-24,2,22,38,21,4,False
2011-12-25,1,23,35,26,3,False
2011-12-26,3,24,41,20,5,False
2011-12-27,5,20,42,19,14,False
2011-12-28,5,22,40,19,9,False
2011-12-29,5,21,40,20,7,False
2011-12-30,5,20,42,21,6,False
2011-12-31,2,26,41,17,4,False
2012-01-01,4,22,40,18,5,False
2012-01-02,4,22,41,18,10,False
2012-01-03,6,23,40,15,14,False
2012-01-04,7,20,42,18,10,False
2012-01-05,6,21,44,21,9,False
2012-01-06,6,22,42,19,9,False
2012-01-07,4,24,41,22,5,False
2012-01-08,4,28,41,19,7,False
2012-01-09,5,22,40,20,9,False
2012-01-10,7,19,41,18,14,False
2012-01-11,7,20,40,19,12,False
2012-01-12,7,23,39,19,10,False
2012-01-13,6,19,38,17,9,False
2012-01-14,4,20,41,20,6,False
2012-01-15,5,23,41,19,8,False
2012-01-16,7,22,43,18,12,False
2012-01-17,6,19,41,16,16,False
2012-01-18,7,20,39,19,11,False
2012-01-19,6,17,42,20,10,False
2012-01-20,6,20,40,18,8,False
2012-01-21,3,22,42,19,7,False
2012-01-22,5,24,41,21,6,False
2012-01-23,6,22,37,17,10,False
2012-01-24,7,23,42,17,14,False
2012-01-25,8,22,41,18,11,False
2012-01-26,8,19,40,19,11,False
2012-01-27,8,21,42,24,8,False
2012-01-28,6,20,39,21,7,False
2012-01-29,6,25,40,20,7,False
2012-01-30,9,22,38,16,10,False
2012-01-31,8,21,78,20,14,False
2012-02-01,9,21,76,20,9,False
2012-02-02,8,21,47,18,9,False
2012-02-03,8,20,45,19,11,False
2012-02-04,7,23,45,20,7,False
2012-02-05,6,24,39,21,8,False
2012-02-06,9,23,42,18,10,False
2012-02-07,7,20,45,18,15,False
2012-02-08,8,20,39,17,11,False
2012-02-09,7,21,47,19,12,False
2012-02-10,8,19,51,18,9,False
2012-02-11,6,21,48,21,6,False
2012-02-12,4,22,43,22,7,False
2012-02-13,9,20,45,18,10,False
2012-02-14,7,22,47,17,11,False
2012-02-15,8,22,41,18,9,False
2012-02-16,8,24,47,21,11,False
2012-02-17,6,24,44,19,10,False
2012-02-18,5,23,45,20,7,False
2012-02-19,7,24,42,21,7,False
2012-02-20,7,24,40,19,11,False
2012-02-21,7,23,41,19,17,False
2012-02-22,9,21,40,18,10,False
2012-02-23,7,21,42,19,12,False
2012-02-24,6,19,41,18,9,False
2012-02-25,6,21,43,24,9,False
2012-02-26,6,26,42,22,9,False
2012-02-27,9,21,38,19,11,False
2012-02-28,7,23,41,18,12,False
2012-02-29,8,21,38,16,11,False
2012-03-01,7,21,43,18,12,False
2012-03-02,7,23,40,20,9,False
2012-03-03,6,22,40,17,9,False
2012-03-04,7,22,41,18,9,False
2012-03-05,8,23,39,17,12,False
2012-03-06,7,23,41,19,14,False
2012-03-07,7,18,38,15,13,False
2012-03-08,6,20,37,16,10,False
2012-03-09,6,19,39,18,9,False
2012-03-10,5,21,41,20,5,False
2012-03-11,6,22,38,17,8,False
2012-03-12,8,21,41,18,8,False
2012-03-13,7,20,40,19,14,False
2012-03-14,6,22,43,18,9,False
2012-03-15,7,22,39,18,11,False
2012-03-16,6,17,39,20,8,False
2012-03-17,5,21,38,21,6,False
2012-03-18,4,20,38,20,6,False
2012-03-19,6,19,41,18,9,False
2012-03-20,8,18,34,18,14,False
2012-03-21,7,21,40,20,10,False
2012-03-22,7,23,39,20,9,False
2012-03-23,5,21,40,19,9,False
2012-03-24,6,20,41,20,6,False
2012-03-25,6,21,41,19,7,False
2012-03-26,8,22,39,19,9,False
2012-03-27,7,21,39,17,14,False
2012-03-28,7,23,38,19,12,False
2012-03-29,7,20,37,19,10,False
2012-03-30,6,24,39,19,8,False
2012-03-31,5,22,37,18,7,False
2012-04-01,5,20,35,23,6,False
2012-04-02,9,21,40,16,9,False
2012-04-03,7,21,39,18,12,False
2012-04-04,8,21,40,19,11,False
2012-04-05,6,19,35,21,9,False
2012-04-06,6,21,38,23,7,False
2012-04-07,4,24,38,22,5,False
2012-04-08,5,22,40,21,6,False
2012-04-09,7,21,34,19,11,False
2012-04-10,7,23,41,19,9,False
2012-04-11,9,22,38,19,10,False
2012-04-12,6,21,43,19,10,False
2012-04-13,8,20,40,20,9,False
2012-04-14,7,22,40,22,8,False
2012-04-15,8,23,38,18,7,False
2012-04-16,11,23,40,17,11,False
2012-04-17,9,21,39,20,11,False
2012-04-18,8,21,39,18,10,False
2012-04-19,6,21,37,21,10,False
2012-04-20,5,21,39,19,9,False
2012-04-21,3,20,42,22,7,False
2012-04-22,5,24,37,21,8,False
2012-04-23,8,21,43,18,10,False
2012-04-24,7,19,40,20,11,False
2012-04-25,6,25,46,19,10,False
2012-04-26,7,19,44,19,10,False
2012-04-27,7,22,42,19,8,False
2012-04-28,4,20,44,23,6,False
2012-04-29,4,22,40,23,6,False
2012-04-30,7,23,40,20,11,False
2012-05-01,6,21,39,21,11,False
2012-05-02,6,20,40,20,10,False
2012-05-03,6,22,39,19,8,False
2012-05-04,6,21,40,19,7,False
2012-05-05,3,20,37,20,6,False
2012-05-06,4,25,38,20,7,False
2012-05-07,6,23,37,20,9,False
2012-05-08,6,21,38,18,9,False
2012-05-09,7,20,37,20,8,False
2012-05-10,6,21,39,20,9,False
2012-05-11,5,21,38,21,6,False
2012-05-12,2,24,44,24,6,False
2012-05-13,3,23,40,22,6,False
2012-05-14,7,21,38,17,9,False
2012-05-15,5,21,39,20,9,False
2012-05-16,6,22,44,18,9,False
2012-05-17,5,21,45,20,9,False
2012-05-18,4,20,38,17,7,False
2012-05-19,3,21,39,23,5,False
2012-05-20,3,24,37,21,6,False
2012-05-21,5,23,38,19,8,False
