date,luxury,meritorious,nobility,nobleman,partner,isPartial
2007-09-11,58,1,2,0,31,False
2007-09-12,72,1,1,1,38,False
2007-09-13,58,2,1,1,27,False
2007-09-14,60,1,2,1,38,False
2007-09-15,63,0,2,0,19,False
2007-09-16,77,1,2,0,24,False
2007-09-17,69,1,1,1,37,False
2007-09-18,64,2,2,0,42,False
2007-09-19,52,1,1,0,31,False
2007-09-20,62,1,1,1,29,False
2007-09-21,67,1,1,0,37,False
2007-09-22,60,1,0,0,26,False
2007-09-23,74,0,2,1,20,False
2007-09-24,71,1,1,0,38,False
2007-09-25,58,1,0,1,34,False
2007-09-26,56,1,1,1,39,False
2007-09-27,61,2,1,0,41,False
2007-09-28,74,1,2,0,32,False
2007-09-29,71,1,1,2,27,False
2007-09-30,72,2,3,0,30,False
2007-10-01,51,1,3,1,33,False
2007-10-02,64,0,1,0,35,False
2007-10-03,62,0,1,0,32,False
2007-10-04,70,0,2,0,35,False
2007-10-05,57,1,2,2,35,False
2007-10-06,69,0,0,0,18,False
2007-10-07,63,1,1,1,25,False
2007-10-08,71,1,2,1,32,False
2007-10-09,61,0,2,0,36,False
2007-10-10,57,0,1,0,34,False
2007-10-11,60,1,3,0,35,False
2007-10-12,61,1,2,0,36,False
2007-10-13,59,1,0,1,21,False
2007-10-14,74,1,3,0,21,False
2007-10-15,56,0,1,0,34,False
2007-10-16,58,1,1,0,34,False
2007-10-17,56,0,0,0,38,False
2007-10-18,53,0,1,0,34,False
2007-10-19,56,1,2,1,38,False
2007-10-20,60,0,2,0,26,False
2007-10-21,63,0,2,2,27,False
2007-10-22,70,0,0,0,30,False
2007-10-23,55,0,1,0,38,False
2007-10-24,57,0,1,0,37,False
2007-10-25,63,2,2,0,32,False
2007-10-26,51,2,2,1,37,False
2007-10-27,66,0,2,0,27,False
2007-10-28,63,0,2,0,26,False
2007-10-29,54,1,1,0,35,False
2007-10-30,55,0,0,0,36,False
2007-10-31,57,1,2,0,31,False
2007-11-01,58,1,2,1,35,False
2007-11-02,64,1,2,0,39,False
2007-11-03,60,0,0,0,19,False
2007-11-04,64,1,2,0,22,False
2007-11-05,70,0,0,0,34,False
2007-11-06,57,1,1,0,31,False
2007-11-07,61,1,2,0,36,False
2007-11-08,65,0,3,0,26,False
2007-11-09,54,2,1,0,26,False
2007-11-10,54,0,1,0,23,False
2007-11-11,63,1,1,0,30,False
2007-11-12,63,2,1,2,38,False
2007-11-13,55,1,2,0,34,False
2007-11-14,57,1,2,0,35,False
2007-11-15,45,1,2,1,36,False
2007-11-16,60,1,3,0,28,False
2007-11-17,61,1,1,0,31,False
2007-11-18,65,1,1,1,28,False
2007-11-19,66,0,3,0,41,False
2007-11-20,54,0,1,0,32,False
2007-11-21,61,1,1,0,26,False
2007-11-22,45,0,1,0,29,False
2007-11-23,66,1,1,0,16,False
2007-11-24,84,1,1,0,28,False
2007-11-25,66,0,1,0,25,False
2007-11-26,59,0,0,0,38,False
2007-11-27,70,0,0,0,30,False
2007-11-28,64,0,2,0,34,False
2007-11-29,66,1,4,1,36,False
2007-11-30,51,0,2,0,28,False
2007-12-01,51,1,0,0,24,False
2007-12-02,70,0,1,0,21,False
2007-12-03,58,0,1,0,30,False
2007-12-04,56,2,0,0,29,False
2007-12-05,63,0,1,0,32,False
2007-12-06,50,1,2,0,25,False
2007-12-07,59,1,1,0,32,False
2007-12-08,60,0,1,0,20,False
2007-12-09,59,0,1,0,26,False
2007-12-10,62,1,2,1,36,False
2007-12-11,59,1,1,0,27,False
2007-12-12,52,1,2,0,30,False
2007-12-13,57,0,1,0,38,False
2007-12-14,59,1,1,0,39,False
2007-12-15,53,0,1,0,25,False
2007-12-16,60,0,2,0,24,False
2007-12-17,61,1,1,0,24,False
2007-12-18,56,1,1,0,31,False
2007-12-19,57,1,2,0,31,False
2007-12-20,59,1,1,0,35,False
2007-12-21,49,1,1,1,25,False
2007-12-22,51,0,1,0,21,False
2007-12-23,68,0,1,0,26,False
2007-12-24,53,1,2,0,18,False
2007-12-25,55,0,3,0,21,False
2007-12-26,67,0,0,1,29,False
2007-12-27,70,1,1,0,30,False
2007-12-28,68,1,1,0,36,False
2007-12-29,75,0,2,1,28,False
2007-12-30,69,1,5,1,24,False
2007-12-31,64,0,2,1,24,False
2008-01-01,54,0,1,0,35,False
2008-01-02,69,1,1,1,32,False
2008-01-03,66,0,1,0,37,False
2008-01-04,65,1,0,0,35,False
2008-01-05,85,1,1,0,27,False
2008-01-06,70,1,1,1,28,False
2008-01-07,69,1,0,0,30,False
2008-01-08,69,1,1,0,38,False
2008-01-09,65,1,0,0,33,False
2008-01-10,64,1,0,0,24,False
2008-01-11,65,1,0,0,33,False
2008-01-12,76,1,0,0,26,False
2008-01-13,82,0,1,1,32,False
2008-01-14,73,0,0,0,38,False
2008-01-15,72,1,2,0,37,False
2008-01-16,57,0,0,0,37,False
2008-01-17,63,0,0,0,35,False
2008-01-18,57,0,1,0,29,False
2008-01-19,71,0,1,0,23,False
2008-01-20,74,1,3,0,21,False
2008-01-21,71,0,2,0,34,False
2008-01-22,64,0,1,0,32,False
2008-01-23,61,0,0,0,40,False
2008-01-24,60,0,3,0,38,False
2008-01-25,60,1,0,1,39,False
2008-01-26,70,0,4,0,19,False
2008-01-27,65,1,2,1,23,False
2008-01-28,70,0,0,0,24,False
2008-01-29,70,0,1,0,38,False
2008-01-30,61,2,0,0,31,False
2008-01-31,60,0,1,0,35,False
2008-02-01,56,0,2,0,28,False
2008-02-02,67,3,0,0,26,False
2008-02-03,64,1,2,1,28,False
2008-02-04,64,0,3,0,34,False
2008-02-05,68,1,0,0,30,False
2008-02-06,61,1,2,1,30,False
2008-02-07,61,1,2,0,35,False
2008-02-08,77,0,0,0,31,False
2008-02-09,67,0,1,0,38,False
2008-02-10,74,0,1,1,26,False
2008-02-11,72,2,1,0,37,False
2008-02-12,70,1,1,0,35,False
2008-02-13,57,0,2,0,35,False
2008-02-14,58,0,3,1,37,False
2008-02-15,55,0,1,0,39,False
2008-02-16,87,0,3,1,19,False
2008-02-17,71,1,1,0,22,False
2008-02-18,81,0,3,0,31,False
2008-02-19,73,1,2,0,34,False
2008-02-20,56,0,1,0,34,False
2008-02-21,64,0,0,0,32,False
2008-02-22,59,0,1,0,30,False
2008-02-23,73,0,1,0,18,False
2008-02-24,75,1,2,1,21,False
2008-02-25,56,0,1,0,46,False
2008-02-26,60,3,2,1,27,False
2008-02-27,64,0,1,1,32,False
2008-02-28,64,2,1,0,29,False
2008-02-29,59,1,1,0,32,False
2008-03-01,59,0,1,1,28,False
2008-03-02,68,0,1,0,21,False
2008-03-03,75,1,2,0,32,False
2008-03-04,75,1,2,0,35,False
2008-03-05,62,1,2,0,34,False
2008-03-06,61,0,2,0,36,False
2008-03-07,62,0,2,0,33,False
2008-03-08,68,0,1,0,25,False
2008-03-09,75,0,2,0,33,False
2008-03-10,70,0,1,0,45,False
2008-03-11,70,1,0,0,37,False
2008-03-12,64,1,1,0,31,False
2008-03-13,60,0,1,0,30,False
2008-03-14,65,0,2,0,34,False
2008-03-15,68,1,1,0,22,False
2008-03-16,76,0,2,0,24,False
2008-03-17,59,0,2,0,37,False
2008-03-18,69,0,1,0,38,False
2008-03-19,63,0,1,0,37,False
