date,cost,crisis,deficit,depreciation,domination,isPartial
2014-06-07,84,4,1,0,1,False
2014-06-08,89,4,1,1,2,False
2014-06-09,92,6,1,1,1,False
2014-06-10,93,6,1,1,1,False
2014-06-11,88,6,1,1,1,False
2014-06-12,88,6,1,1,1,False
2014-06-13,83,5,1,1,1,False
2014-06-14,82,4,1,0,1,False
2014-06-15,86,5,1,1,1,False
2014-06-16,90,7,1,1,1,False
2014-06-17,91,6,1,1,1,False
2014-06-18,90,5,1,1,1,False
2014-06-19,90,5,1,1,1,False
2014-06-20,88,5,1,1,1,False
2014-06-21,87,4,1,1,1,False
2014-06-22,89,9,1,1,1,False
2014-06-23,92,6,1,1,1,False
2014-06-24,89,7,1,1,1,False
2014-06-25,89,5,1,2,1,False
2014-06-26,90,5,1,1,1,False
2014-06-27,86,5,1,1,1,False
2014-06-28,84,4,1,0,1,False
2014-06-29,90,4,1,1,1,False
2014-06-30,94,5,1,1,1,False
2014-07-01,93,5,1,1,1,False
2014-07-02,92,5,1,1,1,False
2014-07-03,87,5,1,1,1,False
2014-07-04,76,4,1,1,1,False
2014-07-05,89,4,1,0,1,False
2014-07-06,94,4,1,1,1,False
2014-07-07,96,5,1,1,1,False
2014-07-08,97,5,1,1,1,False
2014-07-09,92,6,1,1,1,False
2014-07-10,94,6,1,1,1,False
2014-07-11,91,6,1,1,1,False
2014-07-12,86,5,1,1,2,False
2014-07-13,92,5,1,1,1,False
2014-07-14,97,6,1,1,1,False
2014-07-15,93,6,1,1,1,False
2014-07-16,95,6,1,1,1,False
2014-07-17,90,6,1,1,1,False
2014-07-18,89,5,1,1,1,False
2014-07-19,89,6,1,1,1,False
2014-07-20,92,4,1,1,1,False
2014-07-21,98,6,1,1,1,False
2014-07-22,100,6,1,1,1,False
2014-07-23,96,5,1,1,1,False
2014-07-24,89,5,1,1,1,False
2014-07-25,90,5,1,1,1,False
2014-07-26,88,4,1,1,1,False
2014-07-27,90,4,1,1,1,False
2014-07-28,97,5,1,1,1,False
2014-07-29,93,4,1,1,1,False
2014-07-30,92,5,1,1,1,False
2014-07-31,91,5,1,1,1,False
2014-08-01,86,5,1,1,1,False
2014-08-02,87,5,1,1,1,False
2014-08-03,88,5,1,1,1,False
2014-08-04,95,6,1,1,1,False
2014-08-05,92,5,1,1,1,False
2014-08-06,94,4,1,1,1,False
2014-08-07,92,5,1,1,1,False
2014-08-08,86,5,1,1,1,False
2014-08-09,84,4,1,0,1,False
2014-08-10,86,4,1,0,1,False
2014-08-11,89,4,1,1,1,False
