date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2013-09-26,5,5,1,85,3,False
2013-09-27,4,4,0,77,6,False
2013-09-28,2,1,1,57,8,False
2013-09-29,3,5,1,48,6,False
2013-09-30,6,2,0,76,5,False
2013-10-01,5,3,1,78,3,False
2013-10-02,5,4,1,80,6,False
2013-10-03,5,4,1,78,6,False
2013-10-04,2,5,1,67,6,False
2013-10-05,1,5,1,51,5,False
2013-10-06,4,4,1,50,5,False
2013-10-07,4,3,2,75,4,False
2013-10-08,4,3,2,84,3,False
2013-10-09,3,7,2,81,6,False
2013-10-10,4,4,1,83,4,False
2013-10-11,5,4,1,61,6,False
2013-10-12,1,2,0,60,4,False
2013-10-13,2,4,2,53,5,False
2013-10-14,4,4,2,81,6,False
2013-10-15,4,5,0,79,5,False
2013-10-16,3,4,2,82,5,False
2013-10-17,4,4,1,81,3,False
2013-10-18,5,4,2,70,6,False
2013-10-19,4,5,0,54,4,False
2013-10-20,3,2,1,58,5,False
2013-10-21,3,5,2,74,5,False
2013-10-22,5,4,1,76,4,False
2013-10-23,4,4,1,79,4,False
2013-10-24,5,4,2,84,5,False
2013-10-25,3,5,1,75,6,False
2013-10-26,2,3,2,55,4,False
2013-10-27,4,5,2,56,5,False
2013-10-28,3,3,1,84,5,False
2013-10-29,4,6,2,82,5,False
2013-10-30,3,6,1,76,7,False
2013-10-31,4,5,2,80,6,False
2013-11-01,2,3,0,68,4,False
2013-11-02,1,3,0,58,4,False
2013-11-03,2,4,2,54,6,False
2013-11-04,3,4,1,67,4,False
2013-11-05,3,4,1,72,6,False
2013-11-06,3,5,1,81,2,False
2013-11-07,3,3,1,78,5,False
2013-11-08,4,4,0,82,5,False
2013-11-09,2,5,0,61,4,False
2013-11-10,4,6,2,62,5,False
2013-11-11,4,2,0,74,5,False
2013-11-12,3,2,2,77,6,False
2013-11-13,5,5,1,98,4,False
2013-11-14,3,5,1,96,8,False
2013-11-15,4,2,3,95,6,False
2013-11-16,3,5,2,67,4,False
2013-11-17,3,3,2,70,2,False
2013-11-18,2,2,1,91,4,False
2013-11-19,3,4,1,88,6,False
2013-11-20,4,2,1,91,5,False
2013-11-21,3,6,0,100,3,False
2013-11-22,3,4,1,86,5,False
2013-11-23,1,3,1,68,5,False
2013-11-24,3,2,1,56,5,False
2013-11-25,4,5,1,93,5,False
2013-11-26,4,4,1,75,4,False
2013-11-27,1,2,1,70,5,False
2013-11-28,2,5,0,56,5,False
2013-11-29,1,4,1,52,4,False
2013-11-30,1,4,0,68,3,False
2013-12-01,1,5,1,64,6,False
2013-12-02,3,4,1,77,5,False
2013-12-03,5,2,1,81,3,False
2013-12-04,5,4,0,95,4,False
2013-12-05,5,5,1,77,5,False
2013-12-06,4,6,1,65,5,False
2013-12-07,0,3,1,61,5,False
2013-12-08,3,3,1,63,5,False
2013-12-09,5,5,1,75,4,False
2013-12-10,5,5,1,72,5,False
2013-12-11,5,4,1,80,7,False
2013-12-12,5,5,2,80,3,False
2013-12-13,2,3,1,72,5,False
2013-12-14,2,5,2,54,4,False
2013-12-15,3,3,0,69,5,False
2013-12-16,4,3,1,78,4,False
2013-12-17,3,3,0,72,6,False
2013-12-18,4,4,1,72,4,False
2013-12-19,3,5,1,72,5,False
2013-12-20,3,4,0,70,4,False
2013-12-21,1,3,1,57,2,False
2013-12-22,1,2,0,49,4,False
2013-12-23,1,2,0,61,3,False
2013-12-24,1,2,0,46,1,False
2013-12-25,1,3,0,46,1,False
2013-12-26,0,5,0,65,4,False
2013-12-27,1,3,1,61,5,False
2013-12-28,1,3,0,58,3,False
2013-12-29,2,3,1,60,3,False
2013-12-30,1,4,1,68,5,False
2013-12-31,1,3,1,56,5,False
2014-01-01,2,4,1,50,7,False
2014-01-02,0,6,0,76,5,False
2014-01-03,3,4,1,68,4,False
2014-01-04,1,4,1,60,6,False
2014-01-05,3,3,0,57,6,False
2014-01-06,3,5,1,78,5,False
2014-01-07,2,3,1,81,4,False
2014-01-08,3,3,1,80,5,False
2014-01-09,3,5,1,80,3,False
2014-01-10,3,6,0,85,4,False
2014-01-11,3,5,1,53,5,False
2014-01-12,3,5,1,61,4,False
2014-01-13,5,3,1,81,6,False
2014-01-14,5,3,2,92,5,False
2014-01-15,4,5,2,86,5,False
2014-01-16,4,3,1,94,5,False
2014-01-17,5,5,1,79,5,False
2014-01-18,1,3,2,60,6,False
2014-01-19,1,2,1,46,7,False
2014-01-20,1,3,0,70,8,False
2014-01-21,4,6,2,84,8,False
2014-01-22,4,6,1,77,4,False
2014-01-23,3,2,0,86,4,False
2014-01-24,3,3,2,79,5,False
2014-01-25,2,5,0,57,5,False
2014-01-26,2,3,0,63,3,False
2014-01-27,4,4,1,75,4,False
2014-01-28,4,3,1,81,4,False
2014-01-29,3,3,2,89,5,False
2014-01-30,2,3,1,88,4,False
2014-01-31,3,3,1,82,4,False
2014-02-01,3,4,1,54,5,False
2014-02-02,1,4,2,45,4,False
2014-02-03,4,3,1,69,5,False
2014-02-04,3,3,1,77,4,False
2014-02-05,4,5,1,81,6,False
2014-02-06,3,6,1,95,6,False
2014-02-07,4,5,1,73,6,False
2014-02-08,1,3,1,60,4,False
2014-02-09,4,4,1,65,6,False
2014-02-10,3,3,1,80,5,False
2014-02-11,4,5,2,68,4,False
2014-02-12,4,3,1,73,6,False
2014-02-13,4,4,1,74,3,False
2014-02-14,3,3,1,71,4,False
2014-02-15,2,3,0,47,6,False
2014-02-16,0,4,1,55,4,False
2014-02-17,2,6,1,63,5,False
2014-02-18,4,4,1,77,4,False
2014-02-19,3,4,1,71,4,False
2014-02-20,5,5,1,88,3,False
2014-02-21,4,3,2,68,4,False
2014-02-22,2,4,1,50,4,False
2014-02-23,3,5,1,55,4,False
2014-02-24,5,2,2,76,5,False
2014-02-25,3,3,2,82,7,False
2014-02-26,5,4,2,76,6,False
2014-02-27,3,5,2,85,6,False
2014-02-28,2,4,2,79,5,False
2014-03-01,2,5,1,53,4,False
2014-03-02,2,4,2,53,5,False
2014-03-03,5,3,0,74,4,False
2014-03-04,3,3,1,81,5,False
2014-03-05,3,6,1,72,5,False
2014-03-06,3,4,1,83,4,False
2014-03-07,2,5,1,76,5,False
2014-03-08,2,3,0,57,5,False
2014-03-09,1,4,0,55,7,False
2014-03-10,2,5,1,75,5,False
2014-03-11,3,3,2,75,5,False
2014-03-12,4,3,2,75,6,False
2014-03-13,3,4,1,79,4,False
2014-03-14,1,4,1,77,6,False
2014-03-15,3,3,1,52,6,False
2014-03-16,1,3,0,54,4,False
2014-03-17,2,3,0,70,5,False
2014-03-18,2,5,2,83,7,False
2014-03-19,4,3,1,76,6,False
2014-03-20,3,4,1,85,4,False
2014-03-21,4,4,1,76,5,False
2014-03-22,1,3,0,61,8,False
2014-03-23,2,4,1,57,5,False
2014-03-24,2,4,1,87,7,False
2014-03-25,3,5,1,86,5,False
2014-03-26,3,3,1,83,3,False
2014-03-27,3,3,1,80,6,False
2014-03-28,2,5,1,77,5,False
2014-03-29,2,3,0,60,6,False
2014-03-30,1,3,0,58,4,False
2014-03-31,2,3,2,75,3,False
2014-04-01,2,4,1,76,5,False
2014-04-02,5,4,1,90,6,False
2014-04-03,2,4,2,84,5,False
2014-04-04,3,4,1,77,4,False
2014-04-05,2,4,0,56,5,False
2014-04-06,3,5,0,53,5,False
2014-04-07,2,4,2,72,6,False
2014-04-08,2,5,1,81,5,False
2014-04-09,3,4,1,83,4,False
2014-04-10,2,6,0,85,7,False
2014-04-11,2,5,1,82,4,False
2014-04-12,2,4,1,51,4,False
2014-04-13,1,3,0,48,4,False
2014-04-14,4,4,1,76,6,False
2014-04-15,2,5,1,89,6,False
2014-04-16,2,2,0,81,5,False
2014-04-17,2,5,1,76,5,False
2014-04-18,3,4,0,76,6,False
