date,blackmail,bribe,bum,commoner,corrupt,isPartial
2011-08-26,6,6,58,1,37,False
2011-08-27,11,7,51,1,32,False
2011-08-28,13,4,59,5,54,False
2011-08-29,10,9,45,2,45,False
2011-08-30,10,4,60,2,52,False
2011-08-31,14,8,37,2,43,False
2011-09-01,9,7,51,1,54,False
2011-09-02,12,3,54,1,45,False
2011-09-03,7,5,45,2,37,False
2011-09-04,14,1,37,1,37,False
2011-09-05,7,2,56,3,49,False
2011-09-06,17,9,48,1,46,False
2011-09-07,9,11,39,3,51,False
2011-09-08,10,3,45,3,40,False
2011-09-09,16,5,40,3,48,False
2011-09-10,14,4,41,2,44,False
2011-09-11,14,4,51,0,49,False
2011-09-12,10,8,47,2,43,False
2011-09-13,10,3,42,1,48,False
2011-09-14,10,6,50,1,44,False
2011-09-15,11,6,44,1,51,False
2011-09-16,14,5,37,1,45,False
2011-09-17,18,4,41,1,34,False
2011-09-18,13,2,56,1,50,False
2011-09-19,7,3,42,2,41,False
2011-09-20,11,6,44,1,55,False
2011-09-21,8,6,35,2,63,False
2011-09-22,12,4,41,4,50,False
2011-09-23,14,3,42,1,42,False
2011-09-24,18,4,71,0,43,False
2011-09-25,9,5,50,0,51,False
2011-09-26,10,4,48,1,40,False
2011-09-27,16,3,57,0,59,False
2011-09-28,14,6,39,1,54,False
2011-09-29,10,5,53,1,51,False
2011-09-30,14,6,43,1,51,False
2011-10-01,7,2,40,5,33,False
2011-10-02,17,4,64,1,47,False
2011-10-03,15,7,55,1,62,False
2011-10-04,12,3,37,3,43,False
2011-10-05,14,6,50,3,67,False
2011-10-06,6,5,38,2,57,False
2011-10-07,9,7,58,4,45,False
2011-10-08,11,1,59,5,41,False
2011-10-09,14,2,62,1,38,False
2011-10-10,14,4,43,3,56,False
2011-10-11,11,3,51,0,46,False
2011-10-12,11,12,62,3,45,False
2011-10-13,12,2,37,9,61,False
2011-10-14,9,4,47,5,57,False
2011-10-15,7,2,68,5,40,False
2011-10-16,8,9,43,2,43,False
2011-10-17,6,2,43,0,56,False
2011-10-18,10,6,54,1,55,False
2011-10-19,12,7,56,1,52,False
2011-10-20,15,6,49,3,59,False
2011-10-21,14,2,53,0,52,False
2011-10-22,10,4,55,1,34,False
2011-10-23,13,7,58,0,51,False
2011-10-24,11,5,54,1,54,False
2011-10-25,6,6,49,3,54,False
2011-10-26,13,6,49,1,47,False
2011-10-27,10,6,44,2,60,False
2011-10-28,9,6,45,1,71,False
2011-10-29,9,6,74,3,52,False
2011-10-30,13,5,61,4,49,False
2011-10-31,8,9,46,1,52,False
2011-11-01,8,9,50,1,54,False
2011-11-02,8,9,32,1,60,False
2011-11-03,9,5,47,1,64,False
2011-11-04,12,4,51,1,56,False
2011-11-05,11,2,45,6,38,False
2011-11-06,11,7,61,1,40,False
2011-11-07,15,4,51,0,56,False
2011-11-08,11,9,47,2,61,False
2011-11-09,9,5,44,1,62,False
2011-11-10,13,4,43,2,58,False
2011-11-11,14,0,50,1,56,False
2011-11-12,7,7,52,0,48,False
2011-11-13,7,8,41,1,49,False
2011-11-14,10,5,46,0,54,False
2011-11-15,6,4,74,0,41,False
2011-11-16,9,10,35,2,63,False
2011-11-17,13,11,46,4,71,False
2011-11-18,5,9,54,0,48,False
2011-11-19,11,7,60,6,41,False
2011-11-20,14,4,51,17,33,False
2011-11-21,9,6,52,10,42,False
2011-11-22,15,6,54,10,51,False
2011-11-23,12,5,48,4,39,False
2011-11-24,9,3,50,10,23,False
2011-11-25,13,3,70,4,31,False
2011-11-26,6,6,63,5,38,False
2011-11-27,19,3,52,16,44,False
2011-11-28,12,4,49,8,50,False
2011-11-29,13,5,63,7,50,False
2011-11-30,11,10,58,3,45,False
2011-12-01,14,10,57,3,57,False
2011-12-02,5,5,58,5,47,False
