date,blackmail,bribe,bum,commoner,corrupt,isPartial
2011-12-03,12,2,69,2,52,False
2011-12-04,10,7,64,3,47,False
2011-12-05,12,6,51,3,49,False
2011-12-06,8,4,39,1,60,False
2011-12-07,14,6,58,0,57,False
2011-12-08,7,6,49,1,54,False
2011-12-09,7,5,62,3,47,False
2011-12-10,14,6,58,1,30,False
2011-12-11,1,6,71,0,53,False
2011-12-12,16,7,47,2,49,False
2011-12-13,13,3,54,1,53,False
2011-12-14,11,3,58,1,53,False
2011-12-15,14,4,54,1,60,False
2011-12-16,8,7,48,1,52,False
2011-12-17,9,2,60,1,42,False
2011-12-18,9,2,48,0,34,False
2011-12-19,6,1,51,2,48,False
2011-12-20,8,6,58,2,50,False
2011-12-21,6,4,50,3,50,False
2011-12-22,12,6,73,0,41,False
2011-12-23,8,6,64,2,31,False
2011-12-24,7,1,54,1,27,False
2011-12-25,13,4,69,1,37,False
2011-12-26,10,6,62,2,32,False
2011-12-27,12,2,58,1,33,False
2011-12-28,16,6,57,3,55,False
2011-12-29,10,3,66,3,49,False
2011-12-30,10,2,57,0,50,False
2011-12-31,13,2,76,2,30,False
2012-01-01,12,4,61,0,31,False
2012-01-02,11,2,54,2,44,False
2012-01-03,17,7,50,0,48,False
2012-01-04,9,3,48,2,64,False
2012-01-05,12,3,61,1,64,False
2012-01-06,10,10,62,2,51,False
2012-01-07,12,3,77,1,55,False
2012-01-08,11,4,91,2,48,False
2012-01-09,12,4,59,0,43,False
2012-01-10,13,4,60,2,45,False
2012-01-11,8,8,49,2,50,False
2012-01-12,12,7,45,1,42,False
2012-01-13,15,3,49,0,52,False
2012-01-14,10,4,47,2,31,False
2012-01-15,7,8,83,1,43,False
2012-01-16,15,3,60,0,46,False
2012-01-17,13,3,61,0,38,False
2012-01-18,8,3,72,2,50,False
2012-01-19,9,6,64,2,54,False
2012-01-20,10,8,68,1,46,False
2012-01-21,6,2,78,1,38,False
2012-01-22,6,8,100,1,44,False
2012-01-23,8,3,67,1,40,False
2012-01-24,11,9,67,1,40,False
2012-01-25,13,9,68,4,56,False
2012-01-26,12,7,50,1,39,False
2012-01-27,12,6,51,1,37,False
2012-01-28,12,5,59,2,49,False
2012-01-29,13,7,71,1,57,False
2012-01-30,12,5,45,2,46,False
2012-01-31,7,6,53,0,40,False
2012-02-01,13,5,67,0,60,False
2012-02-02,8,9,55,2,46,False
2012-02-03,10,11,44,1,41,False
2012-02-04,8,6,67,1,45,False
2012-02-05,14,5,55,1,42,False
2012-02-06,7,7,44,1,49,False
2012-02-07,13,5,53,0,43,False
2012-02-08,16,6,38,2,43,False
2012-02-09,7,6,52,4,41,False
2012-02-10,16,7,55,3,53,False
2012-02-11,10,6,45,1,46,False
2012-02-12,16,2,41,1,36,False
2012-02-13,12,5,55,0,57,False
2012-02-14,11,8,48,2,53,False
2012-02-15,9,10,51,1,58,False
2012-02-16,11,4,51,2,57,False
2012-02-17,12,4,41,1,55,False
2012-02-18,10,4,64,1,29,False
2012-02-19,13,5,56,0,44,False
2012-02-20,9,6,55,3,50,False
2012-02-21,9,3,52,0,54,False
2012-02-22,14,9,49,2,46,False
2012-02-23,12,5,59,2,47,False
2012-02-24,10,5,54,2,45,False
2012-02-25,15,6,57,1,38,False
2012-02-26,11,5,53,0,45,False
2012-02-27,11,7,53,3,57,False
2012-02-28,16,5,50,0,46,False
2012-02-29,10,10,55,2,59,False
2012-03-01,12,8,36,1,47,False
2012-03-02,12,7,49,1,42,False
2012-03-03,15,9,59,3,38,False
2012-03-04,13,8,66,2,42,False
2012-03-05,10,3,61,2,48,False
2012-03-06,11,2,54,0,50,False
2012-03-07,7,6,54,1,52,False
2012-03-08,10,8,56,0,44,False
2012-03-09,10,8,63,0,44,False
2012-03-10,10,4,64,0,29,False
2012-03-11,14,4,70,0,36,False
2012-03-12,12,6,60,1,48,False
2012-03-13,4,6,44,1,47,False
2012-03-14,12,6,42,3,48,False
2012-03-15,9,8,67,2,51,False
2012-03-16,12,3,52,1,43,False
2012-03-17,8,6,46,2,31,False
2012-03-18,15,3,59,2,36,False
2012-03-19,9,7,63,2,54,False
2012-03-20,10,3,51,1,49,False
2012-03-21,8,7,52,0,56,False
2012-03-22,14,7,62,1,43,False
2012-03-23,8,7,60,2,48,False
2012-03-24,9,3,63,0,27,False
2012-03-25,6,3,65,0,39,False
2012-03-26,9,6,59,0,37,False
2012-03-27,12,8,49,2,49,False
2012-03-28,11,6,54,3,57,False
2012-03-29,10,6,60,1,46,False
2012-03-30,11,5,56,2,55,False
2012-03-31,13,4,57,1,47,False
2012-04-01,15,4,56,1,32,False
2012-04-02,9,4,52,0,42,False
2012-04-03,11,3,41,3,58,False
2012-04-04,12,2,59,1,49,False
2012-04-05,10,7,54,2,59,False
2012-04-06,11,5,63,0,46,False
2012-04-07,10,5,51,1,39,False
2012-04-08,4,2,56,1,33,False
2012-04-09,21,2,61,3,47,False
2012-04-10,12,3,64,3,44,False
2012-04-11,12,6,48,1,53,False
2012-04-12,10,6,57,3,45,False
2012-04-13,8,5,55,1,45,False
2012-04-14,5,3,56,0,41,False
2012-04-15,15,3,68,1,53,False
2012-04-16,13,6,61,2,42,False
2012-04-17,16,1,57,2,40,False
2012-04-18,10,7,48,1,39,False
2012-04-19,15,8,60,2,45,False
2012-04-20,14,3,54,1,48,False
2012-04-21,14,8,70,0,43,False
2012-04-22,10,7,61,1,38,False
2012-04-23,15,16,45,1,56,False
2012-04-24,19,7,53,1,48,False
2012-04-25,10,8,59,3,44,False
2012-04-26,6,10,57,2,45,False
2012-04-27,8,9,51,3,40,False
2012-04-28,12,7,62,1,33,False
2012-04-29,16,6,66,1,42,False
2012-04-30,12,10,59,1,49,False
2012-05-01,11,7,55,0,52,False
2012-05-02,13,6,57,1,43,False
2012-05-03,12,11,51,2,55,False
2012-05-04,9,4,56,4,45,False
2012-05-05,11,3,67,1,34,False
2012-05-06,12,6,68,3,44,False
2012-05-07,14,6,56,2,49,False
2012-05-08,17,3,53,2,53,False
2012-05-09,10,5,53,3,47,False
2012-05-10,10,5,66,0,55,False
2012-05-11,12,3,56,2,41,False
2012-05-12,21,1,58,0,35,False
2012-05-13,16,13,54,3,30,False
2012-05-14,10,6,54,0,42,False
2012-05-15,14,9,57,2,51,False
2012-05-16,10,12,49,5,47,False
2012-05-17,9,7,64,2,50,False
2012-05-18,20,6,67,3,42,False
2012-05-19,10,10,72,0,41,False
2012-05-20,7,3,60,3,30,False
2012-05-21,7,5,50,1,53,False
