date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2004-01-01,0,14,0,14,0,False
2004-01-02,0,0,0,23,12,False
2004-01-03,0,0,0,50,0,False
2004-01-04,0,14,0,43,7,False
2004-01-05,0,0,0,17,0,False
2004-01-06,6,6,0,52,6,False
2004-01-07,4,0,0,55,4,False
2004-01-08,8,8,0,46,4,False
2004-01-09,9,0,4,39,0,False
2004-01-10,0,0,0,41,14,False
2004-01-11,0,0,7,41,7,False
2004-01-12,8,0,0,33,8,False
2004-01-13,8,8,0,60,0,False
2004-01-14,4,0,4,81,4,False
2004-01-15,4,0,0,45,4,False
2004-01-16,0,0,0,39,0,False
2004-01-17,7,0,0,47,13,False
2004-01-18,7,0,7,75,14,False
2004-01-19,0,0,0,32,0,False
2004-01-20,0,0,0,48,8,False
2004-01-21,8,8,0,32,4,False
2004-01-22,4,8,4,40,0,False
2004-01-23,4,8,0,67,8,False
2004-01-24,0,6,0,58,19,False
2004-01-25,0,0,0,44,0,False
2004-01-26,8,0,0,44,4,False
2004-01-27,0,4,0,73,4,False
2004-01-28,0,0,0,39,4,False
2004-01-29,0,8,4,52,0,False
2004-01-30,0,9,0,38,4,False
2004-01-31,0,6,0,71,0,False
2004-02-01,0,0,6,45,0,False
2004-02-02,4,0,0,46,4,False
2004-02-03,7,4,0,41,4,False
2004-02-04,4,0,0,37,7,False
2004-02-05,4,4,0,33,4,False
2004-02-06,8,8,4,47,0,False
2004-02-07,0,0,0,0,0,False
2004-02-08,0,0,0,47,0,False
2004-02-09,0,4,0,38,4,False
2004-02-10,4,4,0,45,0,False
2004-02-11,4,4,0,50,4,False
2004-02-12,4,4,0,43,0,False
2004-02-13,0,13,0,42,4,False
2004-02-14,0,7,0,13,7,False
2004-02-15,0,0,0,41,0,False
2004-02-16,4,9,0,44,4,False
2004-02-17,4,8,4,50,4,False
2004-02-18,7,0,0,49,7,False
2004-02-19,4,4,0,50,12,False
2004-02-20,8,0,0,41,4,False
2004-02-21,0,6,0,50,0,False
2004-02-22,0,6,0,49,6,False
2004-02-23,0,4,0,48,11,False
2004-02-24,0,11,0,42,4,False
2004-02-25,0,0,0,33,4,False
2004-02-26,4,7,0,33,7,False
2004-02-27,0,12,0,58,12,False
2004-02-28,0,6,0,13,0,False
2004-02-29,0,0,0,37,0,False
2004-03-01,0,0,0,67,0,False
2004-03-02,4,4,0,55,4,False
2004-03-03,0,0,0,39,13,False
2004-03-04,0,0,0,53,0,False
2004-03-05,0,0,0,70,0,False
2004-03-06,0,0,0,0,0,False
2004-03-07,0,0,0,54,0,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,0,0,0,63,0,False
2004-03-11,0,0,0,55,14,False
2004-03-12,6,0,0,51,0,False
2004-03-13,0,0,0,45,0,False
2004-03-14,0,0,0,32,6,False
2004-03-15,8,11,0,57,0,False
2004-03-16,7,0,0,80,4,False
2004-03-17,4,4,0,38,11,False
2004-03-18,0,4,4,47,12,False
2004-03-19,0,0,0,58,0,False
2004-03-20,0,0,0,39,7,False
2004-03-21,0,13,0,45,0,False
2004-03-22,15,15,0,0,0,False
2004-03-23,0,0,0,0,0,True
2004-03-24,0,0,0,36,10,False
2004-03-25,0,0,0,14,14,False
2004-03-26,0,6,0,52,12,False
2004-03-27,0,0,0,58,13,False
2004-03-28,0,7,0,33,7,False
2004-03-29,0,4,0,56,7,False
2004-03-30,0,4,4,46,4,False
2004-03-31,4,4,4,54,18,False
2004-04-01,4,4,0,44,15,False
2004-04-02,0,8,0,63,4,False
2004-04-03,6,0,0,51,6,False
2004-04-04,6,6,0,38,6,False
2004-04-05,4,8,0,38,0,False
2004-04-06,4,11,0,100,4,False
2004-04-07,0,4,4,56,4,False
2004-04-08,0,8,0,46,8,False
2004-04-09,0,5,0,51,0,False
2004-04-10,6,0,0,13,0,False
2004-04-11,0,0,0,0,0,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,0,0,0,68,0,False
2004-04-15,4,4,4,25,7,False
2004-04-16,0,4,0,36,4,False
2004-04-17,13,7,0,47,7,False
2004-04-18,0,6,0,32,0,False
2004-04-19,4,4,0,43,11,False
2004-04-20,0,7,3,45,0,False
2004-04-21,4,7,0,35,7,False
2004-04-22,7,4,4,29,0,False
2004-04-23,4,4,4,67,8,False
2004-04-24,6,0,0,39,6,False
2004-04-25,0,0,0,18,0,False
2004-04-26,7,0,4,53,4,False
2004-04-27,0,0,0,38,10,False
2004-04-28,0,7,0,32,7,False
2004-04-29,7,4,0,80,4,False
2004-04-30,4,0,0,31,4,False
2004-05-01,0,0,0,25,13,False
2004-05-02,0,6,0,6,6,False
2004-05-03,7,7,0,49,7,False
2004-05-04,0,0,0,70,0,False
2004-05-05,0,0,4,28,4,False
2004-05-06,0,4,0,51,0,False
2004-05-07,4,4,0,44,4,False
2004-05-08,0,0,7,0,0,False
2004-05-09,0,0,0,33,0,False
2004-05-10,0,0,0,48,7,False
2004-05-11,0,4,0,67,4,False
2004-05-12,0,0,0,42,7,False
2004-05-13,0,7,0,21,7,False
2004-05-14,8,4,0,67,4,False
2004-05-15,0,0,0,33,7,False
2004-05-16,0,0,0,26,0,False
2004-05-17,4,4,0,47,0,False
2004-05-18,0,0,0,77,0,False
2004-05-19,0,11,0,57,4,False
2004-05-20,0,11,0,55,0,False
2004-05-21,4,8,0,50,0,False
2004-05-22,0,0,0,26,0,False
2004-05-23,0,6,0,51,0,False
2004-05-24,4,4,0,50,4,False
2004-05-25,4,4,4,50,14,False
2004-05-26,0,7,0,40,7,False
2004-05-27,8,0,0,34,0,False
2004-05-28,0,0,0,59,8,False
2004-05-29,7,0,0,35,7,False
2004-05-30,0,0,0,37,7,False
2004-05-31,0,0,0,35,0,False
2004-06-01,4,7,0,44,7,False
2004-06-02,4,4,0,40,0,False
2004-06-03,0,0,0,68,8,False
2004-06-04,0,8,0,41,4,False
2004-06-05,0,0,0,20,0,False
2004-06-06,0,6,0,45,6,False
2004-06-07,0,4,0,48,4,False
2004-06-08,0,15,0,29,4,False
2004-06-09,0,4,4,68,0,False
2004-06-10,0,11,0,42,4,False
2004-06-11,4,0,0,29,0,False
2004-06-12,7,14,0,54,0,False
2004-06-13,7,0,0,27,0,False
2004-06-14,4,4,0,34,8,False
2004-06-15,0,7,0,44,0,False
2004-06-16,0,0,0,42,8,False
2004-06-17,0,8,0,31,0,False
2004-06-18,0,8,0,29,0,False
2004-06-19,0,0,0,54,0,False
2004-06-20,0,7,0,14,0,False
2004-06-21,0,4,0,45,0,False
2004-06-22,0,0,4,37,4,False
2004-06-23,0,0,0,42,8,False
2004-06-24,0,0,0,70,0,False
2004-06-25,0,0,0,53,0,False
2004-06-26,0,7,0,20,7,False
2004-06-27,0,7,0,49,0,False
2004-06-28,0,0,0,75,4,False
2004-06-29,0,0,4,37,0,False
2004-06-30,0,11,0,41,8,False
2004-07-01,0,8,0,31,4,False
2004-07-02,0,4,0,48,4,False
2004-07-03,7,7,0,7,0,False
2004-07-04,0,0,0,15,15,False
2004-07-05,0,6,0,31,6,False
2004-07-06,0,7,0,52,0,False
2004-07-07,0,7,0,62,7,False
2004-07-08,4,0,0,94,8,False
2004-07-09,0,0,0,28,4,False
2004-07-10,6,0,0,13,6,False
2004-07-11,0,20,0,39,13,False
2004-07-12,0,7,0,33,0,False
2004-07-13,0,0,0,47,4,False
2004-07-14,0,0,0,49,16,False
2004-07-15,0,10,5,49,0,False
2004-07-16,0,0,0,61,0,False
2004-07-17,0,6,0,19,0,False
2004-07-18,0,6,0,38,13,False
2004-07-19,0,0,0,43,4,False
2004-07-20,0,4,0,40,14,False
2004-07-21,4,11,0,48,4,False
2004-07-22,0,0,0,54,0,False
2004-07-23,0,0,0,56,4,False
2004-07-24,0,6,0,25,0,False
2004-07-25,0,0,0,26,6,False
2004-07-26,0,0,0,73,8,False
2004-07-27,0,0,0,39,7,False
2004-07-28,4,4,0,66,15,False
2004-07-29,0,4,4,38,4,False
2004-07-30,0,0,0,41,8,False
2004-07-31,6,13,0,32,6,False
2004-08-01,0,6,0,32,6,False
2004-08-02,0,7,0,55,11,False
2004-08-03,0,0,0,65,0,False
2004-08-04,0,4,0,59,11,False
2004-08-05,0,11,0,84,4,False
2004-08-06,0,4,0,28,0,False
2004-08-07,0,13,0,32,6,False
2004-08-08,0,7,0,20,0,False
2004-08-09,0,7,0,18,0,False
2004-08-10,0,11,0,35,0,False
2004-08-11,0,7,0,50,11,False
2004-08-12,0,0,0,65,4,False
2004-08-13,0,4,0,19,4,False
2004-08-14,0,6,0,38,6,False
2004-08-15,0,0,0,19,0,False
2004-08-16,0,11,0,39,4,False
2004-08-17,0,0,0,57,11,False
2004-08-18,0,0,0,61,4,False
2004-08-19,0,7,0,33,4,False
2004-08-20,0,0,0,54,8,False
2004-08-21,0,6,0,48,6,False
2004-08-22,6,0,0,38,0,False
2004-08-23,0,4,0,71,0,False
2004-08-24,0,10,0,34,7,False
2004-08-25,0,0,0,38,0,False
2004-08-26,0,4,0,51,0,False
2004-08-27,4,4,0,49,4,False
2004-08-28,0,0,0,30,0,False
2004-08-29,0,6,0,70,0,False
2004-08-30,3,7,0,54,3,False
2004-08-31,0,7,0,60,10,False
2004-09-01,0,3,0,41,3,False
2004-09-02,0,0,0,38,3,False
2004-09-03,0,8,0,50,4,False
2004-09-04,0,12,0,24,0,False
2004-09-05,0,0,0,44,6,False
2004-09-06,5,0,5,21,5,False
2004-09-07,3,3,0,50,0,False
2004-09-08,7,3,3,70,7,False
2004-09-09,7,3,0,70,3,False
2004-09-10,4,0,4,54,4,False
2004-09-11,0,17,0,51,11,False
2004-09-12,0,0,0,55,11,False
2004-09-13,0,6,0,71,0,False
2004-09-14,3,6,0,25,6,False
2004-09-15,6,3,0,38,6,False
2004-09-16,3,10,0,37,3,False
2004-09-17,10,0,3,45,21,False
2004-09-18,0,0,0,17,17,False
2004-09-19,0,0,0,22,5,False
2004-09-20,0,10,0,58,3,False
2004-09-21,0,3,0,19,6,False
2004-09-22,10,0,0,54,3,False
2004-09-23,0,13,0,42,10,False
2004-09-24,7,3,0,24,7,False
2004-09-25,0,11,11,22,6,False
2004-09-26,11,0,0,55,5,False
