date,expense,expensive,fine,ghetto,intervention,isPartial
2005-05-23,4,13,60,19,11,False
2005-05-24,11,14,58,17,5,False
2005-05-25,7,14,55,18,6,False
2005-05-26,7,12,62,15,15,False
2005-05-27,9,16,55,24,4,False
2005-05-28,5,19,58,26,7,False
2005-05-29,9,19,68,23,5,False
2005-05-30,5,11,60,15,9,False
2005-05-31,7,15,60,10,11,False
2005-06-01,14,7,61,17,12,False
2005-06-02,8,12,52,24,7,False
2005-06-03,7,16,55,17,10,False
2005-06-04,11,9,58,21,8,False
2005-06-05,4,10,70,32,3,False
2005-06-06,9,11,53,18,17,False
2005-06-07,7,9,43,14,7,False
2005-06-08,8,7,53,18,8,False
2005-06-09,6,15,67,17,10,False
2005-06-10,5,10,63,15,7,False
2005-06-11,3,10,58,9,10,False
2005-06-12,2,16,65,23,4,False
2005-06-13,7,14,52,11,12,False
2005-06-14,11,10,61,15,7,False
2005-06-15,4,7,55,14,6,False
2005-06-16,6,6,76,22,5,False
2005-06-17,9,9,61,13,9,False
2005-06-18,3,12,72,19,3,False
2005-06-19,5,9,72,23,7,False
2005-06-20,6,12,68,16,6,False
2005-06-21,5,18,60,13,9,False
2005-06-22,12,18,60,18,7,False
2005-06-23,7,17,56,17,12,False
2005-06-24,9,12,57,22,6,False
2005-06-25,5,20,62,27,7,False
2005-06-26,9,10,63,18,9,False
2005-06-27,8,12,65,14,14,False
2005-06-28,10,16,60,19,17,False
2005-06-29,8,11,63,17,4,False
2005-06-30,4,13,48,17,9,False
2005-07-01,8,20,70,14,7,False
2005-07-02,5,17,57,19,3,False
2005-07-03,0,15,62,16,10,False
2005-07-04,3,9,50,23,9,False
2005-07-05,8,10,60,23,12,False
2005-07-06,10,12,64,21,8,False
2005-07-07,5,6,69,12,9,False
2005-07-08,7,11,53,17,5,False
2005-07-09,4,14,77,14,4,False
2005-07-10,4,16,68,19,9,False
2005-07-11,7,13,63,11,11,False
2005-07-12,11,7,54,17,7,False
2005-07-13,8,12,56,11,10,False
2005-07-14,7,11,51,14,9,False
2005-07-15,6,12,56,16,7,False
2005-07-16,4,9,71,17,5,False
2005-07-17,5,16,65,16,1,False
2005-07-18,9,11,67,15,6,False
2005-07-19,10,13,65,11,5,False
2005-07-20,6,13,63,12,11,False
2005-07-21,9,16,71,16,9,False
2005-07-22,8,16,61,16,7,False
2005-07-23,5,7,66,18,11,False
2005-07-24,9,11,69,24,9,False
2005-07-25,6,9,57,12,10,False
2005-07-26,6,13,67,12,10,False
2005-07-27,6,12,64,14,7,False
2005-07-28,4,12,70,14,8,False
2005-07-29,7,8,51,18,5,False
2005-07-30,4,12,61,16,11,False
2005-07-31,7,11,67,21,4,False
2005-08-01,4,11,66,12,15,False
2005-08-02,9,11,57,13,8,False
2005-08-03,6,15,72,18,10,False
2005-08-04,4,15,78,14,9,False
2005-08-05,6,14,69,14,5,False
2005-08-06,5,9,82,19,4,False
2005-08-07,3,14,64,11,7,False
2005-08-08,10,7,55,13,9,False
2005-08-09,5,8,61,12,7,False
2005-08-10,5,11,58,17,8,False
2005-08-11,10,12,65,17,9,False
2005-08-12,6,19,63,12,6,False
2005-08-13,4,13,65,12,8,False
2005-08-14,1,12,75,14,5,False
2005-08-15,7,13,60,15,6,False
2005-08-16,4,14,66,8,8,False
2005-08-17,10,8,57,15,10,False
2005-08-18,5,11,55,15,11,False
2005-08-19,7,9,54,18,8,False
2005-08-20,3,12,61,15,3,False
2005-08-21,3,22,75,14,3,False
2005-08-22,8,14,60,17,8,False
2005-08-23,4,11,72,22,9,False
2005-08-24,5,12,75,17,15,False
2005-08-25,9,11,72,14,8,False
2005-08-26,8,12,57,15,8,False
2005-08-27,2,12,73,16,7,False
2005-08-28,7,14,59,14,7,False
2005-08-29,6,12,51,12,13,False
2005-08-30,11,14,62,15,6,False
2005-08-31,7,12,48,18,7,False
2005-09-01,7,12,56,15,9,False
2005-09-02,7,11,56,11,7,False
2005-09-03,1,7,59,16,3,False
2005-09-04,5,11,63,21,3,False
2005-09-05,10,11,60,17,7,False
2005-09-06,5,9,55,14,7,False
2005-09-07,8,9,52,10,8,False
2005-09-08,7,17,67,17,6,False
2005-09-09,2,16,59,12,10,False
2005-09-10,4,18,52,17,7,False
2005-09-11,5,12,62,18,10,False
2005-09-12,4,18,55,13,10,False
2005-09-13,8,10,57,14,7,False
2005-09-14,6,18,58,16,10,False
2005-09-15,6,8,68,15,9,False
2005-09-16,6,14,65,17,11,False
2005-09-17,5,16,54,10,3,False
2005-09-18,13,12,66,18,6,False
2005-09-19,8,11,54,15,10,False
2005-09-20,10,15,77,15,10,False
2005-09-21,10,12,50,14,9,False
2005-09-22,8,11,57,10,12,False
2005-09-23,7,14,56,12,8,False
2005-09-24,7,13,61,17,5,False
2005-09-25,4,11,66,19,6,False
2005-09-26,10,11,58,15,8,False
2005-09-27,4,13,56,15,14,False
2005-09-28,7,17,65,17,12,False
2005-09-29,7,13,63,15,7,False
2005-09-30,8,14,60,12,7,False
2005-10-01,5,16,55,13,5,False
2005-10-02,7,12,61,21,7,False
2005-10-03,8,7,51,11,14,False
2005-10-04,8,16,67,14,9,False
2005-10-05,10,12,63,16,7,False
2005-10-06,6,14,67,17,10,False
2005-10-07,7,13,68,15,6,False
2005-10-08,6,17,73,18,4,False
2005-10-09,3,17,70,8,11,False
2005-10-10,11,15,67,11,10,False
2005-10-11,7,11,73,16,10,False
2005-10-12,7,15,67,15,11,False
2005-10-13,8,21,63,13,9,False
2005-10-14,6,21,57,23,9,False
2005-10-15,10,10,62,19,4,False
2005-10-16,4,19,68,22,10,False
2005-10-17,7,13,63,18,12,False
2005-10-18,7,18,58,13,8,False
2005-10-19,4,16,63,12,9,False
2005-10-20,3,14,51,21,8,False
2005-10-21,7,15,65,11,6,False
2005-10-22,5,13,74,26,7,False
2005-10-23,3,12,85,13,16,False
2005-10-24,10,16,66,15,13,False
2005-10-25,5,13,66,13,12,False
2005-10-26,7,12,56,18,8,False
2005-10-27,9,16,60,19,11,False
2005-10-28,9,11,61,15,10,False
2005-10-29,3,14,70,13,10,False
2005-10-30,5,13,59,18,6,False
2005-10-31,8,14,53,18,11,False
2005-11-01,8,14,48,12,14,False
2005-11-02,8,19,59,17,14,False
2005-11-03,8,12,60,16,11,False
2005-11-04,4,18,63,20,8,False
2005-11-05,5,12,72,22,4,False
2005-11-06,5,14,83,18,13,False
2005-11-07,10,14,50,15,14,False
2005-11-08,9,14,65,14,12,False
2005-11-09,7,15,75,12,10,False
2005-11-10,9,16,60,8,10,False
2005-11-11,8,13,63,11,7,False
2005-11-12,4,14,66,18,4,False
2005-11-13,6,17,65,13,11,False
2005-11-14,8,15,64,11,17,False
2005-11-15,5,15,67,18,13,False
2005-11-16,6,22,57,14,14,False
2005-11-17,7,16,70,21,12,False
2005-11-18,9,19,65,15,9,False
2005-11-19,7,12,100,17,7,False
2005-11-20,2,11,63,17,5,False
2005-11-21,5,10,68,15,17,False
2005-11-22,7,15,62,18,7,False
2005-11-23,6,16,80,18,6,False
2005-11-24,0,8,59,17,7,False
2005-11-25,2,16,59,16,6,False
2005-11-26,3,18,73,13,5,False
2005-11-27,6,17,67,14,14,False
2005-11-28,9,18,58,15,9,False
2005-11-29,9,16,69,15,8,False
2005-11-30,7,12,59,19,8,False
2005-12-01,9,24,58,19,12,False
2005-12-02,6,19,58,14,9,False
2005-12-03,5,16,85,20,8,False
2005-12-04,3,17,69,23,13,False
2005-12-05,4,16,61,17,8,False
2005-12-06,7,17,57,16,13,False
2005-12-07,6,15,60,17,9,False
2005-12-08,6,12,67,18,9,False
2005-12-09,8,14,62,15,8,False
2005-12-10,5,16,64,21,8,False
2005-12-11,8,12,64,15,7,False
2005-12-12,6,16,67,14,14,False
2005-12-13,8,17,71,15,10,False
2005-12-14,6,18,65,13,9,False
2005-12-15,7,17,61,16,5,False
2005-12-16,8,19,60,10,6,False
2005-12-17,4,14,80,14,6,False
2005-12-18,5,10,81,19,5,False
2005-12-19,4,17,59,15,8,False
2005-12-20,6,11,74,19,9,False
2005-12-21,4,17,69,13,10,False
2005-12-22,10,18,54,14,10,False
2005-12-23,4,11,62,25,6,False
2005-12-24,3,15,48,17,4,False
2005-12-25,2,21,65,25,5,False
2005-12-26,3,15,69,19,4,False
2005-12-27,5,12,70,18,9,False
2005-12-28,8,11,67,11,5,False
2005-12-29,5,14,71,16,7,False
2005-12-30,7,14,63,16,4,False
2005-12-31,5,11,75,15,3,False
2006-01-01,7,16,55,17,4,False
2006-01-02,6,16,56,21,2,False
2006-01-03,10,16,67,15,8,False
2006-01-04,6,12,58,10,11,False
2006-01-05,7,13,58,17,8,False
2006-01-06,9,15,62,18,5,False
2006-01-07,9,13,72,21,9,False
2006-01-08,4,11,68,19,7,False
2006-01-09,10,14,52,16,8,False
2006-01-10,6,18,62,13,9,False
2006-01-11,7,17,55,17,9,False
2006-01-12,8,9,57,15,8,False
2006-01-13,6,12,63,14,9,False
2006-01-14,4,14,66,13,6,False
2006-01-15,2,19,60,19,7,False
2006-01-16,6,10,56,12,6,False
2006-01-17,8,11,64,15,9,False
2006-01-18,9,14,56,14,8,False
2006-01-19,9,14,59,14,9,False
2006-01-20,7,15,56,17,7,False
2006-01-21,6,13,76,17,4,False
2006-01-22,2,14,51,16,6,False
2006-01-23,9,13,51,17,12,False
2006-01-24,8,15,52,17,10,False
2006-01-25,9,12,56,19,11,False
2006-01-26,8,14,57,17,8,False
2006-01-27,10,12,54,18,8,False
2006-01-28,7,11,66,22,6,False
2006-01-29,6,14,53,18,6,False
2006-01-30,13,10,58,21,10,False
2006-01-31,8,19,61,14,11,False
2006-02-01,8,23,54,12,10,False
2006-02-02,9,19,61,30,13,False
2006-02-03,8,16,60,26,11,False
2006-02-04,7,15,66,29,9,False
2006-02-05,3,11,54,16,10,False
2006-02-06,9,17,61,20,8,False
2006-02-07,8,18,67,31,11,False
2006-02-08,12,13,50,15,10,False
2006-02-09,9,14,63,13,8,False
2006-02-10,9,15,55,14,8,False
2006-02-11,7,14,63,15,6,False
2006-02-12,6,17,62,15,7,False
2006-02-13,8,15,63,16,10,False
2006-02-14,7,15,59,16,7,False
2006-02-15,10,18,63,18,12,False
2006-02-16,5,12,59,19,8,False
