date,expense,expensive,fine,ghetto,intervention,isPartial
2009-11-03,11,30,81,21,26,False
2009-11-04,14,33,69,20,22,False
2009-11-05,12,30,76,23,24,False
2009-11-06,10,33,79,25,17,False
2009-11-07,4,23,83,23,13,False
2009-11-08,5,35,74,30,20,False
2009-11-09,13,29,76,24,23,False
2009-11-10,13,34,84,29,24,False
2009-11-11,11,37,78,20,21,False
2009-11-12,11,35,80,19,22,False
2009-11-13,8,34,81,24,21,False
2009-11-14,8,33,77,28,17,False
2009-11-15,6,35,88,25,14,False
2009-11-16,14,34,83,23,23,False
2009-11-17,12,39,86,21,29,False
2009-11-18,16,32,85,18,25,False
2009-11-19,14,34,78,14,22,False
2009-11-20,12,35,79,25,21,False
2009-11-21,7,28,74,28,18,False
2009-11-22,8,37,83,24,17,False
2009-11-23,12,39,78,21,22,False
2009-11-24,11,35,86,22,29,False
2009-11-25,8,29,81,23,23,False
2009-11-26,3,34,62,22,10,False
2009-11-27,6,32,70,20,13,False
2009-11-28,5,34,82,23,21,False
2009-11-29,6,39,70,18,27,False
2009-11-30,10,35,80,27,29,False
2009-12-01,15,32,79,21,46,False
2009-12-02,14,35,84,21,33,False
2009-12-03,12,36,79,23,30,False
2009-12-04,11,32,81,17,24,False
2009-12-05,6,30,81,27,19,False
2009-12-06,7,38,88,27,16,False
2009-12-07,14,36,76,21,23,False
2009-12-08,13,37,71,19,40,False
2009-12-09,12,29,87,24,21,False
2009-12-10,13,35,81,26,27,False
2009-12-11,10,35,70,22,21,False
2009-12-12,7,36,76,27,19,False
2009-12-13,6,37,84,25,18,False
2009-12-14,14,39,77,23,27,False
2009-12-15,14,36,74,24,24,False
2009-12-16,14,35,85,20,19,False
2009-12-17,8,36,78,27,21,False
2009-12-18,9,36,83,22,16,False
2009-12-19,4,45,68,26,20,False
2009-12-20,8,35,68,26,19,False
2009-12-21,12,29,83,24,21,False
2009-12-22,10,34,81,22,26,False
2009-12-23,8,34,71,26,22,False
2009-12-24,3,39,61,27,14,False
2009-12-25,3,33,72,31,8,False
2009-12-26,3,35,64,21,13,False
2009-12-27,2,36,74,23,13,False
2009-12-28,11,29,69,21,13,False
2009-12-29,10,34,87,17,27,False
2009-12-30,14,31,74,21,17,False
2009-12-31,11,33,76,24,17,False
2010-01-01,7,31,68,26,9,False
2010-01-02,5,35,80,28,15,False
2010-01-03,8,31,70,21,18,False
2010-01-04,11,30,70,15,22,False
2010-01-05,11,30,80,20,22,False
2010-01-06,13,40,75,19,22,False
2010-01-07,12,28,73,23,18,False
2010-01-08,10,32,70,23,19,False
2010-01-09,8,37,80,27,17,False
2010-01-10,7,38,77,28,16,False
2010-01-11,14,36,74,24,23,False
2010-01-12,10,25,70,21,27,False
2010-01-13,16,28,82,28,20,False
2010-01-14,15,38,78,20,21,False
2010-01-15,11,27,77,20,19,False
2010-01-16,10,31,71,28,17,False
2010-01-17,8,40,72,25,18,False
2010-01-18,14,32,79,18,21,False
2010-01-19,11,34,88,20,32,False
2010-01-20,16,32,74,19,19,False
2010-01-21,11,33,88,25,21,False
2010-01-22,12,42,100,23,23,False
2010-01-23,10,36,95,21,18,False
2010-01-24,14,37,84,23,18,False
2010-01-25,11,37,74,18,23,False
2010-01-26,15,34,72,22,39,False
2010-01-27,16,31,86,17,30,False
2010-01-28,16,34,86,21,24,False
2010-01-29,13,28,79,19,17,False
2010-01-30,13,29,81,27,18,False
2010-01-31,14,35,81,26,28,False
2010-02-01,16,28,77,18,29,False
2010-02-02,13,30,75,19,40,False
2010-02-03,18,32,80,22,27,False
2010-02-04,16,32,81,19,24,False
2010-02-05,11,33,76,19,20,False
2010-02-06,9,30,86,21,16,False
2010-02-07,14,28,72,22,21,False
2010-02-08,15,29,79,19,24,False
2010-02-09,15,33,82,19,26,False
2010-02-10,14,34,81,17,24,False
2010-02-11,15,33,92,22,22,False
2010-02-12,11,33,85,23,24,False
2010-02-13,15,33,85,25,18,False
2010-02-14,11,35,84,20,17,False
2010-02-15,13,32,80,23,26,False
2010-02-16,13,37,66,21,33,False
2010-02-17,17,31,72,23,20,False
2010-02-18,19,28,77,20,25,False
2010-02-19,15,33,80,19,24,False
2010-02-20,10,29,76,29,17,False
2010-02-21,13,38,87,26,20,False
2010-02-22,16,34,74,23,26,False
2010-02-23,11,32,81,22,31,False
2010-02-24,13,25,80,21,26,False
2010-02-25,13,31,73,26,22,False
2010-02-26,10,26,79,22,22,False
2010-02-27,8,27,87,24,19,False
2010-02-28,14,34,79,29,21,False
2010-03-01,17,38,72,21,25,False
2010-03-02,14,33,79,24,30,False
2010-03-03,17,29,80,25,26,False
2010-03-04,17,29,77,23,21,False
2010-03-05,15,30,71,21,21,False
2010-03-06,10,35,77,24,15,False
2010-03-07,11,32,74,26,13,False
2010-03-08,17,31,66,25,24,False
2010-03-09,13,27,73,18,27,False
2010-03-10,16,26,74,22,22,False
2010-03-11,16,31,80,23,23,False
2010-03-12,12,33,80,23,20,False
2010-03-13,10,33,70,25,14,False
2010-03-14,10,38,72,35,17,False
2010-03-15,14,32,77,22,25,False
2010-03-16,16,34,75,20,26,False
2010-03-17,11,34,85,25,22,False
2010-03-18,13,32,77,20,27,False
2010-03-19,9,31,76,21,16,False
2010-03-20,9,27,70,27,13,False
2010-03-21,13,34,86,25,16,False
2010-03-22,15,34,82,24,23,False
2010-03-23,13,31,88,27,20,False
2010-03-24,13,29,71,22,24,False
2010-03-25,14,33,73,22,23,False
2010-03-26,17,35,82,24,19,False
2010-03-27,10,32,78,29,13,False
2010-03-28,12,32,72,28,13,False
2010-03-29,15,31,74,21,25,False
2010-03-30,16,33,73,21,37,False
2010-03-31,13,30,77,21,23,False
2010-04-01,13,30,70,21,23,False
2010-04-02,13,33,73,23,18,False
2010-04-03,11,29,72,34,20,False
2010-04-04,11,25,80,24,19,False
2010-04-05,17,28,74,23,22,False
2010-04-06,17,28,80,24,28,False
2010-04-07,16,32,85,21,24,False
2010-04-08,15,28,77,22,20,False
2010-04-09,14,27,79,29,22,False
2010-04-10,14,34,71,22,17,False
2010-04-11,12,31,65,31,20,False
2010-04-12,15,35,74,25,26,False
2010-04-13,22,32,79,27,32,False
2010-04-14,21,32,80,39,24,False
2010-04-15,15,30,72,23,25,False
2010-04-16,12,34,79,28,21,False
2010-04-17,8,33,80,25,18,False
2010-04-18,6,37,81,28,17,False
2010-04-19,11,39,71,32,29,False
2010-04-20,17,31,77,23,36,False
