date,privileged,productive,productivity,profit,profitable,isPartial
2008-07-04,3,3,4,42,2,False
2008-07-05,1,2,7,43,6,False
2008-07-06,0,3,6,44,1,False
2008-07-07,1,3,6,75,5,False
2008-07-08,2,5,12,64,6,False
2008-07-09,1,3,13,68,6,False
2008-07-10,1,0,12,71,5,False
2008-07-11,3,3,6,63,2,False
2008-07-12,0,0,2,50,1,False
2008-07-13,2,4,7,51,3,False
2008-07-14,2,3,12,61,6,False
2008-07-15,1,4,14,70,5,False
2008-07-16,2,4,9,70,6,False
2008-07-17,0,4,8,59,5,False
2008-07-18,1,1,5,48,2,False
2008-07-19,0,3,7,40,6,False
2008-07-20,2,3,7,47,9,False
2008-07-21,2,3,8,74,1,False
2008-07-22,3,3,7,62,4,False
2008-07-23,4,5,8,73,4,False
2008-07-24,1,4,8,51,3,False
2008-07-25,3,3,5,54,3,False
2008-07-26,0,2,4,44,4,False
2008-07-27,5,1,3,46,5,False
2008-07-28,2,4,7,65,3,False
2008-07-29,1,2,8,66,4,False
2008-07-30,1,1,4,67,6,False
2008-07-31,4,3,7,72,5,False
2008-08-01,3,3,7,73,5,False
2008-08-02,3,3,1,55,4,False
2008-08-03,1,1,7,46,5,False
2008-08-04,2,5,7,73,5,False
2008-08-05,2,4,11,71,4,False
2008-08-06,2,1,8,80,4,False
2008-08-07,2,3,9,73,4,False
2008-08-08,3,5,12,63,1,False
2008-08-09,2,6,6,52,2,False
2008-08-10,1,4,8,37,2,False
2008-08-11,3,3,6,62,4,False
2008-08-12,2,3,8,58,5,False
2008-08-13,1,2,16,72,2,False
2008-08-14,5,1,10,61,4,False
2008-08-15,1,1,7,60,4,False
2008-08-16,0,3,8,49,4,False
2008-08-17,1,2,10,49,4,False
2008-08-18,1,4,10,72,4,False
2008-08-19,1,2,11,56,3,False
2008-08-20,1,5,11,60,5,False
2008-08-21,1,0,7,73,3,False
2008-08-22,3,2,6,57,1,False
2008-08-23,1,0,7,37,6,False
2008-08-24,4,0,2,45,3,False
2008-08-25,4,2,7,79,1,False
2008-08-26,2,2,8,69,4,False
2008-08-27,4,4,12,61,4,False
2008-08-28,3,3,11,62,7,False
2008-08-29,3,3,9,66,6,False
2008-08-30,4,1,6,41,1,False
2008-08-31,4,0,6,27,4,False
2008-09-01,2,2,12,53,7,False
2008-09-02,2,3,5,73,5,False
2008-09-03,6,2,10,75,3,False
2008-09-04,6,4,10,71,3,False
2008-09-05,4,2,11,70,3,False
2008-09-06,3,3,8,49,3,False
2008-09-07,1,1,7,51,3,False
2008-09-08,5,2,11,79,7,False
2008-09-09,7,3,9,72,7,False
2008-09-10,39,2,13,85,3,False
2008-09-11,8,1,15,74,3,False
2008-09-12,4,1,6,60,6,False
2008-09-13,8,3,4,39,5,False
2008-09-14,8,2,13,44,5,False
2008-09-15,17,4,9,76,3,False
2008-09-16,5,5,8,82,6,False
2008-09-17,22,4,12,65,4,False
2008-09-18,14,6,11,72,4,False
2008-09-19,8,4,11,62,2,False
2008-09-20,5,3,6,36,3,False
2008-09-21,14,5,7,64,2,False
2008-09-22,10,6,12,69,4,False
2008-09-23,6,3,14,79,5,False
2008-09-24,26,2,15,78,4,False
2008-09-25,13,6,13,72,3,False
2008-09-26,9,6,14,61,4,False
2008-09-27,7,3,9,38,6,False
2008-09-28,14,3,4,48,1,False
2008-09-29,13,3,11,78,6,False
2008-09-30,10,1,10,69,4,False
2008-10-01,14,3,11,78,2,False
2008-10-02,11,5,12,64,4,False
2008-10-03,10,4,7,68,1,False
2008-10-04,7,2,5,48,4,False
2008-10-05,8,1,8,54,3,False
2008-10-06,8,3,12,62,7,False
2008-10-07,14,6,9,73,4,False
2008-10-08,26,2,12,86,4,False
2008-10-09,10,2,14,69,5,False
2008-10-10,7,2,8,60,1,False
2008-10-11,7,1,8,55,4,False
2008-10-12,10,6,9,47,7,False
2008-10-13,5,2,13,79,3,False
2008-10-14,3,4,15,72,4,False
2008-10-15,15,3,12,76,4,False
2008-10-16,7,4,11,74,3,False
2008-10-17,8,3,14,68,4,False
2008-10-18,6,3,8,62,4,False
2008-10-19,7,4,9,54,2,False
2008-10-20,8,4,9,71,4,False
2008-10-21,8,3,8,80,3,False
2008-10-22,21,3,9,71,4,False
2008-10-23,15,4,14,88,2,False
2008-10-24,7,2,12,65,2,False
2008-10-25,11,2,6,42,3,False
2008-10-26,8,2,9,50,2,False
2008-10-27,10,3,11,83,6,False
2008-10-28,10,3,9,86,3,False
2008-10-29,28,3,13,83,3,False
2008-10-30,12,5,12,84,3,False
2008-10-31,10,3,12,60,4,False
2008-11-01,6,1,6,50,4,False
2008-11-02,10,1,7,48,2,False
2008-11-03,5,3,12,69,2,False
2008-11-04,9,1,13,67,3,False
2008-11-05,14,4,4,73,3,False
2008-11-06,10,2,11,80,1,False
2008-11-07,14,3,11,68,2,False
2008-11-08,8,1,10,57,6,False
2008-11-09,12,6,7,48,8,False
2008-11-10,6,2,11,87,5,False
2008-11-11,9,4,15,78,2,False
2008-11-12,32,7,10,91,5,False
2008-11-13,11,4,13,71,5,False
2008-11-14,10,4,8,65,5,False
2008-11-15,16,0,6,47,1,False
2008-11-16,11,2,3,51,4,False
2008-11-17,8,2,10,77,2,False
2008-11-18,5,4,13,100,4,False
2008-11-19,26,3,8,83,4,False
2008-11-20,14,2,12,74,6,False
2008-11-21,6,2,11,72,5,False
2008-11-22,8,1,7,52,4,False
2008-11-23,11,6,5,51,5,False
2008-11-24,9,2,8,73,7,False
2008-11-25,7,2,9,83,2,False
2008-11-26,16,3,7,52,2,False
2008-11-27,7,3,3,45,3,False
2008-11-28,7,2,10,42,3,False
