date,luxury,meritorious,nobility,nobleman,partner,isPartial
2017-10-13,75,1,2,1,47,False
2017-10-14,84,1,1,0,41,False
2017-10-15,89,1,1,1,37,False
2017-10-16,82,1,1,1,48,False
2017-10-17,69,1,2,3,57,False
2017-10-18,77,1,2,2,48,False
2017-10-19,76,1,2,1,50,False
2017-10-20,70,1,2,1,47,False
2017-10-21,86,1,1,1,47,False
2017-10-22,81,0,2,1,37,False
2017-10-23,69,1,3,0,53,False
2017-10-24,80,1,2,1,49,False
2017-10-25,78,1,1,1,50,False
2017-10-26,69,1,1,0,52,False
2017-10-27,69,0,1,0,49,False
2017-10-28,79,0,1,0,40,False
2017-10-29,83,0,1,0,35,False
2017-10-30,70,1,1,1,52,False
2017-10-31,68,0,1,1,51,False
2017-11-01,65,1,2,0,47,False
2017-11-02,69,1,1,1,51,False
2017-11-03,73,1,2,0,48,False
2017-11-04,78,0,1,0,42,False
2017-11-05,75,0,1,1,42,False
2017-11-06,71,1,2,0,49,False
2017-11-07,68,0,2,0,61,False
2017-11-08,71,1,2,0,53,False
2017-11-09,68,1,2,0,45,False
2017-11-10,72,1,1,0,45,False
2017-11-11,76,1,1,0,43,False
2017-11-12,82,0,1,0,38,False
2017-11-13,77,1,2,1,50,False
2017-11-14,77,1,2,1,54,False
2017-11-15,63,0,1,0,54,False
2017-11-16,68,1,3,1,47,False
2017-11-17,63,1,3,1,46,False
2017-11-18,75,0,1,0,36,False
2017-11-19,73,0,2,0,38,False
2017-11-20,68,1,2,1,49,False
2017-11-21,70,1,1,1,53,False
2017-11-22,66,0,2,1,45,False
2017-11-23,64,0,2,0,33,False
2017-11-24,71,1,1,0,30,False
2017-11-25,80,0,2,0,35,False
2017-11-26,79,1,1,0,39,False
2017-11-27,67,0,2,1,49,False
2017-11-28,67,1,2,0,51,False
2017-11-29,68,1,2,1,53,False
2017-11-30,61,1,2,1,56,False
2017-12-01,67,1,1,1,52,False
2017-12-02,74,0,1,0,39,False
2017-12-03,75,0,2,1,43,False
2017-12-04,71,1,2,0,47,False
2017-12-05,70,1,3,0,50,False
2017-12-06,69,1,2,1,47,False
2017-12-07,67,1,1,2,51,False
2017-12-08,68,1,1,1,39,False
2017-12-09,77,0,1,1,39,False
2017-12-10,79,1,1,1,34,False
2017-12-11,73,1,2,1,48,False
2017-12-12,71,1,2,0,47,False
2017-12-13,74,1,2,1,48,False
