date,luxury,meritorious,nobility,nobleman,partner,isPartial
2017-03-19,90,1,0,0,40,False
2017-03-20,82,1,2,0,49,False
2017-03-21,76,1,1,0,60,False
2017-03-22,80,1,2,1,59,False
2017-03-23,78,1,1,0,53,False
2017-03-24,86,1,2,0,54,False
2017-03-25,93,1,1,0,40,False
2017-03-26,90,0,2,0,45,False
2017-03-27,80,0,1,0,50,False
2017-03-28,79,0,2,0,57,False
2017-03-29,79,1,2,1,51,False
2017-03-30,70,1,2,0,54,False
2017-03-31,73,1,2,0,54,False
2017-04-01,86,0,1,0,39,False
2017-04-02,87,0,1,0,42,False
2017-04-03,79,1,1,0,54,False
2017-04-04,71,0,1,0,55,False
2017-04-05,76,0,2,0,58,False
2017-04-06,78,0,1,0,46,False
2017-04-07,78,1,1,1,47,False
2017-04-08,78,0,1,1,43,False
2017-04-09,91,0,1,0,43,False
2017-04-10,81,0,1,1,50,False
2017-04-11,78,0,2,0,58,False
2017-04-12,72,1,1,0,51,False
2017-04-13,71,2,1,1,47,False
2017-04-14,73,0,1,0,46,False
2017-04-15,82,1,2,0,37,False
2017-04-16,81,0,1,0,37,False
2017-04-17,84,1,2,0,52,False
2017-04-18,72,1,1,1,46,False
2017-04-19,73,1,2,0,48,False
2017-04-20,75,0,2,0,51,False
2017-04-21,76,1,1,0,45,False
2017-04-22,82,0,1,0,41,False
2017-04-23,87,0,1,0,41,False
2017-04-24,78,1,2,0,54,False
2017-04-25,82,1,2,0,55,False
2017-04-26,77,1,2,1,51,False
2017-04-27,70,0,1,0,54,False
2017-04-28,75,1,1,0,44,False
2017-04-29,81,0,1,0,37,False
2017-04-30,92,0,2,1,37,False
2017-05-01,80,0,2,0,50,False
2017-05-02,75,1,2,0,52,False
2017-05-03,72,1,2,0,49,False
2017-05-04,78,1,1,1,50,False
2017-05-05,74,1,3,1,44,False
2017-05-06,87,0,2,0,41,False
2017-05-07,92,0,1,0,41,False
2017-05-08,87,1,1,1,47,False
2017-05-09,84,0,1,1,50,False
2017-05-10,75,1,1,0,54,False
2017-05-11,76,1,1,1,52,False
2017-05-12,76,1,1,0,48,False
2017-05-13,90,0,1,1,43,False
2017-05-14,88,1,1,0,41,False
2017-05-15,77,1,2,0,46,False
2017-05-16,71,0,2,0,51,False
2017-05-17,74,1,1,0,52,False
2017-05-18,73,1,2,0,47,False
2017-05-19,75,1,1,0,47,False
2017-05-20,80,1,1,0,45,False
2017-05-21,89,0,2,0,42,False
2017-05-22,78,1,2,1,47,False
2017-05-23,76,1,2,0,50,False
2017-05-24,76,1,1,0,53,False
2017-05-25,74,1,1,0,51,False
2017-05-26,77,1,1,0,47,False
2017-05-27,83,0,1,0,42,False
2017-05-28,90,0,1,0,39,False
2017-05-29,96,1,2,0,39,False
2017-05-30,83,1,1,0,49,False
2017-05-31,77,0,2,0,56,False
2017-06-01,81,1,1,0,50,False
2017-06-02,77,1,1,0,45,False
2017-06-03,88,1,2,0,35,False
2017-06-04,97,0,1,0,37,False
2017-06-05,87,1,1,0,54,False
2017-06-06,81,1,1,1,49,False
2017-06-07,79,0,1,1,53,False
2017-06-08,81,0,2,0,55,False
2017-06-09,77,1,1,0,50,False
2017-06-10,90,1,1,0,39,False
2017-06-11,93,0,1,1,40,False
2017-06-12,81,1,2,0,50,False
2017-06-13,84,1,1,0,44,False
2017-06-14,77,1,1,0,51,False
2017-06-15,83,0,1,1,55,False
2017-06-16,81,1,1,0,52,False
2017-06-17,85,0,1,0,46,False
2017-06-18,93,1,1,0,44,False
2017-06-19,86,0,1,0,51,False
2017-06-20,84,1,1,0,52,False
2017-06-21,83,0,1,0,51,False
2017-06-22,81,1,1,0,53,False
2017-06-23,80,0,1,0,51,False
2017-06-24,88,1,1,0,43,False
2017-06-25,99,0,1,0,42,False
2017-06-26,87,0,1,0,47,False
2017-06-27,87,1,1,0,45,False
2017-06-28,81,1,1,0,48,False
2017-06-29,82,1,1,0,53,False
2017-06-30,89,0,1,0,50,False
2017-07-01,94,1,0,0,40,False
2017-07-02,97,0,0,1,39,False
2017-07-03,93,0,1,0,46,False
2017-07-04,95,0,1,0,43,False
2017-07-05,88,1,1,1,49,False
2017-07-06,92,1,1,1,55,False
2017-07-07,95,1,1,0,53,False
2017-07-08,96,1,1,0,40,False
2017-07-09,99,0,1,0,45,False
2017-07-10,92,1,1,0,49,False
2017-07-11,87,0,2,0,56,False
2017-07-12,80,1,1,1,60,False
2017-07-13,77,1,1,0,55,False
2017-07-14,76,0,1,0,52,False
2017-07-15,90,1,1,0,52,False
2017-07-16,92,0,1,1,47,False
2017-07-17,86,0,1,1,50,False
2017-07-18,93,0,1,4,54,False
2017-07-19,90,0,1,2,54,False
2017-07-20,83,1,1,0,51,False
2017-07-21,81,0,1,0,52,False
2017-07-22,91,0,1,1,41,False
2017-07-23,100,0,2,1,41,False
2017-07-24,79,1,1,0,52,False
2017-07-25,83,1,2,4,49,False
2017-07-26,84,1,1,2,53,False
2017-07-27,75,0,1,1,55,False
2017-07-28,82,0,1,1,53,False
2017-07-29,86,1,1,1,41,False
2017-07-30,87,0,1,1,37,False
2017-07-31,82,0,1,1,49,False
2017-08-01,79,1,1,1,54,False
2017-08-02,85,1,1,1,50,False
2017-08-03,87,0,1,1,44,False
2017-08-04,80,0,1,0,48,False
2017-08-05,96,1,1,0,40,False
2017-08-06,87,0,1,1,38,False
2017-08-07,80,1,1,1,45,False
2017-08-08,78,1,1,0,47,False
2017-08-09,75,0,1,1,49,False
2017-08-10,81,0,1,0,49,False
2017-08-11,80,1,2,0,49,False
2017-08-12,90,1,1,0,38,False
2017-08-13,91,0,2,0,38,False
2017-08-14,70,1,0,0,44,False
2017-08-15,75,0,1,2,46,False
2017-08-16,75,1,1,1,51,False
2017-08-17,77,1,1,1,48,False
2017-08-18,72,1,1,0,49,False
2017-08-19,81,1,1,0,35,False
2017-08-20,82,0,1,0,37,False
2017-08-21,70,0,1,1,39,False
2017-08-22,78,1,2,5,51,False
2017-08-23,81,1,1,2,50,False
2017-08-24,78,1,1,1,48,False
2017-08-25,75,1,1,1,47,False
2017-08-26,79,0,1,1,35,False
2017-08-27,74,1,1,0,34,False
2017-08-28,73,0,2,0,47,False
2017-08-29,75,1,1,1,51,False
2017-08-30,78,1,2,0,47,False
2017-08-31,70,1,2,0,48,False
2017-09-01,76,1,1,1,48,False
2017-09-02,76,0,1,1,39,False
2017-09-03,87,0,1,0,36,False
2017-09-04,95,0,2,1,39,False
2017-09-05,72,0,2,0,45,False
2017-09-06,73,1,1,0,48,False
2017-09-07,73,1,1,1,49,False
2017-09-08,64,1,2,0,45,False
2017-09-09,79,1,1,1,37,False
2017-09-10,69,1,1,1,36,False
2017-09-11,69,1,1,0,44,False
2017-09-12,72,1,1,1,46,False
2017-09-13,72,1,1,0,45,False
2017-09-14,71,1,2,0,46,False
2017-09-15,72,0,2,0,50,False
2017-09-16,84,0,1,0,38,False
2017-09-17,84,0,1,1,37,False
2017-09-18,74,1,2,1,48,False
2017-09-19,78,1,3,0,61,False
2017-09-20,78,1,2,1,50,False
2017-09-21,74,1,1,0,52,False
2017-09-22,70,1,1,0,46,False
2017-09-23,83,0,1,1,38,False
2017-09-24,75,0,2,0,43,False
2017-09-25,73,0,3,0,48,False
2017-09-26,80,1,2,2,54,False
2017-09-27,75,1,1,1,49,False
2017-09-28,75,1,2,1,50,False
2017-09-29,78,1,1,0,44,False
2017-09-30,82,1,1,0,42,False
2017-10-01,83,0,2,0,40,False
2017-10-02,72,1,1,0,44,False
2017-10-03,71,1,2,1,55,False
2017-10-04,68,0,2,1,54,False
2017-10-05,70,1,2,0,49,False
2017-10-06,68,1,2,0,42,False
2017-10-07,79,0,1,0,35,False
2017-10-08,79,0,1,0,41,False
2017-10-09,74,0,1,0,49,False
2017-10-10,76,1,2,1,54,False
2017-10-11,78,1,1,1,51,False
2017-10-12,74,0,2,0,52,False
