date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2005-05-23,0,18,9,28,0,False
2005-05-24,0,27,18,9,9,False
2005-05-25,0,37,9,19,0,False
2005-05-26,0,38,10,10,0,False
2005-05-27,21,21,0,11,0,False
2005-05-28,0,53,0,0,0,False
2005-05-29,0,18,0,37,0,False
2005-05-30,0,61,15,15,0,False
2005-05-31,0,28,9,19,0,False
2005-06-01,0,9,9,19,0,False
2005-06-02,0,38,0,38,0,False
2005-06-03,0,30,30,20,20,False
2005-06-04,16,16,32,0,0,False
2005-06-05,0,49,16,49,0,False
2005-06-06,0,38,9,19,0,False
2005-06-07,0,19,9,9,0,False
2005-06-08,0,84,28,9,0,False
2005-06-09,0,30,30,0,0,False
2005-06-10,0,10,0,0,0,False
2005-06-11,0,16,16,0,0,False
2005-06-12,0,50,33,0,17,False
2005-06-13,0,57,0,19,0,False
2005-06-14,0,38,19,19,0,False
2005-06-15,0,48,19,19,0,False
2005-06-16,10,20,20,10,0,False
2005-06-17,0,32,11,0,0,False
2005-06-18,0,17,0,0,0,False
2005-06-19,0,18,18,35,0,False
2005-06-20,0,20,20,29,0,False
2005-06-21,0,19,10,10,0,False
2005-06-22,0,19,10,10,0,False
2005-06-23,0,30,0,30,0,False
2005-06-24,0,22,11,0,11,False
2005-06-25,0,17,17,0,0,False
2005-06-26,0,51,34,34,0,False
2005-06-27,0,10,10,19,0,False
2005-06-28,0,28,0,0,0,False
2005-06-29,0,48,0,0,0,False
2005-06-30,0,30,30,40,0,False
2005-07-01,0,0,0,11,0,False
2005-07-02,0,17,52,17,0,False
2005-07-03,0,57,0,0,0,False
2005-07-04,0,33,0,17,0,False
2005-07-05,0,21,0,10,0,False
2005-07-06,0,37,28,28,9,False
2005-07-07,0,10,10,10,10,False
2005-07-08,0,10,20,30,10,False
2005-07-09,0,0,15,31,0,False
2005-07-10,0,16,16,0,0,False
2005-07-11,0,46,9,9,0,False
2005-07-12,0,18,18,9,0,False
2005-07-13,0,19,0,19,9,False
2005-07-14,0,38,10,19,19,False
2005-07-15,0,50,10,10,0,False
2005-07-16,0,0,31,31,0,False
2005-07-17,0,16,0,0,0,False
2005-07-18,0,28,9,0,0,False
2005-07-19,0,37,37,0,0,False
2005-07-20,0,19,9,0,9,False
2005-07-21,0,47,19,19,19,False
2005-07-22,0,20,20,0,10,False
2005-07-23,0,31,31,0,0,False
2005-07-24,0,32,16,32,0,False
2005-07-25,0,55,28,18,0,False
2005-07-26,0,36,18,54,0,False
2005-07-27,9,28,0,9,0,False
2005-07-28,0,58,10,10,10,False
2005-07-29,0,51,10,30,0,False
2005-07-30,0,16,47,0,16,False
2005-07-31,0,47,0,0,0,False
2005-08-01,0,46,0,28,0,False
2005-08-02,0,27,27,9,0,False
2005-08-03,0,0,37,9,0,False
2005-08-04,0,19,19,19,0,False
2005-08-05,0,10,0,0,0,False
2005-08-06,0,47,0,31,0,False
2005-08-07,0,47,16,16,0,False
2005-08-08,0,45,27,0,0,False
2005-08-09,0,27,9,9,9,False
2005-08-10,0,0,9,27,0,False
2005-08-11,0,19,9,0,0,False
2005-08-12,0,39,0,29,0,False
2005-08-13,0,15,0,30,0,False
2005-08-14,0,30,15,15,0,False
2005-08-15,0,45,9,0,0,False
2005-08-16,0,18,9,18,0,False
2005-08-17,0,27,0,9,0,False
2005-08-18,0,9,37,9,0,False
2005-08-19,0,39,20,10,0,False
2005-08-20,0,29,29,14,0,False
2005-08-21,0,0,45,0,0,False
2005-08-22,0,18,9,9,0,False
2005-08-23,0,26,0,17,0,False
2005-08-24,0,0,0,37,0,False
2005-08-25,0,24,36,24,0,False
2005-08-26,0,28,28,9,9,False
2005-08-27,0,28,0,14,0,False
2005-08-28,0,14,14,14,0,False
2005-08-29,9,44,0,17,0,False
2005-08-30,0,17,26,0,0,False
2005-08-31,0,17,0,9,0,False
2005-09-01,0,35,9,9,0,False
2005-09-02,0,20,29,10,0,False
2005-09-03,0,60,15,15,0,False
2005-09-04,0,15,62,15,0,False
2005-09-05,0,39,26,13,13,False
2005-09-06,0,26,26,17,9,False
2005-09-07,0,8,8,33,0,False
2005-09-08,0,17,17,9,9,False
2005-09-09,0,18,0,9,0,False
2005-09-10,0,27,0,41,0,False
2005-09-11,0,27,0,40,0,False
2005-09-12,0,16,16,25,0,False
2005-09-13,0,16,16,24,0,False
2005-09-14,0,24,0,57,8,False
2005-09-15,17,75,0,33,17,False
2005-09-16,9,26,9,44,0,False
2005-09-17,0,27,14,0,14,False
2005-09-18,0,40,27,13,13,False
2005-09-19,0,33,16,41,8,False
2005-09-20,0,16,16,63,0,False
2005-09-21,0,32,24,48,8,False
2005-09-22,0,33,0,41,0,False
2005-09-23,0,27,27,44,0,False
2005-09-24,0,27,14,27,0,False
2005-09-25,0,0,13,27,0,False
2005-09-26,0,24,0,48,8,False
2005-09-27,0,31,16,16,0,False
2005-09-28,0,8,8,24,16,False
2005-09-29,0,24,8,24,0,False
2005-09-30,0,9,9,27,0,False
2005-10-01,0,14,14,14,0,False
2005-10-02,0,67,27,0,0,False
2005-10-03,0,24,0,40,8,False
2005-10-04,0,8,8,23,0,False
2005-10-05,0,16,8,55,0,False
2005-10-06,0,16,16,32,16,False
2005-10-07,0,34,17,9,0,False
2005-10-08,0,26,26,26,0,False
2005-10-09,0,13,13,13,0,False
2005-10-10,8,48,16,24,8,False
2005-10-11,0,8,0,23,16,False
2005-10-12,0,23,31,31,0,False
2005-10-13,0,32,16,32,0,False
2005-10-14,0,26,17,34,0,False
2005-10-15,0,40,53,13,0,False
2005-10-16,0,26,13,0,0,False
2005-10-17,0,16,16,54,0,False
2005-10-18,0,31,31,16,0,False
2005-10-19,0,15,8,23,8,False
2005-10-20,0,31,8,31,0,False
2005-10-21,0,25,25,8,0,False
2005-10-22,0,0,13,0,0,False
2005-10-23,0,13,13,0,0,False
2005-10-24,0,31,0,54,8,False
2005-10-25,8,23,8,15,0,False
2005-10-26,0,8,23,23,8,False
2005-10-27,0,32,8,8,0,False
2005-10-28,0,17,26,26,0,False
2005-10-29,0,13,26,13,0,False
2005-10-30,0,0,0,13,0,False
2005-10-31,0,24,16,8,8,False
2005-11-01,0,16,8,39,8,False
2005-11-02,0,15,23,31,8,False
2005-11-03,0,23,15,15,0,False
2005-11-04,0,41,25,16,0,False
2005-11-05,0,0,38,13,0,False
2005-11-06,0,12,25,0,0,False
2005-11-07,0,30,8,38,0,False
2005-11-08,0,22,7,22,7,False
2005-11-09,0,100,0,25,0,False
2005-11-10,0,0,43,0,0,False
2005-11-11,0,17,17,17,0,False
2005-11-12,0,12,0,12,0,False
2005-11-13,0,37,12,12,0,False
2005-11-14,0,22,7,52,22,False
2005-11-15,0,7,0,43,0,False
2005-11-16,0,15,15,15,0,False
2005-11-17,0,45,22,15,7,False
2005-11-18,0,16,16,40,0,False
2005-11-19,0,12,24,12,0,False
2005-11-20,0,24,12,12,0,False
2005-11-21,0,15,7,45,7,False
2005-11-22,0,7,22,30,7,False
2005-11-23,0,34,17,26,0,False
2005-11-24,13,13,13,13,0,False
2005-11-25,0,12,48,12,0,False
2005-11-26,0,25,0,13,0,False
2005-11-27,0,12,12,48,0,False
2005-11-28,0,29,14,29,14,False
2005-11-29,0,7,0,41,0,False
2005-11-30,0,7,14,21,0,False
2005-12-01,0,0,14,14,0,False
2005-12-02,0,23,15,8,8,False
2005-12-03,0,0,11,23,0,False
2005-12-04,0,11,11,34,0,False
2005-12-05,0,7,7,21,0,False
2005-12-06,0,7,14,14,0,False
2005-12-07,0,7,7,42,7,False
2005-12-08,0,22,0,14,0,False
2005-12-09,0,15,8,31,8,False
2005-12-10,0,34,11,11,11,False
2005-12-11,0,35,0,23,0,False
2005-12-12,0,7,7,57,0,False
2005-12-13,0,21,0,21,7,False
2005-12-14,0,14,14,14,7,False
2005-12-15,0,29,15,29,0,False
2005-12-16,0,16,8,16,8,False
