date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2013-09-26,17,3,8,85,3,False
2013-09-27,18,1,7,80,3,False
2013-09-28,21,2,5,56,1,False
2013-09-29,18,2,3,53,1,False
2013-09-30,17,3,10,88,4,False
2013-10-01,14,1,7,94,2,False
2013-10-02,17,1,8,87,3,False
2013-10-03,18,2,6,84,2,False
2013-10-04,16,3,8,77,1,False
2013-10-05,19,3,3,54,2,False
2013-10-06,16,2,4,67,2,False
2013-10-07,15,2,6,98,2,False
2013-10-08,14,4,9,90,2,False
2013-10-09,14,4,7,95,3,False
2013-10-10,14,2,10,80,3,False
2013-10-11,20,3,8,73,2,False
2013-10-12,19,2,2,57,1,False
2013-10-13,18,3,2,65,1,False
2013-10-14,19,1,6,78,2,False
2013-10-15,19,4,7,93,3,False
2013-10-16,15,3,8,95,3,False
2013-10-17,19,3,6,88,2,False
2013-10-18,15,3,6,81,2,False
2013-10-19,19,1,3,70,1,False
2013-10-20,21,2,3,61,1,False
2013-10-21,20,3,5,90,2,False
2013-10-22,19,3,10,90,3,False
2013-10-23,17,3,9,95,2,False
2013-10-24,18,2,8,90,2,False
2013-10-25,20,2,9,86,3,False
2013-10-26,21,2,3,72,2,False
2013-10-27,11,2,3,85,1,False
2013-10-28,17,4,11,90,2,False
2013-10-29,19,4,8,97,2,False
2013-10-30,16,3,9,92,1,False
2013-10-31,15,2,8,83,3,False
2013-11-01,18,1,9,86,4,False
2013-11-02,16,2,4,63,1,False
2013-11-03,19,4,4,64,4,False
2013-11-04,19,3,8,89,3,False
2013-11-05,16,3,16,91,2,False
2013-11-06,18,3,9,92,4,False
2013-11-07,16,3,10,93,3,False
2013-11-08,19,2,9,84,2,False
2013-11-09,19,2,6,58,1,False
2013-11-10,15,2,4,60,1,False
2013-11-11,16,2,10,88,2,False
2013-11-12,17,2,9,88,2,False
2013-11-13,16,2,9,85,1,False
2013-11-14,19,4,9,89,3,False
2013-11-15,18,3,8,74,2,False
2013-11-16,17,2,5,52,1,False
2013-11-17,15,2,3,63,0,False
2013-11-18,20,2,9,87,3,False
2013-11-19,18,2,11,92,3,False
2013-11-20,21,3,9,86,2,False
2013-11-21,19,3,7,87,2,False
2013-11-22,17,2,7,75,1,False
2013-11-23,19,2,3,52,0,False
2013-11-24,14,3,5,59,2,False
2013-11-25,18,1,9,79,1,False
2013-11-26,17,2,9,79,1,False
2013-11-27,17,2,5,67,1,False
2013-11-28,16,1,3,43,1,False
2013-11-29,24,2,3,53,1,False
2013-11-30,22,1,4,49,1,False
2013-12-01,16,4,2,58,1,False
2013-12-02,18,2,6,85,4,False
2013-12-03,19,3,8,100,3,False
2013-12-04,17,3,6,97,2,False
2013-12-05,16,2,10,86,4,False
2013-12-06,20,2,6,82,3,False
2013-12-07,16,2,2,56,1,False
2013-12-08,16,3,2,63,2,False
2013-12-09,18,2,8,90,3,False
2013-12-10,18,2,8,79,2,False
2013-12-11,13,3,6,90,2,False
2013-12-12,20,1,7,85,3,False
2013-12-13,20,2,7,79,2,False
2013-12-14,18,1,4,52,1,False
2013-12-15,15,1,4,56,2,False
2013-12-16,19,1,8,85,1,False
2013-12-17,17,2,9,84,1,False
2013-12-18,18,2,8,74,3,False
2013-12-19,17,2,8,82,2,False
2013-12-20,14,1,6,65,3,False
2013-12-21,18,2,3,53,2,False
2013-12-22,14,2,2,44,2,False
2013-12-23,15,2,7,60,1,False
2013-12-24,14,1,5,50,2,False
2013-12-25,12,1,3,33,1,False
2013-12-26,17,2,5,58,2,False
2013-12-27,19,2,5,60,1,False
2013-12-28,18,0,4,47,1,False
2013-12-29,19,1,4,57,1,False
2013-12-30,18,1,6,69,2,False
2013-12-31,18,1,7,64,1,False
2014-01-01,16,2,4,50,1,False
2014-01-02,14,1,6,73,1,False
2014-01-03,18,2,5,70,2,False
2014-01-04,18,1,3,56,1,False
2014-01-05,16,2,2,53,2,False
2014-01-06,13,1,8,81,2,False
2014-01-07,15,1,9,76,1,False
2014-01-08,15,1,8,86,1,False
2014-01-09,13,3,6,90,2,False
2014-01-10,20,2,7,87,2,False
2014-01-11,19,1,4,57,1,False
2014-01-12,18,3,4,58,3,False
2014-01-13,20,3,7,95,3,False
2014-01-14,19,2,7,91,3,False
2014-01-15,15,2,7,96,4,False
2014-01-16,14,1,8,89,3,False
2014-01-17,14,1,7,81,2,False
2014-01-18,20,3,3,56,1,False
2014-01-19,15,1,4,59,1,False
2014-01-20,17,1,5,76,1,False
2014-01-21,16,2,7,80,2,False
2014-01-22,17,1,10,84,2,False
2014-01-23,16,2,8,94,3,False
2014-01-24,16,2,6,87,2,False
2014-01-25,16,2,5,66,2,False
2014-01-26,16,0,4,62,2,False
2014-01-27,16,2,8,75,3,False
2014-01-28,14,1,9,89,2,False
2014-01-29,12,1,9,88,2,False
2014-01-30,19,1,8,77,1,False
2014-01-31,16,2,7,95,3,False
2014-02-01,17,1,3,61,2,False
2014-02-02,14,2,4,67,2,False
2014-02-03,13,2,8,79,3,False
2014-02-04,18,3,9,87,3,False
2014-02-05,18,2,7,82,2,False
2014-02-06,19,2,8,88,3,False
2014-02-07,17,2,7,80,2,False
2014-02-08,21,1,5,64,2,False
2014-02-09,16,4,3,66,2,False
2014-02-10,16,2,7,87,3,False
2014-02-11,16,2,9,90,2,False
2014-02-12,19,1,5,80,3,False
2014-02-13,16,2,8,76,3,False
2014-02-14,16,3,7,69,1,False
2014-02-15,16,1,5,60,1,False
2014-02-16,21,2,6,64,2,False
2014-02-17,19,0,6,76,1,False
2014-02-18,13,3,7,81,1,False
2014-02-19,16,1,8,79,1,False
2014-02-20,15,1,8,92,3,False
2014-02-21,16,2,8,79,3,False
2014-02-22,21,2,5,52,2,False
2014-02-23,19,1,4,61,1,False
2014-02-24,18,2,9,79,2,False
2014-02-25,17,2,7,87,2,False
2014-02-26,18,2,10,95,3,False
2014-02-27,17,3,8,86,1,False
2014-02-28,15,2,7,86,2,False
2014-03-01,22,2,4,65,1,False
2014-03-02,22,2,5,57,2,False
2014-03-03,18,1,8,75,1,False
2014-03-04,19,3,8,86,2,False
2014-03-05,16,1,7,90,3,False
2014-03-06,17,2,8,83,3,False
2014-03-07,21,2,8,86,2,False
2014-03-08,17,1,5,60,2,False
2014-03-09,18,3,4,53,1,False
2014-03-10,20,1,8,88,3,False
2014-03-11,16,3,8,89,1,False
2014-03-12,19,2,8,85,2,False
2014-03-13,21,1,8,89,2,False
2014-03-14,17,1,6,75,1,False
2014-03-15,21,1,5,54,1,False
2014-03-16,20,1,3,64,1,False
2014-03-17,18,2,8,79,2,False
2014-03-18,12,1,6,88,2,False
2014-03-19,17,2,9,84,3,False
2014-03-20,19,2,9,84,2,False
2014-03-21,17,2,7,69,2,False
2014-03-22,15,1,4,49,0,False
2014-03-23,19,2,4,57,1,False
2014-03-24,21,1,8,85,2,False
2014-03-25,16,2,8,82,3,False
2014-03-26,21,1,7,84,1,False
2014-03-27,16,3,8,76,1,False
2014-03-28,16,3,6,77,2,False
2014-03-29,19,1,4,58,2,False
2014-03-30,21,2,4,62,2,False
2014-03-31,19,1,8,93,1,False
2014-04-01,15,2,9,90,3,False
2014-04-02,16,2,10,87,2,False
2014-04-03,20,2,12,95,3,False
2014-04-04,19,2,8,76,2,False
2014-04-05,18,2,4,62,1,False
2014-04-06,17,1,3,57,2,False
2014-04-07,18,2,8,79,3,False
2014-04-08,15,1,10,93,1,False
2014-04-09,16,1,9,89,2,False
2014-04-10,17,2,8,86,1,False
2014-04-11,16,2,7,70,2,False
2014-04-12,15,1,5,59,2,False
2014-04-13,14,1,4,58,1,False
2014-04-14,17,1,9,87,2,False
2014-04-15,17,1,10,81,2,False
2014-04-16,15,2,11,88,2,False
2014-04-17,16,1,7,86,1,False
2014-04-18,17,1,6,67,2,False
2014-04-19,14,1,3,49,2,False
2014-04-20,17,1,4,49,2,False
2014-04-21,18,1,10,84,2,False
2014-04-22,17,2,7,84,2,False
2014-04-23,15,1,7,92,2,False
2014-04-24,22,2,8,88,2,False
2014-04-25,14,2,7,74,2,False
2014-04-26,18,2,3,47,2,False
2014-04-27,20,2,3,58,1,False
2014-04-28,20,4,10,91,2,False
2014-04-29,18,3,9,89,2,False
2014-04-30,17,3,7,80,2,False
2014-05-01,17,2,8,97,2,False
2014-05-02,17,2,8,82,2,False
2014-05-03,17,1,4,59,2,False
2014-05-04,18,1,3,52,1,False
2014-05-05,16,1,8,82,2,False
2014-05-06,17,2,7,79,2,False
2014-05-07,17,2,8,84,1,False
2014-05-08,17,2,7,81,2,False
2014-05-09,16,2,7,81,1,False
2014-05-10,16,1,3,58,1,False
2014-05-11,11,1,4,50,1,False
2014-05-12,16,3,8,77,2,False
2014-05-13,15,2,9,86,2,False
2014-05-14,16,1,8,77,1,False
2014-05-15,17,1,8,80,1,False
2014-05-16,17,1,6,69,1,False
2014-05-17,20,3,4,52,1,False
2014-05-18,22,2,4,56,1,False
2014-05-19,17,2,7,81,3,False
2014-05-20,18,1,7,77,3,False
2014-05-21,16,2,8,82,3,False
2014-05-22,14,2,7,73,1,False
2014-05-23,16,1,8,64,3,False
2014-05-24,19,1,4,56,1,False
2014-05-25,19,0,3,49,1,False
2014-05-26,18,2,2,54,1,False
2014-05-27,15,1,11,71,1,False
2014-05-28,14,3,10,78,1,False
2014-05-29,16,1,8,73,2,False
2014-05-30,15,1,6,71,2,False
