date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2012-05-06,4,1,0,33,0,False
2012-05-07,4,0,0,44,0,False
2012-05-08,4,1,0,43,0,False
2012-05-09,5,1,0,45,0,False
2012-05-10,4,1,0,44,0,False
2012-05-11,3,1,0,41,0,False
2012-05-12,4,0,0,35,0,False
2012-05-13,4,0,0,37,0,False
2012-05-14,4,1,0,43,0,False
2012-05-15,4,0,1,43,0,False
2012-05-16,4,1,0,42,0,False
2012-05-17,4,1,0,39,0,False
2012-05-18,4,0,0,41,0,False
2012-05-19,3,0,0,35,0,False
2012-05-20,5,1,0,34,0,False
2012-05-21,5,1,0,43,0,False
2012-05-22,4,1,0,42,0,False
2012-05-23,4,1,0,41,0,False
2012-05-24,4,0,0,43,0,False
2012-05-25,4,1,0,40,0,False
2012-05-26,4,0,0,37,0,False
2012-05-27,3,1,0,34,0,False
2012-05-28,4,1,0,36,0,False
2012-05-29,4,1,0,45,0,False
2012-05-30,4,1,0,46,0,False
2012-05-31,3,1,0,45,0,False
2012-06-01,4,1,1,43,0,False
2012-06-02,4,0,0,38,0,False
2012-06-03,4,1,0,38,0,False
2012-06-04,4,1,0,43,0,False
2012-06-05,5,1,0,42,0,False
2012-06-06,4,1,1,44,0,False
2012-06-07,5,0,1,41,0,False
2012-06-08,4,1,0,40,1,False
2012-06-09,3,0,0,39,0,False
2012-06-10,4,0,0,37,0,False
2012-06-11,4,1,0,43,0,False
2012-06-12,4,1,0,43,0,False
2012-06-13,4,1,0,44,0,False
2012-06-14,3,1,0,44,0,False
2012-06-15,4,1,0,41,0,False
2012-06-16,4,0,0,40,0,False
2012-06-17,4,0,0,40,0,False
2012-06-18,4,1,0,42,0,False
2012-06-19,4,1,0,45,0,False
2012-06-20,4,0,0,43,0,False
2012-06-21,4,0,0,43,0,False
2012-06-22,3,1,0,39,0,False
2012-06-23,4,0,0,39,0,False
2012-06-24,4,0,0,36,0,False
2012-06-25,5,0,0,42,0,False
2012-06-26,4,1,0,44,0,False
2012-06-27,4,1,0,44,0,False
2012-06-28,3,1,0,43,0,False
2012-06-29,4,1,0,40,0,False
2012-06-30,4,0,0,37,0,False
2012-07-01,5,0,0,36,0,False
2012-07-02,4,0,0,43,0,False
2012-07-03,3,1,0,45,0,False
2012-07-04,4,0,0,42,0,False
2012-07-05,3,1,0,45,0,False
2012-07-06,4,0,0,40,0,False
2012-07-07,5,1,0,35,0,False
2012-07-08,4,1,0,35,0,False
2012-07-09,4,1,0,41,0,False
2012-07-10,4,0,0,42,0,False
2012-07-11,5,1,0,43,0,False
2012-07-12,4,0,0,43,0,False
2012-07-13,5,1,0,41,0,False
2012-07-14,5,1,0,34,0,False
2012-07-15,4,1,0,35,0,False
2012-07-16,4,0,0,44,0,False
2012-07-17,4,0,0,42,0,False
2012-07-18,5,1,0,40,0,False
2012-07-19,4,0,0,44,1,False
2012-07-20,4,1,0,40,0,False
2012-07-21,4,0,0,37,0,False
2012-07-22,4,1,0,35,0,False
2012-07-23,4,0,0,43,0,False
2012-07-24,4,1,0,43,0,False
2012-07-25,4,1,0,42,0,False
2012-07-26,3,1,0,42,0,False
2012-07-27,4,1,0,41,0,False
2012-07-28,4,0,0,34,0,False
2012-07-29,3,0,0,35,0,False
2012-07-30,5,0,0,41,0,False
2012-07-31,4,1,0,46,0,False
2012-08-01,4,1,0,42,0,False
2012-08-02,4,1,0,42,0,False
2012-08-03,4,1,0,40,0,False
2012-08-04,4,0,0,35,0,False
2012-08-05,5,1,0,34,0,False
2012-08-06,5,0,0,40,0,False
2012-08-07,4,1,0,41,0,False
2012-08-08,5,0,0,42,0,False
2012-08-09,4,0,0,40,0,False
2012-08-10,3,1,0,37,0,False
2012-08-11,5,0,0,35,0,False
2012-08-12,4,0,0,35,0,False
2012-08-13,4,1,0,40,0,False
2012-08-14,5,1,0,42,0,False
2012-08-15,4,1,0,44,0,False
2012-08-16,4,1,0,42,0,False
2012-08-17,4,1,0,39,1,False
2012-08-18,4,0,0,36,1,False
2012-08-19,5,0,0,34,0,False
2012-08-20,4,1,0,44,0,False
2012-08-21,4,1,0,42,0,False
2012-08-22,4,1,0,45,0,False
2012-08-23,4,1,1,43,0,False
2012-08-24,3,2,0,40,0,False
2012-08-25,3,1,0,33,0,False
2012-08-26,4,1,0,35,0,False
2012-08-27,4,0,0,40,1,False
2012-08-28,5,1,0,40,0,False
2012-08-29,4,1,0,40,0,False
2012-08-30,4,1,0,40,0,False
2012-08-31,4,0,1,40,0,False
2012-09-01,4,0,0,32,0,False
2012-09-02,5,0,0,33,0,False
2012-09-03,4,0,0,34,0,False
2012-09-04,4,1,0,43,1,False
2012-09-05,3,1,0,42,0,False
2012-09-06,3,1,0,41,1,False
2012-09-07,3,1,0,38,0,False
2012-09-08,3,1,0,35,0,False
2012-09-09,5,1,0,34,0,False
2012-09-10,4,1,0,40,1,False
2012-09-11,4,1,0,43,0,False
2012-09-12,4,1,0,40,0,False
2012-09-13,4,1,0,41,0,False
2012-09-14,3,1,0,39,0,False
2012-09-15,4,0,0,32,0,False
2012-09-16,4,1,0,34,0,False
2012-09-17,4,0,0,41,0,False
2012-09-18,4,1,0,41,0,False
2012-09-19,4,1,0,41,1,False
2012-09-20,4,1,0,43,0,False
2012-09-21,4,1,0,40,1,False
2012-09-22,4,1,0,31,0,False
2012-09-23,3,1,0,33,0,False
2012-09-24,4,1,0,40,0,False
2012-09-25,4,1,0,42,0,False
2012-09-26,4,1,0,42,0,False
2012-09-27,4,1,0,41,0,False
2012-09-28,4,1,0,40,0,False
2012-09-29,4,0,0,31,0,False
2012-09-30,4,1,0,31,0,False
2012-10-01,4,1,0,44,0,False
2012-10-02,3,1,0,42,0,False
2012-10-03,3,0,0,42,0,False
2012-10-04,4,1,0,44,0,False
2012-10-05,4,1,0,37,0,False
2012-10-06,4,0,0,30,0,False
2012-10-07,3,0,0,32,0,False
2012-10-08,4,1,0,38,0,False
2012-10-09,4,1,0,42,0,False
2012-10-10,4,1,0,42,0,False
2012-10-11,4,1,0,42,0,False
2012-10-12,3,0,0,35,0,False
2012-10-13,3,1,0,28,0,False
2012-10-14,4,1,0,32,0,False
2012-10-15,4,1,0,39,0,False
2012-10-16,3,1,0,39,1,False
2012-10-17,3,1,0,41,0,False
2012-10-18,3,1,0,40,0,False
2012-10-19,3,1,0,39,0,False
2012-10-20,4,1,0,31,0,False
2012-10-21,4,1,0,31,0,False
2012-10-22,4,1,0,40,0,False
2012-10-23,4,1,0,39,0,False
2012-10-24,4,1,0,41,0,False
2012-10-25,4,1,0,38,0,False
2012-10-26,4,1,0,38,0,False
2012-10-27,4,1,0,31,0,False
2012-10-28,3,0,0,28,0,False
2012-10-29,3,1,0,34,0,False
2012-10-30,3,2,0,36,0,False
2012-10-31,3,1,0,36,0,False
2012-11-01,3,1,0,37,0,False
2012-11-02,3,0,0,37,0,False
2012-11-03,4,1,0,32,0,False
2012-11-04,3,0,0,32,0,False
2012-11-05,4,1,0,40,0,False
2012-11-06,4,1,0,40,0,False
2012-11-07,3,1,0,100,0,False
2012-11-08,4,1,0,61,0,False
2012-11-09,4,1,0,49,0,False
2012-11-10,4,0,0,38,0,False
2012-11-11,4,1,0,31,0,False
2012-11-12,4,0,0,40,0,False
2012-11-13,4,1,0,42,0,False
2012-11-14,4,1,0,41,0,False
2012-11-15,4,1,0,44,0,False
2012-11-16,4,1,0,38,0,False
2012-11-17,4,0,0,31,0,False
2012-11-18,4,1,0,33,0,False
2012-11-19,4,1,0,40,0,False
2012-11-20,4,1,0,38,0,False
2012-11-21,4,0,0,33,0,False
2012-11-22,3,0,0,27,0,False
2012-11-23,4,0,0,28,0,False
2012-11-24,5,0,0,29,0,False
2012-11-25,4,0,0,29,0,False
2012-11-26,4,1,0,38,0,False
2012-11-27,5,1,0,40,1,False
2012-11-28,5,1,0,41,0,False
2012-11-29,4,1,0,42,0,False
2012-11-30,4,1,0,38,0,False
2012-12-01,5,0,0,31,0,False
2012-12-02,5,0,0,31,0,False
2012-12-03,5,1,0,40,0,False
2012-12-04,4,1,0,40,0,False
2012-12-05,5,1,0,41,0,False
2012-12-06,4,1,0,43,0,False
2012-12-07,5,1,0,42,0,False
2012-12-08,5,1,0,31,0,False
2012-12-09,4,0,0,32,0,False
2012-12-10,4,1,0,40,0,False
2012-12-11,5,1,0,38,0,False
2012-12-12,4,1,0,39,0,False
2012-12-13,4,0,1,39,0,False
2012-12-14,4,1,0,33,0,False
2012-12-15,4,0,0,31,0,False
2012-12-16,4,0,0,32,0,False
2012-12-17,4,1,0,38,0,False
2012-12-18,5,0,0,37,0,False
2012-12-19,4,0,0,38,0,False
2012-12-20,4,0,0,36,0,False
2012-12-21,4,1,0,31,0,False
2012-12-22,4,0,0,26,0,False
2012-12-23,4,0,0,29,0,False
2012-12-24,4,0,0,27,0,False
2012-12-25,3,0,0,27,0,False
2012-12-26,5,0,0,30,0,False
2012-12-27,4,0,0,34,0,False
2012-12-28,4,0,0,33,1,False
2012-12-29,4,0,0,29,0,False
2012-12-30,4,0,0,29,0,False
2012-12-31,4,0,0,30,0,False
2013-01-01,3,0,0,28,0,False
2013-01-02,4,1,0,37,0,False
2013-01-03,4,1,0,38,0,False
2013-01-04,4,1,0,38,0,False
2013-01-05,4,0,0,28,0,False
2013-01-06,5,0,0,30,0,False
2013-01-07,4,1,0,40,0,False
2013-01-08,5,1,0,38,0,False
2013-01-09,3,1,0,41,0,False
2013-01-10,4,1,0,40,0,False
2013-01-11,4,0,0,39,0,False
2013-01-12,4,0,0,33,0,False
2013-01-13,5,1,0,30,0,False
2013-01-14,4,1,0,39,0,False
2013-01-15,4,1,1,40,0,False
2013-01-16,4,1,0,42,0,False
2013-01-17,4,1,0,41,0,False
2013-01-18,4,1,0,38,0,False
2013-01-19,4,0,1,35,0,False
2013-01-20,4,0,0,30,0,False
2013-01-21,4,0,0,35,0,False
2013-01-22,4,1,0,39,0,False
2013-01-23,4,1,0,38,0,False
2013-01-24,3,1,0,39,0,False
2013-01-25,4,1,0,39,0,False
2013-01-26,3,0,0,37,0,False
2013-01-27,4,1,0,35,0,False
2013-01-28,4,1,0,40,0,False
2013-01-29,4,1,0,42,0,False
2013-01-30,3,1,0,41,0,False
