date,charity,community,compensate,compensation,contribute,isPartial
2016-07-08,4,67,0,5,1,False
2016-07-09,3,48,0,3,1,False
2016-07-10,3,51,0,3,1,False
2016-07-11,5,82,0,5,1,False
2016-07-12,4,80,0,5,1,False
2016-07-13,4,78,1,6,1,False
2016-07-14,4,75,0,5,1,False
2016-07-15,5,67,0,5,1,False
2016-07-16,4,50,0,2,1,False
2016-07-17,4,52,0,3,1,False
2016-07-18,6,78,0,5,1,False
2016-07-19,4,76,0,5,1,False
2016-07-20,5,76,0,6,1,False
2016-07-21,4,74,0,6,1,False
2016-07-22,4,70,0,4,1,False
2016-07-23,3,50,0,3,1,False
2016-07-24,4,47,0,3,1,False
2016-07-25,4,78,0,5,1,False
2016-07-26,4,76,0,5,1,False
2016-07-27,4,78,0,6,1,False
2016-07-28,4,73,0,5,1,False
2016-07-29,4,72,0,5,1,False
2016-07-30,3,53,0,3,1,False
2016-07-31,4,51,0,3,1,False
2016-08-01,4,84,0,5,1,False
2016-08-02,4,83,0,6,1,False
2016-08-03,4,83,0,6,1,False
2016-08-04,4,76,0,5,1,False
2016-08-05,4,74,0,5,1,False
2016-08-06,3,52,0,2,1,False
2016-08-07,4,57,0,3,1,False
2016-08-08,4,80,0,6,1,False
2016-08-09,4,81,0,6,1,False
2016-08-10,4,81,0,5,1,False
2016-08-11,4,78,0,5,1,False
2016-08-12,4,73,0,5,1,False
2016-08-13,4,51,0,3,0,False
2016-08-14,4,51,0,3,1,False
2016-08-15,4,88,0,5,1,False
2016-08-16,4,85,0,6,1,False
2016-08-17,4,85,0,5,1,False
2016-08-18,4,81,0,5,1,False
2016-08-19,4,80,0,4,1,False
2016-08-20,4,56,0,2,1,False
2016-08-21,4,55,0,3,1,False
2016-08-22,5,100,0,5,1,False
2016-08-23,5,94,0,5,1,False
2016-08-24,5,91,0,6,2,False
2016-08-25,6,90,0,6,2,False
2016-08-26,5,79,0,4,2,False
2016-08-27,5,56,0,3,1,False
2016-08-28,5,59,0,3,1,False
2016-08-29,5,89,0,5,2,False
2016-08-30,6,90,0,5,2,False
2016-08-31,6,86,0,5,2,False
2016-09-01,5,84,0,5,2,False
2016-09-02,5,71,0,4,2,False
2016-09-03,3,50,0,2,1,False
2016-09-04,4,50,0,2,1,False
2016-09-05,4,55,0,3,1,False
2016-09-06,6,89,0,5,2,False
2016-09-07,5,86,0,6,3,False
2016-09-08,6,83,0,5,2,False
2016-09-09,5,76,0,5,2,False
2016-09-10,4,53,0,3,1,False
2016-09-11,4,51,0,3,2,False
2016-09-12,5,86,0,5,3,False
2016-09-13,5,79,0,5,2,False
2016-09-14,5,77,0,6,2,False
2016-09-15,5,79,0,6,3,False
2016-09-16,5,72,0,5,3,False
2016-09-17,5,53,0,2,1,False
2016-09-18,5,51,0,3,1,False
2016-09-19,5,79,0,6,3,False
2016-09-20,7,78,0,6,2,False
2016-09-21,6,78,0,6,3,False
2016-09-22,6,78,0,6,3,False
2016-09-23,5,72,0,5,2,False
2016-09-24,4,51,0,3,1,False
2016-09-25,4,51,0,3,1,False
2016-09-26,5,80,0,6,2,False
2016-09-27,5,79,0,6,3,False
2016-09-28,5,80,0,5,3,False
2016-09-29,5,77,0,5,3,False
2016-09-30,5,71,0,5,3,False
2016-10-01,4,51,0,3,1,False
2016-10-02,4,47,0,3,2,False
2016-10-03,5,78,0,5,3,False
2016-10-04,6,75,0,6,3,False
2016-10-05,7,74,0,5,3,False
2016-10-06,5,71,0,5,3,False
2016-10-07,4,69,0,5,3,False
2016-10-08,4,50,0,3,1,False
2016-10-09,4,45,0,3,1,False
2016-10-10,5,74,0,5,2,False
2016-10-11,5,76,0,5,3,False
2016-10-12,6,76,0,5,2,False
2016-10-13,5,73,0,5,3,False
2016-10-14,5,68,0,5,2,False
2016-10-15,4,49,0,3,1,False
2016-10-16,5,47,0,3,2,False
2016-10-17,5,79,0,6,3,False
2016-10-18,6,76,0,6,3,False
2016-10-19,5,76,0,6,3,False
2016-10-20,9,71,0,5,3,False
2016-10-21,14,67,0,5,3,False
2016-10-22,6,51,0,3,1,False
2016-10-23,4,46,0,3,2,False
2016-10-24,5,81,0,6,4,False
2016-10-25,5,78,0,6,3,False
2016-10-26,6,73,1,6,3,False
2016-10-27,6,72,0,5,3,False
2016-10-28,5,69,0,5,3,False
2016-10-29,3,47,0,3,1,False
2016-10-30,4,48,0,2,2,False
2016-10-31,6,77,0,5,3,False
2016-11-01,5,79,0,6,3,False
2016-11-02,6,78,0,5,3,False
2016-11-03,5,75,0,5,3,False
2016-11-04,6,72,0,5,2,False
2016-11-05,5,52,0,2,1,False
2016-11-06,5,49,0,3,2,False
2016-11-07,6,81,0,5,3,False
2016-11-08,5,75,0,5,3,False
2016-11-09,4,55,0,4,2,False
2016-11-10,5,73,0,5,3,False
2016-11-11,5,63,0,5,2,False
2016-11-12,5,51,0,2,1,False
2016-11-13,4,47,0,2,1,False
2016-11-14,6,80,0,5,3,False
2016-11-15,6,82,0,6,4,False
2016-11-16,6,75,0,6,3,False
2016-11-17,6,72,0,5,3,False
2016-11-18,5,68,0,5,2,False
2016-11-19,4,48,0,3,1,False
2016-11-20,4,46,0,3,2,False
2016-11-21,6,73,0,5,3,False
2016-11-22,6,70,0,5,2,False
2016-11-23,5,59,0,4,1,False
2016-11-24,4,30,0,2,1,False
2016-11-25,4,39,0,2,1,False
2016-11-26,4,39,0,2,1,False
