date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2010-04-05,2,49,62,0,34,False
2010-04-06,2,41,43,0,36,False
2010-04-07,0,30,45,0,50,False
2010-04-08,2,40,43,0,56,False
2010-04-09,0,17,44,0,27,False
2010-04-10,5,12,36,0,26,False
2010-04-11,2,14,48,0,34,False
2010-04-12,0,44,40,0,51,False
2010-04-13,0,61,45,0,40,False
2010-04-14,0,39,29,0,26,False
2010-04-15,0,42,45,0,48,False
2010-04-16,2,36,26,0,43,False
2010-04-17,0,19,37,0,30,False
2010-04-18,0,9,68,0,54,False
2010-04-19,0,32,40,0,40,False
2010-04-20,2,39,45,0,29,False
2010-04-21,0,42,42,0,34,False
2010-04-22,2,39,40,0,31,False
2010-04-23,2,27,27,0,42,False
2010-04-24,0,14,39,0,18,False
2010-04-25,5,11,52,0,34,False
2010-04-26,1,37,51,0,22,False
2010-04-27,0,35,53,0,32,False
2010-04-28,0,55,52,0,35,False
2010-04-29,0,53,27,0,32,False
2010-04-30,0,33,60,0,24,False
2010-05-01,0,7,41,0,20,False
2010-05-02,0,24,41,0,12,False
2010-05-03,0,30,33,2,45,False
2010-05-04,0,42,58,0,25,False
2010-05-05,0,41,37,0,40,False
2010-05-06,2,41,57,0,41,False
2010-05-07,0,40,45,0,26,False
2010-05-08,0,15,49,0,30,False
2010-05-09,0,13,100,0,18,False
2010-05-10,0,39,72,0,56,False
2010-05-11,0,33,47,0,36,False
2010-05-12,0,37,37,0,42,False
2010-05-13,3,35,48,0,31,False
2010-05-14,7,37,72,0,32,False
2010-05-15,0,10,51,0,18,False
2010-05-16,3,13,90,0,43,False
2010-05-17,0,40,53,0,34,False
2010-05-18,3,36,60,0,39,False
2010-05-19,2,35,45,0,38,False
2010-05-20,3,38,30,0,33,False
2010-05-21,0,21,39,0,37,False
2010-05-22,0,15,45,0,33,False
2010-05-23,3,21,52,0,26,False
2010-05-24,2,28,36,0,33,False
2010-05-25,2,28,37,0,33,False
2010-05-26,0,23,42,0,33,False
2010-05-27,0,49,28,0,40,False
2010-05-28,0,17,46,0,33,False
2010-05-29,0,11,32,0,24,False
2010-05-30,0,8,67,0,17,False
2010-05-31,0,26,65,0,29,False
2010-06-01,0,28,43,0,30,False
2010-06-02,2,23,48,0,31,False
2010-06-03,0,27,42,0,43,False
2010-06-04,0,30,52,0,29,False
2010-06-05,0,7,45,0,22,False
2010-06-06,0,10,44,0,15,False
2010-06-07,0,25,76,0,41,False
2010-06-08,0,39,41,0,26,False
2010-06-09,2,29,39,0,40,False
2010-06-10,0,19,51,0,38,False
2010-06-11,2,26,24,2,38,False
2010-06-12,0,5,38,0,26,False
2010-06-13,3,5,59,0,21,False
2010-06-14,0,29,27,0,34,False
2010-06-15,0,30,39,0,27,False
2010-06-16,0,34,36,0,44,False
2010-06-17,4,26,25,0,51,False
2010-06-18,4,21,30,0,41,False
2010-06-19,3,8,45,0,37,False
2010-06-20,3,27,63,0,38,False
2010-06-21,3,19,57,0,33,False
2010-06-22,2,30,43,0,36,False
2010-06-23,0,37,47,0,37,False
2010-06-24,22,34,27,0,53,False
2010-06-25,4,16,49,0,47,False
2010-06-26,3,8,44,0,39,False
2010-06-27,5,10,47,0,49,False
2010-06-28,5,25,30,0,48,False
2010-06-29,0,35,36,0,50,False
2010-06-30,3,25,59,0,59,False
2010-07-01,2,28,56,0,32,False
2010-07-02,3,31,28,0,43,False
2010-07-03,0,11,51,0,33,False
2010-07-04,0,9,59,0,23,False
2010-07-05,0,20,67,0,47,False
2010-07-06,1,33,57,0,42,False
2010-07-07,0,32,45,0,29,False
2010-07-08,1,27,55,0,37,False
2010-07-09,0,20,42,0,34,False
2010-07-10,0,12,43,0,24,False
2010-07-11,2,15,53,0,25,False
2010-07-12,3,20,52,0,38,False
2010-07-13,0,14,31,0,36,False
2010-07-14,0,24,37,0,37,False
2010-07-15,3,13,37,0,34,False
2010-07-16,3,24,46,0,27,False
2010-07-17,2,6,63,0,35,False
2010-07-18,0,21,51,0,40,False
2010-07-19,1,20,47,0,48,False
2010-07-20,1,16,40,0,43,False
2010-07-21,0,25,39,0,47,False
2010-07-22,1,19,25,0,57,False
2010-07-23,0,31,40,0,46,False
2010-07-24,0,4,55,0,43,False
2010-07-25,2,8,81,0,23,False
2010-07-26,1,22,45,0,42,False
2010-07-27,1,19,40,0,52,False
2010-07-28,0,39,45,0,32,False
2010-07-29,1,30,25,0,50,False
2010-07-30,0,25,68,2,50,False
2010-07-31,0,14,47,0,25,False
2010-08-01,4,8,56,0,19,False
2010-08-02,0,20,41,0,34,False
2010-08-03,1,20,39,1,30,False
2010-08-04,0,23,38,0,42,False
2010-08-05,3,28,35,0,28,False
2010-08-06,2,23,23,0,31,False
2010-08-07,0,6,41,0,19,False
2010-08-08,2,10,55,0,18,False
2010-08-09,1,29,50,0,34,False
2010-08-10,0,24,44,0,31,False
2010-08-11,0,29,36,0,29,False
2010-08-12,0,18,41,1,29,False
2010-08-13,0,25,48,0,28,False
2010-08-14,0,4,50,0,24,False
2010-08-15,0,4,29,0,29,False
2010-08-16,0,25,53,0,41,False
2010-08-17,0,33,39,0,42,False
2010-08-18,0,16,42,0,30,False
2010-08-19,0,26,37,0,29,False
2010-08-20,0,23,34,0,29,False
2010-08-21,0,6,60,0,16,False
2010-08-22,0,6,57,0,24,False
2010-08-23,0,24,39,0,37,False
2010-08-24,0,22,22,0,32,False
2010-08-25,0,23,27,0,21,False
2010-08-26,0,27,34,0,17,False
2010-08-27,0,27,41,0,32,False
2010-08-28,2,10,64,0,23,False
2010-08-29,0,14,61,0,28,False
2010-08-30,0,17,27,0,35,False
2010-08-31,1,21,55,0,40,False
2010-09-01,0,26,46,0,29,False
2010-09-02,6,14,31,0,34,False
2010-09-03,1,34,34,0,33,False
2010-09-04,0,4,65,0,24,False
2010-09-05,4,8,63,0,24,False
2010-09-06,0,18,68,0,39,False
2010-09-07,1,24,62,0,29,False
2010-09-08,1,34,41,0,24,False
2010-09-09,0,16,40,0,26,False
2010-09-10,0,20,46,0,27,False
2010-09-11,0,9,59,0,26,False
2010-09-12,0,29,58,0,33,False
2010-09-13,1,33,32,0,32,False
2010-09-14,3,20,25,0,33,False
2010-09-15,3,29,52,0,32,False
2010-09-16,1,32,56,0,32,False
2010-09-17,1,22,42,0,26,False
2010-09-18,2,12,48,0,19,False
2010-09-19,0,10,67,0,17,False
2010-09-20,1,32,34,0,21,False
2010-09-21,1,33,27,0,31,False
2010-09-22,0,36,38,0,24,False
2010-09-23,0,30,32,0,39,False
2010-09-24,0,21,55,0,34,False
2010-09-25,0,11,55,0,19,False
2010-09-26,0,15,43,0,15,False
2010-09-27,0,21,18,0,21,False
2010-09-28,0,38,44,0,34,False
2010-09-29,0,40,39,0,29,False
2010-09-30,1,32,36,0,24,False
2010-10-01,0,30,44,0,24,False
2010-10-02,9,6,55,0,21,False
2010-10-03,0,9,49,0,24,False
2010-10-04,1,25,53,0,24,False
2010-10-05,0,29,36,0,22,False
2010-10-06,1,44,37,0,37,False
2010-10-07,1,40,52,0,47,False
2010-10-08,1,37,46,0,33,False
2010-10-09,2,12,50,0,17,False
2010-10-10,2,11,53,0,26,False
2010-10-11,1,38,35,0,32,False
2010-10-12,4,39,32,0,38,False
2010-10-13,1,39,39,0,23,False
2010-10-14,1,35,42,0,35,False
2010-10-15,1,31,43,0,27,False
2010-10-16,0,11,39,0,21,False
2010-10-17,0,20,52,0,28,False
2010-10-18,1,30,30,0,37,False
2010-10-19,1,46,47,0,35,False
2010-10-20,0,44,41,0,27,False
2010-10-21,0,45,37,0,28,False
2010-10-22,1,45,49,0,25,False
2010-10-23,2,18,74,0,18,False
2010-10-24,4,15,84,0,22,False
2010-10-25,1,39,72,0,44,False
2010-10-26,1,41,54,0,29,False
2010-10-27,0,41,58,0,36,False
2010-10-28,1,35,55,0,36,False
2010-10-29,0,33,48,0,27,False
2010-10-30,0,13,99,0,13,False
2010-10-31,2,25,79,0,10,False
2010-11-01,1,22,65,0,17,False
2010-11-02,3,34,45,0,25,False
2010-11-03,2,38,33,0,16,False
2010-11-04,3,39,34,0,22,False
2010-11-05,1,19,27,0,30,False
2010-11-06,0,16,53,0,11,False
2010-11-07,0,13,56,0,20,False
2010-11-08,0,45,40,0,35,False
2010-11-09,1,46,43,0,45,False
2010-11-10,0,58,45,0,21,False
2010-11-11,3,40,39,0,27,False
2010-11-12,3,47,25,0,15,False
2010-11-13,0,11,35,0,16,False
2010-11-14,0,33,38,0,22,False
2010-11-15,0,33,31,0,31,False
2010-11-16,3,41,33,0,21,False
2010-11-17,4,49,33,0,33,False
2010-11-18,1,48,38,0,25,False
2010-11-19,0,42,37,0,27,False
2010-11-20,0,9,32,2,11,False
2010-11-21,0,23,34,0,18,False
2010-11-22,1,35,44,0,19,False
2010-11-23,1,21,42,0,23,False
2010-11-24,1,43,40,0,26,False
2010-11-25,0,11,49,0,13,False
2010-11-26,2,20,42,0,17,False
2010-11-27,2,20,60,0,22,False
2010-11-28,0,16,61,0,20,False
2010-11-29,0,40,27,0,29,False
2010-11-30,0,43,44,0,22,False
2010-12-01,1,40,41,0,46,False
2010-12-02,1,42,33,0,41,False
2010-12-03,3,47,41,0,28,False
2010-12-04,2,17,32,0,37,False
2010-12-05,0,26,26,0,36,False
2010-12-06,0,28,31,0,33,False
2010-12-07,1,42,36,0,60,False
2010-12-08,0,46,38,0,51,False
2010-12-09,1,41,40,0,24,False
2010-12-10,3,29,32,0,31,False
2010-12-11,0,12,51,0,28,False
2010-12-12,2,19,49,0,21,False
2010-12-13,0,45,45,0,24,False
2010-12-14,2,37,57,0,32,False
2010-12-15,0,54,37,0,34,False
2010-12-16,0,38,33,0,29,False
2010-12-17,1,45,45,0,42,False
2010-12-18,0,16,53,0,21,False
2010-12-19,0,15,56,0,17,False
2010-12-20,0,23,42,0,33,False
2010-12-21,1,22,46,0,22,False
2010-12-22,0,26,39,0,28,False
2010-12-23,0,33,33,0,30,False
2010-12-24,0,8,38,0,15,False
2010-12-25,0,2,46,0,5,False
2010-12-26,0,6,34,0,26,False
2010-12-27,2,9,48,0,17,False
2010-12-28,1,16,48,0,28,False
2010-12-29,1,17,42,0,24,False
2010-12-30,0,12,44,0,17,False
