date,prosper,prosperity,isPartial
2010-12-15,20,47,False
2010-12-16,15,29,False
2010-12-17,11,49,False
2010-12-18,22,33,False
2010-12-19,31,19,False
2010-12-20,14,57,False
2010-12-21,21,50,False
2010-12-22,30,45,False
2010-12-23,21,38,False
2010-12-24,11,43,False
2010-12-25,18,36,False
2010-12-26,11,24,False
2010-12-27,13,35,False
2010-12-28,20,39,False
2010-12-29,19,52,False
2010-12-30,27,47,False
2010-12-31,17,66,False
2011-01-01,35,100,False
2011-01-02,15,54,False
2011-01-03,19,68,False
2011-01-04,19,55,False
2011-01-05,23,67,False
2011-01-06,30,44,False
2011-01-07,27,39,False
2011-01-08,22,39,False
2011-01-09,23,20,False
2011-01-10,33,35,False
2011-01-11,27,55,False
2011-01-12,21,36,False
2011-01-13,28,45,False
2011-01-14,26,47,False
2011-01-15,23,36,False
2011-01-16,25,35,False
2011-01-17,26,44,False
2011-01-18,20,53,False
2011-01-19,19,44,False
2011-01-20,29,40,False
2011-01-21,32,41,False
2011-01-22,24,44,False
2011-01-23,11,40,False
2011-01-24,27,69,False
2011-01-25,34,42,False
2011-01-26,28,49,False
2011-01-27,34,45,False
2011-01-28,26,38,False
2011-01-29,22,24,False
2011-01-30,20,26,False
2011-01-31,26,52,False
2011-02-01,35,60,False
2011-02-02,27,42,False
2011-02-03,25,71,False
2011-02-04,28,64,False
2011-02-05,29,43,False
2011-02-06,20,42,False
2011-02-07,24,60,False
2011-02-08,22,47,False
2011-02-09,35,66,False
2011-02-10,26,61,False
2011-02-11,16,50,False
2011-02-12,23,31,False
2011-02-13,19,29,False
2011-02-14,27,43,False
2011-02-15,22,36,False
2011-02-16,37,46,False
2011-02-17,35,50,False
2011-02-18,27,45,False
2011-02-19,17,42,False
2011-02-20,25,34,False
2011-02-21,26,53,False
2011-02-22,24,72,False
2011-02-23,33,41,False
2011-02-24,21,59,False
2011-02-25,24,70,False
2011-02-26,26,53,False
2011-02-27,15,29,False
2011-02-28,21,80,False
2011-03-01,26,66,False
2011-03-02,12,60,False
2011-03-03,28,62,False
2011-03-04,23,56,False
2011-03-05,28,40,False
2011-03-06,24,44,False
2011-03-07,40,50,False
2011-03-08,22,43,False
2011-03-09,31,37,False
2011-03-10,28,43,False
2011-03-11,31,67,False
2011-03-12,22,33,False
2011-03-13,15,43,False
2011-03-14,26,56,False
2011-03-15,32,48,False
2011-03-16,22,41,False
2011-03-17,37,43,False
2011-03-18,28,44,False
2011-03-19,21,30,False
2011-03-20,27,44,False
2011-03-21,29,44,False
2011-03-22,24,54,False
2011-03-23,32,56,False
2011-03-24,29,65,False
2011-03-25,27,35,False
2011-03-26,19,30,False
2011-03-27,25,36,False
2011-03-28,31,32,False
2011-03-29,34,54,False
2011-03-30,34,65,False
2011-03-31,39,55,False
2011-04-01,24,38,False
2011-04-02,27,44,False
2011-04-03,36,51,False
2011-04-04,31,62,False
2011-04-05,32,69,False
2011-04-06,21,79,False
2011-04-07,19,56,False
2011-04-08,31,51,False
2011-04-09,36,35,False
2011-04-10,31,46,False
2011-04-11,48,50,False
2011-04-12,29,73,False
2011-04-13,34,42,False
2011-04-14,33,69,False
2011-04-15,31,56,False
2011-04-16,41,48,False
2011-04-17,35,56,False
2011-04-18,27,63,False
2011-04-19,32,48,False
2011-04-20,38,58,False
2011-04-21,32,62,False
2011-04-22,23,42,False
2011-04-23,18,25,False
2011-04-24,23,45,False
2011-04-25,23,51,False
2011-04-26,36,54,False
2011-04-27,27,48,False
2011-04-28,42,42,False
2011-04-29,25,55,False
2011-04-30,27,46,False
2011-05-01,23,52,False
2011-05-02,32,47,False
2011-05-03,28,54,False
2011-05-04,27,67,False
2011-05-05,23,51,False
2011-05-06,26,60,False
2011-05-07,23,39,False
