date,contribution,cooperative,donate,donation,economize,isPartial
2008-11-13,37,44,46,80,1,False
2008-11-14,49,40,53,63,0,False
2008-11-15,28,28,60,65,0,False
2008-11-16,32,24,52,52,0,False
2008-11-17,37,35,51,78,0,False
2008-11-18,41,45,53,85,0,False
2008-11-19,52,40,42,83,0,False
2008-11-20,45,53,49,80,0,False
2008-11-21,40,47,52,60,0,False
2008-11-22,18,31,53,85,0,False
2008-11-23,26,22,44,57,0,False
2008-11-24,50,31,48,75,0,False
2008-11-25,51,46,62,80,0,False
2008-11-26,34,30,58,73,0,False
2008-11-27,14,11,23,31,0,False
2008-11-28,25,32,40,63,0,False
2008-11-29,26,22,54,74,0,False
2008-11-30,31,24,51,44,0,False
2008-12-01,42,46,57,80,1,False
2008-12-02,52,36,60,78,0,False
2008-12-03,39,47,49,72,0,False
2008-12-04,47,37,52,66,0,False
2008-12-05,49,29,45,77,0,False
2008-12-06,29,20,43,61,0,False
2008-12-07,28,23,53,67,0,False
2008-12-08,49,42,58,85,0,False
2008-12-09,60,40,67,77,0,False
2008-12-10,47,37,47,66,0,False
2008-12-11,40,42,62,73,0,False
2008-12-12,47,36,41,59,0,False
2008-12-13,22,28,38,67,0,False
2008-12-14,32,23,52,65,0,False
2008-12-15,49,45,60,77,0,False
2008-12-16,58,43,44,77,0,False
2008-12-17,55,34,57,55,0,False
2008-12-18,45,41,34,61,0,False
2008-12-19,46,38,42,82,0,False
2008-12-20,35,22,43,51,0,False
2008-12-21,21,29,58,64,0,False
2008-12-22,51,34,65,80,0,False
2008-12-23,42,31,51,87,0,False
2008-12-24,44,22,50,60,0,False
2008-12-25,30,13,28,38,0,False
2008-12-26,33,20,60,55,0,False
2008-12-27,23,29,53,54,0,False
2008-12-28,32,20,63,73,0,False
2008-12-29,91,36,79,96,0,False
2008-12-30,79,46,85,87,0,False
2008-12-31,67,30,42,72,0,False
2009-01-01,58,28,60,64,0,False
2009-01-02,57,31,48,67,0,False
2009-01-03,53,36,65,58,0,False
2009-01-04,49,26,40,63,0,False
2009-01-05,80,43,54,65,1,False
2009-01-06,94,42,52,82,0,False
2009-01-07,68,37,53,71,0,False
2009-01-08,58,45,51,73,0,False
2009-01-09,49,39,35,64,0,False
2009-01-10,33,28,40,63,0,False
2009-01-11,41,31,38,63,0,False
2009-01-12,59,44,43,65,0,False
2009-01-13,50,50,33,64,0,False
2009-01-14,56,37,43,77,0,False
2009-01-15,60,46,43,73,0,False
2009-01-16,63,41,31,61,1,False
2009-01-17,24,29,40,57,1,False
2009-01-18,33,32,48,49,0,False
2009-01-19,38,36,50,62,0,False
2009-01-20,47,40,40,68,0,False
2009-01-21,51,45,42,66,0,False
2009-01-22,47,41,39,75,1,False
2009-01-23,49,40,37,69,1,False
2009-01-24,39,30,47,60,0,False
2009-01-25,30,21,37,46,0,False
2009-01-26,52,41,48,65,0,False
2009-01-27,49,42,43,70,0,False
2009-01-28,47,43,46,86,0,False
2009-01-29,47,56,40,67,1,False
2009-01-30,58,44,32,83,1,False
2009-01-31,44,39,34,72,0,False
2009-02-01,33,36,39,55,0,False
2009-02-02,59,50,44,74,0,False
2009-02-03,55,42,41,71,0,False
2009-02-04,48,44,32,67,0,False
2009-02-05,43,49,38,53,0,False
2009-02-06,44,47,40,63,0,False
2009-02-07,36,32,33,50,0,False
2009-02-08,38,18,38,57,0,False
2009-02-09,48,49,46,73,1,False
2009-02-10,52,47,43,70,0,False
2009-02-11,48,50,40,64,0,False
2009-02-12,45,54,41,62,0,False
2009-02-13,40,38,47,64,0,False
2009-02-14,39,28,29,50,0,False
2009-02-15,35,32,31,65,0,False
2009-02-16,34,33,39,78,0,False
2009-02-17,48,45,39,78,0,False
2009-02-18,44,34,45,59,0,False
2009-02-19,52,42,41,65,0,False
2009-02-20,50,38,32,65,0,False
2009-02-21,32,31,35,58,0,False
2009-02-22,45,29,30,81,0,False
2009-02-23,43,45,51,76,0,False
