date,privileged,productive,productivity,profit,profitable,isPartial
2005-05-23,0,7,23,82,11,False
2005-05-24,2,3,21,70,7,False
2005-05-25,2,4,20,82,4,False
2005-05-26,0,4,22,69,4,False
2005-05-27,4,4,14,45,2,False
2005-05-28,0,0,3,47,3,False
2005-05-29,4,0,7,39,0,False
2005-05-30,0,0,12,41,3,False
2005-05-31,0,2,16,59,5,False
2005-06-01,0,2,12,89,0,False
2005-06-02,2,0,22,70,4,False
2005-06-03,0,6,13,54,0,False
2005-06-04,0,0,0,40,0,False
2005-06-05,3,3,9,47,6,False
2005-06-06,2,2,13,71,2,False
2005-06-07,2,4,20,66,4,False
2005-06-08,2,9,13,83,5,False
2005-06-09,0,0,6,46,2,False
2005-06-10,2,2,22,72,8,False
2005-06-11,3,0,9,41,3,False
2005-06-12,3,3,3,48,3,False
2005-06-13,0,2,17,72,0,False
2005-06-14,2,5,9,72,9,False
2005-06-15,0,0,9,71,0,False
2005-06-16,0,8,9,68,6,False
2005-06-17,0,2,12,66,8,False
2005-06-18,3,0,10,62,0,False
2005-06-19,0,0,0,47,0,False
2005-06-20,0,2,8,51,4,False
2005-06-21,2,5,20,86,5,False
2005-06-22,0,6,9,77,0,False
2005-06-23,2,4,15,65,0,False
2005-06-24,0,4,17,66,6,False
2005-06-25,0,7,13,55,3,False
2005-06-26,0,0,3,46,7,False
2005-06-27,0,0,11,54,4,False
2005-06-28,2,2,16,92,0,False
2005-06-29,2,6,22,61,4,False
2005-06-30,0,2,15,58,6,False
2005-07-01,0,4,24,47,0,False
2005-07-02,0,0,7,63,3,False
2005-07-03,0,0,7,55,7,False
2005-07-04,3,3,16,73,0,False
2005-07-05,8,0,12,65,0,False
2005-07-06,0,0,13,67,0,False
2005-07-07,0,0,18,61,6,False
2005-07-08,2,4,25,69,4,False
2005-07-09,0,0,3,47,0,False
2005-07-10,0,0,15,59,3,False
2005-07-11,0,7,7,68,5,False
2005-07-12,2,0,12,59,2,False
2005-07-13,0,4,11,75,11,False
2005-07-14,2,4,16,92,2,False
2005-07-15,0,0,6,52,4,False
2005-07-16,6,3,6,48,3,False
2005-07-17,0,3,3,55,3,False
2005-07-18,0,0,7,60,5,False
2005-07-19,2,7,12,73,2,False
2005-07-20,2,2,23,70,4,False
2005-07-21,4,2,7,76,2,False
2005-07-22,0,4,14,59,4,False
2005-07-23,0,6,9,39,0,False
2005-07-24,3,6,9,66,3,False
2005-07-25,2,2,14,60,7,False
2005-07-26,2,5,10,83,2,False
2005-07-27,2,5,14,84,9,False
2005-07-28,0,6,15,55,2,False
2005-07-29,4,0,14,51,4,False
2005-07-30,0,3,0,42,0,False
2005-07-31,0,3,6,43,3,False
2005-08-01,0,4,7,65,0,False
2005-08-02,0,2,15,66,3,False
2005-08-03,4,0,14,81,5,False
2005-08-04,4,2,7,58,2,False
2005-08-05,0,2,10,55,4,False
2005-08-06,0,0,15,60,6,False
2005-08-07,3,0,12,39,3,False
2005-08-08,2,3,17,52,2,False
2005-08-09,3,0,17,72,0,False
2005-08-10,0,2,19,72,0,False
2005-08-11,2,2,16,62,4,False
2005-08-12,0,0,13,49,2,False
2005-08-13,0,6,12,43,0,False
2005-08-14,0,0,6,53,6,False
2005-08-15,3,0,21,86,3,False
2005-08-16,0,5,14,46,5,False
2005-08-17,0,2,12,67,5,False
2005-08-18,0,4,13,69,4,False
2005-08-19,0,2,21,60,0,False
2005-08-20,0,3,11,64,3,False
2005-08-21,0,0,6,40,0,False
2005-08-22,3,0,14,88,2,False
2005-08-23,0,2,20,60,3,False
2005-08-24,0,0,7,100,0,False
2005-08-25,0,2,16,78,0,False
2005-08-26,2,0,13,75,0,False
2005-08-27,3,0,5,46,0,False
2005-08-28,0,3,8,35,3,False
2005-08-29,2,3,15,54,7,False
2005-08-30,0,2,18,81,3,False
2005-08-31,2,2,10,66,3,False
2005-09-01,2,3,12,51,2,False
2005-09-02,2,2,9,62,2,False
2005-09-03,0,3,0,32,0,False
2005-09-04,0,0,12,42,3,False
2005-09-05,0,2,20,52,2,False
2005-09-06,3,3,15,88,2,False
2005-09-07,3,2,21,85,6,False
2005-09-08,0,3,8,63,5,False
2005-09-09,2,2,21,57,0,False
2005-09-10,3,5,5,50,0,False
2005-09-11,0,0,13,46,0,False
2005-09-12,0,8,21,65,6,False
2005-09-13,0,0,23,90,6,False
2005-09-14,0,2,11,67,2,False
2005-09-15,0,0,14,61,10,False
2005-09-16,2,2,17,73,3,False
2005-09-17,0,0,8,45,5,False
2005-09-18,0,5,13,77,0,False
2005-09-19,0,3,20,84,0,False
2005-09-20,3,2,18,96,3,False
2005-09-21,3,9,18,71,5,False
2005-09-22,2,2,14,69,2,False
2005-09-23,0,2,14,55,3,False
2005-09-24,3,3,26,50,3,False
2005-09-25,0,3,15,46,3,False
2005-09-26,0,5,11,79,11,False
2005-09-27,1,3,30,71,1,False
2005-09-28,0,2,17,79,8,False
2005-09-29,3,0,20,83,3,False
