date,advantage,affluence,affluent,afloat,allowance,isPartial
2014-06-07,51,0,1,0,11,False
2014-06-08,51,1,1,1,10,False
2014-06-09,76,0,2,1,11,False
2014-06-10,78,0,2,1,13,False
2014-06-11,73,1,2,1,12,False
2014-06-12,80,1,1,1,11,False
2014-06-13,71,0,1,1,13,False
2014-06-14,52,0,1,1,11,False
2014-06-15,46,0,1,0,9,False
2014-06-16,71,1,1,1,12,False
2014-06-17,77,0,2,1,12,False
2014-06-18,81,1,2,1,12,False
2014-06-19,71,0,2,1,12,False
2014-06-20,70,1,2,1,10,False
2014-06-21,54,0,1,0,11,False
2014-06-22,44,0,2,1,10,False
2014-06-23,74,0,1,1,14,False
2014-06-24,72,0,2,1,13,False
2014-06-25,75,1,1,0,15,False
2014-06-26,74,1,1,0,13,False
2014-06-27,69,0,2,1,14,False
2014-06-28,47,0,1,0,11,False
2014-06-29,48,0,1,0,10,False
2014-06-30,71,0,1,1,12,False
2014-07-01,76,0,1,0,14,False
2014-07-02,80,1,2,1,12,False
2014-07-03,65,0,1,1,13,False
2014-07-04,44,0,1,1,8,False
2014-07-05,45,0,2,0,9,False
2014-07-06,48,0,2,0,10,False
2014-07-07,79,1,2,1,13,False
2014-07-08,77,1,2,1,13,False
2014-07-09,76,0,2,1,15,False
2014-07-10,81,1,2,1,14,False
2014-07-11,68,0,1,1,16,False
2014-07-12,48,0,1,1,9,False
2014-07-13,47,1,1,1,10,False
2014-07-14,86,0,2,1,14,False
2014-07-15,79,1,2,1,16,False
2014-07-16,78,0,1,0,12,False
2014-07-17,80,0,1,2,12,False
2014-07-18,77,0,2,1,10,False
2014-07-19,52,0,1,0,9,False
2014-07-20,50,0,3,1,10,False
2014-07-21,73,0,2,0,15,False
2014-07-22,77,0,2,1,13,False
2014-07-23,78,0,1,0,16,False
2014-07-24,83,0,2,0,16,False
2014-07-25,75,0,1,0,15,False
2014-07-26,56,0,0,1,11,False
2014-07-27,47,0,0,1,11,False
2014-07-28,80,1,2,1,13,False
2014-07-29,85,1,1,0,14,False
2014-07-30,80,0,1,0,15,False
2014-07-31,78,0,1,1,14,False
2014-08-01,73,0,2,1,12,False
2014-08-02,46,1,1,0,10,False
2014-08-03,52,0,1,1,9,False
2014-08-04,76,0,1,1,13,False
2014-08-05,78,0,2,0,15,False
2014-08-06,80,1,1,1,16,False
2014-08-07,88,1,1,0,12,False
2014-08-08,79,1,2,0,12,False
2014-08-09,52,0,1,0,11,False
2014-08-10,47,0,1,0,11,False
2014-08-11,77,0,1,1,14,False
2014-08-12,74,0,2,1,14,False
2014-08-13,74,0,2,0,12,False
2014-08-14,82,0,1,1,11,False
2014-08-15,73,0,1,0,13,False
2014-08-16,48,0,1,1,12,False
2014-08-17,46,1,1,0,9,False
2014-08-18,75,1,2,0,15,False
2014-08-19,78,1,1,0,15,False
2014-08-20,80,0,2,0,11,False
2014-08-21,79,1,2,1,14,False
2014-08-22,79,1,1,0,15,False
2014-08-23,43,1,1,1,10,False
2014-08-24,47,0,2,1,12,False
2014-08-25,85,1,2,1,13,False
2014-08-26,79,1,2,0,13,False
2014-08-27,75,0,2,1,15,False
2014-08-28,91,1,1,1,13,False
2014-08-29,69,1,2,0,13,False
2014-08-30,50,0,1,1,13,False
2014-08-31,46,0,1,0,11,False
2014-09-01,58,0,2,1,11,False
2014-09-02,79,1,3,1,12,False
2014-09-03,88,0,3,1,11,False
2014-09-04,83,0,3,0,13,False
2014-09-05,80,0,3,0,13,False
2014-09-06,55,0,1,1,11,False
2014-09-07,51,0,2,0,9,False
2014-09-08,84,2,3,1,12,False
2014-09-09,86,0,2,1,12,False
2014-09-10,91,1,3,2,13,False
2014-09-11,79,1,3,1,13,False
2014-09-12,79,1,3,1,11,False
2014-09-13,55,0,4,1,8,False
2014-09-14,55,0,3,2,8,False
2014-09-15,99,1,3,1,14,False
2014-09-16,92,1,3,1,13,False
2014-09-17,79,0,3,0,13,False
2014-09-18,92,1,2,1,13,False
2014-09-19,82,1,1,1,15,False
2014-09-20,65,1,1,0,9,False
2014-09-21,58,0,1,0,13,False
2014-09-22,91,0,2,0,15,False
2014-09-23,92,0,2,1,11,False
2014-09-24,87,1,4,1,12,False
2014-09-25,82,0,2,0,11,False
2014-09-26,87,1,2,1,12,False
2014-09-27,58,1,2,0,10,False
2014-09-28,56,0,2,0,11,False
2014-09-29,89,2,3,0,15,False
2014-09-30,90,1,2,1,15,False
2014-10-01,97,0,3,0,10,False
2014-10-02,92,0,2,0,11,False
2014-10-03,80,1,3,0,12,False
2014-10-04,59,1,1,0,9,False
2014-10-05,59,0,2,0,9,False
2014-10-06,93,1,3,1,13,False
2014-10-07,87,1,2,1,13,False
2014-10-08,88,0,3,0,13,False
2014-10-09,92,1,3,0,13,False
2014-10-10,85,0,3,0,14,False
2014-10-11,50,0,2,0,10,False
2014-10-12,54,1,2,0,12,False
2014-10-13,92,0,3,1,13,False
2014-10-14,95,1,2,0,18,False
2014-10-15,93,1,2,0,15,False
2014-10-16,88,1,2,1,13,False
2014-10-17,83,0,3,0,10,False
2014-10-18,59,0,2,0,10,False
2014-10-19,56,0,2,0,10,False
2014-10-20,93,1,2,1,16,False
2014-10-21,100,1,2,1,16,False
2014-10-22,87,0,2,0,12,False
2014-10-23,85,0,2,1,13,False
2014-10-24,86,1,3,1,16,False
2014-10-25,54,1,1,0,10,False
2014-10-26,53,1,3,0,12,False
2014-10-27,92,1,3,0,14,False
2014-10-28,96,1,2,0,14,False
2014-10-29,92,1,2,1,17,False
2014-10-30,85,0,1,0,14,False
2014-10-31,84,0,2,1,14,False
2014-11-01,56,0,1,0,9,False
2014-11-02,61,0,1,1,11,False
2014-11-03,90,1,3,1,14,False
2014-11-04,88,1,2,1,16,False
2014-11-05,84,1,3,1,15,False
2014-11-06,90,1,4,0,14,False
2014-11-07,83,1,2,1,13,False
2014-11-08,65,0,1,0,9,False
2014-11-09,56,0,2,0,13,False
2014-11-10,91,1,2,1,16,False
2014-11-11,85,1,3,1,11,False
2014-11-12,85,1,3,1,13,False
2014-11-13,93,1,3,0,14,False
2014-11-14,79,1,2,1,11,False
2014-11-15,61,1,2,0,9,False
2014-11-16,50,0,2,1,9,False
2014-11-17,82,1,3,1,14,False
2014-11-18,87,1,3,0,13,False
2014-11-19,84,1,3,0,14,False
2014-11-20,93,1,3,1,14,False
2014-11-21,85,2,3,1,11,False
2014-11-22,56,0,1,1,9,False
2014-11-23,52,1,1,1,11,False
2014-11-24,81,1,3,1,12,False
2014-11-25,81,1,2,1,12,False
2014-11-26,63,1,1,1,12,False
2014-11-27,39,0,1,0,7,False
2014-11-28,58,0,1,0,9,False
2014-11-29,47,1,1,0,13,False
2014-11-30,48,0,0,1,10,False
2014-12-01,92,1,3,1,14,False
2014-12-02,95,1,2,1,15,False
2014-12-03,93,0,2,1,16,False
2014-12-04,86,1,2,1,14,False
2014-12-05,87,1,2,0,13,False
2014-12-06,55,0,2,1,9,False
2014-12-07,56,0,2,1,9,False
2014-12-08,89,2,3,1,14,False
2014-12-09,90,1,2,1,14,False
2014-12-10,82,0,2,2,13,False
2014-12-11,82,1,2,0,17,False
2014-12-12,73,0,1,0,12,False
2014-12-13,57,0,1,0,10,False
2014-12-14,47,1,1,1,10,False
2014-12-15,82,1,2,1,13,False
2014-12-16,85,0,2,0,16,False
2014-12-17,75,0,1,0,14,False
2014-12-18,72,0,2,1,13,False
2014-12-19,73,1,1,1,14,False
2014-12-20,45,0,1,1,12,False
2014-12-21,47,0,1,1,9,False
2014-12-22,73,0,0,1,16,False
2014-12-23,65,0,2,1,14,False
2014-12-24,44,0,1,0,8,False
2014-12-25,29,0,1,0,9,False
2014-12-26,58,1,1,0,11,False
2014-12-27,44,1,0,0,14,False
2014-12-28,55,0,2,0,10,False
2014-12-29,76,0,1,1,12,False
2014-12-30,63,0,2,1,16,False
2014-12-31,57,1,2,1,11,False
2015-01-01,43,0,1,0,8,False
2015-01-02,62,0,1,0,15,False
2015-01-03,50,0,1,1,13,False
2015-01-04,43,0,1,0,13,False
2015-01-05,76,1,2,1,16,False
2015-01-06,81,1,3,1,19,False
2015-01-07,83,0,1,1,18,False
2015-01-08,77,0,2,0,14,False
2015-01-09,74,0,1,1,11,False
2015-01-10,47,0,1,0,14,False
2015-01-11,50,1,2,0,13,False
2015-01-12,82,0,1,0,17,False
2015-01-13,91,0,2,1,14,False
2015-01-14,82,1,2,1,17,False
2015-01-15,80,0,2,1,17,False
2015-01-16,80,1,1,1,14,False
2015-01-17,55,0,2,1,11,False
2015-01-18,49,0,1,0,11,False
2015-01-19,66,1,1,0,14,False
2015-01-20,90,1,2,0,16,False
2015-01-21,94,1,1,1,15,False
2015-01-22,84,1,3,1,16,False
2015-01-23,78,1,2,0,14,False
2015-01-24,55,0,2,0,8,False
2015-01-25,56,0,1,0,9,False
2015-01-26,83,0,3,0,15,False
2015-01-27,84,1,3,1,12,False
2015-01-28,85,1,1,0,17,False
2015-01-29,93,1,2,1,16,False
2015-01-30,86,1,3,1,12,False
2015-01-31,56,0,1,0,15,False
2015-02-01,55,1,2,0,10,False
2015-02-02,83,1,3,0,13,False
2015-02-03,91,1,2,0,15,False
2015-02-04,89,1,3,1,15,False
2015-02-05,88,1,3,0,15,False
2015-02-06,79,1,3,1,16,False
2015-02-07,55,0,1,0,13,False
2015-02-08,51,0,2,0,13,False
2015-02-09,81,1,3,0,18,False
2015-02-10,91,1,2,0,14,False
2015-02-11,84,1,2,1,12,False
2015-02-12,86,1,3,0,16,False
2015-02-13,80,0,2,1,11,False
2015-02-14,56,0,2,1,11,False
2015-02-15,49,1,2,1,12,False
2015-02-16,80,1,2,1,14,False
2015-02-17,78,1,3,1,16,False
2015-02-18,84,0,3,1,12,False
2015-02-19,87,1,3,1,15,False
2015-02-20,80,0,3,0,12,False
2015-02-21,51,1,3,0,9,False
2015-02-22,59,0,2,0,12,False
2015-02-23,81,1,2,0,13,False
2015-02-24,88,1,3,0,12,False
2015-02-25,83,1,1,0,15,False
2015-02-26,83,1,2,0,15,False
2015-02-27,83,2,2,1,14,False
2015-02-28,52,0,2,1,15,False
2015-03-01,56,0,2,0,10,False
2015-03-02,87,1,1,0,14,False
2015-03-03,90,1,3,0,15,False
