date,lay,liquidate,miser,owe,recession,isPartial
2016-07-08,88,0,2,16,8,False
2016-07-09,99,0,2,15,8,False
2016-07-10,93,0,3,15,5,False
2016-07-11,77,1,4,20,7,False
2016-07-12,86,1,2,21,9,False
2016-07-13,82,1,4,16,8,False
2016-07-14,83,1,2,16,7,False
2016-07-15,75,0,3,18,6,False
2016-07-16,88,0,3,14,4,False
2016-07-17,92,0,2,16,7,False
2016-07-18,80,0,3,19,8,False
2016-07-19,82,1,2,17,6,False
2016-07-20,87,1,3,14,11,False
2016-07-21,81,1,2,18,9,False
2016-07-22,77,1,2,19,7,False
2016-07-23,87,2,3,15,4,False
2016-07-24,87,0,3,14,7,False
2016-07-25,84,1,3,14,7,False
2016-07-26,75,0,3,16,10,False
2016-07-27,77,0,3,23,10,False
2016-07-28,87,0,2,16,8,False
2016-07-29,82,1,2,18,9,False
2016-07-30,89,0,2,16,6,False
2016-07-31,88,0,3,15,8,False
2016-08-01,73,1,3,15,6,False
2016-08-02,85,1,2,17,13,False
2016-08-03,73,1,3,20,7,False
2016-08-04,81,1,3,17,8,False
2016-08-05,76,0,1,16,8,False
2016-08-06,75,0,3,12,6,False
2016-08-07,84,0,2,11,7,False
2016-08-08,72,0,1,19,9,False
2016-08-09,69,1,2,16,6,False
2016-08-10,77,1,2,15,7,False
2016-08-11,75,0,4,16,8,False
2016-08-12,72,1,2,18,7,False
2016-08-13,78,0,2,16,4,False
2016-08-14,84,1,3,10,4,False
2016-08-15,72,1,2,17,6,False
2016-08-16,81,1,3,19,5,False
2016-08-17,81,0,2,19,5,False
2016-08-18,70,1,3,17,5,False
2016-08-19,80,0,2,19,5,False
2016-08-20,74,0,1,17,4,False
2016-08-21,90,0,2,17,5,False
2016-08-22,70,1,1,20,5,False
2016-08-23,79,1,3,16,6,False
2016-08-24,76,1,2,16,8,False
2016-08-25,78,0,2,19,7,False
2016-08-26,72,0,2,17,7,False
2016-08-27,74,1,1,14,3,False
2016-08-28,90,0,3,16,5,False
2016-08-29,72,1,3,18,6,False
2016-08-30,80,1,6,19,10,False
2016-08-31,78,0,3,18,9,False
2016-09-01,74,1,3,17,9,False
2016-09-02,78,1,4,17,7,False
2016-09-03,77,0,2,10,5,False
2016-09-04,90,1,2,12,8,False
2016-09-05,82,0,3,15,8,False
2016-09-06,75,1,2,15,11,False
2016-09-07,69,0,1,18,11,False
2016-09-08,77,1,5,20,14,False
2016-09-09,75,1,3,16,8,False
2016-09-10,86,1,2,15,7,False
2016-09-11,85,0,3,14,7,False
2016-09-12,79,1,4,19,11,False
2016-09-13,80,1,3,22,10,False
2016-09-14,81,2,4,21,8,False
2016-09-15,78,1,2,15,10,False
2016-09-16,75,2,2,17,8,False
2016-09-17,85,0,3,16,5,False
2016-09-18,84,0,2,17,6,False
2016-09-19,81,0,2,19,10,False
2016-09-20,78,1,5,19,11,False
2016-09-21,84,1,3,21,12,False
2016-09-22,77,0,2,21,9,False
2016-09-23,73,1,3,17,10,False
2016-09-24,75,1,3,15,5,False
2016-09-25,84,0,1,16,10,False
2016-09-26,77,1,2,17,11,False
2016-09-27,71,2,4,22,18,False
2016-09-28,84,1,2,21,10,False
2016-09-29,78,0,3,19,11,False
2016-09-30,72,1,3,18,10,False
2016-10-01,79,1,2,15,6,False
2016-10-02,82,1,3,15,9,False
2016-10-03,75,1,3,18,11,False
2016-10-04,76,1,2,18,13,False
2016-10-05,76,0,3,17,11,False
2016-10-06,79,1,3,19,11,False
2016-10-07,75,0,3,18,10,False
2016-10-08,72,1,1,17,8,False
2016-10-09,76,1,4,13,9,False
2016-10-10,76,1,3,18,15,False
2016-10-11,74,0,3,19,13,False
2016-10-12,85,1,2,21,12,False
2016-10-13,88,2,5,21,14,False
2016-10-14,77,0,3,19,13,False
2016-10-15,84,0,2,19,7,False
2016-10-16,80,1,4,14,10,False
2016-10-17,84,2,4,22,11,False
2016-10-18,83,2,4,19,13,False
2016-10-19,77,2,5,17,11,False
2016-10-20,81,1,4,20,13,False
2016-10-21,79,1,4,19,12,False
2016-10-22,86,0,5,14,6,False
2016-10-23,78,1,3,12,8,False
2016-10-24,75,1,3,20,11,False
2016-10-25,84,0,5,22,13,False
2016-10-26,78,1,4,18,12,False
2016-10-27,81,1,4,17,12,False
2016-10-28,74,1,3,20,12,False
2016-10-29,75,1,4,12,7,False
2016-10-30,78,0,5,11,10,False
2016-10-31,65,1,4,14,12,False
2016-11-01,72,0,4,16,13,False
2016-11-02,79,2,5,17,16,False
2016-11-03,76,1,3,14,11,False
2016-11-04,77,1,4,15,11,False
2016-11-05,74,1,3,12,7,False
2016-11-06,77,1,3,14,6,False
2016-11-07,76,1,3,15,10,False
2016-11-08,63,1,4,16,12,False
2016-11-09,53,1,2,17,38,False
2016-11-10,69,1,4,22,30,False
2016-11-11,76,1,3,22,18,False
2016-11-12,76,1,6,15,11,False
2016-11-13,79,0,4,14,10,False
2016-11-14,70,1,4,21,13,False
2016-11-15,86,0,6,23,19,False
2016-11-16,74,1,4,19,15,False
2016-11-17,74,1,5,17,13,False
2016-11-18,70,1,4,17,11,False
2016-11-19,77,1,6,17,7,False
2016-11-20,78,1,5,12,7,False
2016-11-21,73,1,6,17,16,False
2016-11-22,71,1,5,19,10,False
2016-11-23,71,1,5,17,8,False
2016-11-24,64,1,7,12,7,False
2016-11-25,72,1,6,14,5,False
2016-11-26,80,1,12,10,5,False
2016-11-27,82,0,11,13,9,False
2016-11-28,75,1,7,17,13,False
2016-11-29,76,1,7,19,13,False
2016-11-30,76,1,9,15,15,False
2016-12-01,79,1,10,20,15,False
2016-12-02,74,1,13,17,14,False
2016-12-03,74,0,14,16,9,False
2016-12-04,84,1,15,16,7,False
2016-12-05,73,1,12,14,15,False
2016-12-06,85,1,9,22,16,False
2016-12-07,76,1,11,19,17,False
2016-12-08,75,2,11,19,13,False
2016-12-09,73,1,11,15,11,False
2016-12-10,73,0,12,15,9,False
2016-12-11,77,0,15,14,7,False
2016-12-12,86,1,10,16,16,False
2016-12-13,78,1,11,18,13,False
2016-12-14,77,1,10,18,15,False
2016-12-15,75,1,10,19,15,False
2016-12-16,70,2,12,14,11,False
2016-12-17,67,1,15,14,5,False
2016-12-18,69,1,12,15,5,False
2016-12-19,66,1,12,18,11,False
2016-12-20,68,1,12,18,9,False
2016-12-21,69,1,14,16,8,False
2016-12-22,75,0,13,18,8,False
2016-12-23,70,0,16,14,6,False
2016-12-24,64,0,21,13,4,False
2016-12-25,67,0,24,12,4,False
2016-12-26,69,0,12,13,5,False
2016-12-27,75,1,11,17,4,False
2016-12-28,74,0,41,18,8,False
2016-12-29,71,2,23,21,4,False
2016-12-30,76,1,8,18,6,False
2016-12-31,73,0,4,17,3,False
2017-01-01,74,1,6,14,4,False
2017-01-02,83,1,4,15,8,False
2017-01-03,77,1,3,22,8,False
2017-01-04,76,1,3,25,11,False
2017-01-05,75,1,4,24,8,False
2017-01-06,76,1,4,22,8,False
2017-01-07,77,0,3,20,3,False
2017-01-08,86,1,5,19,5,False
2017-01-09,82,1,2,26,9,False
2017-01-10,82,1,4,28,10,False
2017-01-11,76,1,3,29,12,False
2017-01-12,77,1,4,21,11,False
2017-01-13,79,1,3,25,9,False
2017-01-14,76,1,3,19,6,False
2017-01-15,83,0,4,20,8,False
2017-01-16,77,1,2,24,8,False
2017-01-17,77,1,2,24,11,False
2017-01-18,79,1,2,28,12,False
2017-01-19,83,1,4,29,9,False
2017-01-20,75,1,5,28,14,False
2017-01-21,81,1,2,26,7,False
2017-01-22,79,0,2,24,7,False
2017-01-23,83,1,2,33,10,False
2017-01-24,81,1,3,35,12,False
2017-01-25,84,1,2,37,13,False
2017-01-26,73,1,3,34,14,False
2017-01-27,80,1,2,39,10,False
2017-01-28,78,1,3,40,7,False
2017-01-29,91,0,2,32,10,False
2017-01-30,72,1,4,38,12,False
2017-01-31,78,1,4,40,10,False
2017-02-01,78,1,1,39,11,False
2017-02-02,79,1,3,34,14,False
2017-02-03,80,1,3,41,10,False
2017-02-04,81,1,2,44,6,False
2017-02-05,77,1,1,30,8,False
2017-02-06,74,1,3,36,8,False
2017-02-07,85,1,3,41,11,False
2017-02-08,75,1,3,38,13,False
2017-02-09,82,0,3,39,12,False
2017-02-10,90,1,3,32,10,False
2017-02-11,82,1,3,32,8,False
2017-02-12,82,1,4,30,8,False
2017-02-13,78,0,3,28,12,False
2017-02-14,74,1,2,31,9,False
2017-02-15,84,1,3,32,12,False
2017-02-16,82,1,4,33,11,False
2017-02-17,82,0,4,32,12,False
2017-02-18,87,1,4,38,5,False
2017-02-19,90,1,2,31,8,False
2017-02-20,81,1,3,31,12,False
2017-02-21,87,2,2,29,11,False
2017-02-22,84,1,2,33,14,False
2017-02-23,85,1,3,33,10,False
2017-02-24,86,1,2,31,12,False
2017-02-25,97,1,3,29,9,False
2017-02-26,100,1,4,26,10,False
2017-02-27,85,1,4,28,11,False
2017-02-28,92,1,3,31,14,False
2017-03-01,91,1,3,29,13,False
2017-03-02,85,2,2,31,12,False
2017-03-03,84,1,3,25,11,False
2017-03-04,82,1,4,26,5,False
2017-03-05,90,1,3,22,9,False
2017-03-06,84,1,3,26,12,False
2017-03-07,79,2,3,30,15,False
2017-03-08,77,0,3,27,13,False
2017-03-09,86,1,3,25,14,False
2017-03-10,76,1,3,25,13,False
2017-03-11,76,0,3,26,5,False
2017-03-12,77,1,3,19,9,False
2017-03-13,79,2,4,31,13,False
2017-03-14,90,2,3,27,10,False
2017-03-15,85,1,4,22,11,False
2017-03-16,86,1,4,25,12,False
2017-03-17,73,1,4,28,9,False
2017-03-18,90,0,6,25,5,False
2017-03-19,94,0,5,26,8,False
2017-03-20,80,0,3,33,11,False
2017-03-21,80,1,2,23,12,False
2017-03-22,83,1,4,27,11,False
2017-03-23,85,1,3,22,15,False
2017-03-24,81,1,3,24,12,False
2017-03-25,89,1,2,23,5,False
2017-03-26,98,1,2,23,7,False
2017-03-27,81,1,3,28,11,False
2017-03-28,95,1,3,27,13,False
2017-03-29,82,1,4,28,11,False
2017-03-30,87,1,3,27,14,False
2017-03-31,83,1,3,25,10,False
2017-04-01,90,1,3,25,7,False
2017-04-02,92,1,3,23,10,False
2017-04-03,87,1,2,24,13,False
