date,cost,crisis,deficit,depreciation,domination,isPartial
2010-04-05,97,8,2,2,1,False
2010-04-06,100,9,3,2,1,False
2010-04-07,92,12,3,2,1,False
2010-04-08,90,10,3,3,1,False
2010-04-09,84,10,3,3,1,False
2010-04-10,82,6,2,2,1,False
2010-04-11,85,8,3,3,1,False
2010-04-12,96,11,3,3,1,False
2010-04-13,100,10,2,3,1,False
2010-04-14,93,11,3,3,1,False
2010-04-15,89,11,4,2,1,False
2010-04-16,82,9,3,1,2,False
2010-04-17,79,7,2,1,2,False
2010-04-18,83,8,2,1,1,False
2010-04-19,94,12,3,1,1,False
2010-04-20,93,10,3,2,0,False
2010-04-21,97,12,3,1,1,False
2010-04-22,93,11,3,2,1,False
2010-04-23,85,9,2,1,1,False
2010-04-24,80,8,2,1,1,False
2010-04-25,84,11,2,1,1,False
2010-04-26,92,10,3,1,1,False
2010-04-27,89,11,3,1,1,False
2010-04-28,88,13,3,2,1,False
2010-04-29,90,13,3,2,1,False
2010-04-30,87,13,2,1,1,False
2010-05-01,75,7,2,0,1,False
2010-05-02,86,11,3,1,1,False
2010-05-03,93,13,2,1,1,False
2010-05-04,93,14,3,2,1,False
2010-05-05,93,13,4,2,1,False
2010-05-06,91,16,3,2,1,False
2010-05-07,86,13,3,1,1,False
2010-05-08,70,9,2,1,1,False
2010-05-09,74,11,3,1,1,False
2010-05-10,89,13,3,2,1,False
2010-05-11,85,12,2,2,1,False
2010-05-12,89,13,3,2,1,False
2010-05-13,90,10,3,1,1,False
2010-05-14,83,10,2,1,1,False
2010-05-15,74,8,2,1,1,False
2010-05-16,84,8,2,1,1,False
2010-05-17,88,11,2,1,1,False
2010-05-18,89,10,2,1,1,False
2010-05-19,87,11,2,1,1,False
2010-05-20,83,11,3,2,1,False
2010-05-21,85,9,3,1,1,False
2010-05-22,73,7,1,1,1,False
2010-05-23,82,7,2,0,1,False
2010-05-24,91,10,3,2,1,False
2010-05-25,89,10,2,2,1,False
2010-05-26,87,9,2,1,1,False
2010-05-27,81,11,2,1,1,False
2010-05-28,75,7,2,1,1,False
2010-05-29,72,6,2,1,1,False
2010-05-30,78,8,2,1,1,False
2010-05-31,83,9,2,1,1,False
2010-06-01,89,9,2,1,1,False
2010-06-02,89,9,2,1,1,False
2010-06-03,82,9,2,1,1,False
2010-06-04,79,8,2,1,1,False
2010-06-05,75,8,1,1,1,False
2010-06-06,84,8,2,0,1,False
2010-06-07,91,8,3,2,1,False
2010-06-08,96,9,2,1,1,False
2010-06-09,90,8,2,2,2,False
2010-06-10,84,9,2,1,1,False
2010-06-11,78,6,2,1,1,False
2010-06-12,79,6,2,1,1,False
2010-06-13,82,7,2,0,1,False
2010-06-14,84,8,2,1,1,False
2010-06-15,89,7,2,1,1,False
2010-06-16,88,8,2,2,1,False
2010-06-17,86,9,1,1,1,False
2010-06-18,77,5,2,1,1,False
2010-06-19,78,6,2,1,1,False
2010-06-20,78,7,2,1,1,False
2010-06-21,86,6,1,1,1,False
2010-06-22,89,7,2,2,1,False
2010-06-23,85,6,2,2,1,False
2010-06-24,80,7,2,1,1,False
2010-06-25,84,6,1,2,1,False
2010-06-26,73,6,1,1,1,False
2010-06-27,82,5,2,1,1,False
2010-06-28,94,7,2,1,1,False
2010-06-29,84,6,1,1,1,False
2010-06-30,84,6,2,2,1,False
2010-07-01,80,7,2,1,1,False
2010-07-02,75,6,2,1,1,False
2010-07-03,70,5,2,0,1,False
2010-07-04,72,6,2,0,1,False
2010-07-05,80,5,2,1,1,False
2010-07-06,82,5,2,1,1,False
2010-07-07,87,6,2,2,1,False
2010-07-08,88,5,2,1,1,False
2010-07-09,80,5,1,1,1,False
2010-07-10,80,5,1,1,2,False
2010-07-11,77,5,2,1,1,False
2010-07-12,87,6,2,1,1,False
2010-07-13,85,6,2,1,1,False
2010-07-14,87,5,2,1,1,False
2010-07-15,86,6,2,1,1,False
2010-07-16,83,6,2,1,1,False
2010-07-17,81,5,1,1,1,False
2010-07-18,80,5,2,1,1,False
2010-07-19,89,6,2,1,1,False
2010-07-20,94,6,3,1,1,False
2010-07-21,88,5,2,2,1,False
2010-07-22,83,6,2,1,1,False
2010-07-23,82,6,2,1,1,False
2010-07-24,76,5,2,0,1,False
2010-07-25,85,5,2,1,1,False
2010-07-26,92,7,2,2,1,False
2010-07-27,89,7,2,1,1,False
2010-07-28,91,6,3,1,0,False
2010-07-29,82,5,1,2,1,False
2010-07-30,84,5,1,1,1,False
2010-07-31,76,5,2,0,1,False
2010-08-01,82,5,2,1,1,False
2010-08-02,89,6,1,1,1,False
2010-08-03,90,6,2,1,1,False
2010-08-04,82,5,2,1,1,False
2010-08-05,79,5,2,1,1,False
2010-08-06,81,5,2,1,1,False
2010-08-07,82,5,1,1,1,False
2010-08-08,83,5,2,0,2,False
2010-08-09,91,7,2,1,1,False
2010-08-10,90,5,1,1,1,False
2010-08-11,86,6,2,2,1,False
2010-08-12,84,5,2,1,1,False
2010-08-13,78,6,2,1,1,False
2010-08-14,80,5,2,0,1,False
2010-08-15,82,4,1,0,1,False
2010-08-16,87,5,2,1,1,False
2010-08-17,86,5,2,1,1,False
2010-08-18,83,6,2,1,1,False
2010-08-19,84,5,2,1,1,False
2010-08-20,78,5,2,1,1,False
2010-08-21,75,3,2,1,1,False
2010-08-22,76,5,1,0,1,False
2010-08-23,82,6,2,1,1,False
2010-08-24,87,6,2,1,1,False
2010-08-25,82,7,2,1,1,False
2010-08-26,82,6,2,1,1,False
2010-08-27,77,5,1,1,1,False
2010-08-28,71,5,1,1,1,False
2010-08-29,78,5,1,1,1,False
2010-08-30,80,6,2,1,1,False
2010-08-31,84,6,2,1,1,False
2010-09-01,81,6,2,1,1,False
2010-09-02,81,7,2,1,1,False
2010-09-03,80,4,2,1,1,False
2010-09-04,68,4,1,1,1,False
2010-09-05,78,5,1,1,1,False
2010-09-06,76,5,2,1,1,False
2010-09-07,83,6,2,2,1,False
2010-09-08,84,7,2,1,1,False
2010-09-09,82,7,3,2,1,False
2010-09-10,75,6,2,1,1,False
2010-09-11,68,4,2,1,1,False
2010-09-12,69,6,2,1,2,False
2010-09-13,84,6,2,2,1,False
2010-09-14,83,7,2,1,1,False
2010-09-15,80,6,3,1,1,False
2010-09-16,83,8,2,2,1,False
2010-09-17,79,6,2,1,1,False
2010-09-18,75,6,1,1,1,False
2010-09-19,73,5,2,1,1,False
2010-09-20,84,8,2,2,1,False
2010-09-21,81,7,2,1,0,False
2010-09-22,83,7,2,2,1,False
2010-09-23,84,7,3,1,1,False
2010-09-24,82,7,2,2,1,False
2010-09-25,70,6,1,1,1,False
2010-09-26,73,6,2,1,1,False
2010-09-27,81,8,3,2,1,False
2010-09-28,82,7,3,2,1,False
2010-09-29,83,8,3,2,1,False
2010-09-30,81,8,3,2,1,False
