date,cost,crisis,deficit,depreciation,domination,isPartial
2012-05-06,86,6,1,1,1,False
2012-05-07,95,8,2,1,1,False
2012-05-08,92,8,2,1,1,False
2012-05-09,94,8,2,2,1,False
2012-05-10,93,8,2,2,1,False
2012-05-11,84,6,2,1,1,False
2012-05-12,85,4,1,1,1,False
2012-05-13,85,5,2,1,1,False
2012-05-14,94,7,2,1,1,False
2012-05-15,93,7,2,1,1,False
2012-05-16,93,7,2,1,1,False
2012-05-17,95,7,2,1,1,False
2012-05-18,87,8,1,1,0,False
2012-05-19,85,5,1,1,1,False
2012-05-20,88,6,1,1,1,False
2012-05-21,98,7,1,1,1,False
2012-05-22,94,7,2,1,1,False
2012-05-23,94,7,2,1,1,False
2012-05-24,90,7,2,1,1,False
2012-05-25,86,6,2,1,1,False
2012-05-26,87,5,1,1,1,False
2012-05-27,90,4,1,0,1,False
2012-05-28,92,6,1,1,1,False
2012-05-29,99,6,2,1,1,False
2012-05-30,98,7,2,1,1,False
2012-05-31,94,7,2,1,1,False
2012-06-01,86,6,1,1,1,False
2012-06-02,84,5,1,1,1,False
2012-06-03,90,5,1,1,1,False
2012-06-04,94,6,1,1,1,False
2012-06-05,95,6,2,1,1,False
2012-06-06,92,6,1,1,1,False
2012-06-07,94,6,2,1,1,False
2012-06-08,88,5,2,1,1,False
2012-06-09,87,5,1,0,1,False
2012-06-10,90,4,1,1,1,False
2012-06-11,96,5,1,1,1,False
2012-06-12,94,5,1,1,1,False
2012-06-13,92,6,1,1,1,False
2012-06-14,91,6,1,1,1,False
2012-06-15,90,5,1,1,1,False
2012-06-16,88,4,1,1,1,False
2012-06-17,90,5,1,1,1,False
2012-06-18,96,6,1,1,1,False
2012-06-19,95,5,1,1,1,False
2012-06-20,93,5,2,1,1,False
2012-06-21,98,5,2,1,1,False
2012-06-22,90,4,1,1,1,False
2012-06-23,89,4,1,0,1,False
2012-06-24,91,6,1,1,1,False
2012-06-25,97,4,1,1,1,False
2012-06-26,95,5,2,1,1,False
2012-06-27,94,4,1,1,1,False
2012-06-28,96,5,2,1,1,False
2012-06-29,92,5,1,1,1,False
2012-06-30,90,4,1,0,1,False
2012-07-01,95,4,1,0,1,False
2012-07-02,99,4,1,1,1,False
2012-07-03,93,5,1,1,1,False
2012-07-04,86,4,1,1,1,False
2012-07-05,97,5,1,1,1,False
2012-07-06,93,5,1,1,1,False
2012-07-07,92,4,1,1,1,False
2012-07-08,99,5,1,1,1,False
2012-07-09,100,5,1,1,1,False
2012-07-10,96,5,2,1,1,False
2012-07-11,95,5,2,1,1,False
2012-07-12,97,5,1,1,1,False
2012-07-13,93,4,1,1,1,False
2012-07-14,91,4,1,1,1,False
2012-07-15,93,4,1,1,1,False
2012-07-16,100,4,1,1,1,False
2012-07-17,97,4,1,1,1,False
2012-07-18,97,5,1,1,1,False
2012-07-19,94,4,1,1,1,False
2012-07-20,88,4,1,1,1,False
2012-07-21,89,3,1,1,1,False
2012-07-22,96,5,1,1,1,False
2012-07-23,97,5,1,1,1,False
2012-07-24,96,5,1,1,1,False
2012-07-25,98,5,1,1,1,False
2012-07-26,95,5,1,1,1,False
2012-07-27,89,4,1,1,1,False
2012-07-28,95,4,1,0,1,False
2012-07-29,95,4,1,1,1,False
2012-07-30,96,5,1,1,1,False
2012-07-31,93,4,1,1,1,False
2012-08-01,95,5,1,1,1,False
2012-08-02,95,4,1,1,1,False
2012-08-03,89,5,1,1,1,False
2012-08-04,90,4,1,0,1,False
2012-08-05,95,3,1,1,1,False
2012-08-06,96,4,2,1,1,False
2012-08-07,93,4,1,1,1,False
2012-08-08,94,4,1,1,1,False
2012-08-09,94,4,1,1,1,False
2012-08-10,86,4,1,1,1,False
2012-08-11,88,4,1,1,1,False
2012-08-12,91,4,2,0,1,False
2012-08-13,96,4,2,1,1,False
2012-08-14,95,5,2,1,1,False
2012-08-15,92,4,2,1,1,False
2012-08-16,92,5,2,1,1,False
2012-08-17,93,5,2,1,1,False
2012-08-18,89,4,1,0,1,False
2012-08-19,88,3,1,1,1,False
2012-08-20,95,5,1,1,1,False
2012-08-21,91,5,2,1,1,False
2012-08-22,91,5,2,1,1,False
2012-08-23,90,4,2,1,1,False
2012-08-24,87,4,1,1,1,False
2012-08-25,88,5,1,0,1,False
2012-08-26,90,5,1,1,1,False
2012-08-27,91,4,2,1,1,False
2012-08-28,90,5,2,1,1,False
2012-08-29,92,6,2,1,1,False
2012-08-30,88,5,3,1,1,False
2012-08-31,88,4,2,1,1,False
2012-09-01,84,4,2,1,1,False
2012-09-02,89,4,1,1,1,False
2012-09-03,93,6,2,1,1,False
2012-09-04,92,6,2,1,1,False
2012-09-05,92,5,4,1,1,False
2012-09-06,91,6,4,1,1,False
2012-09-07,84,5,4,1,1,False
2012-09-08,84,4,2,1,1,False
2012-09-09,88,5,2,1,1,False
2012-09-10,92,6,2,2,1,False
2012-09-11,90,6,2,1,1,False
2012-09-12,97,6,2,2,1,False
2012-09-13,97,6,2,1,1,False
2012-09-14,90,6,2,1,1,False
2012-09-15,84,4,1,1,1,False
2012-09-16,87,4,1,1,1,False
2012-09-17,96,6,2,1,1,False
2012-09-18,92,5,2,1,1,False
2012-09-19,92,6,2,2,1,False
2012-09-20,91,5,2,1,1,False
2012-09-21,89,5,2,1,1,False
2012-09-22,87,4,1,1,1,False
2012-09-23,88,4,1,1,1,False
2012-09-24,97,6,2,2,1,False
2012-09-25,93,6,2,2,1,False
2012-09-26,94,7,2,1,1,False
2012-09-27,89,6,2,1,1,False
2012-09-28,85,5,2,1,1,False
2012-09-29,85,5,2,1,1,False
2012-09-30,91,5,2,1,1,False
2012-10-01,94,6,3,2,1,False
2012-10-02,94,6,2,1,1,False
2012-10-03,91,6,3,1,1,False
2012-10-04,86,7,10,1,1,False
2012-10-05,87,5,4,1,1,False
2012-10-06,79,5,2,1,1,False
2012-10-07,86,5,3,1,1,False
2012-10-08,89,6,3,1,1,False
2012-10-09,91,6,3,2,1,False
2012-10-10,89,6,2,2,1,False
2012-10-11,84,6,3,2,1,False
2012-10-12,82,6,3,1,1,False
2012-10-13,81,6,2,1,1,False
2012-10-14,85,8,2,1,1,False
2012-10-15,91,8,3,2,1,False
2012-10-16,89,8,4,1,1,False
2012-10-17,87,6,7,1,1,False
2012-10-18,86,7,3,1,1,False
2012-10-19,84,6,3,1,1,False
2012-10-20,78,5,2,1,1,False
2012-10-21,83,6,2,1,1,False
2012-10-22,90,8,3,1,1,False
2012-10-23,86,7,3,1,1,False
2012-10-24,89,8,3,1,1,False
2012-10-25,88,7,3,2,1,False
2012-10-26,80,6,3,1,1,False
2012-10-27,78,5,2,1,1,False
2012-10-28,74,6,2,1,1,False
2012-10-29,82,12,2,1,1,False
2012-10-30,83,9,2,1,1,False
2012-10-31,81,6,2,1,1,False
2012-11-01,83,7,2,1,1,False
2012-11-02,84,6,3,1,1,False
2012-11-03,77,6,2,1,1,False
2012-11-04,85,7,2,1,1,False
2012-11-05,87,7,4,1,1,False
2012-11-06,83,7,4,1,1,False
2012-11-07,79,7,7,2,1,False
2012-11-08,88,7,4,2,1,False
2012-11-09,84,6,4,1,1,False
2012-11-10,77,5,2,1,1,False
2012-11-11,84,5,2,1,1,False
2012-11-12,93,7,2,2,1,False
2012-11-13,89,8,3,2,1,False
2012-11-14,93,8,3,2,1,False
2012-11-15,91,7,3,2,1,False
2012-11-16,88,7,2,1,1,False
2012-11-17,84,4,2,1,1,False
2012-11-18,80,6,2,1,1,False
2012-11-19,90,6,2,1,1,False
2012-11-20,90,7,2,1,1,False
2012-11-21,77,5,2,1,1,False
2012-11-22,69,4,2,1,0,False
2012-11-23,73,4,1,1,1,False
2012-11-24,79,4,1,1,1,False
2012-11-25,85,5,2,1,1,False
2012-11-26,85,7,2,1,1,False
2012-11-27,91,8,3,2,1,False
2012-11-28,92,7,2,1,1,False
2012-11-29,90,8,2,2,1,False
2012-11-30,87,5,2,2,1,False
2012-12-01,79,5,2,1,1,False
2012-12-02,85,6,2,1,1,False
2012-12-03,94,7,2,2,1,False
2012-12-04,93,7,3,2,1,False
2012-12-05,90,7,3,1,1,False
2012-12-06,89,8,2,2,1,False
2012-12-07,86,6,2,1,1,False
2012-12-08,81,4,1,1,1,False
2012-12-09,81,5,1,1,1,False
2012-12-10,90,7,2,2,1,False
2012-12-11,89,7,2,2,1,False
2012-12-12,90,7,2,2,1,False
2012-12-13,85,6,2,2,1,False
2012-12-14,78,5,2,1,1,False
2012-12-15,75,5,1,1,1,False
2012-12-16,76,4,1,1,1,False
2012-12-17,81,6,2,1,1,False
2012-12-18,80,6,2,1,1,False
2012-12-19,81,6,2,1,1,False
2012-12-20,78,5,1,1,1,False
2012-12-21,72,4,1,1,1,False
2012-12-22,76,3,1,0,1,False
2012-12-23,72,3,1,1,2,False
2012-12-24,66,3,1,0,1,False
2012-12-25,64,3,1,0,1,False
2012-12-26,82,3,1,1,1,False
2012-12-27,86,4,1,1,1,False
2012-12-28,87,4,1,1,1,False
2012-12-29,83,3,1,1,1,False
2012-12-30,85,4,1,0,1,False
2012-12-31,78,4,1,1,1,False
2013-01-01,77,4,2,1,1,False
2013-01-02,90,5,2,1,1,False
2013-01-03,91,6,2,1,1,False
2013-01-04,92,7,2,1,1,False
2013-01-05,88,5,1,1,1,False
2013-01-06,86,5,1,1,1,False
2013-01-07,94,5,2,1,1,False
2013-01-08,90,5,2,1,1,False
2013-01-09,92,6,1,1,1,False
2013-01-10,95,6,1,1,1,False
2013-01-11,91,6,1,1,1,False
2013-01-12,83,4,1,1,1,False
2013-01-13,86,5,1,1,1,False
2013-01-14,91,6,2,1,1,False
2013-01-15,88,7,2,1,1,False
2013-01-16,87,8,3,1,1,False
2013-01-17,91,8,2,1,1,False
2013-01-18,90,7,2,1,1,False
2013-01-19,88,5,1,1,1,False
2013-01-20,87,6,1,1,1,False
2013-01-21,95,6,2,1,1,False
2013-01-22,95,6,2,2,1,False
2013-01-23,94,6,2,2,1,False
2013-01-24,88,6,2,2,1,False
2013-01-25,86,5,1,1,1,False
2013-01-26,88,4,1,1,1,False
2013-01-27,92,5,1,1,1,False
2013-01-28,96,5,2,2,1,False
2013-01-29,94,6,2,2,1,False
2013-01-30,94,6,1,2,1,False
