date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2017-03-19,5,0,0,0,83,False
2017-03-20,6,2,0,1,86,False
2017-03-21,9,1,0,1,93,False
2017-03-22,9,1,0,0,87,False
2017-03-23,8,1,0,1,81,False
2017-03-24,7,2,0,1,85,False
2017-03-25,4,1,0,0,84,False
2017-03-26,5,0,0,0,88,False
2017-03-27,6,1,0,0,86,False
2017-03-28,7,1,0,0,85,False
2017-03-29,7,0,0,0,79,False
2017-03-30,7,2,0,1,80,False
2017-03-31,6,1,0,1,83,False
2017-04-01,6,0,0,0,82,False
2017-04-02,5,1,0,0,87,False
2017-04-03,6,1,0,1,82,False
2017-04-04,7,2,0,0,90,False
2017-04-05,9,1,0,1,88,False
2017-04-06,6,1,0,1,85,False
2017-04-07,7,1,0,1,76,False
2017-04-08,4,1,0,0,89,False
2017-04-09,4,1,0,1,79,False
2017-04-10,5,1,0,0,77,False
2017-04-11,5,1,0,1,80,False
2017-04-12,6,1,0,1,75,False
2017-04-13,5,1,0,0,73,False
2017-04-14,5,1,0,0,69,False
2017-04-15,4,0,0,0,75,False
2017-04-16,3,1,0,0,75,False
2017-04-17,6,0,0,1,74,False
2017-04-18,6,0,0,0,76,False
2017-04-19,6,0,0,1,74,False
2017-04-20,7,0,0,0,78,False
2017-04-21,6,1,0,0,78,False
2017-04-22,6,0,0,1,82,False
2017-04-23,3,1,0,0,71,False
2017-04-24,6,1,0,1,81,False
2017-04-25,7,1,0,0,71,False
2017-04-26,7,1,0,1,78,False
2017-04-27,7,1,0,1,74,False
2017-04-28,5,2,0,0,82,False
2017-04-29,4,1,0,0,75,False
2017-04-30,5,0,0,0,86,False
2017-05-01,8,1,0,1,76,False
2017-05-02,7,1,0,0,70,False
2017-05-03,6,1,0,1,82,False
2017-05-04,8,1,0,0,73,False
2017-05-05,7,1,0,0,63,False
2017-05-06,3,0,0,0,79,False
2017-05-07,2,0,0,0,76,False
2017-05-08,5,1,0,0,74,False
2017-05-09,6,2,0,0,74,False
2017-05-10,6,1,0,0,70,False
2017-05-11,6,2,0,0,75,False
2017-05-12,6,1,0,0,76,False
2017-05-13,4,0,0,0,76,False
2017-05-14,5,0,0,0,77,False
2017-05-15,7,2,0,0,70,False
2017-05-16,6,0,0,0,74,False
2017-05-17,7,1,0,0,66,False
2017-05-18,6,1,0,0,67,False
2017-05-19,5,0,0,1,75,False
2017-05-20,4,0,0,1,70,False
2017-05-21,4,1,0,1,77,False
2017-05-22,7,1,1,0,68,False
2017-05-23,6,1,0,0,70,False
2017-05-24,10,1,0,0,71,False
2017-05-25,4,0,0,0,64,False
2017-05-26,4,1,0,0,77,False
2017-05-27,4,0,0,0,77,False
2017-05-28,3,0,0,1,69,False
2017-05-29,4,0,0,1,78,False
2017-05-30,5,1,0,0,76,False
2017-05-31,5,1,0,0,74,False
2017-06-01,5,0,0,0,77,False
2017-06-02,3,1,0,0,77,False
2017-06-03,4,1,0,0,79,False
2017-06-04,4,0,0,1,78,False
2017-06-05,6,0,0,0,74,False
2017-06-06,5,1,0,0,73,False
2017-06-07,6,1,0,1,83,False
2017-06-08,5,0,0,0,77,False
2017-06-09,5,1,0,0,79,False
2017-06-10,3,1,0,1,79,False
2017-06-11,3,1,0,1,75,False
2017-06-12,6,0,0,0,73,False
2017-06-13,3,1,0,0,94,False
2017-06-14,5,1,0,0,79,False
2017-06-15,5,1,0,0,84,False
2017-06-16,3,1,0,0,77,False
2017-06-17,2,1,0,0,87,False
2017-06-18,3,1,0,0,83,False
2017-06-19,6,0,0,0,75,False
2017-06-20,4,1,0,0,85,False
2017-06-21,3,0,0,0,80,False
2017-06-22,4,0,0,1,81,False
2017-06-23,4,1,0,0,86,False
2017-06-24,4,1,0,1,83,False
2017-06-25,3,1,0,0,81,False
2017-06-26,6,0,0,1,81,False
2017-06-27,3,0,0,0,78,False
2017-06-28,4,0,0,0,81,False
2017-06-29,5,0,0,0,74,False
2017-06-30,4,1,1,0,81,False
2017-07-01,3,1,0,0,87,False
2017-07-02,3,0,0,0,92,False
2017-07-03,4,1,0,0,80,False
2017-07-04,4,1,0,0,78,False
2017-07-05,4,1,0,0,83,False
2017-07-06,4,0,0,1,80,False
2017-07-07,7,1,0,0,100,False
2017-07-08,4,0,0,1,86,False
2017-07-09,4,2,0,0,82,False
2017-07-10,5,0,0,0,81,False
2017-07-11,4,0,0,0,85,False
2017-07-12,3,0,0,0,83,False
2017-07-13,3,0,0,1,78,False
2017-07-14,4,0,0,0,81,False
2017-07-15,4,0,0,0,81,False
2017-07-16,4,1,0,0,80,False
2017-07-17,3,1,0,0,79,False
2017-07-18,3,0,0,0,71,False
2017-07-19,3,0,0,0,81,False
2017-07-20,5,1,0,1,79,False
2017-07-21,5,0,0,0,78,False
2017-07-22,3,1,0,0,82,False
2017-07-23,2,1,0,0,86,False
2017-07-24,4,1,0,0,83,False
2017-07-25,5,0,0,1,83,False
2017-07-26,4,0,0,1,83,False
2017-07-27,5,1,0,0,88,False
2017-07-28,2,1,0,0,81,False
2017-07-29,4,0,0,0,86,False
2017-07-30,7,1,0,1,79,False
2017-07-31,4,0,0,0,80,False
2017-08-01,5,0,0,1,81,False
2017-08-02,5,1,1,1,77,False
2017-08-03,4,0,0,0,80,False
2017-08-04,4,0,0,0,76,False
2017-08-05,3,0,0,0,75,False
2017-08-06,4,0,0,1,82,False
2017-08-07,4,1,0,0,68,False
2017-08-08,5,1,0,0,76,False
2017-08-09,4,1,0,0,77,False
2017-08-10,4,1,0,1,74,False
2017-08-11,4,0,0,0,72,False
2017-08-12,2,0,0,0,73,False
2017-08-13,6,1,0,0,68,False
2017-08-14,3,0,0,0,67,False
2017-08-15,6,1,0,0,77,False
2017-08-16,5,2,0,0,77,False
2017-08-17,4,0,0,1,75,False
2017-08-18,4,1,0,0,73,False
2017-08-19,3,0,0,0,80,False
2017-08-20,5,0,0,0,70,False
2017-08-21,6,1,0,0,63,False
2017-08-22,6,2,0,0,72,False
2017-08-23,7,0,0,0,78,False
2017-08-24,7,1,0,0,78,False
2017-08-25,6,1,0,0,70,False
