date,expense,expensive,fine,ghetto,intervention,isPartial
2008-03-04,14,20,80,21,30,False
2008-03-05,13,19,80,18,20,False
2008-03-06,11,23,82,23,14,False
2008-03-07,12,21,93,21,18,False
2008-03-08,12,27,96,23,13,False
2008-03-09,10,26,83,29,16,False
2008-03-10,13,22,72,16,18,False
2008-03-11,10,22,77,25,22,False
2008-03-12,12,22,81,27,22,False
2008-03-13,16,24,85,29,16,False
2008-03-14,11,26,73,26,16,False
2008-03-15,10,23,89,23,8,False
2008-03-16,11,23,80,26,13,False
2008-03-17,19,25,78,17,23,False
2008-03-18,16,26,83,24,31,False
2008-03-19,10,24,77,23,24,False
2008-03-20,12,23,85,25,18,False
2008-03-21,8,20,80,21,11,False
2008-03-22,9,23,88,23,14,False
2008-03-23,13,31,83,26,8,False
2008-03-24,17,25,78,17,18,False
2008-03-25,16,24,78,23,25,False
2008-03-26,13,25,77,23,25,False
2008-03-27,14,27,72,23,18,False
2008-03-28,15,25,80,27,13,False
2008-03-29,10,24,77,24,14,False
2008-03-30,12,27,97,34,18,False
2008-03-31,17,22,92,18,21,False
2008-04-01,14,24,75,25,22,False
2008-04-02,16,20,73,21,19,False
2008-04-03,15,23,84,25,22,False
2008-04-04,12,25,82,23,15,False
2008-04-05,11,19,92,30,11,False
2008-04-06,14,26,78,23,14,False
2008-04-07,16,28,82,20,20,False
2008-04-08,11,29,89,20,24,False
2008-04-09,17,21,85,28,21,False
2008-04-10,12,21,75,22,14,False
2008-04-11,15,23,87,26,19,False
2008-04-12,12,18,80,29,15,False
2008-04-13,13,31,86,27,16,False
2008-04-14,16,23,79,23,19,False
2008-04-15,16,22,76,22,27,False
2008-04-16,12,20,81,22,19,False
2008-04-17,11,28,83,22,20,False
2008-04-18,9,20,74,27,14,False
2008-04-19,4,29,82,35,17,False
2008-04-20,9,29,81,29,13,False
2008-04-21,13,22,76,25,23,False
2008-04-22,13,28,74,25,22,False
2008-04-23,15,29,69,25,19,False
2008-04-24,18,26,79,22,17,False
2008-04-25,11,27,71,28,21,False
2008-04-26,6,22,74,33,17,False
2008-04-27,6,22,78,29,11,False
2008-04-28,13,23,74,22,22,False
2008-04-29,10,26,74,20,26,False
2008-04-30,13,21,76,24,19,False
2008-05-01,11,29,71,21,18,False
2008-05-02,11,24,70,26,15,False
2008-05-03,6,25,81,27,11,False
2008-05-04,4,25,72,31,14,False
2008-05-05,9,18,75,25,20,False
2008-05-06,11,28,70,23,21,False
2008-05-07,10,26,87,22,17,False
2008-05-08,9,23,78,25,16,False
2008-05-09,9,26,82,19,14,False
2008-05-10,6,18,88,32,7,False
2008-05-11,5,22,86,27,12,False
2008-05-12,10,26,76,26,21,False
2008-05-13,9,29,75,29,18,False
2008-05-14,8,27,78,24,17,False
2008-05-15,9,25,65,27,15,False
2008-05-16,12,28,69,26,14,False
2008-05-17,8,22,81,24,12,False
2008-05-18,6,33,80,27,12,False
2008-05-19,12,26,77,20,14,False
2008-05-20,10,30,81,23,22,False
2008-05-21,9,21,73,27,16,False
2008-05-22,6,27,76,18,12,False
2008-05-23,9,28,78,23,16,False
2008-05-24,5,23,88,30,12,False
2008-05-25,6,34,72,26,7,False
2008-05-26,5,27,71,28,13,False
2008-05-27,9,24,76,22,17,False
2008-05-28,11,30,73,19,15,False
2008-05-29,10,25,79,25,15,False
2008-05-30,9,28,74,26,12,False
2008-05-31,7,26,78,24,11,False
2008-06-01,6,28,84,21,9,False
2008-06-02,11,25,72,17,13,False
2008-06-03,11,26,69,21,20,False
2008-06-04,11,26,80,22,14,False
2008-06-05,11,24,72,25,15,False
2008-06-06,10,24,76,28,14,False
2008-06-07,7,24,75,26,10,False
2008-06-08,7,27,74,33,20,False
2008-06-09,8,26,78,23,21,False
2008-06-10,10,23,64,18,21,False
2008-06-11,9,24,81,16,15,False
2008-06-12,10,28,72,18,13,False
2008-06-13,11,28,85,16,11,False
2008-06-14,10,33,72,28,14,False
2008-06-15,7,25,70,26,17,False
2008-06-16,10,26,73,17,22,False
2008-06-17,11,20,70,20,30,False
2008-06-18,14,23,87,21,20,False
2008-06-19,10,31,76,20,18,False
2008-06-20,10,27,78,22,14,False
2008-06-21,5,31,78,24,13,False
2008-06-22,6,31,77,24,15,False
2008-06-23,11,24,70,26,22,False
2008-06-24,9,23,72,16,23,False
2008-06-25,9,22,71,19,18,False
2008-06-26,6,23,74,19,14,False
2008-06-27,8,25,71,15,16,False
2008-06-28,7,21,75,23,12,False
2008-06-29,7,27,71,22,9,False
2008-06-30,13,26,76,22,19,False
2008-07-01,7,21,72,25,25,False
2008-07-02,9,23,71,23,17,False
2008-07-03,12,28,72,25,12,False
2008-07-04,5,21,70,22,8,False
2008-07-05,5,20,87,18,12,False
2008-07-06,5,30,100,29,13,False
2008-07-07,10,21,79,22,17,False
2008-07-08,10,24,73,19,22,False
2008-07-09,11,27,77,22,14,False
2008-07-10,11,23,87,15,15,False
2008-07-11,10,26,79,17,14,False
2008-07-12,5,21,73,26,6,False
2008-07-13,6,30,88,17,35,False
2008-07-14,10,23,78,16,25,False
2008-07-15,11,21,76,25,28,False
2008-07-16,9,24,69,20,22,False
2008-07-17,13,27,74,24,15,False
2008-07-18,9,27,74,21,14,False
2008-07-19,6,22,70,26,12,False
2008-07-20,8,35,79,25,19,False
2008-07-21,11,25,76,21,28,False
2008-07-22,11,23,75,15,27,False
2008-07-23,10,23,73,18,19,False
2008-07-24,7,27,70,15,15,False
2008-07-25,11,26,71,18,13,False
