date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2008-03-04,2,5,0,70,7,False
2008-03-05,5,4,0,62,5,False
2008-03-06,6,4,0,82,7,False
2008-03-07,3,3,0,59,2,False
2008-03-08,2,2,5,42,2,False
2008-03-09,5,3,0,43,6,False
2008-03-10,4,4,1,61,4,False
2008-03-11,5,4,0,60,5,False
2008-03-12,2,2,1,62,11,False
2008-03-13,2,4,0,59,3,False
2008-03-14,4,7,2,68,5,False
2008-03-15,5,12,2,40,5,False
2008-03-16,0,8,0,53,7,False
2008-03-17,3,7,0,62,7,False
2008-03-18,1,7,0,61,8,False
2008-03-19,1,7,0,80,5,False
2008-03-20,2,7,0,62,6,False
2008-03-21,0,6,1,66,6,False
2008-03-22,0,2,0,61,4,False
2008-03-23,0,0,0,40,2,False
2008-03-24,1,4,5,64,5,False
2008-03-25,2,7,0,76,4,False
2008-03-26,4,0,0,70,5,False
2008-03-27,2,2,0,100,4,False
2008-03-28,1,1,0,53,3,False
2008-03-29,5,2,0,45,14,False
2008-03-30,0,2,0,48,3,False
2008-03-31,2,7,0,74,4,False
2008-04-01,2,10,1,70,7,False
2008-04-02,3,4,2,69,6,False
2008-04-03,1,3,1,84,5,False
2008-04-04,3,6,0,64,11,False
2008-04-05,5,7,2,44,11,False
2008-04-06,2,8,0,34,6,False
2008-04-07,3,5,0,69,7,False
2008-04-08,3,5,2,81,16,False
2008-04-09,2,4,0,81,9,False
2008-04-10,1,2,0,81,3,False
2008-04-11,1,5,2,66,6,False
2008-04-12,3,8,0,32,6,False
2008-04-13,5,6,0,46,2,False
2008-04-14,3,5,0,64,12,False
2008-04-15,0,5,0,79,8,False
2008-04-16,0,5,1,68,10,False
2008-04-17,1,8,1,60,4,False
2008-04-18,5,2,1,67,4,False
2008-04-19,3,3,0,47,9,False
2008-04-20,3,0,0,41,8,False
2008-04-21,2,10,0,68,6,False
2008-04-22,0,1,0,56,7,False
2008-04-23,3,2,1,55,3,False
2008-04-24,1,5,1,74,3,False
2008-04-25,3,5,1,69,6,False
2008-04-26,2,5,3,44,7,False
2008-04-27,0,3,2,49,13,False
2008-04-28,3,2,0,68,7,False
2008-04-29,1,7,0,53,4,False
2008-04-30,1,9,0,45,11,False
2008-05-01,2,4,1,57,9,False
2008-05-02,0,2,0,43,2,False
2008-05-03,0,2,0,38,8,False
2008-05-04,2,7,2,53,3,False
2008-05-05,4,4,0,81,10,False
2008-05-06,3,5,0,72,4,False
2008-05-07,0,3,0,62,15,False
2008-05-08,3,5,0,55,14,False
2008-05-09,2,0,0,55,13,False
2008-05-10,2,5,0,22,7,False
2008-05-11,5,2,0,38,3,False
2008-05-12,1,2,0,58,2,False
2008-05-13,3,9,1,66,15,False
2008-05-14,1,3,0,59,6,False
2008-05-15,1,4,0,59,8,False
2008-05-16,0,2,0,39,9,False
2008-05-17,2,2,0,63,7,False
2008-05-18,0,7,5,39,5,False
2008-05-19,1,3,0,86,10,False
2008-05-20,2,0,0,68,14,False
2008-05-21,3,6,1,68,9,False
2008-05-22,0,5,0,52,8,False
2008-05-23,0,4,2,54,2,False
2008-05-24,0,4,0,47,4,False
2008-05-25,0,8,0,37,2,False
2008-05-26,2,3,0,42,11,False
2008-05-27,1,3,0,69,5,False
2008-05-28,0,3,1,68,3,False
2008-05-29,1,3,0,55,7,False
2008-05-30,1,4,1,59,6,False
2008-05-31,2,8,0,62,5,False
2008-06-01,2,3,2,49,5,False
2008-06-02,0,8,1,83,9,False
2008-06-03,2,7,0,83,1,False
2008-06-04,0,3,0,70,8,False
2008-06-05,0,1,3,61,4,False
2008-06-06,0,2,0,55,7,False
2008-06-07,2,9,0,54,2,False
2008-06-08,3,7,0,33,5,False
2008-06-09,1,6,0,67,12,False
2008-06-10,1,4,0,80,4,False
2008-06-11,0,3,0,90,8,False
2008-06-12,5,0,0,79,3,False
2008-06-13,0,2,1,59,6,False
2008-06-14,0,5,0,43,4,False
2008-06-15,2,4,2,41,7,False
2008-06-16,2,7,0,56,1,False
2008-06-17,0,11,0,73,8,False
2008-06-18,0,3,0,79,8,False
2008-06-19,2,2,0,71,11,False
2008-06-20,1,6,0,55,6,False
2008-06-21,2,7,2,45,11,False
2008-06-22,2,2,2,39,2,False
2008-06-23,0,7,0,62,7,False
2008-06-24,1,5,0,72,5,False
2008-06-25,1,6,0,63,7,False
2008-06-26,0,6,1,46,3,False
2008-06-27,0,6,0,47,5,False
2008-06-28,2,5,2,35,9,False
