date,contribution,cooperative,donate,donation,economize,isPartial
2013-09-26,42,46,46,65,0,False
2013-09-27,45,31,46,56,0,False
2013-09-28,22,17,43,61,0,False
2013-09-29,29,19,37,49,0,False
2013-09-30,48,35,46,73,0,False
2013-10-01,46,35,52,69,0,False
2013-10-02,45,38,46,55,1,False
2013-10-03,53,39,52,65,1,False
2013-10-04,47,38,42,58,0,False
2013-10-05,26,20,46,52,0,False
2013-10-06,27,18,42,47,0,False
2013-10-07,50,41,47,67,0,False
2013-10-08,44,34,39,71,0,False
2013-10-09,50,36,54,65,0,False
2013-10-10,44,35,46,66,0,False
2013-10-11,47,32,45,63,0,False
2013-10-12,25,24,39,56,0,False
2013-10-13,27,19,44,57,0,False
2013-10-14,48,35,44,58,0,False
2013-10-15,56,37,52,70,0,False
2013-10-16,48,31,51,65,0,False
2013-10-17,50,33,52,65,0,False
2013-10-18,44,31,47,67,0,False
2013-10-19,27,17,45,56,0,False
2013-10-20,33,17,44,47,0,False
2013-10-21,53,35,48,66,1,False
2013-10-22,53,37,47,65,0,False
2013-10-23,55,31,47,69,0,False
2013-10-24,50,36,42,68,0,False
2013-10-25,44,32,41,57,0,False
2013-10-26,28,20,42,52,0,False
2013-10-27,30,18,41,47,0,False
2013-10-28,52,31,47,68,0,False
2013-10-29,61,41,49,66,1,False
2013-10-30,52,30,42,63,0,False
2013-10-31,64,32,42,58,0,False
2013-11-01,59,31,50,54,0,False
2013-11-02,29,20,49,65,0,False
2013-11-03,30,20,44,58,0,False
2013-11-04,55,34,58,77,1,False
2013-11-05,56,37,55,65,0,False
2013-11-06,54,39,53,69,0,False
2013-11-07,44,33,51,66,0,False
2013-11-08,53,31,47,64,0,False
2013-11-09,27,21,56,61,0,False
2013-11-10,24,22,61,63,0,False
2013-11-11,44,34,91,90,1,False
2013-11-12,56,33,87,93,0,False
2013-11-13,58,37,90,99,0,False
2013-11-14,56,32,83,100,0,False
2013-11-15,54,37,71,96,0,False
2013-11-16,29,22,61,79,0,False
2013-11-17,31,17,59,65,0,False
2013-11-18,50,40,74,85,0,False
2013-11-19,58,29,70,86,0,False
2013-11-20,49,31,69,86,1,False
2013-11-21,53,34,57,76,0,False
2013-11-22,51,29,58,80,0,False
2013-11-23,27,22,42,56,0,False
2013-11-24,25,18,51,64,0,False
2013-11-25,45,34,61,83,0,False
2013-11-26,49,35,56,74,0,False
2013-11-27,41,27,54,60,0,False
2013-11-28,18,13,39,35,0,False
2013-11-29,25,18,42,50,0,False
2013-11-30,26,20,50,63,0,False
2013-12-01,32,14,57,52,0,False
2013-12-02,51,36,57,70,0,False
2013-12-03,65,32,58,71,0,False
2013-12-04,54,31,64,70,0,False
2013-12-05,58,30,52,73,0,False
2013-12-06,49,29,58,67,0,False
2013-12-07,36,21,41,59,0,False
2013-12-08,29,16,48,54,0,False
2013-12-09,59,36,49,74,0,False
2013-12-10,51,32,54,68,0,False
2013-12-11,60,34,52,79,0,False
2013-12-12,63,33,53,70,0,False
2013-12-13,54,28,45,72,0,False
2013-12-14,30,16,43,64,0,False
2013-12-15,29,16,48,53,0,False
2013-12-16,59,35,61,74,0,False
2013-12-17,63,37,57,74,0,False
2013-12-18,65,30,54,75,0,False
2013-12-19,60,26,55,67,0,False
2013-12-20,55,25,45,63,0,False
2013-12-21,36,19,57,63,0,False
2013-12-22,25,20,46,59,0,False
2013-12-23,46,30,54,58,0,False
2013-12-24,37,19,48,58,0,False
2013-12-25,16,6,37,40,0,False
2013-12-26,51,31,49,52,0,False
2013-12-27,59,22,52,64,0,False
2013-12-28,35,17,59,71,0,False
2013-12-29,28,14,54,63,0,False
2013-12-30,74,29,58,92,0,False
2013-12-31,69,25,59,89,0,False
2014-01-01,43,17,43,53,0,False
