date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2009-07-25,0,2,39,47,9,False
2009-07-26,0,0,46,72,12,False
2009-07-27,0,4,81,56,8,False
2009-07-28,0,1,74,51,6,False
2009-07-29,0,2,77,53,9,False
2009-07-30,0,3,73,49,10,False
2009-07-31,0,1,74,39,13,False
2009-08-01,1,0,31,57,12,False
2009-08-02,1,1,41,69,11,False
2009-08-03,0,1,83,56,10,False
2009-08-04,1,1,75,61,6,False
2009-08-05,0,1,75,51,10,False
2009-08-06,1,2,71,52,5,False
2009-08-07,0,4,70,39,14,False
2009-08-08,0,2,34,49,9,False
2009-08-09,0,0,48,68,8,False
2009-08-10,0,2,68,64,5,False
2009-08-11,0,2,78,46,11,False
2009-08-12,0,2,85,47,6,False
2009-08-13,0,4,82,52,8,False
2009-08-14,0,1,58,49,11,False
2009-08-15,0,1,32,53,15,False
2009-08-16,0,2,27,72,11,False
2009-08-17,1,1,70,56,9,False
2009-08-18,1,3,81,58,10,False
2009-08-19,0,1,71,48,9,False
2009-08-20,0,0,80,51,7,False
2009-08-21,0,1,61,50,5,False
2009-08-22,0,0,39,46,10,False
2009-08-23,0,0,38,71,13,False
2009-08-24,0,0,71,60,7,False
2009-08-25,0,3,83,50,7,False
2009-08-26,1,3,75,64,7,False
2009-08-27,1,2,60,61,9,False
2009-08-28,0,2,69,56,8,False
2009-08-29,1,2,42,42,11,False
2009-08-30,0,3,39,73,12,False
2009-08-31,0,3,68,56,14,False
2009-09-01,0,1,69,65,8,False
2009-09-02,0,3,76,62,10,False
2009-09-03,0,2,74,55,10,False
2009-09-04,0,2,76,54,7,False
2009-09-05,2,0,38,46,13,False
2009-09-06,0,5,39,78,12,False
2009-09-07,0,1,51,51,8,False
2009-09-08,0,5,73,57,4,False
2009-09-09,0,3,79,48,9,False
2009-09-10,0,2,77,54,6,False
2009-09-11,0,3,80,46,7,False
2009-09-12,0,1,35,47,10,False
2009-09-13,1,1,46,75,13,False
2009-09-14,1,3,72,60,9,False
2009-09-15,0,3,69,56,9,False
2009-09-16,0,3,86,63,13,False
2009-09-17,0,3,82,60,12,False
2009-09-18,0,0,64,60,5,False
2009-09-19,0,3,48,44,11,False
2009-09-20,0,3,44,77,12,False
2009-09-21,0,4,77,69,12,False
2009-09-22,0,1,76,66,8,False
2009-09-23,0,2,79,56,9,False
2009-09-24,0,3,70,67,10,False
2009-09-25,0,4,77,63,13,False
2009-09-26,0,1,32,43,13,False
2009-09-27,0,0,35,75,11,False
2009-09-28,1,4,82,56,9,False
2009-09-29,0,2,89,63,8,False
2009-09-30,0,3,69,69,13,False
2009-10-01,0,2,73,60,11,False
2009-10-02,0,2,72,55,8,False
2009-10-03,0,1,39,54,10,False
2009-10-04,1,1,38,57,12,False
2009-10-05,0,0,76,72,13,False
2009-10-06,0,2,80,62,5,False
2009-10-07,1,4,81,63,9,False
2009-10-08,0,1,79,56,6,False
2009-10-09,0,1,61,59,9,False
2009-10-10,0,1,45,53,9,False
2009-10-11,0,4,47,69,12,False
2009-10-12,0,1,85,74,9,False
2009-10-13,0,2,87,64,9,False
2009-10-14,0,1,80,61,8,False
2009-10-15,0,3,75,57,7,False
2009-10-16,0,2,72,56,7,False
2009-10-17,0,1,41,51,7,False
2009-10-18,0,1,37,77,13,False
2009-10-19,0,1,74,58,10,False
2009-10-20,1,1,78,67,14,False
2009-10-21,0,3,79,66,7,False
2009-10-22,0,2,79,57,7,False
2009-10-23,0,1,67,64,6,False
