date,luxury,meritorious,nobility,nobleman,partner,isPartial
2016-07-08,67,1,1,0,42,False
2016-07-09,76,0,1,0,38,False
2016-07-10,82,0,2,0,41,False
2016-07-11,70,1,1,0,44,False
2016-07-12,69,1,1,0,52,False
2016-07-13,71,0,1,0,46,False
2016-07-14,68,1,2,0,48,False
2016-07-15,75,1,1,0,42,False
2016-07-16,74,0,1,0,37,False
2016-07-17,82,0,1,0,35,False
2016-07-18,73,1,1,0,44,False
2016-07-19,73,1,0,0,45,False
2016-07-20,67,1,1,0,48,False
2016-07-21,68,0,1,0,45,False
2016-07-22,74,1,1,0,49,False
2016-07-23,77,0,1,0,36,False
2016-07-24,80,0,1,0,39,False
2016-07-25,78,0,1,0,49,False
2016-07-26,70,1,1,0,54,False
2016-07-27,75,0,1,0,47,False
2016-07-28,72,1,1,0,49,False
2016-07-29,77,1,1,0,46,False
2016-07-30,78,1,1,0,34,False
2016-07-31,84,0,1,0,38,False
2016-08-01,78,0,0,0,46,False
2016-08-02,73,1,1,0,46,False
2016-08-03,71,1,1,0,48,False
2016-08-04,73,1,1,0,48,False
2016-08-05,68,1,1,0,43,False
2016-08-06,71,0,2,0,41,False
2016-08-07,75,0,1,0,50,False
2016-08-08,69,0,0,0,46,False
2016-08-09,69,1,0,0,50,False
2016-08-10,63,0,1,0,43,False
2016-08-11,64,0,1,0,48,False
2016-08-12,66,1,1,0,45,False
2016-08-13,69,1,1,0,42,False
2016-08-14,81,0,1,0,36,False
2016-08-15,72,1,1,0,44,False
2016-08-16,70,0,1,0,48,False
2016-08-17,63,0,0,0,43,False
2016-08-18,64,1,1,0,45,False
2016-08-19,65,0,1,0,41,False
2016-08-20,75,0,1,0,37,False
2016-08-21,73,1,1,0,38,False
2016-08-22,72,1,1,0,45,False
2016-08-23,63,0,1,0,44,False
2016-08-24,61,1,1,0,48,False
2016-08-25,59,1,1,0,47,False
2016-08-26,63,1,1,0,40,False
2016-08-27,74,0,2,0,38,False
2016-08-28,74,0,1,0,35,False
2016-08-29,61,1,1,0,42,False
2016-08-30,65,1,2,0,52,False
2016-08-31,63,1,1,0,47,False
2016-09-01,59,1,2,0,47,False
2016-09-02,66,0,1,1,39,False
2016-09-03,71,0,1,1,39,False
2016-09-04,79,0,2,0,34,False
2016-09-05,81,0,2,0,38,False
2016-09-06,67,1,2,0,49,False
2016-09-07,61,1,2,1,50,False
2016-09-08,59,0,2,1,47,False
2016-09-09,60,1,1,0,45,False
2016-09-10,69,1,1,0,37,False
2016-09-11,70,0,2,0,33,False
2016-09-12,62,1,2,0,46,False
2016-09-13,68,1,2,1,54,False
2016-09-14,70,2,1,1,48,False
2016-09-15,59,1,2,1,49,False
2016-09-16,64,1,2,0,42,False
2016-09-17,72,0,1,0,34,False
2016-09-18,78,0,2,0,36,False
2016-09-19,67,1,2,0,47,False
2016-09-20,59,1,1,0,49,False
2016-09-21,60,1,2,0,50,False
2016-09-22,59,0,2,1,45,False
2016-09-23,63,1,1,0,45,False
2016-09-24,65,0,1,0,44,False
2016-09-25,73,0,1,0,38,False
2016-09-26,64,1,2,1,47,False
2016-09-27,55,1,2,0,46,False
2016-09-28,59,0,2,0,47,False
2016-09-29,60,1,2,1,42,False
2016-09-30,64,1,2,0,41,False
2016-10-01,66,0,2,0,38,False
2016-10-02,70,0,2,0,37,False
2016-10-03,68,1,2,0,44,False
2016-10-04,59,1,2,1,46,False
2016-10-05,59,1,3,1,40,False
2016-10-06,58,1,2,1,42,False
2016-10-07,60,1,1,0,41,False
2016-10-08,64,0,1,0,32,False
2016-10-09,72,0,2,1,34,False
2016-10-10,74,0,2,0,46,False
2016-10-11,65,1,2,1,48,False
2016-10-12,68,1,2,1,44,False
2016-10-13,65,0,2,0,48,False
