date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2007-06-24,0,7,19,0,0,False
2007-06-25,0,9,13,0,4,False
2007-06-26,1,17,17,0,3,False
2007-06-27,0,7,24,0,0,False
2007-06-28,0,19,12,0,4,False
2007-06-29,0,13,17,0,8,False
2007-06-30,0,7,28,0,5,False
2007-07-01,0,5,23,0,5,False
2007-07-02,0,10,10,0,1,False
2007-07-03,1,24,24,0,4,False
2007-07-04,0,6,17,0,4,False
2007-07-05,0,8,19,0,8,False
2007-07-06,0,12,23,0,8,False
2007-07-07,0,0,13,0,4,False
2007-07-08,0,7,24,0,4,False
2007-07-09,0,14,24,0,7,False
2007-07-10,0,18,22,0,7,False
2007-07-11,0,7,18,0,3,False
2007-07-12,0,7,16,0,3,False
2007-07-13,0,14,11,0,6,False
2007-07-14,0,0,13,0,2,False
2007-07-15,0,2,43,0,2,False
2007-07-16,0,11,20,0,7,False
2007-07-17,1,4,27,0,0,False
2007-07-18,0,6,17,0,4,False
2007-07-19,0,9,29,0,9,False
2007-07-20,0,9,20,0,0,False
2007-07-21,0,4,25,0,4,False
2007-07-22,0,2,35,0,5,False
2007-07-23,0,10,32,0,6,False
2007-07-24,0,10,19,0,4,False
2007-07-25,0,14,14,0,3,False
2007-07-26,0,7,16,0,3,False
2007-07-27,0,15,22,0,7,False
2007-07-28,0,4,22,0,0,False
2007-07-29,0,4,68,0,4,False
2007-07-30,0,10,39,0,8,False
2007-07-31,0,14,19,0,10,False
2007-08-01,0,10,17,0,7,False
2007-08-02,0,12,26,0,7,False
2007-08-03,0,11,20,0,8,False
2007-08-04,0,0,22,0,4,False
2007-08-05,0,7,31,0,7,False
2007-08-06,0,8,18,0,6,False
2007-08-07,0,7,22,0,3,False
2007-08-08,0,15,35,0,3,False
2007-08-09,0,8,23,0,4,False
2007-08-10,0,9,16,0,10,False
2007-08-11,0,7,15,0,2,False
2007-08-12,2,0,20,0,2,False
2007-08-13,0,10,17,0,1,False
2007-08-14,0,11,20,0,3,False
2007-08-15,0,8,22,0,1,False
2007-08-16,0,16,27,0,3,False
2007-08-17,0,12,25,0,1,False
2007-08-18,0,2,19,0,2,False
2007-08-19,0,2,43,0,2,False
2007-08-20,1,7,25,0,3,False
2007-08-21,0,13,24,0,5,False
2007-08-22,0,11,18,0,8,False
2007-08-23,0,18,30,0,10,False
2007-08-24,0,6,16,0,4,False
2007-08-25,0,4,35,0,10,False
2007-08-26,0,0,35,0,2,False
2007-08-27,0,12,24,0,11,False
2007-08-28,0,11,13,0,5,False
2007-08-29,0,8,11,1,4,False
2007-08-30,0,21,23,0,3,False
2007-08-31,0,7,27,0,1,False
2007-09-01,0,4,19,0,2,False
2007-09-02,0,0,34,0,4,False
2007-09-03,0,6,25,0,4,False
2007-09-04,0,8,18,0,1,False
2007-09-05,0,13,17,0,10,False
2007-09-06,0,13,15,0,3,False
2007-09-07,1,4,16,0,4,False
2007-09-08,0,0,67,0,8,False
2007-09-09,0,2,55,0,0,False
2007-09-10,0,10,33,0,5,False
2007-09-11,0,13,30,0,4,False
2007-09-12,0,13,31,0,6,False
2007-09-13,0,9,31,0,5,False
2007-09-14,0,14,25,0,3,False
2007-09-15,4,14,33,0,4,False
2007-09-16,0,4,18,0,6,False
2007-09-17,0,14,29,0,6,False
2007-09-18,1,10,26,0,9,False
2007-09-19,1,10,17,0,8,False
2007-09-20,0,12,14,0,5,False
2007-09-21,1,11,23,0,3,False
2007-09-22,0,0,17,0,8,False
2007-09-23,0,11,23,0,2,False
2007-09-24,0,16,18,0,9,False
2007-09-25,0,14,13,0,3,False
2007-09-26,0,14,16,1,8,False
2007-09-27,0,16,22,0,12,False
2007-09-28,1,16,18,0,5,False
2007-09-29,0,4,28,0,0,False
2007-09-30,2,8,21,0,2,False
2007-10-01,1,11,19,0,5,False
2007-10-02,0,16,19,0,5,False
2007-10-03,0,20,22,0,8,False
2007-10-04,1,14,20,0,5,False
2007-10-05,3,12,27,0,4,False
2007-10-06,0,8,22,0,12,False
2007-10-07,0,10,35,0,2,False
2007-10-08,0,22,19,0,6,False
2007-10-09,0,15,16,0,1,False
2007-10-10,1,16,22,0,4,False
2007-10-11,1,14,27,0,5,False
2007-10-12,0,7,12,0,3,False
2007-10-13,4,2,26,0,6,False
2007-10-14,0,6,47,0,2,False
2007-10-15,0,21,30,0,6,False
2007-10-16,0,21,29,0,6,False
2007-10-17,0,11,22,0,5,False
2007-10-18,0,19,26,0,5,False
2007-10-19,0,11,17,0,4,False
2007-10-20,4,6,19,0,4,False
2007-10-21,0,8,25,0,0,False
2007-10-22,0,11,26,0,7,False
2007-10-23,1,21,26,0,8,False
2007-10-24,0,17,30,0,6,False
2007-10-25,0,25,28,0,4,False
2007-10-26,0,11,23,0,3,False
2007-10-27,0,9,43,0,6,False
2007-10-28,0,11,100,0,2,False
2007-10-29,0,16,32,0,7,False
2007-10-30,0,17,27,0,6,False
2007-10-31,0,17,26,0,6,False
2007-11-01,0,23,17,0,8,False
2007-11-02,0,24,24,0,5,False
2007-11-03,0,8,36,0,2,False
2007-11-04,0,11,33,0,2,False
2007-11-05,1,24,13,0,4,False
2007-11-06,0,14,29,0,5,False
2007-11-07,1,6,9,2,5,False
2007-11-08,0,6,17,0,9,False
2007-11-09,0,25,14,0,6,False
2007-11-10,0,2,39,0,7,False
2007-11-11,0,0,26,0,7,False
2007-11-12,0,24,16,0,5,False
2007-11-13,0,17,17,0,11,False
2007-11-14,0,18,20,0,2,False
2007-11-15,0,18,15,0,5,False
2007-11-16,0,20,10,0,6,False
2007-11-17,0,13,13,0,7,False
2007-11-18,2,13,34,0,2,False
2007-11-19,0,19,15,0,4,False
2007-11-20,0,14,21,0,6,False
2007-11-21,0,11,16,0,7,False
2007-11-22,0,6,17,0,2,False
2007-11-23,0,9,19,0,3,False
2007-11-24,0,6,20,0,7,False
2007-11-25,0,7,27,0,4,False
2007-11-26,0,22,23,0,5,False
2007-11-27,0,20,14,0,7,False
2007-11-28,1,17,14,0,6,False
2007-11-29,0,9,21,0,5,False
2007-11-30,0,15,24,0,2,False
2007-12-01,2,7,25,0,3,False
2007-12-02,0,3,29,0,3,False
2007-12-03,0,8,26,0,6,False
2007-12-04,0,20,14,0,10,False
2007-12-05,0,14,14,0,6,False
2007-12-06,0,19,19,0,1,False
2007-12-07,0,17,16,0,5,False
2007-12-08,0,3,34,0,7,False
2007-12-09,0,7,33,0,3,False
2007-12-10,1,20,16,0,1,False
2007-12-11,1,25,11,0,13,False
2007-12-12,0,20,14,0,8,False
2007-12-13,0,23,21,0,1,False
2007-12-14,0,19,17,0,2,False
2007-12-15,0,5,10,0,5,False
2007-12-16,0,5,19,0,2,False
2007-12-17,1,18,17,0,2,False
2007-12-18,0,12,13,0,7,False
2007-12-19,0,16,16,0,4,False
2007-12-20,0,14,26,0,6,False
2007-12-21,0,13,21,0,7,False
2007-12-22,0,0,24,0,2,False
2007-12-23,0,2,17,0,6,False
2007-12-24,0,2,27,0,2,False
2007-12-25,0,5,12,0,2,False
2007-12-26,0,8,16,0,8,False
2007-12-27,0,4,14,0,7,False
2007-12-28,0,10,20,0,4,False
2007-12-29,0,2,13,0,2,False
2007-12-30,0,12,29,0,2,False
2007-12-31,0,3,27,0,6,False
2008-01-01,0,10,27,0,4,False
2008-01-02,0,14,21,0,4,False
2008-01-03,1,6,25,1,10,False
2008-01-04,1,13,16,0,4,False
2008-01-05,2,12,19,0,3,False
2008-01-06,0,10,24,0,0,False
2008-01-07,0,12,13,0,8,False
2008-01-08,0,9,22,0,7,False
2008-01-09,0,16,7,0,8,False
2008-01-10,0,19,14,0,7,False
2008-01-11,1,11,24,0,1,False
2008-01-12,2,8,27,0,10,False
2008-01-13,0,5,24,0,3,False
2008-01-14,0,12,16,0,3,False
2008-01-15,0,18,22,0,1,False
2008-01-16,1,21,17,0,6,False
2008-01-17,3,13,13,0,2,False
2008-01-18,0,12,20,0,5,False
2008-01-19,0,7,27,0,5,False
2008-01-20,0,5,36,0,3,False
2008-01-21,0,9,53,0,7,False
2008-01-22,0,25,23,0,11,False
2008-01-23,0,21,18,0,3,False
2008-01-24,1,15,24,0,9,False
2008-01-25,0,20,14,0,9,False
2008-01-26,0,2,30,0,2,False
2008-01-27,0,6,45,0,5,False
2008-01-28,0,17,21,0,6,False
2008-01-29,0,17,23,0,2,False
2008-01-30,0,21,21,0,8,False
2008-01-31,0,15,14,0,3,False
2008-02-01,0,19,20,0,8,False
2008-02-02,0,8,20,0,7,False
2008-02-03,0,10,30,0,7,False
2008-02-04,0,14,22,0,7,False
2008-02-05,0,7,12,0,5,False
2008-02-06,1,8,17,0,7,False
2008-02-07,0,11,19,0,3,False
2008-02-08,0,15,13,0,7,False
2008-02-09,2,11,42,0,6,False
2008-02-10,0,7,21,0,3,False
2008-02-11,0,26,24,0,9,False
2008-02-12,0,24,8,0,3,False
2008-02-13,0,18,18,0,6,False
2008-02-14,0,13,15,0,6,False
2008-02-15,0,16,21,0,6,False
2008-02-16,0,5,18,0,10,False
2008-02-17,0,7,20,0,5,False
2008-02-18,1,11,19,0,10,False
2008-02-19,0,13,15,0,6,False
2008-02-20,0,19,16,0,11,False
2008-02-21,0,13,14,0,5,False
2008-02-22,0,11,18,0,6,False
2008-02-23,0,11,22,0,8,False
2008-02-24,0,8,26,0,10,False
2008-02-25,0,17,29,0,7,False
2008-02-26,0,18,26,0,6,False
2008-02-27,1,17,27,0,8,False
2008-02-28,0,15,13,0,3,False
2008-02-29,0,13,20,0,5,False
2008-03-01,0,5,26,0,5,False
2008-03-02,0,8,45,0,0,False
2008-03-03,0,14,29,0,6,False
2008-03-04,0,18,28,0,10,False
2008-03-05,0,20,14,0,7,False
2008-03-06,0,10,17,0,8,False
2008-03-07,0,19,24,0,8,False
2008-03-08,0,3,24,0,3,False
2008-03-09,0,3,24,0,7,False
2008-03-10,1,18,16,0,6,False
2008-03-11,0,22,12,0,6,False
2008-03-12,0,20,20,0,6,False
2008-03-13,0,8,17,0,6,False
2008-03-14,1,17,24,0,6,False
2008-03-15,0,3,49,0,5,False
2008-03-16,0,2,25,0,7,False
2008-03-17,0,12,20,0,3,False
2008-03-18,0,18,26,0,6,False
2008-03-19,0,9,19,0,6,False
