date,gain,generosity,gift,gold,guide,isPartial
2008-11-13,7,0,27,41,65,False
2008-11-14,6,0,29,40,64,False
2008-11-15,5,0,29,43,82,False
2008-11-16,6,0,31,40,89,False
2008-11-17,7,0,31,41,70,False
2008-11-18,6,0,32,40,68,False
2008-11-19,6,0,35,41,65,False
2008-11-20,5,0,34,43,66,False
2008-11-21,7,0,31,45,61,False
2008-11-22,6,0,35,43,85,False
2008-11-23,6,0,33,44,83,False
2008-11-24,6,0,36,45,71,False
2008-11-25,6,0,40,44,69,False
2008-11-26,5,0,35,42,69,False
2008-11-27,4,0,31,42,86,False
2008-11-28,4,0,38,44,85,False
2008-11-29,5,0,44,49,87,False
2008-11-30,5,0,49,42,88,False
2008-12-01,5,0,47,45,71,False
2008-12-02,6,0,49,45,73,False
2008-12-03,6,0,49,45,66,False
2008-12-04,5,0,50,43,69,False
2008-12-05,6,0,51,43,70,False
2008-12-06,5,0,53,44,81,False
2008-12-07,5,0,60,44,84,False
2008-12-08,6,0,58,46,72,False
2008-12-09,6,0,58,41,69,False
2008-12-10,7,0,60,39,67,False
2008-12-11,6,0,61,44,69,False
2008-12-12,5,0,62,47,65,False
2008-12-13,6,0,66,45,80,False
2008-12-14,6,0,70,49,86,False
2008-12-15,5,0,75,44,70,False
2008-12-16,5,0,73,44,68,False
2008-12-17,5,0,79,42,73,False
2008-12-18,6,0,77,44,69,False
2008-12-19,4,0,74,46,70,False
2008-12-20,4,0,71,44,84,False
2008-12-21,6,0,68,44,92,False
2008-12-22,4,0,73,44,74,False
2008-12-23,5,0,77,43,74,False
2008-12-24,5,0,72,41,77,False
2008-12-25,5,0,53,45,93,False
2008-12-26,5,0,38,42,87,False
2008-12-27,5,0,31,49,91,False
2008-12-28,5,0,25,46,94,False
2008-12-29,7,0,27,41,82,False
2008-12-30,6,0,23,43,81,False
2008-12-31,6,0,22,45,85,False
2009-01-01,6,0,18,44,100,False
2009-01-02,6,0,21,43,87,False
2009-01-03,6,0,22,46,92,False
2009-01-04,6,0,21,45,95,False
2009-01-05,6,0,19,39,81,False
2009-01-06,7,0,18,40,76,False
2009-01-07,6,0,18,41,73,False
2009-01-08,6,0,18,39,73,False
2009-01-09,5,0,17,40,71,False
2009-01-10,5,0,18,43,88,False
2009-01-11,6,0,17,40,94,False
2009-01-12,6,0,19,37,72,False
2009-01-13,6,0,18,39,75,False
2009-01-14,7,0,18,38,73,False
2009-01-15,6,0,18,39,71,False
2009-01-16,6,0,18,40,74,False
2009-01-17,5,0,16,41,91,False
2009-01-18,6,0,17,43,99,False
2009-01-19,7,0,18,39,88,False
2009-01-20,6,0,19,37,75,False
2009-01-21,7,0,18,38,73,False
2009-01-22,6,0,18,39,73,False
2009-01-23,6,0,18,40,71,False
2009-01-24,5,0,18,43,86,False
2009-01-25,6,0,19,43,92,False
2009-01-26,6,0,20,44,76,False
2009-01-27,7,0,18,40,72,False
2009-01-28,9,0,17,42,73,False
2009-01-29,9,0,18,42,72,False
2009-01-30,8,0,16,41,69,False
2009-01-31,8,0,19,44,85,False
2009-02-01,9,0,18,45,92,False
2009-02-02,9,0,20,45,70,False
2009-02-03,7,0,20,44,73,False
2009-02-04,8,0,19,43,72,False
2009-02-05,7,0,19,43,67,False
2009-02-06,8,0,19,44,67,False
2009-02-07,6,0,21,48,88,False
2009-02-08,8,0,22,44,90,False
2009-02-09,6,0,25,44,70,False
2009-02-10,6,0,24,45,71,False
2009-02-11,7,0,24,44,71,False
2009-02-12,7,0,26,43,65,False
2009-02-13,6,0,24,43,68,False
2009-02-14,6,0,22,41,82,False
2009-02-15,6,0,16,47,84,False
2009-02-16,5,0,16,44,80,False
2009-02-17,6,0,14,49,72,False
2009-02-18,7,0,13,51,72,False
2009-02-19,6,0,15,46,73,False
2009-02-20,6,0,15,52,66,False
2009-02-21,6,0,15,49,83,False
2009-02-22,6,0,16,50,94,False
2009-02-23,6,0,16,50,75,False
2009-02-24,6,0,15,47,74,False
2009-02-25,7,0,15,46,73,False
2009-02-26,7,0,15,45,72,False
2009-02-27,5,0,17,46,67,False
2009-02-28,6,0,17,47,85,False
2009-03-01,6,0,16,43,91,False
2009-03-02,7,0,15,46,74,False
