date,luxury,meritorious,nobility,nobleman,partner,isPartial
2011-08-26,21,0,0,0,12,False
2011-08-27,22,0,1,0,10,False
2011-08-28,22,0,1,0,12,False
2011-08-29,20,0,0,0,14,False
2011-08-30,24,0,0,0,17,False
2011-08-31,24,0,0,0,15,False
2011-09-01,21,0,0,0,15,False
2011-09-02,21,0,0,0,14,False
2011-09-03,22,0,0,0,10,False
2011-09-04,24,0,0,0,11,False
2011-09-05,24,0,1,0,12,False
2011-09-06,24,0,0,0,16,False
2011-09-07,24,0,1,0,16,False
2011-09-08,20,0,0,0,16,False
2011-09-09,19,0,1,0,14,False
2011-09-10,23,0,1,0,12,False
2011-09-11,21,0,1,0,13,False
2011-09-12,21,0,1,0,16,False
2011-09-13,22,0,1,0,15,False
2011-09-14,21,0,0,0,13,False
2011-09-15,23,0,1,0,14,False
2011-09-16,21,1,0,0,13,False
2011-09-17,22,0,1,0,12,False
2011-09-18,21,0,0,0,9,False
2011-09-19,21,0,1,0,14,False
2011-09-20,19,0,1,0,16,False
2011-09-21,22,0,1,0,17,False
2011-09-22,21,0,0,0,13,False
2011-09-23,19,0,0,0,14,False
2011-09-24,20,0,1,0,9,False
2011-09-25,21,0,1,0,12,False
2011-09-26,23,0,1,0,15,False
2011-09-27,22,0,1,0,17,False
2011-09-28,20,0,1,0,15,False
2011-09-29,21,0,0,0,16,False
2011-09-30,21,0,0,0,16,False
2011-10-01,22,0,0,0,11,False
2011-10-02,20,0,1,0,10,False
2011-10-03,21,0,1,0,14,False
2011-10-04,19,0,0,0,16,False
2011-10-05,20,0,1,0,16,False
2011-10-06,19,1,1,0,16,False
2011-10-07,19,0,0,0,15,False
2011-10-08,21,0,0,0,12,False
2011-10-09,21,0,1,1,11,False
2011-10-10,22,0,1,1,16,False
2011-10-11,24,0,1,0,17,False
2011-10-12,21,1,1,0,14,False
2011-10-13,21,1,1,0,16,False
2011-10-14,20,0,1,0,14,False
2011-10-15,21,0,1,0,11,False
2011-10-16,23,0,0,1,10,False
2011-10-17,20,0,0,0,14,False
2011-10-18,20,0,1,0,15,False
2011-10-19,21,0,1,0,14,False
2011-10-20,24,1,0,0,13,False
2011-10-21,21,0,1,0,14,False
2011-10-22,20,0,1,0,11,False
2011-10-23,24,0,1,0,11,False
2011-10-24,21,0,1,0,14,False
2011-10-25,21,0,1,0,16,False
2011-10-26,21,0,0,0,16,False
2011-10-27,20,0,1,0,13,False
2011-10-28,20,0,0,0,13,False
2011-10-29,21,0,1,0,9,False
2011-10-30,20,0,1,0,10,False
2011-10-31,19,0,1,0,13,False
2011-11-01,18,1,0,0,15,False
2011-11-02,18,0,1,0,16,False
2011-11-03,20,1,1,0,14,False
2011-11-04,23,0,1,0,14,False
2011-11-05,21,1,0,0,11,False
2011-11-06,25,0,1,0,10,False
2011-11-07,22,0,0,0,15,False
2011-11-08,19,1,0,0,17,False
2011-11-09,21,1,0,0,15,False
2011-11-10,21,0,1,0,15,False
2011-11-11,17,0,1,0,12,False
2011-11-12,20,0,0,0,11,False
2011-11-13,24,0,0,0,12,False
2011-11-14,21,0,1,0,13,False
2011-11-15,21,0,1,0,15,False
2011-11-16,20,0,1,0,16,False
2011-11-17,20,1,1,0,15,False
2011-11-18,18,0,0,0,13,False
2011-11-19,21,0,1,0,9,False
2011-11-20,22,0,1,0,10,False
2011-11-21,22,0,1,1,14,False
2011-11-22,21,0,1,1,15,False
2011-11-23,17,0,1,0,13,False
2011-11-24,16,0,0,0,9,False
2011-11-25,18,0,0,0,11,False
2011-11-26,21,0,1,0,11,False
2011-11-27,22,0,0,0,11,False
2011-11-28,22,0,1,0,14,False
2011-11-29,21,0,1,0,13,False
2011-11-30,18,0,1,0,14,False
2011-12-01,20,0,1,0,13,False
2011-12-02,20,0,1,0,13,False
2011-12-03,24,0,0,0,12,False
2011-12-04,21,0,0,0,11,False
2011-12-05,24,0,0,0,13,False
2011-12-06,20,0,0,0,15,False
2011-12-07,21,0,0,0,13,False
2011-12-08,21,0,1,0,14,False
2011-12-09,21,0,1,0,13,False
2011-12-10,22,0,1,0,9,False
2011-12-11,23,0,0,0,11,False
2011-12-12,19,0,1,0,12,False
2011-12-13,21,0,0,0,12,False
2011-12-14,22,0,1,0,12,False
2011-12-15,20,0,1,0,13,False
2011-12-16,18,0,0,0,11,False
2011-12-17,20,0,0,0,11,False
2011-12-18,23,0,0,0,9,False
2011-12-19,21,0,0,0,11,False
2011-12-20,21,0,1,0,14,False
2011-12-21,20,0,0,0,14,False
2011-12-22,20,0,0,0,11,False
2011-12-23,21,0,0,0,12,False
2011-12-24,18,0,1,0,8,False
2011-12-25,18,0,0,0,8,False
2011-12-26,22,0,0,0,10,False
2011-12-27,24,0,1,0,12,False
2011-12-28,23,0,0,0,13,False
2011-12-29,24,0,0,0,14,False
2011-12-30,21,0,0,0,13,False
2011-12-31,21,0,0,0,11,False
2012-01-01,21,0,1,0,8,False
2012-01-02,26,0,0,0,10,False
2012-01-03,21,0,0,0,15,False
2012-01-04,22,0,1,0,14,False
2012-01-05,24,0,1,0,14,False
2012-01-06,21,0,0,0,13,False
2012-01-07,25,0,1,0,11,False
2012-01-08,27,0,0,0,13,False
2012-01-09,25,0,1,0,15,False
2012-01-10,25,0,1,0,14,False
2012-01-11,26,0,0,0,14,False
2012-01-12,25,0,1,0,13,False
2012-01-13,23,0,0,0,13,False
2012-01-14,26,0,1,0,11,False
2012-01-15,27,0,1,0,10,False
2012-01-16,29,0,0,0,13,False
2012-01-17,22,0,0,0,15,False
2012-01-18,24,0,1,0,16,False
2012-01-19,23,0,1,0,17,False
2012-01-20,23,0,0,0,15,False
2012-01-21,27,0,0,0,12,False
2012-01-22,26,0,1,0,11,False
2012-01-23,24,0,0,0,14,False
2012-01-24,23,0,1,0,14,False
2012-01-25,24,1,1,0,15,False
2012-01-26,22,0,0,0,22,False
2012-01-27,24,0,1,0,33,False
2012-01-28,25,0,1,0,31,False
2012-01-29,28,0,1,0,36,False
2012-01-30,26,0,1,0,36,False
2012-01-31,23,0,0,0,36,False
2012-02-01,21,0,1,0,37,False
2012-02-02,23,0,1,0,43,False
2012-02-03,21,0,1,0,39,False
2012-02-04,23,0,1,0,30,False
2012-02-05,25,0,1,0,31,False
2012-02-06,21,0,1,0,45,False
2012-02-07,23,1,1,0,44,False
2012-02-08,22,1,0,0,45,False
2012-02-09,24,0,0,0,36,False
2012-02-10,24,0,1,0,37,False
2012-02-11,22,0,1,0,41,False
2012-02-12,25,0,1,0,52,False
2012-02-13,20,0,0,0,95,False
2012-02-14,23,0,1,0,56,False
2012-02-15,21,0,1,0,42,False
2012-02-16,22,0,0,0,43,False
2012-02-17,19,0,0,0,43,False
2012-02-18,24,0,0,0,41,False
2012-02-19,28,0,0,0,43,False
2012-02-20,24,0,1,0,41,False
2012-02-21,23,0,1,0,45,False
2012-02-22,22,0,1,0,49,False
2012-02-23,22,0,0,0,51,False
2012-02-24,22,0,1,0,50,False
2012-02-25,26,0,0,0,47,False
2012-02-26,26,0,0,0,41,False
2012-02-27,24,0,0,0,50,False
2012-02-28,23,0,1,0,47,False
2012-02-29,21,0,0,0,46,False
2012-03-01,26,0,0,0,49,False
2012-03-02,24,0,1,0,51,False
2012-03-03,24,0,0,0,50,False
2012-03-04,28,0,1,0,49,False
2012-03-05,24,1,0,0,60,False
2012-03-06,22,0,1,0,53,False
2012-03-07,22,0,0,0,44,False
2012-03-08,21,0,1,0,49,False
2012-03-09,22,0,1,0,41,False
2012-03-10,25,0,0,0,40,False
2012-03-11,23,0,1,0,37,False
2012-03-12,24,1,0,0,41,False
2012-03-13,22,0,1,0,45,False
2012-03-14,21,0,0,0,40,False
2012-03-15,20,0,1,0,37,False
2012-03-16,22,0,0,0,46,False
2012-03-17,24,0,0,0,55,False
2012-03-18,25,0,1,0,37,False
2012-03-19,24,0,1,0,39,False
2012-03-20,22,0,1,0,44,False
2012-03-21,24,0,0,0,40,False
2012-03-22,23,0,1,2,41,False
2012-03-23,23,0,0,0,45,False
2012-03-24,23,0,0,0,45,False
2012-03-25,22,0,1,0,40,False
2012-03-26,24,0,1,0,41,False
2012-03-27,24,0,0,0,50,False
2012-03-28,27,1,1,0,49,False
2012-03-29,23,0,0,0,41,False
2012-03-30,28,0,0,0,41,False
2012-03-31,23,0,1,0,37,False
2012-04-01,25,0,0,0,39,False
2012-04-02,21,1,0,0,40,False
2012-04-03,23,0,0,0,49,False
2012-04-04,20,0,1,0,100,False
2012-04-05,23,0,0,0,78,False
2012-04-06,20,0,1,0,55,False
2012-04-07,24,0,0,0,42,False
2012-04-08,22,0,0,0,47,False
2012-04-09,25,0,1,0,46,False
2012-04-10,22,1,0,0,43,False
2012-04-11,25,0,0,0,43,False
2012-04-12,22,0,0,0,56,False
2012-04-13,22,0,0,0,76,False
2012-04-14,23,0,0,0,68,False
2012-04-15,27,0,0,0,47,False
2012-04-16,22,0,1,0,42,False
2012-04-17,23,0,0,0,48,False
2012-04-18,25,0,0,0,74,False
2012-04-19,23,0,0,0,71,False
2012-04-20,21,0,0,0,57,False
2012-04-21,26,1,1,0,47,False
2012-04-22,27,0,0,0,41,False
2012-04-23,23,0,0,0,39,False
2012-04-24,24,0,1,0,46,False
2012-04-25,22,0,1,0,44,False
2012-04-26,22,0,1,0,41,False
2012-04-27,23,0,0,0,43,False
2012-04-28,25,0,1,0,42,False
2012-04-29,26,0,1,0,36,False
2012-04-30,27,0,1,0,37,False
2012-05-01,25,0,1,0,43,False
2012-05-02,27,0,1,0,47,False
2012-05-03,23,0,0,0,40,False
2012-05-04,25,0,1,0,38,False
2012-05-05,25,0,0,0,33,False
2012-05-06,29,0,0,0,37,False
2012-05-07,25,0,0,0,38,False
2012-05-08,27,0,1,0,29,False
2012-05-09,24,0,0,0,17,False
2012-05-10,25,0,1,0,19,False
2012-05-11,23,0,0,0,18,False
2012-05-12,26,0,0,0,13,False
2012-05-13,27,0,0,0,13,False
2012-05-14,26,0,1,0,16,False
2012-05-15,27,0,0,0,16,False
2012-05-16,26,0,0,0,17,False
2012-05-17,27,0,1,0,14,False
2012-05-18,27,0,0,0,17,False
2012-05-19,28,0,0,0,13,False
2012-05-20,30,0,0,0,12,False
2012-05-21,24,0,0,0,16,False
