date,hustle,hustler,inflation,jobless,laid,isPartial
2008-11-13,20,52,77,11,41,False
2008-11-14,27,59,54,2,36,False
2008-11-15,25,76,51,5,32,False
2008-11-16,33,65,51,2,37,False
2008-11-17,19,55,74,5,36,False
2008-11-18,20,38,63,1,41,False
2008-11-19,21,47,80,2,37,False
2008-11-20,23,48,62,17,42,False
2008-11-21,15,52,57,16,50,False
2008-11-22,20,86,53,5,47,False
2008-11-23,32,51,51,8,34,False
2008-11-24,32,36,74,6,21,False
2008-11-25,27,43,83,0,32,False
2008-11-26,35,48,63,5,33,False
2008-11-27,24,60,38,0,20,False
2008-11-28,29,53,34,0,17,False
2008-11-29,31,68,34,0,29,False
2008-11-30,34,100,39,3,30,False
2008-12-01,28,64,76,5,42,False
2008-12-02,33,51,95,3,28,False
2008-12-03,28,54,66,1,37,False
2008-12-04,33,50,80,7,39,False
2008-12-05,33,51,81,9,38,False
2008-12-06,39,64,50,3,56,False
2008-12-07,36,44,59,0,31,False
2008-12-08,23,44,72,4,35,False
2008-12-09,18,36,73,4,33,False
2008-12-10,19,50,70,4,36,False
2008-12-11,17,33,76,11,41,False
2008-12-12,30,54,61,8,43,False
2008-12-13,30,63,54,0,46,False
2008-12-14,24,66,66,3,43,False
2008-12-15,17,46,74,2,35,False
2008-12-16,18,57,60,3,44,False
2008-12-17,26,63,73,0,38,False
2008-12-18,24,53,53,6,31,False
2008-12-19,22,59,43,4,44,False
2008-12-20,34,51,42,0,42,False
2008-12-21,39,65,37,2,37,False
2008-12-22,18,50,33,0,37,False
2008-12-23,23,56,48,4,22,False
2008-12-24,11,70,35,5,40,False
2008-12-25,34,45,25,2,29,False
2008-12-26,19,62,36,0,26,False
2008-12-27,30,79,18,2,29,False
2008-12-28,11,66,39,2,29,False
2008-12-29,17,50,43,0,34,False
2008-12-30,22,47,37,1,34,False
2008-12-31,30,62,42,3,36,False
2009-01-01,27,60,27,0,35,False
2009-01-02,24,62,26,4,35,False
2009-01-03,26,64,32,0,29,False
2009-01-04,31,60,28,3,29,False
2009-01-05,28,43,54,4,39,False
2009-01-06,18,44,60,3,33,False
2009-01-07,28,47,51,3,25,False
2009-01-08,24,50,51,6,40,False
2009-01-09,26,68,50,12,38,False
2009-01-10,31,67,43,5,43,False
2009-01-11,30,74,35,6,37,False
2009-01-12,31,58,53,4,37,False
2009-01-13,21,54,68,2,39,False
2009-01-14,17,43,63,4,39,False
2009-01-15,26,41,57,6,41,False
2009-01-16,21,57,57,3,37,False
2009-01-17,36,78,48,2,32,False
2009-01-18,31,59,31,5,46,False
2009-01-19,33,44,49,3,35,False
2009-01-20,23,49,62,3,41,False
2009-01-21,21,52,60,2,42,False
2009-01-22,20,54,60,8,29,False
2009-01-23,28,53,55,9,36,False
2009-01-24,38,65,44,5,42,False
2009-01-25,36,60,38,3,39,False
2009-01-26,18,46,56,10,49,False
2009-01-27,29,50,65,6,64,False
2009-01-28,26,54,73,10,52,False
2009-01-29,17,56,68,10,45,False
2009-01-30,25,66,79,6,40,False
2009-01-31,47,68,56,3,48,False
2009-02-01,27,74,66,0,34,False
2009-02-02,19,48,65,3,41,False
2009-02-03,21,44,71,1,38,False
2009-02-04,28,49,63,4,56,False
2009-02-05,25,38,71,10,58,False
2009-02-06,29,51,64,19,39,False
2009-02-07,27,60,55,2,27,False
2009-02-08,18,41,61,5,40,False
2009-02-09,20,40,67,3,32,False
2009-02-10,18,33,78,9,33,False
2009-02-11,21,43,71,2,43,False
2009-02-12,22,47,84,6,37,False
2009-02-13,34,47,53,8,44,False
2009-02-14,39,73,45,0,40,False
2009-02-15,21,80,59,3,34,False
2009-02-16,21,58,57,7,31,False
2009-02-17,22,66,73,2,46,False
2009-02-18,15,59,78,3,40,False
2009-02-19,21,46,78,7,35,False
2009-02-20,30,43,76,4,35,False
2009-02-21,17,64,73,3,36,False
2009-02-22,32,51,67,0,27,False
2009-02-23,41,44,78,2,54,False
2009-02-24,22,46,78,4,49,False
2009-02-25,16,39,76,3,43,False
2009-02-26,38,47,73,12,43,False
2009-02-27,16,50,74,5,44,False
2009-02-28,27,66,46,3,34,False
2009-03-01,28,44,56,0,34,False
2009-03-02,22,47,81,3,35,False
2009-03-03,28,38,89,2,47,False
2009-03-04,15,44,65,6,39,False
2009-03-05,22,38,70,8,35,False
2009-03-06,27,49,81,20,49,False
2009-03-07,25,51,40,14,56,False
2009-03-08,20,79,48,2,23,False
2009-03-09,17,40,77,8,42,False
2009-03-10,22,55,76,4,43,False
2009-03-11,15,34,66,13,37,False
2009-03-12,20,43,67,3,36,False
2009-03-13,47,40,56,12,54,False
2009-03-14,45,68,48,5,52,False
2009-03-15,26,60,68,5,43,False
2009-03-16,26,42,63,4,37,False
2009-03-17,32,61,85,2,46,False
2009-03-18,26,51,75,5,41,False
2009-03-19,13,50,91,9,30,False
2009-03-20,16,48,68,3,43,False
2009-03-21,26,68,50,6,42,False
2009-03-22,20,70,53,11,31,False
2009-03-23,15,57,78,7,51,False
2009-03-24,23,57,82,5,38,False
2009-03-25,19,48,65,4,46,False
2009-03-26,23,50,71,10,47,False
2009-03-27,33,58,61,5,40,False
2009-03-28,33,62,43,4,40,False
2009-03-29,52,70,43,3,41,False
2009-03-30,22,41,64,4,33,False
2009-03-31,29,40,64,4,44,False
2009-04-01,18,42,57,6,33,False
2009-04-02,25,48,63,11,40,False
2009-04-03,15,39,61,14,39,False
2009-04-04,24,44,49,3,54,False
2009-04-05,22,61,58,5,56,False
2009-04-06,23,51,60,5,41,False
2009-04-07,16,40,81,5,56,False
2009-04-08,26,56,63,1,45,False
2009-04-09,18,36,66,10,44,False
2009-04-10,32,41,62,1,59,False
2009-04-11,24,58,46,3,54,False
2009-04-12,32,63,48,0,48,False
2009-04-13,20,56,56,3,49,False
2009-04-14,19,43,90,6,40,False
2009-04-15,20,42,63,2,33,False
2009-04-16,13,42,65,15,49,False
2009-04-17,16,49,61,2,43,False
2009-04-18,29,64,45,3,30,False
2009-04-19,19,71,59,2,59,False
2009-04-20,17,53,76,2,39,False
2009-04-21,14,36,64,2,47,False
2009-04-22,24,41,82,3,44,False
2009-04-23,19,44,60,11,42,False
2009-04-24,14,51,54,1,33,False
2009-04-25,31,67,31,3,42,False
2009-04-26,36,52,46,0,41,False
2009-04-27,21,36,57,5,41,False
2009-04-28,21,39,66,1,47,False
2009-04-29,25,36,56,4,47,False
2009-04-30,22,52,72,7,33,False
2009-05-01,20,44,52,4,46,False
2009-05-02,51,68,51,3,51,False
2009-05-03,29,53,59,5,44,False
2009-05-04,24,46,81,4,39,False
2009-05-05,23,36,73,3,48,False
2009-05-06,23,44,64,2,23,False
2009-05-07,23,42,53,8,48,False
2009-05-08,27,45,62,4,33,False
2009-05-09,32,82,56,3,43,False
2009-05-10,33,60,50,3,35,False
2009-05-11,19,43,70,4,40,False
2009-05-12,21,37,52,1,39,False
2009-05-13,35,40,59,2,38,False
2009-05-14,29,38,70,9,45,False
2009-05-15,19,47,56,0,44,False
2009-05-16,23,64,36,0,40,False
2009-05-17,37,59,53,5,37,False
2009-05-18,18,35,47,3,29,False
2009-05-19,18,39,61,4,37,False
2009-05-20,20,45,59,4,41,False
2009-05-21,24,34,55,11,45,False
2009-05-22,27,52,53,6,42,False
2009-05-23,28,62,37,10,42,False
2009-05-24,18,46,39,4,47,False
2009-05-25,31,58,59,1,45,False
2009-05-26,18,41,55,2,42,False
2009-05-27,22,44,53,1,34,False
2009-05-28,22,49,60,8,37,False
2009-05-29,22,33,57,3,43,False
2009-05-30,19,50,42,2,60,False
2009-05-31,37,60,47,0,41,False
2009-06-01,22,33,79,2,44,False
2009-06-02,23,33,58,6,32,False
2009-06-03,22,39,69,1,33,False
2009-06-04,12,34,66,8,40,False
2009-06-05,29,46,51,19,37,False
2009-06-06,38,64,24,3,37,False
2009-06-07,24,57,52,2,36,False
2009-06-08,15,51,65,4,34,False
2009-06-09,21,43,44,3,48,False
2009-06-10,16,41,62,1,28,False
2009-06-11,23,39,66,7,33,False
2009-06-12,18,42,47,3,27,False
2009-06-13,40,49,31,3,44,False
