date,charity,community,compensate,compensation,contribute,isPartial
2017-06-02,5,82,0,5,2,False
2017-06-03,4,58,0,3,1,False
2017-06-04,4,58,0,3,1,False
2017-06-05,5,90,0,6,2,False
2017-06-06,6,87,0,7,2,False
2017-06-07,7,86,0,7,2,False
2017-06-08,6,80,0,7,2,False
2017-06-09,5,76,0,5,1,False
2017-06-10,4,56,0,3,1,False
2017-06-11,4,56,0,3,1,False
2017-06-12,5,84,0,6,2,False
2017-06-13,5,80,0,6,2,False
2017-06-14,5,81,0,6,2,False
2017-06-15,5,77,0,6,2,False
2017-06-16,5,75,0,5,1,False
2017-06-17,4,58,0,3,1,False
2017-06-18,4,51,0,2,1,False
2017-06-19,5,85,0,6,1,False
2017-06-20,5,85,0,7,2,False
2017-06-21,4,81,0,6,1,False
2017-06-22,5,84,0,6,1,False
2017-06-23,4,73,0,5,1,False
2017-06-24,4,57,0,3,1,False
2017-06-25,4,55,0,4,1,False
2017-06-26,5,84,0,6,1,False
2017-06-27,5,84,0,7,1,False
2017-06-28,5,80,0,6,2,False
2017-06-29,5,80,0,6,1,False
2017-06-30,4,75,0,6,1,False
2017-07-01,3,54,0,3,1,False
2017-07-02,4,52,0,3,1,False
2017-07-03,4,74,0,5,1,False
2017-07-04,4,52,0,3,1,False
2017-07-05,5,83,0,6,1,False
2017-07-06,4,83,0,6,1,False
2017-07-07,5,81,0,5,1,False
2017-07-08,4,57,0,4,1,False
2017-07-09,4,56,0,3,1,False
2017-07-10,5,90,0,6,1,False
2017-07-11,6,86,0,6,1,False
2017-07-12,5,81,0,6,1,False
2017-07-13,5,84,0,6,1,False
2017-07-14,4,82,0,5,1,False
2017-07-15,4,57,0,3,1,False
2017-07-16,4,54,0,3,1,False
2017-07-17,5,88,0,6,1,False
2017-07-18,5,85,0,7,1,False
2017-07-19,5,81,0,7,1,False
2017-07-20,4,82,0,6,2,False
2017-07-21,4,76,0,6,1,False
2017-07-22,4,59,0,3,1,False
2017-07-23,4,58,0,3,1,False
2017-07-24,5,91,0,6,1,False
2017-07-25,5,89,0,7,1,False
2017-07-26,5,92,0,7,1,False
2017-07-27,5,88,0,6,2,False
2017-07-28,5,80,0,6,1,False
2017-07-29,4,59,0,3,1,False
2017-07-30,4,58,0,3,1,False
2017-07-31,5,91,0,6,1,False
2017-08-01,5,96,0,6,1,False
2017-08-02,5,91,0,7,1,False
2017-08-03,5,88,0,7,1,False
2017-08-04,4,86,0,5,1,False
2017-08-05,4,61,0,3,1,False
2017-08-06,4,65,0,3,1,False
2017-08-07,5,100,0,6,1,False
2017-08-08,5,95,0,6,1,False
2017-08-09,5,90,0,6,1,False
2017-08-10,5,92,0,6,1,False
2017-08-11,4,88,0,5,1,False
2017-08-12,4,56,0,4,1,False
2017-08-13,4,55,0,3,1,False
2017-08-14,4,98,0,5,1,False
2017-08-15,5,99,0,6,2,False
2017-08-16,5,96,0,6,2,False
2017-08-17,5,92,0,6,1,False
2017-08-18,4,89,0,5,1,False
2017-08-19,4,60,0,3,1,False
2017-08-20,4,56,0,3,1,False
2017-08-21,4,90,0,5,2,False
2017-08-22,5,100,0,6,2,False
2017-08-23,5,99,0,6,2,False
2017-08-24,5,91,0,6,2,False
2017-08-25,4,84,0,6,2,False
2017-08-26,4,58,0,3,1,False
2017-08-27,5,56,0,3,1,False
2017-08-28,7,98,0,6,2,False
2017-08-29,9,98,0,6,2,False
2017-08-30,10,98,0,6,3,False
2017-08-31,9,91,0,6,3,False
2017-09-01,10,84,0,5,2,False
2017-09-02,7,56,0,4,1,False
2017-09-03,6,52,0,3,1,False
2017-09-04,6,58,0,3,1,False
2017-09-05,6,95,0,6,2,False
2017-09-06,6,90,0,6,3,False
2017-09-07,6,86,0,6,3,False
2017-09-08,6,79,0,5,2,False
2017-09-09,4,53,0,3,1,False
2017-09-10,5,53,0,3,2,False
2017-09-11,6,88,0,6,2,False
2017-09-12,6,87,0,6,3,False
2017-09-13,7,90,0,6,3,False
2017-09-14,6,88,0,6,3,False
2017-09-15,6,81,0,6,2,False
2017-09-16,4,56,0,3,2,False
2017-09-17,5,55,0,4,2,False
2017-09-18,6,89,0,6,3,False
2017-09-19,6,88,0,7,3,False
2017-09-20,6,85,0,7,3,False
2017-09-21,6,83,0,6,3,False
2017-09-22,5,82,0,6,3,False
2017-09-23,5,55,0,3,2,False
2017-09-24,6,55,0,4,2,False
2017-09-25,7,92,1,6,3,False
2017-09-26,7,88,1,7,3,False
2017-09-27,7,87,0,6,4,False
2017-09-28,6,87,0,6,4,False
2017-09-29,5,77,0,6,3,False
2017-09-30,6,56,0,3,1,False
2017-10-01,6,56,0,3,2,False
2017-10-02,6,86,0,6,3,False
2017-10-03,6,87,0,6,4,False
2017-10-04,6,88,0,7,3,False
2017-10-05,6,83,0,6,3,False
2017-10-06,5,75,0,6,3,False
2017-10-07,4,54,0,3,1,False
2017-10-08,4,53,0,3,2,False
2017-10-09,6,87,0,6,3,False
2017-10-10,5,86,0,6,3,False
2017-10-11,6,87,0,6,3,False
2017-10-12,6,84,0,7,3,False
2017-10-13,6,79,0,6,3,False
2017-10-14,4,56,0,3,2,False
2017-10-15,5,56,0,3,2,False
2017-10-16,6,90,0,7,4,False
2017-10-17,6,86,0,7,3,False
2017-10-18,6,86,0,7,3,False
2017-10-19,6,83,0,6,3,False
2017-10-20,5,78,0,5,3,False
2017-10-21,5,55,0,4,2,False
2017-10-22,5,54,0,4,2,False
2017-10-23,6,88,0,6,3,False
2017-10-24,6,88,0,7,4,False
2017-10-25,6,88,0,7,4,False
2017-10-26,5,82,0,6,4,False
2017-10-27,6,76,0,6,3,False
2017-10-28,4,57,0,3,1,False
2017-10-29,4,55,0,3,2,False
2017-10-30,6,83,0,7,4,False
2017-10-31,5,80,0,6,4,False
2017-11-01,6,90,0,6,3,False
2017-11-02,5,85,0,6,4,False
2017-11-03,6,79,0,6,3,False
2017-11-04,6,58,0,3,1,False
2017-11-05,5,54,0,3,2,False
2017-11-06,6,89,0,6,4,False
2017-11-07,6,92,0,6,4,False
2017-11-08,6,86,0,7,4,False
2017-11-09,5,84,0,7,4,False
2017-11-10,6,78,0,6,3,False
2017-11-11,5,56,0,3,1,False
2017-11-12,4,55,0,3,2,False
2017-11-13,6,91,0,7,4,False
2017-11-14,7,89,0,7,4,False
2017-11-15,7,89,0,7,4,False
2017-11-16,5,86,0,7,4,False
2017-11-17,6,78,0,5,4,False
2017-11-18,5,57,0,3,2,False
2017-11-19,5,52,0,3,2,False
2017-11-20,6,82,0,6,3,False
2017-11-21,6,78,0,6,3,False
2017-11-22,5,68,0,5,2,False
2017-11-23,3,35,0,2,1,False
2017-11-24,4,49,0,3,1,False
2017-11-25,5,44,0,2,1,False
2017-11-26,5,50,0,3,2,False
2017-11-27,6,81,0,6,3,False
2017-11-28,9,84,0,6,4,False
2017-11-29,7,82,0,6,4,False
2017-11-30,7,85,0,6,4,False
2017-12-01,6,81,0,7,3,False
2017-12-02,5,60,0,3,1,False
2017-12-03,6,51,0,3,2,False
2017-12-04,7,87,0,6,4,False
2017-12-05,7,86,0,6,4,False
2017-12-06,7,83,0,7,4,False
2017-12-07,5,84,0,6,4,False
2017-12-08,6,77,0,5,3,False
2017-12-09,5,58,0,4,2,False
2017-12-10,5,54,0,3,2,False
2017-12-11,6,86,0,6,4,False
2017-12-12,6,85,0,6,3,False
2017-12-13,6,81,0,6,4,False
