date,contribution,cooperative,donate,donation,economize,isPartial
2010-12-15,56,35,35,55,0,False
2010-12-16,54,28,42,52,0,False
2010-12-17,47,25,47,55,0,False
2010-12-18,25,13,38,46,0,False
2010-12-19,20,17,48,49,0,False
2010-12-20,43,31,50,63,0,False
2010-12-21,47,35,38,60,0,False
2010-12-22,48,26,36,58,0,False
2010-12-23,46,28,41,46,0,False
2010-12-24,21,15,34,35,0,False
2010-12-25,13,13,19,25,0,False
2010-12-26,20,11,36,36,0,False
2010-12-27,45,27,40,53,0,False
2010-12-28,57,27,43,62,0,False
2010-12-29,65,25,45,57,0,False
2010-12-30,54,27,45,64,1,False
2010-12-31,39,23,47,56,0,False
2011-01-01,38,15,38,50,0,False
2011-01-02,37,21,43,51,1,False
2011-01-03,79,40,45,62,0,False
2011-01-04,81,41,46,63,0,False
2011-01-05,66,30,38,76,0,False
2011-01-06,66,42,35,60,0,False
2011-01-07,52,39,39,50,0,False
2011-01-08,27,23,38,48,0,False
2011-01-09,34,20,47,40,0,False
2011-01-10,54,37,42,55,0,False
2011-01-11,47,39,43,61,0,False
2011-01-12,47,35,36,52,0,False
2011-01-13,59,43,49,61,0,False
2011-01-14,47,35,38,54,0,False
2011-01-15,29,21,47,49,0,False
2011-01-16,31,25,34,49,0,False
2011-01-17,40,37,43,55,0,False
2011-01-18,49,38,36,50,0,False
2011-01-19,46,42,38,56,0,False
2011-01-20,53,34,50,62,0,False
2011-01-21,47,37,34,54,0,False
2011-01-22,35,28,37,55,0,False
2011-01-23,36,23,40,56,0,False
2011-01-24,51,54,39,63,0,False
2011-01-25,45,43,49,65,0,False
2011-01-26,43,36,42,68,0,False
2011-01-27,51,29,38,63,0,False
2011-01-28,47,32,38,65,1,False
2011-01-29,31,31,38,67,0,False
2011-01-30,36,22,39,64,0,False
2011-01-31,49,38,37,62,0,False
2011-02-01,52,37,40,69,0,False
2011-02-02,45,40,33,49,0,False
2011-02-03,45,38,35,68,0,False
2011-02-04,46,40,37,59,0,False
2011-02-05,47,29,40,58,0,False
2011-02-06,35,18,28,50,0,False
2011-02-07,48,44,36,53,0,False
2011-02-08,50,41,43,68,1,False
2011-02-09,45,40,44,60,0,False
2011-02-10,51,44,39,58,0,False
2011-02-11,44,42,40,64,0,False
2011-02-12,32,26,37,55,0,False
2011-02-13,39,20,34,54,0,False
2011-02-14,61,37,38,50,0,False
2011-02-15,50,47,41,60,0,False
2011-02-16,57,40,42,72,0,False
2011-02-17,50,35,35,60,0,False
2011-02-18,42,33,35,55,0,False
2011-02-19,31,25,35,53,0,False
2011-02-20,41,23,42,57,0,False
2011-02-21,46,39,42,71,0,False
2011-02-22,49,37,43,72,0,False
2011-02-23,61,40,48,59,0,False
2011-02-24,50,39,32,52,0,False
2011-02-25,49,35,34,48,0,False
2011-02-26,41,21,37,50,0,False
2011-02-27,38,26,41,49,0,False
2011-02-28,53,56,44,69,0,False
2011-03-01,58,44,39,63,0,False
2011-03-02,54,44,40,65,0,False
2011-03-03,41,44,36,60,0,False
2011-03-04,45,41,40,56,0,False
2011-03-05,30,24,42,57,1,False
2011-03-06,46,24,40,46,0,False
2011-03-07,49,46,43,67,0,False
2011-03-08,46,41,45,68,0,False
2011-03-09,57,46,40,67,0,False
2011-03-10,50,39,39,69,0,False
2011-03-11,41,30,52,52,0,False
2011-03-12,31,22,84,80,1,False
2011-03-13,37,17,69,88,0,False
2011-03-14,54,34,93,100,0,False
2011-03-15,55,46,96,91,0,False
2011-03-16,54,34,81,87,0,False
2011-03-17,41,40,75,96,0,False
2011-03-18,39,30,60,80,0,False
2011-03-19,37,26,59,76,0,False
2011-03-20,42,29,52,68,0,False
2011-03-21,55,40,55,84,0,False
2011-03-22,48,47,57,79,0,False
2011-03-23,51,43,60,73,0,False
2011-03-24,48,36,50,71,0,False
2011-03-25,40,38,52,67,0,False
2011-03-26,41,21,43,66,0,False
2011-03-27,38,25,45,63,0,False
2011-03-28,51,42,51,83,0,False
2011-03-29,59,39,45,71,0,False
2011-03-30,53,46,53,70,0,False
2011-03-31,57,40,47,73,0,False
2011-04-01,47,38,46,61,0,False
2011-04-02,43,30,41,68,0,False
2011-04-03,38,22,36,71,0,False
2011-04-04,58,41,41,75,0,False
2011-04-05,60,40,50,79,0,False
2011-04-06,61,39,48,69,0,False
