date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2008-11-13,10,38,12,47,0,False
2008-11-14,9,32,8,42,0,False
2008-11-15,7,27,7,31,0,False
2008-11-16,10,25,8,28,1,False
2008-11-17,8,38,11,43,0,False
2008-11-18,8,40,10,51,0,False
2008-11-19,11,40,9,49,0,False
2008-11-20,9,38,10,52,0,False
2008-11-21,10,37,10,47,1,False
2008-11-22,8,25,8,29,0,False
2008-11-23,8,22,7,26,0,False
2008-11-24,8,39,10,43,0,False
2008-11-25,10,33,11,48,1,False
2008-11-26,7,34,7,36,0,False
2008-11-27,4,26,6,20,0,False
2008-11-28,7,40,6,22,0,False
2008-11-29,12,25,4,22,0,False
2008-11-30,12,18,4,23,1,False
2008-12-01,10,39,5,41,0,False
2008-12-02,11,40,6,46,0,False
2008-12-03,10,36,7,48,1,False
2008-12-04,11,39,7,53,0,False
2008-12-05,13,32,5,39,0,False
2008-12-06,11,23,5,27,1,False
2008-12-07,11,21,4,23,1,False
2008-12-08,11,34,8,56,1,False
2008-12-09,9,35,8,50,0,False
2008-12-10,8,35,8,49,1,False
2008-12-11,10,31,8,45,1,False
2008-12-12,10,29,8,50,1,False
2008-12-13,13,21,8,30,1,False
2008-12-14,11,21,6,26,1,False
2008-12-15,12,32,6,45,1,False
2008-12-16,12,33,7,42,0,False
2008-12-17,11,32,7,41,0,False
2008-12-18,11,30,7,46,1,False
2008-12-19,10,30,6,32,1,False
2008-12-20,12,24,5,22,0,False
2008-12-21,11,19,6,21,0,False
2008-12-22,10,39,6,36,0,False
2008-12-23,9,37,5,41,0,False
2008-12-24,10,39,5,25,1,False
2008-12-25,11,27,5,11,0,False
2008-12-26,9,60,6,22,0,False
2008-12-27,10,42,5,26,0,False
2008-12-28,9,32,6,25,0,False
2008-12-29,7,50,6,48,0,False
2008-12-30,7,46,5,44,0,False
2008-12-31,8,44,6,32,0,False
2009-01-01,11,41,4,25,1,False
2009-01-02,12,56,5,36,0,False
2009-01-03,8,36,5,23,1,False
2009-01-04,12,32,6,26,0,False
2009-01-05,11,45,7,49,0,False
2009-01-06,12,44,5,42,0,False
2009-01-07,10,45,4,54,0,False
2009-01-08,11,38,7,54,0,False
2009-01-09,10,36,6,39,0,False
2009-01-10,12,22,6,21,0,False
2009-01-11,12,25,5,26,0,False
2009-01-12,10,37,6,47,0,False
2009-01-13,11,36,8,46,1,False
2009-01-14,11,36,9,53,1,False
2009-01-15,10,33,10,55,1,False
2009-01-16,10,32,11,60,1,False
2009-01-17,12,21,8,37,1,False
2009-01-18,11,26,7,32,0,False
2009-01-19,10,47,7,44,1,False
2009-01-20,10,35,7,40,1,False
2009-01-21,12,41,6,44,1,False
2009-01-22,13,39,7,47,0,False
2009-01-23,10,33,7,45,0,False
2009-01-24,14,24,7,31,0,False
2009-01-25,14,20,4,24,0,False
2009-01-26,11,37,12,51,0,False
2009-01-27,11,30,10,49,0,False
2009-01-28,13,33,7,49,1,False
2009-01-29,10,31,9,43,1,False
2009-01-30,10,37,6,45,0,False
2009-01-31,11,27,4,30,1,False
2009-02-01,9,17,3,23,0,False
2009-02-02,14,35,6,48,0,False
2009-02-03,10,38,8,44,1,False
2009-02-04,12,34,8,44,0,False
2009-02-05,12,35,6,45,1,False
2009-02-06,12,33,5,41,0,False
2009-02-07,13,23,7,35,1,False
2009-02-08,12,20,5,28,1,False
2009-02-09,11,40,6,50,1,False
2009-02-10,10,35,9,48,0,False
2009-02-11,10,37,11,55,1,False
2009-02-12,12,35,8,46,1,False
2009-02-13,9,32,9,46,1,False
2009-02-14,8,24,11,34,1,False
2009-02-15,9,25,8,25,0,False
2009-02-16,8,49,7,43,0,False
2009-02-17,9,48,9,51,0,False
2009-02-18,11,32,10,58,1,False
2009-02-19,12,33,9,53,0,False
2009-02-20,13,33,9,51,1,False
2009-02-21,15,27,6,30,0,False
2009-02-22,17,22,7,32,1,False
2009-02-23,16,33,9,52,1,False
2009-02-24,14,36,9,57,1,False
2009-02-25,13,33,6,47,1,False
2009-02-26,14,38,7,47,0,False
2009-02-27,15,33,9,47,1,False
2009-02-28,13,26,10,30,1,False
2009-03-01,17,18,5,25,0,False
2009-03-02,15,35,6,45,1,False
2009-03-03,15,36,8,51,1,False
2009-03-04,15,39,8,50,0,False
2009-03-05,15,37,9,56,0,False
2009-03-06,15,39,8,58,0,False
2009-03-07,15,22,6,31,0,False
2009-03-08,18,28,5,29,0,False
2009-03-09,11,37,9,50,1,False
2009-03-10,15,37,8,56,1,False
2009-03-11,15,37,6,46,1,False
2009-03-12,15,35,6,46,1,False
2009-03-13,12,34,6,41,0,False
2009-03-14,14,25,5,24,1,False
2009-03-15,17,21,3,26,0,False
2009-03-16,15,40,7,45,1,False
2009-03-17,17,38,5,49,0,False
2009-03-18,14,37,5,46,0,False
2009-03-19,13,35,6,44,0,False
2009-03-20,14,35,6,41,1,False
2009-03-21,13,31,5,24,1,False
2009-03-22,18,26,4,26,0,False
2009-03-23,13,42,6,47,1,False
2009-03-24,14,38,6,43,0,False
2009-03-25,14,39,5,43,0,False
2009-03-26,24,39,6,40,0,False
2009-03-27,25,36,5,43,1,False
2009-03-28,29,28,6,22,0,False
2009-03-29,35,24,4,26,1,False
2009-03-30,21,41,5,47,0,False
2009-03-31,21,40,6,51,0,False
2009-04-01,20,37,9,52,0,False
2009-04-02,19,42,5,43,0,False
2009-04-03,20,33,5,38,0,False
2009-04-04,20,24,5,27,0,False
2009-04-05,22,20,4,26,0,False
2009-04-06,22,38,4,45,1,False
2009-04-07,18,38,6,41,0,False
2009-04-08,14,37,7,49,0,False
2009-04-09,20,42,6,41,1,False
2009-04-10,18,39,4,39,0,False
2009-04-11,20,25,4,29,1,False
2009-04-12,21,26,3,22,1,False
2009-04-13,16,39,7,52,1,False
2009-04-14,20,45,5,46,1,False
2009-04-15,16,45,6,43,0,False
2009-04-16,18,40,5,51,0,False
2009-04-17,18,33,6,46,1,False
2009-04-18,24,31,6,24,1,False
2009-04-19,23,29,4,30,1,False
2009-04-20,18,41,5,46,0,False
2009-04-21,16,48,6,45,0,False
2009-04-22,14,40,5,45,0,False
2009-04-23,17,45,6,46,1,False
2009-04-24,16,41,6,47,1,False
2009-04-25,20,30,4,22,0,False
2009-04-26,19,29,5,22,0,False
2009-04-27,21,44,6,41,1,False
2009-04-28,18,43,4,49,0,False
2009-04-29,19,33,3,43,1,False
2009-04-30,16,36,6,72,0,False
2009-05-01,18,34,5,55,0,False
2009-05-02,18,28,3,29,1,False
2009-05-03,21,28,3,25,0,False
2009-05-04,21,45,5,53,0,False
2009-05-05,17,34,5,53,0,False
2009-05-06,18,35,5,51,0,False
2009-05-07,17,42,4,44,0,False
2009-05-08,18,39,5,39,0,False
2009-05-09,24,26,3,20,1,False
2009-05-10,25,25,5,21,0,False
2009-05-11,33,42,4,49,0,False
2009-05-12,36,39,4,49,0,False
2009-05-13,42,39,4,53,0,False
2009-05-14,33,34,3,51,0,False
2009-05-15,29,34,6,43,1,False
2009-05-16,39,26,2,23,0,False
2009-05-17,40,26,3,24,1,False
2009-05-18,30,38,6,47,0,False
2009-05-19,33,35,6,48,0,False
2009-05-20,30,34,4,43,0,False
2009-05-21,31,33,5,42,1,False
2009-05-22,31,30,5,43,0,False
2009-05-23,40,25,3,23,1,False
2009-05-24,44,30,2,20,0,False
2009-05-25,87,35,3,25,0,False
2009-05-26,64,49,6,53,0,False
2009-05-27,44,49,4,58,0,False
2009-05-28,29,42,6,62,1,False
2009-05-29,37,42,7,64,0,False
2009-05-30,39,31,6,31,1,False
2009-05-31,41,21,6,32,0,False
2009-06-01,33,39,10,100,0,False
2009-06-02,28,42,8,75,0,False
2009-06-03,30,35,6,53,0,False
2009-06-04,27,35,6,50,1,False
2009-06-05,29,36,5,46,0,False
2009-06-06,35,27,4,33,1,False
2009-06-07,33,19,5,29,1,False
2009-06-08,22,34,5,53,1,False
2009-06-09,21,36,5,51,0,False
2009-06-10,20,36,7,53,0,False
2009-06-11,21,33,3,48,0,False
2009-06-12,19,36,3,43,1,False
2009-06-13,24,24,3,27,1,False
2009-06-14,25,20,5,42,1,False
2009-06-15,19,36,6,61,1,False
2009-06-16,23,35,6,59,0,False
2009-06-17,18,34,6,52,0,False
2009-06-18,19,36,5,49,0,False
2009-06-19,19,30,5,42,1,False
2009-06-20,25,27,5,24,0,False
2009-06-21,25,24,4,26,0,False
2009-06-22,18,42,6,55,0,False
2009-06-23,21,37,4,56,1,False
2009-06-24,19,35,5,52,0,False
2009-06-25,18,34,3,44,0,False
2009-06-26,16,28,5,46,0,False
2009-06-27,22,21,5,28,1,False
2009-06-28,24,23,2,24,1,False
2009-06-29,21,41,4,44,0,False
2009-06-30,15,42,5,54,0,False
2009-07-01,14,40,4,46,1,False
2009-07-02,18,41,5,45,0,False
2009-07-03,21,40,4,28,0,False
2009-07-04,24,23,3,19,0,False
2009-07-05,24,22,3,24,0,False
2009-07-06,15,41,4,47,0,False
2009-07-07,21,38,4,57,0,False
2009-07-08,19,35,4,50,0,False
2009-07-09,20,36,4,48,0,False
2009-07-10,19,37,3,48,1,False
2009-07-11,26,28,4,34,0,False
2009-07-12,25,25,5,29,0,False
2009-07-13,19,41,4,54,0,False
2009-07-14,41,37,5,47,0,False
2009-07-15,32,38,6,50,0,False
2009-07-16,28,35,5,51,0,False
2009-07-17,33,35,6,40,0,False
2009-07-18,35,25,6,29,0,False
2009-07-19,32,21,3,25,0,False
2009-07-20,25,37,5,49,0,False
2009-07-21,22,35,5,48,1,False
2009-07-22,30,35,5,43,1,False
2009-07-23,23,36,3,50,1,False
2009-07-24,23,30,3,45,0,False
2009-07-25,32,24,5,28,1,False
2009-07-26,24,18,4,27,0,False
2009-07-27,24,35,4,45,0,False
2009-07-28,39,37,4,52,0,False
2009-07-29,31,31,5,48,1,False
2009-07-30,35,38,3,45,1,False
2009-07-31,31,37,5,40,0,False
2009-08-01,39,24,3,28,0,False
2009-08-02,41,21,3,27,0,False
2009-08-03,27,39,4,44,0,False
2009-08-04,33,34,3,45,0,False
2009-08-05,29,39,3,37,0,False
2009-08-06,24,38,4,45,0,False
2009-08-07,28,31,3,36,0,False
2009-08-08,34,26,4,27,0,False
2009-08-09,31,18,3,23,1,False
