date,cost,crisis,deficit,depreciation,domination,isPartial
2009-05-17,85,10,2,1,1,False
2009-05-18,95,12,2,1,1,False
2009-05-19,95,12,2,2,1,False
2009-05-20,91,14,2,1,2,False
2009-05-21,89,13,2,1,1,False
2009-05-22,84,10,1,1,1,False
2009-05-23,74,8,3,1,2,False
2009-05-24,81,10,1,1,2,False
2009-05-25,85,11,1,1,2,False
2009-05-26,94,12,2,1,1,False
2009-05-27,97,12,2,2,1,False
2009-05-28,92,12,2,2,1,False
2009-05-29,94,11,2,1,1,False
2009-05-30,86,8,2,1,1,False
2009-05-31,84,11,3,1,2,False
2009-06-01,97,12,2,2,1,False
2009-06-02,94,10,2,1,1,False
2009-06-03,96,11,3,1,1,False
2009-06-04,93,11,2,1,1,False
2009-06-05,84,11,2,1,1,False
2009-06-06,81,8,1,1,2,False
2009-06-07,87,10,1,1,2,False
2009-06-08,95,10,3,1,1,False
2009-06-09,94,9,3,1,2,False
2009-06-10,94,10,3,1,1,False
2009-06-11,90,8,3,1,1,False
2009-06-12,83,10,3,1,1,False
2009-06-13,79,9,2,1,2,False
2009-06-14,84,9,2,1,1,False
2009-06-15,93,10,2,2,1,False
2009-06-16,90,8,2,2,1,False
2009-06-17,93,9,2,1,2,False
2009-06-18,82,8,2,1,1,False
2009-06-19,88,8,2,1,1,False
2009-06-20,77,7,2,1,1,False
2009-06-21,80,9,2,1,2,False
2009-06-22,91,10,1,1,1,False
2009-06-23,91,8,2,1,2,False
2009-06-24,93,10,2,1,1,False
2009-06-25,83,9,1,1,1,False
2009-06-26,80,8,1,1,1,False
2009-06-27,79,8,1,1,2,False
2009-06-28,87,8,1,1,2,False
2009-06-29,96,9,2,1,1,False
2009-06-30,88,10,2,2,1,False
2009-07-01,88,9,2,1,1,False
2009-07-02,87,9,1,2,1,False
2009-07-03,74,7,2,1,2,False
2009-07-04,72,7,2,0,1,False
2009-07-05,76,8,1,1,2,False
2009-07-06,92,9,2,1,1,False
2009-07-07,90,8,2,1,2,False
2009-07-08,95,9,2,2,1,False
2009-07-09,90,10,2,2,2,False
2009-07-10,82,8,2,1,1,False
2009-07-11,82,7,3,0,2,False
2009-07-12,82,7,2,1,2,False
2009-07-13,88,9,3,1,1,False
2009-07-14,93,8,3,2,1,False
2009-07-15,94,8,3,1,1,False
2009-07-16,91,9,2,1,1,False
2009-07-17,85,8,2,1,1,False
2009-07-18,84,7,2,0,1,False
2009-07-19,91,8,2,1,2,False
2009-07-20,94,9,3,1,1,False
2009-07-21,92,9,2,1,1,False
2009-07-22,96,9,3,1,1,False
2009-07-23,97,8,3,1,1,False
2009-07-24,86,9,2,1,1,False
2009-07-25,85,6,1,1,1,False
2009-07-26,87,7,2,1,1,False
2009-07-27,94,9,1,1,0,False
2009-07-28,92,8,2,3,1,False
2009-07-29,96,7,2,2,1,False
2009-07-30,93,9,3,1,1,False
2009-07-31,88,6,2,1,1,False
2009-08-01,87,8,1,0,2,False
2009-08-02,81,9,1,1,2,False
2009-08-03,87,7,2,1,1,False
2009-08-04,94,8,3,2,1,False
2009-08-05,94,7,2,1,1,False
2009-08-06,89,7,3,2,1,False
2009-08-07,89,7,2,1,1,False
2009-08-08,76,7,2,0,1,False
2009-08-09,84,7,2,1,1,False
