date,hustle,hustler,inflation,jobless,laid,isPartial
2005-05-23,12,21,20,0,7,False
2005-05-24,8,23,19,2,2,False
2005-05-25,10,20,19,1,9,False
2005-05-26,4,25,13,1,6,False
2005-05-27,8,24,24,0,7,False
2005-05-28,20,33,15,0,11,False
2005-05-29,21,21,9,0,5,False
2005-05-30,4,29,23,0,6,False
2005-05-31,15,20,15,0,3,False
2005-06-01,10,14,20,0,5,False
2005-06-02,8,21,23,2,10,False
2005-06-03,8,19,19,0,4,False
2005-06-04,10,42,16,0,6,False
2005-06-05,19,33,25,0,10,False
2005-06-06,14,20,14,1,8,False
2005-06-07,8,22,21,0,9,False
2005-06-08,8,19,14,1,8,False
2005-06-09,6,12,26,0,14,False
2005-06-10,10,20,18,0,4,False
2005-06-11,16,24,14,0,8,False
2005-06-12,17,19,17,0,12,False
2005-06-13,11,16,22,0,8,False
2005-06-14,6,24,20,0,11,False
2005-06-15,2,21,14,1,5,False
2005-06-16,5,21,14,0,9,False
2005-06-17,12,20,11,0,7,False
2005-06-18,6,51,25,0,8,False
2005-06-19,15,44,20,0,7,False
2005-06-20,12,20,18,0,5,False
2005-06-21,17,25,20,0,7,False
2005-06-22,12,21,18,0,9,False
2005-06-23,12,16,7,1,11,False
2005-06-24,12,19,20,0,12,False
2005-06-25,21,49,23,0,6,False
2005-06-26,9,21,21,0,11,False
2005-06-27,15,28,14,0,15,False
2005-06-28,12,19,18,0,9,False
2005-06-29,31,29,18,1,5,False
2005-06-30,15,39,14,1,11,False
2005-07-01,25,21,15,0,10,False
2005-07-02,19,43,15,0,11,False
2005-07-03,21,40,12,2,9,False
2005-07-04,23,29,14,0,12,False
2005-07-05,22,17,12,0,9,False
2005-07-06,30,13,20,1,5,False
2005-07-07,35,25,16,0,11,False
2005-07-08,28,28,15,1,18,False
2005-07-09,19,38,19,0,10,False
2005-07-10,30,30,14,0,6,False
2005-07-11,35,12,21,1,8,False
2005-07-12,17,18,11,0,10,False
2005-07-13,28,19,17,1,10,False
2005-07-14,29,14,13,4,10,False
2005-07-15,28,18,24,0,8,False
2005-07-16,29,41,8,2,10,False
2005-07-17,28,18,20,0,12,False
2005-07-18,26,17,18,0,5,False
2005-07-19,31,16,21,2,8,False
2005-07-20,35,28,21,0,10,False
2005-07-21,39,15,12,0,9,False
2005-07-22,55,27,15,0,10,False
2005-07-23,73,32,10,0,20,False
2005-07-24,100,43,6,0,10,False
2005-07-25,47,15,15,0,6,False
2005-07-26,31,20,19,1,12,False
2005-07-27,35,22,13,0,6,False
2005-07-28,26,24,13,1,12,False
2005-07-29,52,28,9,0,10,False
2005-07-30,65,35,12,0,8,False
2005-07-31,57,42,14,0,10,False
2005-08-01,39,21,22,0,11,False
2005-08-02,26,17,17,0,10,False
2005-08-03,33,27,18,0,6,False
2005-08-04,34,20,17,0,13,False
2005-08-05,34,20,14,3,5,False
2005-08-06,59,41,10,0,8,False
2005-08-07,43,45,10,0,6,False
2005-08-08,23,26,9,1,6,False
2005-08-09,41,16,23,1,10,False
2005-08-10,27,28,25,0,10,False
2005-08-11,21,17,13,0,6,False
2005-08-12,36,25,21,0,15,False
2005-08-13,30,30,19,0,11,False
2005-08-14,27,25,23,2,9,False
2005-08-15,22,22,26,0,7,False
2005-08-16,28,33,22,0,7,False
2005-08-17,21,25,21,1,10,False
2005-08-18,40,18,14,0,9,False
2005-08-19,21,20,18,0,5,False
2005-08-20,29,25,9,0,9,False
2005-08-21,39,26,35,0,11,False
2005-08-22,22,19,19,0,9,False
2005-08-23,14,21,14,0,10,False
2005-08-24,9,33,9,0,0,False
2005-08-25,18,18,22,1,7,False
2005-08-26,20,21,17,0,6,False
2005-08-27,28,17,16,0,16,False
2005-08-28,17,31,10,2,17,False
2005-08-29,11,20,20,0,10,False
2005-08-30,5,16,17,0,7,False
2005-08-31,13,19,26,0,9,False
2005-09-01,14,19,21,0,6,False
2005-09-02,17,17,26,0,6,False
2005-09-03,9,28,15,0,6,False
2005-09-04,21,39,6,0,8,False
2005-09-05,8,31,11,2,3,False
2005-09-06,12,23,23,0,10,False
2005-09-07,10,23,21,1,5,False
2005-09-08,6,23,26,1,10,False
2005-09-09,8,19,18,0,10,False
2005-09-10,17,29,22,0,9,False
2005-09-11,13,20,20,0,7,False
2005-09-12,14,14,20,1,7,False
2005-09-13,16,13,20,0,7,False
2005-09-14,15,22,23,0,5,False
2005-09-15,16,17,28,1,5,False
2005-09-16,5,20,21,1,9,False
2005-09-17,15,31,9,0,10,False
2005-09-18,13,37,17,0,5,False
2005-09-19,10,22,17,0,3,False
2005-09-20,9,20,25,1,11,False
2005-09-21,5,21,24,0,9,False
2005-09-22,6,9,21,0,19,False
2005-09-23,16,24,17,0,7,False
2005-09-24,17,32,27,0,12,False
2005-09-25,18,33,12,0,2,False
2005-09-26,11,10,26,0,10,False
2005-09-27,6,19,31,0,13,False
2005-09-28,7,12,28,0,9,False
2005-09-29,5,29,25,3,6,False
2005-09-30,16,24,18,0,6,False
2005-10-01,19,40,16,0,9,False
2005-10-02,10,33,17,0,8,False
2005-10-03,10,16,15,0,15,False
2005-10-04,7,20,29,0,9,False
2005-10-05,10,24,21,1,11,False
2005-10-06,10,23,25,1,5,False
2005-10-07,9,21,27,0,9,False
