date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2017-03-19,16,0,3,41,1,False
2017-03-20,12,1,7,61,1,False
2017-03-21,12,2,6,59,2,False
2017-03-22,12,1,7,63,2,False
2017-03-23,11,1,7,62,1,False
2017-03-24,15,1,6,62,1,False
2017-03-25,14,1,3,45,1,False
2017-03-26,15,1,6,56,2,False
2017-03-27,13,2,6,66,1,False
2017-03-28,11,2,7,65,1,False
2017-03-29,13,1,8,69,2,False
2017-03-30,11,1,8,64,1,False
2017-03-31,13,2,6,57,1,False
2017-04-01,10,2,4,45,1,False
2017-04-02,15,1,4,47,1,False
2017-04-03,12,2,6,58,2,False
2017-04-04,12,1,6,60,1,False
2017-04-05,12,2,7,67,2,False
2017-04-06,15,1,8,62,1,False
2017-04-07,12,1,5,54,1,False
2017-04-08,15,1,4,43,1,False
2017-04-09,16,1,4,40,1,False
2017-04-10,13,1,6,58,2,False
2017-04-11,13,1,7,61,2,False
2017-04-12,11,1,7,58,1,False
2017-04-13,13,1,7,58,1,False
2017-04-14,12,1,5,48,1,False
2017-04-15,14,1,3,38,1,False
2017-04-16,12,1,3,34,1,False
2017-04-17,12,1,7,60,1,False
2017-04-18,10,1,6,62,2,False
2017-04-19,11,1,6,57,1,False
2017-04-20,11,2,7,61,1,False
2017-04-21,13,1,7,59,1,False
2017-04-22,15,1,3,40,0,False
2017-04-23,18,1,3,45,1,False
2017-04-24,12,1,6,59,2,False
2017-04-25,12,1,8,68,1,False
2017-04-26,13,1,7,62,1,False
2017-04-27,12,1,7,61,1,False
2017-04-28,11,0,5,58,1,False
2017-04-29,16,0,3,42,0,False
2017-04-30,14,1,3,44,1,False
2017-05-01,13,1,8,59,1,False
2017-05-02,11,2,7,59,1,False
2017-05-03,12,1,5,58,2,False
2017-05-04,14,1,6,57,1,False
2017-05-05,14,1,6,51,1,False
2017-05-06,15,1,4,45,1,False
2017-05-07,15,1,4,42,2,False
2017-05-08,14,1,5,57,1,False
2017-05-09,11,2,7,58,1,False
2017-05-10,12,1,7,62,1,False
2017-05-11,11,1,6,56,1,False
2017-05-12,9,1,6,49,1,False
2017-05-13,12,2,2,36,0,False
2017-05-14,12,1,2,35,0,False
2017-05-15,12,1,6,53,1,False
2017-05-16,11,1,5,57,1,False
2017-05-17,11,1,8,57,1,False
2017-05-18,11,1,6,52,1,False
2017-05-19,13,1,6,44,2,False
2017-05-20,15,1,3,37,1,False
2017-05-21,16,1,3,35,1,False
2017-05-22,14,1,4,51,1,False
2017-05-23,14,1,7,48,1,False
2017-05-24,12,1,7,47,1,False
2017-05-25,11,1,4,51,1,False
2017-05-26,12,1,4,45,0,False
2017-05-27,15,1,3,34,1,False
2017-05-28,14,0,3,31,1,False
2017-05-29,19,1,3,34,1,False
2017-05-30,13,1,6,51,2,False
2017-05-31,11,0,6,54,1,False
2017-06-01,15,1,7,52,1,False
2017-06-02,13,1,6,48,0,False
2017-06-03,15,0,3,43,1,False
2017-06-04,17,1,3,81,0,False
2017-06-05,12,1,6,69,1,False
2017-06-06,14,1,6,55,0,False
2017-06-07,11,1,5,51,0,False
2017-06-08,12,1,5,50,1,False
2017-06-09,12,1,4,45,1,False
2017-06-10,15,1,2,31,1,False
2017-06-11,14,1,3,39,1,False
2017-06-12,12,1,5,48,1,False
2017-06-13,11,1,5,45,1,False
2017-06-14,12,1,6,48,1,False
2017-06-15,14,1,4,54,1,False
2017-06-16,15,1,5,44,1,False
2017-06-17,15,1,4,32,1,False
2017-06-18,13,1,2,31,1,False
2017-06-19,12,1,7,45,1,False
2017-06-20,14,1,6,50,1,False
2017-06-21,9,1,6,50,1,False
2017-06-22,14,0,6,44,0,False
2017-06-23,12,1,5,45,1,False
2017-06-24,14,1,2,38,1,False
2017-06-25,16,1,4,34,2,False
2017-06-26,11,1,6,46,1,False
2017-06-27,13,1,5,49,1,False
2017-06-28,10,1,5,49,1,False
2017-06-29,12,1,6,50,0,False
2017-06-30,14,1,7,46,1,False
2017-07-01,18,0,3,33,1,False
2017-07-02,15,0,3,33,1,False
2017-07-03,13,0,6,39,0,False
2017-07-04,15,1,3,33,1,False
2017-07-05,11,1,6,44,0,False
2017-07-06,12,1,6,49,1,False
2017-07-07,12,1,7,44,1,False
2017-07-08,18,1,3,40,1,False
2017-07-09,12,1,3,35,1,False
2017-07-10,11,1,9,49,1,False
2017-07-11,14,1,6,52,1,False
2017-07-12,12,1,6,49,1,False
2017-07-13,14,1,8,48,1,False
2017-07-14,11,1,5,42,1,False
2017-07-15,17,1,4,37,1,False
2017-07-16,16,1,3,34,1,False
2017-07-17,12,1,5,49,0,False
2017-07-18,15,1,8,52,1,False
2017-07-19,16,1,6,50,1,False
2017-07-20,14,1,6,51,1,False
2017-07-21,11,1,6,44,1,False
2017-07-22,18,1,4,34,1,False
2017-07-23,15,1,4,36,1,False
2017-07-24,14,1,6,49,1,False
2017-07-25,14,1,8,47,1,False
2017-07-26,13,1,7,51,1,False
2017-07-27,12,1,6,47,0,False
2017-07-28,14,1,6,41,1,False
2017-07-29,14,0,3,34,0,False
2017-07-30,16,1,3,35,1,False
2017-07-31,15,1,6,46,1,False
2017-08-01,16,0,7,49,1,False
2017-08-02,14,0,6,47,1,False
2017-08-03,13,1,6,51,1,False
2017-08-04,15,0,5,49,1,False
2017-08-05,15,1,4,33,0,False
2017-08-06,17,1,4,38,1,False
2017-08-07,12,1,7,47,0,False
2017-08-08,13,0,8,51,1,False
2017-08-09,13,0,5,50,1,False
2017-08-10,13,1,6,52,1,False
2017-08-11,15,0,6,43,1,False
2017-08-12,17,1,3,42,0,False
2017-08-13,18,1,3,36,1,False
2017-08-14,11,1,8,46,1,False
2017-08-15,14,1,6,49,0,False
2017-08-16,13,2,6,49,1,False
2017-08-17,12,1,6,51,0,False
2017-08-18,16,1,5,42,1,False
2017-08-19,16,1,3,37,1,False
2017-08-20,16,0,3,33,1,False
2017-08-21,12,1,6,41,0,False
2017-08-22,12,1,5,53,1,False
2017-08-23,15,1,6,51,1,False
2017-08-24,12,1,7,47,2,False
2017-08-25,13,1,4,45,1,False
2017-08-26,14,0,3,31,0,False
2017-08-27,15,1,3,32,1,False
2017-08-28,10,1,6,48,1,False
2017-08-29,8,1,6,49,1,False
2017-08-30,12,1,6,53,1,False
2017-08-31,11,1,6,54,1,False
2017-09-01,13,1,6,47,2,False
2017-09-02,16,1,2,32,1,False
2017-09-03,15,1,3,37,1,False
2017-09-04,16,1,4,33,1,False
2017-09-05,11,1,6,50,2,False
2017-09-06,10,1,6,59,2,False
2017-09-07,11,1,5,55,1,False
2017-09-08,12,1,5,52,1,False
2017-09-09,12,0,3,37,0,False
2017-09-10,13,1,3,37,1,False
2017-09-11,10,1,6,55,1,False
2017-09-12,9,1,6,60,2,False
2017-09-13,12,1,5,100,1,False
2017-09-14,11,1,6,64,1,False
2017-09-15,11,1,6,56,1,False
2017-09-16,13,1,3,44,1,False
2017-09-17,14,1,4,41,1,False
2017-09-18,12,1,7,57,1,False
2017-09-19,10,1,7,62,2,False
2017-09-20,11,1,6,62,1,False
2017-09-21,11,1,7,57,2,False
2017-09-22,11,1,6,56,1,False
2017-09-23,14,0,3,40,0,False
2017-09-24,17,1,3,42,1,False
2017-09-25,14,1,8,64,1,False
2017-09-26,10,1,7,60,1,False
2017-09-27,12,1,6,61,1,False
2017-09-28,13,1,6,58,1,False
2017-09-29,10,1,6,56,1,False
2017-09-30,20,0,3,41,1,False
2017-10-01,16,1,4,41,1,False
2017-10-02,10,1,6,59,1,False
2017-10-03,9,3,7,53,2,False
2017-10-04,11,1,5,57,1,False
2017-10-05,13,1,6,60,2,False
2017-10-06,14,1,5,53,2,False
2017-10-07,13,1,4,40,1,False
2017-10-08,15,1,2,40,1,False
2017-10-09,11,2,6,56,2,False
2017-10-10,10,1,6,61,2,False
2017-10-11,11,2,7,62,1,False
