date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2009-07-25,0,2,0,40,9,False
2009-07-26,2,9,0,56,11,False
2009-07-27,1,2,0,50,5,False
2009-07-28,3,4,1,77,8,False
2009-07-29,0,7,0,70,9,False
2009-07-30,2,2,0,87,3,False
2009-07-31,0,8,0,70,6,False
2009-08-01,3,3,0,50,8,False
2009-08-02,2,3,0,55,5,False
2009-08-03,1,2,1,65,6,False
2009-08-04,0,4,0,77,9,False
2009-08-05,0,2,1,79,5,False
2009-08-06,5,1,0,81,11,False
2009-08-07,0,4,0,61,5,False
2009-08-08,2,8,3,49,5,False
2009-08-09,3,3,2,48,2,False
2009-08-10,1,5,0,63,16,False
2009-08-11,0,3,1,58,6,False
2009-08-12,0,4,0,71,4,False
2009-08-13,3,7,0,74,11,False
2009-08-14,1,3,1,57,3,False
2009-08-15,0,2,2,45,8,False
2009-08-16,2,2,0,34,12,False
2009-08-17,4,5,1,59,6,False
2009-08-18,1,2,1,62,5,False
2009-08-19,0,6,1,87,9,False
2009-08-20,1,2,2,74,7,False
2009-08-21,3,3,0,69,6,False
2009-08-22,0,4,0,53,7,False
2009-08-23,1,3,0,55,12,False
2009-08-24,2,5,1,71,9,False
2009-08-25,1,5,1,72,3,False
2009-08-26,3,3,2,82,9,False
2009-08-27,1,4,0,66,9,False
2009-08-28,2,1,1,80,5,False
2009-08-29,3,4,0,42,8,False
2009-08-30,6,9,1,63,7,False
2009-08-31,2,4,0,68,5,False
2009-09-01,2,3,2,80,7,False
2009-09-02,3,5,0,79,4,False
2009-09-03,2,11,0,77,7,False
2009-09-04,0,2,0,78,3,False
2009-09-05,0,3,2,38,11,False
2009-09-06,2,6,2,44,11,False
2009-09-07,7,7,0,60,5,False
2009-09-08,3,6,1,56,8,False
2009-09-09,4,4,1,68,7,False
2009-09-10,4,5,1,82,8,False
2009-09-11,1,4,0,81,9,False
2009-09-12,4,1,0,47,4,False
2009-09-13,1,3,0,53,4,False
2009-09-14,6,4,3,67,8,False
