date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2006-09-10,0,0,36,63,4,False
2006-09-11,0,1,65,49,3,False
2006-09-12,0,0,71,43,7,False
2006-09-13,0,2,59,62,4,False
2006-09-14,0,0,65,51,4,False
2006-09-15,1,2,74,44,3,False
2006-09-16,0,0,55,37,3,False
2006-09-17,0,1,49,66,2,False
2006-09-18,0,2,74,52,4,False
2006-09-19,0,2,73,44,5,False
2006-09-20,0,1,61,45,5,False
2006-09-21,0,1,62,39,7,False
2006-09-22,0,2,62,42,5,False
2006-09-23,0,0,49,49,6,False
2006-09-24,0,1,37,58,9,False
2006-09-25,0,2,71,41,5,False
2006-09-26,0,2,71,50,5,False
2006-09-27,1,3,70,44,6,False
2006-09-28,1,3,65,51,3,False
2006-09-29,0,0,68,36,6,False
2006-09-30,0,0,35,45,3,False
2006-10-01,0,3,48,71,7,False
2006-10-02,0,3,74,51,7,False
2006-10-03,0,1,73,55,3,False
2006-10-04,0,2,59,47,7,False
2006-10-05,0,1,74,49,6,False
2006-10-06,0,1,68,64,3,False
2006-10-07,0,0,35,47,5,False
2006-10-08,1,1,44,69,8,False
2006-10-09,0,1,53,46,4,False
2006-10-10,0,1,77,48,5,False
2006-10-11,1,1,60,47,6,False
2006-10-12,0,1,54,51,8,False
2006-10-13,0,2,75,43,9,False
2006-10-14,0,1,40,45,5,False
2006-10-15,0,0,41,43,6,False
2006-10-16,0,1,74,46,5,False
2006-10-17,0,1,56,37,1,False
2006-10-18,0,1,68,42,4,False
2006-10-19,0,1,72,41,5,False
2006-10-20,0,0,53,43,6,False
2006-10-21,0,0,41,36,8,False
2006-10-22,0,1,33,67,11,False
2006-10-23,0,2,81,43,1,False
2006-10-24,1,1,65,48,5,False
2006-10-25,0,1,69,49,3,False
2006-10-26,0,0,71,48,6,False
2006-10-27,0,1,56,48,7,False
2006-10-28,0,1,47,44,6,False
