date,expense,expensive,fine,ghetto,intervention,isPartial
2013-07-22,14,43,75,37,15,False
2013-07-23,11,46,77,37,14,False
2013-07-24,13,43,79,39,15,False
2013-07-25,11,47,77,37,16,False
2013-07-26,10,49,77,39,14,False
2013-07-27,5,47,77,44,8,False
2013-07-28,8,53,81,39,11,False
2013-07-29,15,47,80,36,15,False
2013-07-30,10,45,76,37,14,False
2013-07-31,12,42,76,41,15,False
2013-08-01,12,48,81,38,13,False
2013-08-02,9,48,79,38,12,False
2013-08-03,6,47,73,38,9,False
2013-08-04,7,49,74,42,9,False
2013-08-05,10,42,74,32,13,False
2013-08-06,8,47,79,38,16,False
2013-08-07,11,45,84,36,15,False
2013-08-08,9,45,76,37,14,False
2013-08-09,10,42,76,38,13,False
2013-08-10,7,47,78,41,7,False
2013-08-11,6,59,74,47,13,False
2013-08-12,13,45,77,37,12,False
2013-08-13,10,44,75,35,16,False
2013-08-14,14,42,80,35,13,False
2013-08-15,10,42,80,36,15,False
2013-08-16,9,43,78,35,15,False
2013-08-17,6,48,80,40,10,False
2013-08-18,6,48,72,40,12,False
2013-08-19,11,43,77,32,13,False
2013-08-20,10,41,76,38,14,False
2013-08-21,13,43,82,35,14,False
2013-08-22,10,44,76,37,14,False
2013-08-23,11,48,81,36,14,False
2013-08-24,6,50,78,41,8,False
2013-08-25,6,51,79,40,12,False
2013-08-26,11,38,74,29,15,False
2013-08-27,12,39,75,35,19,False
2013-08-28,13,44,75,39,19,False
2013-08-29,12,40,80,36,19,False
2013-08-30,10,41,74,33,16,False
2013-08-31,7,47,68,43,14,False
2013-09-01,7,50,76,41,11,False
2013-09-02,8,48,76,36,12,False
2013-09-03,13,41,75,35,15,False
2013-09-04,13,41,76,39,20,False
2013-09-05,12,44,80,44,20,False
2013-09-06,11,41,76,39,20,False
2013-09-07,7,42,84,48,17,False
2013-09-08,8,45,80,44,14,False
2013-09-09,13,43,73,37,21,False
2013-09-10,14,44,79,37,19,False
2013-09-11,14,44,81,38,21,False
2013-09-12,15,43,86,36,17,False
2013-09-13,12,43,83,39,17,False
2013-09-14,10,46,75,31,11,False
2013-09-15,13,48,75,35,12,False
2013-09-16,18,41,79,35,17,False
2013-09-17,15,41,83,37,18,False
2013-09-18,14,44,79,33,17,False
2013-09-19,15,43,80,34,17,False
2013-09-20,14,40,75,35,15,False
2013-09-21,6,45,72,36,11,False
2013-09-22,9,47,74,37,15,False
2013-09-23,17,42,77,34,19,False
2013-09-24,15,48,72,36,19,False
2013-09-25,17,40,72,36,19,False
2013-09-26,19,42,79,36,19,False
2013-09-27,15,45,77,34,15,False
2013-09-28,10,44,84,40,10,False
2013-09-29,9,41,71,37,12,False
2013-09-30,15,41,77,32,17,False
2013-10-01,16,42,84,31,18,False
2013-10-02,13,43,77,36,19,False
2013-10-03,17,40,83,35,16,False
2013-10-04,12,44,79,34,15,False
2013-10-05,10,46,81,40,11,False
2013-10-06,9,47,74,43,14,False
2013-10-07,14,42,77,37,20,False
2013-10-08,16,44,79,38,19,False
2013-10-09,17,44,72,35,19,False
2013-10-10,15,39,76,36,19,False
2013-10-11,11,47,74,38,16,False
