date,contribution,cooperative,donate,donation,economize,isPartial
2015-10-28,34,20,33,42,0,False
2015-10-29,35,21,35,45,0,False
2015-10-30,35,19,31,36,0,False
2015-10-31,19,12,30,35,0,False
2015-11-01,14,9,41,37,0,False
2015-11-02,38,20,35,45,0,False
2015-11-03,44,25,32,53,0,False
2015-11-04,41,20,34,50,0,False
2015-11-05,35,22,33,44,0,False
2015-11-06,38,20,33,45,0,False
2015-11-07,18,9,32,40,0,False
2015-11-08,17,10,27,38,0,False
2015-11-09,40,20,36,48,0,False
2015-11-10,38,17,39,50,0,False
2015-11-11,37,20,42,44,0,False
2015-11-12,37,19,41,49,1,False
2015-11-13,39,25,47,48,0,False
2015-11-14,19,10,55,38,0,False
2015-11-15,17,11,46,39,0,False
2015-11-16,36,19,39,51,0,False
2015-11-17,39,21,39,43,0,False
2015-11-18,39,22,40,53,0,False
2015-11-19,40,20,43,49,0,False
2015-11-20,35,22,45,42,0,False
2015-11-21,18,8,43,47,0,False
2015-11-22,14,10,47,42,0,False
2015-11-23,31,18,40,46,0,False
2015-11-24,35,17,34,46,0,False
2015-11-25,27,14,32,43,0,False
2015-11-26,9,7,27,22,0,False
2015-11-27,15,9,29,28,0,False
2015-11-28,14,11,31,34,0,False
2015-11-29,19,10,35,42,0,False
2015-11-30,39,19,37,45,0,False
2015-12-01,40,23,43,56,0,False
2015-12-02,42,21,46,63,0,False
2015-12-03,39,23,39,60,0,False
2015-12-04,31,20,41,59,0,False
2015-12-05,20,10,40,48,0,False
2015-12-06,19,10,36,45,0,False
2015-12-07,38,21,38,54,0,False
2015-12-08,43,19,41,59,0,False
2015-12-09,41,19,45,69,0,False
2015-12-10,41,20,39,52,0,False
2015-12-11,36,18,37,45,0,False
2015-12-12,17,9,45,46,0,False
2015-12-13,16,14,37,40,0,False
2015-12-14,41,20,39,60,0,False
2015-12-15,43,24,39,69,0,False
2015-12-16,44,17,39,69,0,False
2015-12-17,42,17,46,57,1,False
2015-12-18,32,15,43,49,0,False
2015-12-19,15,9,39,47,0,False
2015-12-20,17,9,41,42,0,False
2015-12-21,37,17,41,51,0,False
2015-12-22,34,14,46,57,0,False
2015-12-23,33,12,40,54,0,False
